osm_node_id,longitude_deg,latitude_deg,projected_x_m,projected_y_m,projected_crs,source_tags_json,road_parent_ways_json,rail_parent_ways_json,model_connection_status
30520639,72.7956189,19.6076217,268799.74848958553,2169554.6957416837,EPSG:32643,"{""railway"":""level_crossing""}","[{""feature_value"":""unclassified"",""geometry_role"":""native_way_geometry"",""osm_way_id"":598727793}]","[{""feature_value"":""rail"",""geometry_role"":""native_way_geometry"",""osm_way_id"":591598133}]",native_shared_node_not_transfer_or_conflict_permission
213021548,72.9947821,19.2918791,289287.88574599905,2134342.276325225,EPSG:32643,"{""railway"":""level_crossing""}","[{""feature_value"":""residential"",""geometry_role"":""native_way_geometry"",""osm_way_id"":705422158}]","[{""feature_value"":""rail"",""geometry_role"":""native_way_geometry"",""osm_way_id"":1339824684}]",native_shared_node_not_transfer_or_conflict_permission
213024522,72.8602629,19.3672062,275250.47982469585,2142850.9838009467,EPSG:32643,"{""railway"":""level_crossing""}","[{""feature_value"":""tertiary"",""geometry_role"":""native_way_geometry"",""osm_way_id"":213305195}]","[{""feature_value"":""rail"",""geometry_role"":""native_way_geometry"",""osm_way_id"":782715894}]",native_shared_node_not_transfer_or_conflict_permission
241160687,72.9976715,19.0624643,289299.93346418766,2108941.793743851,EPSG:32643,"{""crossing:barrier"":""no"",""railway"":""level_crossing""}","[{""feature_value"":""service"",""geometry_role"":""native_way_geometry"",""osm_way_id"":825118118}]","[{""feature_value"":""rail"",""geometry_role"":""native_way_geometry"",""osm_way_id"":643703941}]",native_shared_node_not_transfer_or_conflict_permission
245651374,73.3674121,18.7702045,327917.2124720857,2076190.4332340325,EPSG:32643,"{""source"":""AND""}","[{""feature_value"":""motorway"",""geometry_role"":""native_way_geometry"",""osm_way_id"":22842036},{""feature_value"":""motorway"",""geometry_role"":""native_way_geometry"",""osm_way_id"":149003178}]","[{""feature_value"":"""",""geometry_role"":""native_way_geometry"",""osm_way_id"":149003178}]",native_shared_node_not_transfer_or_conflict_permission
245651401,73.3671609,18.7705177,327891.04700645676,2076225.3414069235,EPSG:32643,"{""source"":""AND""}","[{""feature_value"":""motorway"",""geometry_role"":""native_way_geometry"",""osm_way_id"":149003178}]","[{""feature_value"":"""",""geometry_role"":""native_way_geometry"",""osm_way_id"":149003178}]",native_shared_node_not_transfer_or_conflict_permission
245651449,73.3668921,18.7707909,327862.9855033419,2076255.8394100254,EPSG:32643,"{""source"":""AND""}","[{""feature_value"":""motorway"",""geometry_role"":""native_way_geometry"",""osm_way_id"":149003178}]","[{""feature_value"":"""",""geometry_role"":""native_way_geometry"",""osm_way_id"":149003178}]",native_shared_node_not_transfer_or_conflict_permission
245651462,73.3665796,18.7710187,327830.27081460855,2076281.3548228748,EPSG:32643,"{""source"":""AND""}","[{""feature_value"":""motorway"",""geometry_role"":""native_way_geometry"",""osm_way_id"":149003178}]","[{""feature_value"":"""",""geometry_role"":""native_way_geometry"",""osm_way_id"":149003178}]",native_shared_node_not_transfer_or_conflict_permission
245651469,73.3650693,18.7713061,327671.3362027152,2076314.6263280034,EPSG:32643,"{""source"":""AND""}","[{""feature_value"":""motorway"",""geometry_role"":""native_way_geometry"",""osm_way_id"":149003178}]","[{""feature_value"":"""",""geometry_role"":""native_way_geometry"",""osm_way_id"":149003178}]",native_shared_node_not_transfer_or_conflict_permission
245651471,73.3646583,18.7714244,327628.1259525032,2076328.1179314514,EPSG:32643,"{""source"":""AND""}","[{""feature_value"":""motorway"",""geometry_role"":""native_way_geometry"",""osm_way_id"":149003178},{""feature_value"":""motorway"",""geometry_role"":""native_way_geometry"",""osm_way_id"":221478904}]","[{""feature_value"":"""",""geometry_role"":""native_way_geometry"",""osm_way_id"":149003178}]",native_shared_node_not_transfer_or_conflict_permission
245655031,72.8330606,18.9498326,271818.3816783144,2096678.2614437053,EPSG:32643,"{""source"":""Yahoo""}","[{""feature_value"":""residential"",""geometry_role"":""native_way_geometry"",""osm_way_id"":46178388},{""feature_value"":""tertiary"",""geometry_role"":""native_way_geometry"",""osm_way_id"":89191688}]","[{""feature_value"":""proposed"",""geometry_role"":""native_way_geometry"",""osm_way_id"":540125947}]",native_shared_node_not_transfer_or_conflict_permission
245656894,72.8190859,18.965823,270368.1665033682,2098466.7216609954,EPSG:32643,"{""highway"":""traffic_signals"",""source"":""AND"",""traffic_signals"":""signal""}","[{""feature_value"":""secondary"",""geometry_role"":""native_way_geometry"",""osm_way_id"":40701022},{""feature_value"":""secondary"",""geometry_role"":""native_way_geometry"",""osm_way_id"":1174930385},{""feature_value"":""secondary"",""geometry_role"":""native_way_geometry"",""osm_way_id"":1236032560}]","[{""feature_value"":""subway"",""geometry_role"":""native_way_geometry"",""osm_way_id"":610015452}]",native_shared_node_not_transfer_or_conflict_permission
245658275,72.8265962,18.9813715,271180.4801077618,2100178.33277018,EPSG:32643,"{""highway"":""traffic_signals"",""junction"":""roundabout"",""source"":""AND"",""traffic_signals"":""signal""}","[{""feature_value"":""residential"",""geometry_role"":""native_way_geometry"",""osm_way_id"":22852351},{""feature_value"":""secondary"",""geometry_role"":""native_way_geometry"",""osm_way_id"":1236032552}]","[{""feature_value"":""subway"",""geometry_role"":""native_way_geometry"",""osm_way_id"":539615484}]",native_shared_node_not_transfer_or_conflict_permission
245671397,72.8734989,19.1102879,276293.2293404598,2114390.1870475155,EPSG:32643,"{""source"":""AND""}","[{""feature_value"":""primary"",""geometry_role"":""native_way_geometry"",""osm_way_id"":1141926437}]","[{""feature_value"":""station"",""geometry_role"":""native_way_geometry"",""osm_way_id"":311841874},{""feature_value"":""platform"",""geometry_role"":""area_boundary"",""osm_way_id"":311841897}]",native_shared_node_not_transfer_or_conflict_permission
276561766,73.2232328,19.3586446,313376.2352915396,2141470.8598092007,EPSG:32643,"{""railway"":""level_crossing"",""source"":""digitalglobe""}","[{""feature_value"":""tertiary"",""geometry_role"":""native_way_geometry"",""osm_way_id"":781815122}]","[{""feature_value"":""rail"",""geometry_role"":""native_way_geometry"",""osm_way_id"":1314987875}]",native_shared_node_not_transfer_or_conflict_permission
276562409,73.1403434,19.2353844,304521.1477331054,2127917.934521686,EPSG:32643,"{""railway"":""level_crossing""}","[{""feature_value"":""service"",""geometry_role"":""native_way_geometry"",""osm_way_id"":788332944}]","[{""feature_value"":""rail"",""geometry_role"":""native_way_geometry"",""osm_way_id"":608432566}]",native_shared_node_not_transfer_or_conflict_permission
276570079,73.3168118,19.0448244,322871.9243445704,2106636.3322118153,EPSG:32643,"{""railway"":""level_crossing"",""source"":""bing""}","[{""feature_value"":""tertiary"",""geometry_role"":""native_way_geometry"",""osm_way_id"":608627868}]","[{""feature_value"":""rail"",""geometry_role"":""native_way_geometry"",""osm_way_id"":484175099}]",native_shared_node_not_transfer_or_conflict_permission
338318837,73.0099776,19.0664645,290600.3134706352,2109369.8761967937,EPSG:32643,{},"[{""feature_value"":""tertiary"",""geometry_role"":""native_way_geometry"",""osm_way_id"":490047280},{""feature_value"":""tertiary"",""geometry_role"":""native_way_geometry"",""osm_way_id"":607051804}]","[{""feature_value"":""station"",""geometry_role"":""native_way_geometry"",""osm_way_id"":151769149}]",native_shared_node_not_transfer_or_conflict_permission
506820272,73.3005473,18.1664831,320239.685092789,2009436.1018944115,EPSG:32643,"{""crossing:barrier"":""full"",""crossing:bell"":""yes"",""crossing:light"":""no"",""railway"":""level_crossing""}","[{""feature_value"":""unclassified"",""geometry_role"":""native_way_geometry"",""osm_way_id"":563325285}]","[{""feature_value"":""rail"",""geometry_role"":""native_way_geometry"",""osm_way_id"":1495066979}]",native_shared_node_not_transfer_or_conflict_permission
506820296,73.2280593,18.3829451,312802.7099765984,2033467.024747276,EPSG:32643,"{""railway"":""level_crossing""}","[{""feature_value"":""tertiary"",""geometry_role"":""native_way_geometry"",""osm_way_id"":1494030726}]","[{""feature_value"":""rail"",""geometry_role"":""native_way_geometry"",""osm_way_id"":77630152}]",native_shared_node_not_transfer_or_conflict_permission
506820351,73.1191823,18.5780183,301521.8861155226,2055175.307767589,EPSG:32643,"{""railway"":""level_crossing"",""supervised"":""no""}","[{""feature_value"":""unclassified"",""geometry_role"":""native_way_geometry"",""osm_way_id"":563002847}]","[{""feature_value"":""rail"",""geometry_role"":""native_way_geometry"",""osm_way_id"":1188606053}]",native_shared_node_not_transfer_or_conflict_permission
506820379,73.0521057,18.6917245,294578.09137568274,2067837.3833491825,EPSG:32643,{},"[{""feature_value"":""service"",""geometry_role"":""native_way_geometry"",""osm_way_id"":1162053961}]","[{""feature_value"":""rail"",""geometry_role"":""native_way_geometry"",""osm_way_id"":312446323}]",native_shared_node_not_transfer_or_conflict_permission
506820385,73.0549867,18.712266,294906.7709537921,2070107.9199209248,EPSG:32643,"{""railway"":""level_crossing"",""supervised"":""no""}","[{""feature_value"":""unclassified"",""geometry_role"":""native_way_geometry"",""osm_way_id"":843811392}]","[{""feature_value"":""rail"",""geometry_role"":""native_way_geometry"",""osm_way_id"":312446323}]",native_shared_node_not_transfer_or_conflict_permission
571730356,73.154159,18.8704303,305548.7782970661,2087504.2497305265,EPSG:32643,"{""railway"":""level_crossing""}","[{""feature_value"":""residential"",""geometry_role"":""native_way_geometry"",""osm_way_id"":630895170}]","[{""feature_value"":""rail"",""geometry_role"":""native_way_geometry"",""osm_way_id"":319935265},{""feature_value"":""rail"",""geometry_role"":""native_way_geometry"",""osm_way_id"":1007640414}]",native_shared_node_not_transfer_or_conflict_permission
571735756,72.9293216,18.8827513,281871.33735383453,2089130.247540428,EPSG:32643,{},"[{""feature_value"":""residential"",""geometry_role"":""native_way_geometry"",""osm_way_id"":213696459},{""feature_value"":""residential"",""geometry_role"":""native_way_geometry"",""osm_way_id"":1153730149}]","[{""feature_value"":""abandoned"",""geometry_role"":""native_way_geometry"",""osm_way_id"":894309257}]",native_shared_node_not_transfer_or_conflict_permission
571735973,72.943743,18.8798674,283387.3229526301,2088793.2703874419,EPSG:32643,"{""railway"":""level_crossing""}","[{""feature_value"":""primary"",""geometry_role"":""native_way_geometry"",""osm_way_id"":45096240}]","[{""feature_value"":""abandoned"",""geometry_role"":""native_way_geometry"",""osm_way_id"":894309257}]",native_shared_node_not_transfer_or_conflict_permission
618760192,72.8160391,18.9627277,270042.99384397606,2098128.0121000134,EPSG:32643,{},"[{""feature_value"":""footway"",""geometry_role"":""native_way_geometry"",""osm_way_id"":48756808},{""feature_value"":""path"",""geometry_role"":""native_way_geometry"",""osm_way_id"":988148643}]","[{""feature_value"":""platform"",""geometry_role"":""native_way_geometry"",""osm_way_id"":48755011}]",native_shared_node_not_transfer_or_conflict_permission
619179457,72.8552916,19.2165941,274521.8116860542,2126182.845980933,EPSG:32643,{},"[{""feature_value"":""service"",""geometry_role"":""native_way_geometry"",""osm_way_id"":936736935}]","[{""feature_value"":""rail"",""geometry_role"":""native_way_geometry"",""osm_way_id"":48798816}]",native_shared_node_not_transfer_or_conflict_permission
619277931,72.8564133,19.0096881,274359.0381240065,2103274.742144922,EPSG:32643,"{""railway"":""level_crossing""}","[{""feature_value"":""residential"",""geometry_role"":""native_way_geometry"",""osm_way_id"":626382673}]","[{""feature_value"":""rail"",""geometry_role"":""native_way_geometry"",""osm_way_id"":398294953}]",native_shared_node_not_transfer_or_conflict_permission
620523366,72.8172563,18.9657159,270175.30420207954,2098457.2507491726,EPSG:32643,"{""railway"":""switch""}","[{""feature_value"":""residential"",""geometry_role"":""native_way_geometry"",""osm_way_id"":22853561}]","[{""feature_value"":""rail"",""geometry_role"":""native_way_geometry"",""osm_way_id"":48901430},{""feature_value"":""rail"",""geometry_role"":""native_way_geometry"",""osm_way_id"":48902249}]",native_shared_node_not_transfer_or_conflict_permission
623040189,72.8706758,19.1217036,276011.5211750834,2115657.6290829084,EPSG:32643,{},"[{""feature_value"":""secondary"",""geometry_role"":""native_way_geometry"",""osm_way_id"":1175532005}]","[{""feature_value"":""subway"",""geometry_role"":""native_way_geometry"",""osm_way_id"":1303500409}]",native_shared_node_not_transfer_or_conflict_permission
623881645,72.8480243,19.1208962,273626.7763056577,2115597.427518881,EPSG:32643,{},"[{""feature_value"":""footway"",""geometry_role"":""native_way_geometry"",""osm_way_id"":666092075}]","[{""feature_value"":""platform"",""geometry_role"":""native_way_geometry"",""osm_way_id"":331815676}]",native_shared_node_not_transfer_or_conflict_permission
630363651,73.3199085,19.0171236,323168.55011096795,2103567.1221288336,EPSG:32643,"{""crossing:barrier"":""full"",""railway"":""level_crossing""}","[{""feature_value"":""primary"",""geometry_role"":""native_way_geometry"",""osm_way_id"":484207102}]","[{""feature_value"":""narrow_gauge"",""geometry_role"":""native_way_geometry"",""osm_way_id"":49564424}]",native_shared_node_not_transfer_or_conflict_permission
700725823,72.8392953,18.9609456,272490.23010250635,2097900.520680381,EPSG:32643,"{""entrance"":""yes""}","[{""feature_value"":""footway"",""geometry_role"":""native_way_geometry"",""osm_way_id"":22850759},{""feature_value"":""footway"",""geometry_role"":""native_way_geometry"",""osm_way_id"":207555570}]","[{""feature_value"":""platform"",""geometry_role"":""area_boundary"",""osm_way_id"":207555574}]",native_shared_node_not_transfer_or_conflict_permission
708710711,73.3316846,18.8182358,324200.40273276356,2081541.5939493268,EPSG:32643,"{""railway"":""level_crossing"",""source"":""bing""}","[{""feature_value"":""residential"",""geometry_role"":""native_way_geometry"",""osm_way_id"":1188218787}]","[{""feature_value"":""rail"",""geometry_role"":""native_way_geometry"",""osm_way_id"":484272340}]",native_shared_node_not_transfer_or_conflict_permission
810373849,73.3658506,18.7712866,327753.68657190236,2076311.7116729377,EPSG:32643,{},"[{""feature_value"":""motorway"",""geometry_role"":""native_way_geometry"",""osm_way_id"":149003178}]","[{""feature_value"":"""",""geometry_role"":""native_way_geometry"",""osm_way_id"":149003178}]",native_shared_node_not_transfer_or_conflict_permission
884364483,72.8219155,19.1301911,270892.09112734685,2116660.5134054488,EPSG:32643,{},"[{""feature_value"":""tertiary"",""geometry_role"":""native_way_geometry"",""osm_way_id"":74877064},{""feature_value"":""secondary"",""geometry_role"":""native_way_geometry"",""osm_way_id"":1253929961}]","[{""feature_value"":""platform"",""geometry_role"":""area_boundary"",""osm_way_id"":311841900}]",native_shared_node_not_transfer_or_conflict_permission
904821255,72.9352037,19.3272794,283071.8942053629,2138334.894900853,EPSG:32643,{},"[{""feature_value"":""primary"",""geometry_role"":""native_way_geometry"",""osm_way_id"":76807262}]","[{""feature_value"":""construction"",""geometry_role"":""native_way_geometry"",""osm_way_id"":1125530001}]",native_shared_node_not_transfer_or_conflict_permission
960296243,73.3204816,18.8329638,323035.0361729844,2083182.8731908628,EPSG:32643,"{""railway"":""level_crossing""}","[{""feature_value"":""residential"",""geometry_role"":""native_way_geometry"",""osm_way_id"":82511838}]","[{""feature_value"":""rail"",""geometry_role"":""native_way_geometry"",""osm_way_id"":484272340}]",native_shared_node_not_transfer_or_conflict_permission
1131076838,73.7224168,18.6958698,365283.1710797631,2067658.1681635275,EPSG:32643,"{""railway"":""level_crossing""}","[{""feature_value"":""unclassified"",""geometry_role"":""native_way_geometry"",""osm_way_id"":857952470}]","[{""feature_value"":""rail"",""geometry_role"":""native_way_geometry"",""osm_way_id"":97699120}]",native_shared_node_not_transfer_or_conflict_permission
1131076977,73.4998501,18.7481533,341858.9336852922,2073627.0581115165,EPSG:32643,"{""railway"":""level_crossing""}","[{""feature_value"":""unclassified"",""geometry_role"":""native_way_geometry"",""osm_way_id"":262804963}]","[{""feature_value"":""rail"",""geometry_role"":""native_way_geometry"",""osm_way_id"":1315005290}]",native_shared_node_not_transfer_or_conflict_permission
1186508716,72.882451,18.7254494,276724.59223923355,2071774.47144417,EPSG:32643,"{""railway"":""level_crossing""}","[{""feature_value"":""primary"",""geometry_role"":""native_way_geometry"",""osm_way_id"":222122876}]","[{""feature_value"":""rail"",""geometry_role"":""native_way_geometry"",""osm_way_id"":977966163}]",native_shared_node_not_transfer_or_conflict_permission
1232644440,72.8886199,19.0748386,277837.1954480964,2110446.37688443,EPSG:32643,{},"[{""feature_value"":""path"",""geometry_role"":""native_way_geometry"",""osm_way_id"":856311894}]","[{""feature_value"":""rail"",""geometry_role"":""native_way_geometry"",""osm_way_id"":107213262}]",native_shared_node_not_transfer_or_conflict_permission
1316208873,72.7516265,19.9593138,264701.37596860906,2208555.4864223017,EPSG:32643,"{""railway"":""level_crossing""}","[{""feature_value"":""unclassified"",""geometry_role"":""native_way_geometry"",""osm_way_id"":610373831}]","[{""feature_value"":""rail"",""geometry_role"":""native_way_geometry"",""osm_way_id"":116833088}]",native_shared_node_not_transfer_or_conflict_permission
1316209402,72.7488499,19.9565121,264406.51905359165,2208249.1652386268,EPSG:32643,"{""railway"":""level_crossing""}","[{""feature_value"":""unclassified"",""geometry_role"":""native_way_geometry"",""osm_way_id"":807549744}]","[{""feature_value"":""rail"",""geometry_role"":""native_way_geometry"",""osm_way_id"":116833080}]",native_shared_node_not_transfer_or_conflict_permission
1365119280,72.8851239,18.7260404,277007.3021882411,2071836.553446785,EPSG:32643,"{""railway"":""level_crossing""}","[{""feature_value"":""tertiary"",""geometry_role"":""native_way_geometry"",""osm_way_id"":158264459}]","[{""feature_value"":""rail"",""geometry_role"":""native_way_geometry"",""osm_way_id"":977966163}]",native_shared_node_not_transfer_or_conflict_permission
1365119532,73.0500897,18.7021562,294378.0240965068,2068994.4444433667,EPSG:32643,"{""railway"":""level_crossing"",""supervised"":""no""}","[{""feature_value"":""residential"",""geometry_role"":""native_way_geometry"",""osm_way_id"":1198538027}]","[{""feature_value"":""rail"",""geometry_role"":""native_way_geometry"",""osm_way_id"":312446323}]",native_shared_node_not_transfer_or_conflict_permission
1367092881,72.9155513,19.0552424,280646.16540440766,2108243.012213312,EPSG:32643,{},"[{""feature_value"":""footway"",""geometry_role"":""native_way_geometry"",""osm_way_id"":122303838},{""feature_value"":""steps"",""geometry_role"":""native_way_geometry"",""osm_way_id"":384538417}]","[{""feature_value"":""platform"",""geometry_role"":""area_boundary"",""osm_way_id"":626348916}]",native_shared_node_not_transfer_or_conflict_permission
1369352158,73.0643548,19.1831139,296466.87201792037,2122218.797669563,EPSG:32643,"{""railway"":""level_crossing""}","[{""feature_value"":""tertiary"",""geometry_role"":""native_way_geometry"",""osm_way_id"":215245362}]","[{""feature_value"":""rail"",""geometry_role"":""native_way_geometry"",""osm_way_id"":661778959}]",native_shared_node_not_transfer_or_conflict_permission
1369464958,72.9976994,19.1906955,289465.4838374589,2123137.306421776,EPSG:32643,"{""railway"":""level_crossing""}","[{""feature_value"":""tertiary"",""geometry_role"":""native_way_geometry"",""osm_way_id"":1101463290}]","[{""feature_value"":""rail"",""geometry_role"":""native_way_geometry"",""osm_way_id"":659656507}]",native_shared_node_not_transfer_or_conflict_permission
1575062274,72.8390096,19.0629793,272598.9960347432,2109197.079154572,EPSG:32643,"{""crossing:barrier"":""full"",""railway"":""level_crossing"",""ref"":""19""}","[{""feature_value"":""service"",""geometry_role"":""native_way_geometry"",""osm_way_id"":929525132}]","[{""feature_value"":""rail"",""geometry_role"":""native_way_geometry"",""osm_way_id"":196489677}]",native_shared_node_not_transfer_or_conflict_permission
1575062276,72.8391551,19.0629684,272614.29787821113,2109195.683643046,EPSG:32643,"{""crossing:barrier"":""full"",""railway"":""level_crossing"",""ref"":""19""}","[{""feature_value"":""service"",""geometry_role"":""native_way_geometry"",""osm_way_id"":929525132}]","[{""feature_value"":""rail"",""geometry_role"":""native_way_geometry"",""osm_way_id"":107295487}]",native_shared_node_not_transfer_or_conflict_permission
1620475499,73.3595601,18.8064843,327126.43138113583,2080213.5451988333,EPSG:32643,{},"[{""feature_value"":""path"",""geometry_role"":""native_way_geometry"",""osm_way_id"":1351764361}]","[{""feature_value"":""rail"",""geometry_role"":""native_way_geometry"",""osm_way_id"":149003230},{""feature_value"":""rail"",""geometry_role"":""native_way_geometry"",""osm_way_id"":149003290}]",native_shared_node_not_transfer_or_conflict_permission
1645779944,73.0804056,18.7807397,297669.5348753787,2077658.5555846584,EPSG:32643,"{""railway"":""level_crossing""}","[{""feature_value"":""secondary"",""geometry_role"":""native_way_geometry"",""osm_way_id"":151738462}]","[{""feature_value"":""rail"",""geometry_role"":""native_way_geometry"",""osm_way_id"":658557405}]",native_shared_node_not_transfer_or_conflict_permission
1645780835,72.9841996,18.90931,287687.7135704714,2092003.5540288528,EPSG:32643,"{""railway"":""level_crossing""}","[{""feature_value"":""residential"",""geometry_role"":""native_way_geometry"",""osm_way_id"":1186484634}]","[{""feature_value"":""rail"",""geometry_role"":""native_way_geometry"",""osm_way_id"":258336984}]",native_shared_node_not_transfer_or_conflict_permission
1646750859,72.8479354,19.1278484,273626.897118886,2116367.2278285897,EPSG:32643,"{""crossing:barrier"":""full"",""disused:railway"":""level_crossing""}","[{""feature_value"":""footway"",""geometry_role"":""native_way_geometry"",""osm_way_id"":151835677}]","[{""feature_value"":""rail"",""geometry_role"":""native_way_geometry"",""osm_way_id"":809929143}]",native_shared_node_not_transfer_or_conflict_permission
1646750860,72.8478774,19.1278701,273620.82348272117,2116369.705412446,EPSG:32643,"{""crossing:barrier"":""full"",""disused:railway"":""level_crossing""}","[{""feature_value"":""footway"",""geometry_role"":""native_way_geometry"",""osm_way_id"":151835677}]","[{""feature_value"":""rail"",""geometry_role"":""native_way_geometry"",""osm_way_id"":809929149}]",native_shared_node_not_transfer_or_conflict_permission
1646750861,72.8478306,19.1278876,273615.92267453356,2116371.7034989707,EPSG:32643,"{""crossing:barrier"":""full"",""disused:railway"":""level_crossing""}","[{""feature_value"":""footway"",""geometry_role"":""native_way_geometry"",""osm_way_id"":151835677}]","[{""feature_value"":""rail"",""geometry_role"":""native_way_geometry"",""osm_way_id"":809929148}]",native_shared_node_not_transfer_or_conflict_permission
1646750862,72.8477838,19.1279051,273611.0218672898,2116373.7015869147,EPSG:32643,"{""crossing:barrier"":""full"",""disused:railway"":""level_crossing""}","[{""feature_value"":""footway"",""geometry_role"":""native_way_geometry"",""osm_way_id"":151835677}]","[{""feature_value"":""rail"",""geometry_role"":""native_way_geometry"",""osm_way_id"":809929147}]",native_shared_node_not_transfer_or_conflict_permission
1646750863,72.8477325,19.1279243,273605.6498532584,2116375.8937164824,EPSG:32643,"{""crossing:barrier"":""full"",""disused:railway"":""level_crossing""}","[{""feature_value"":""footway"",""geometry_role"":""native_way_geometry"",""osm_way_id"":151835677}]","[{""feature_value"":""rail"",""geometry_role"":""native_way_geometry"",""osm_way_id"":809929146}]",native_shared_node_not_transfer_or_conflict_permission
1650406077,72.9949684,19.1943166,289182.85037615,2123541.4785475964,EPSG:32643,"{""railway"":""crossing""}","[{""feature_value"":""pedestrian"",""geometry_role"":""native_way_geometry"",""osm_way_id"":152206197}]","[{""feature_value"":""rail"",""geometry_role"":""native_way_geometry"",""osm_way_id"":48793274}]",native_shared_node_not_transfer_or_conflict_permission
1936355449,72.8380319,19.0833516,272523.8977986198,2111453.7868826943,EPSG:32643,{},"[{""feature_value"":""primary"",""geometry_role"":""native_way_geometry"",""osm_way_id"":1254239329}]","[{""feature_value"":""construction"",""geometry_role"":""native_way_geometry"",""osm_way_id"":1085543750}]",native_shared_node_not_transfer_or_conflict_permission
1990663343,73.0045394,19.1243588,290100.94816354825,2115785.4002328427,EPSG:32643,{},"[{""feature_value"":""residential"",""geometry_role"":""native_way_geometry"",""osm_way_id"":1186172440}]","[{""feature_value"":""rail"",""geometry_role"":""native_way_geometry"",""osm_way_id"":602887053}]",native_shared_node_not_transfer_or_conflict_permission
2143498391,73.2024261,19.2938238,311115.7055502449,2134318.1602949323,EPSG:32643,"{""railway"":""level_crossing""}","[{""feature_value"":""residential"",""geometry_role"":""native_way_geometry"",""osm_way_id"":1513447026}]","[{""feature_value"":""rail"",""geometry_role"":""native_way_geometry"",""osm_way_id"":25373686}]",native_shared_node_not_transfer_or_conflict_permission
2143498546,73.2133296,19.3416974,312316.39348045853,2139605.6299787187,EPSG:32643,"{""disused:railway"":""level_crossing""}","[{""feature_value"":""tertiary"",""geometry_role"":""native_way_geometry"",""osm_way_id"":204345402}]","[{""feature_value"":""rail"",""geometry_role"":""native_way_geometry"",""osm_way_id"":25373721}]",native_shared_node_not_transfer_or_conflict_permission
2143531298,73.0769461,19.2255347,297843.106072425,2126900.0966803445,EPSG:32643,"{""railway"":""level_crossing""}","[{""feature_value"":""secondary"",""geometry_role"":""native_way_geometry"",""osm_way_id"":1497093951}]","[{""feature_value"":""rail"",""geometry_role"":""native_way_geometry"",""osm_way_id"":49602579}]",native_shared_node_not_transfer_or_conflict_permission
2143586204,73.3907318,19.5790758,331201.8792707213,2165697.4573317766,EPSG:32643,"{""railway"":""level_crossing""}","[{""feature_value"":""tertiary"",""geometry_role"":""native_way_geometry"",""osm_way_id"":204352205}]","[{""feature_value"":""rail"",""geometry_role"":""native_way_geometry"",""osm_way_id"":910042842}]",native_shared_node_not_transfer_or_conflict_permission
2143752003,73.173872,19.2700361,308086.80013597175,2131716.339073234,EPSG:32643,"{""railway"":""level_crossing""}","[{""feature_value"":""tertiary"",""geometry_role"":""native_way_geometry"",""osm_way_id"":1432279972}]","[{""feature_value"":""rail"",""geometry_role"":""native_way_geometry"",""osm_way_id"":25373686}]",native_shared_node_not_transfer_or_conflict_permission
2143752082,73.2159545,19.3116022,312557.85927778657,2136271.4272217313,EPSG:32643,"{""disused:railway"":""level_crossing""}","[{""feature_value"":""secondary"",""geometry_role"":""native_way_geometry"",""osm_way_id"":204345397}]","[{""feature_value"":""rail"",""geometry_role"":""native_way_geometry"",""osm_way_id"":25373721}]",native_shared_node_not_transfer_or_conflict_permission
2143791998,73.3706174,18.9594008,328447.7423782998,2097127.9277136705,EPSG:32643,{},"[{""feature_value"":""tertiary"",""geometry_role"":""native_way_geometry"",""osm_way_id"":204368630},{""feature_value"":""trunk"",""geometry_role"":""native_way_geometry"",""osm_way_id"":215415211}]","[{""feature_value"":""abandoned"",""geometry_role"":""native_way_geometry"",""osm_way_id"":484219250}]",native_shared_node_not_transfer_or_conflict_permission
2175658389,72.8371636,18.9419241,272239.86037383473,2095797.4070339662,EPSG:32643,{},"[{""feature_value"":"""",""geometry_role"":""native_way_geometry"",""osm_way_id"":1449379104}]","[{""feature_value"":""platform"",""geometry_role"":""area_boundary"",""osm_way_id"":1449379103}]",native_shared_node_not_transfer_or_conflict_permission
2175658390,72.83707,18.9419321,272230.01084798307,2095798.4135979672,EPSG:32643,{},"[{""feature_value"":"""",""geometry_role"":""native_way_geometry"",""osm_way_id"":1449379104}]","[{""feature_value"":""platform"",""geometry_role"":""area_boundary"",""osm_way_id"":207359034}]",native_shared_node_not_transfer_or_conflict_permission
2175658391,72.8369725,18.9419404,272219.7508804671,2095799.4584174778,EPSG:32643,{},"[{""feature_value"":"""",""geometry_role"":""native_way_geometry"",""osm_way_id"":1449379104}]","[{""feature_value"":""platform"",""geometry_role"":""area_boundary"",""osm_way_id"":207359034}]",native_shared_node_not_transfer_or_conflict_permission
2178163642,72.8394521,18.9614018,272507.3655820105,2097950.8240353186,EPSG:32643,{},"[{""feature_value"":""footway"",""geometry_role"":""native_way_geometry"",""osm_way_id"":1314987829}]","[{""feature_value"":""platform"",""geometry_role"":""area_boundary"",""osm_way_id"":207555566}]",native_shared_node_not_transfer_or_conflict_permission
2211376042,73.366232,18.771195,327793.80340552144,2076301.2041931332,EPSG:32643,{},"[{""feature_value"":""motorway"",""geometry_role"":""native_way_geometry"",""osm_way_id"":149003178}]","[{""feature_value"":"""",""geometry_role"":""native_way_geometry"",""osm_way_id"":149003178}]",native_shared_node_not_transfer_or_conflict_permission
