access_profile_sha256,referenced_ways_count,transport_class,inheritance_chain,baseline_source_key,baseline_raw_value,baseline_interpretation,contributing_tags,qualified_tags,scope_warnings,resolution_status,simulation_permission_established
00b1bab3857fec8dffb19cfa981a39b9d1620e43cbcf8bd142862ac6a465aee4,1,auto_rickshaw,"[""access"",""vehicle"",""motor_vehicle"",""auto_rickshaw""]",motor_vehicle,no,tagged_prohibition,"[{""key"":""access"",""value"":""permissive""},{""key"":""motor_vehicle"",""value"":""no""}]",{},[],tagged_prohibition,False
00b1bab3857fec8dffb19cfa981a39b9d1620e43cbcf8bd142862ac6a465aee4,1,bicycle,"[""access"",""vehicle"",""bicycle""]",access,permissive,tagged_revocable_permission,"[{""key"":""access"",""value"":""permissive""}]",{},[],tagged_revocable_permission,False
00b1bab3857fec8dffb19cfa981a39b9d1620e43cbcf8bd142862ac6a465aee4,1,bus,"[""access"",""vehicle"",""motor_vehicle"",""psv"",""bus""]",motor_vehicle,no,tagged_prohibition,"[{""key"":""access"",""value"":""permissive""},{""key"":""motor_vehicle"",""value"":""no""}]",{},[],tagged_prohibition,False
00b1bab3857fec8dffb19cfa981a39b9d1620e43cbcf8bd142862ac6a465aee4,1,foot,"[""access"",""foot""]",access,permissive,tagged_revocable_permission,"[{""key"":""access"",""value"":""permissive""}]",{},[],tagged_revocable_permission,False
00b1bab3857fec8dffb19cfa981a39b9d1620e43cbcf8bd142862ac6a465aee4,1,goods,"[""access"",""vehicle"",""motor_vehicle"",""goods""]",motor_vehicle,no,tagged_prohibition,"[{""key"":""access"",""value"":""permissive""},{""key"":""motor_vehicle"",""value"":""no""}]",{},[],tagged_prohibition,False
00b1bab3857fec8dffb19cfa981a39b9d1620e43cbcf8bd142862ac6a465aee4,1,hgv,"[""access"",""vehicle"",""motor_vehicle"",""hgv""]",motor_vehicle,no,tagged_prohibition,"[{""key"":""access"",""value"":""permissive""},{""key"":""motor_vehicle"",""value"":""no""}]",{},[],tagged_prohibition,False
00b1bab3857fec8dffb19cfa981a39b9d1620e43cbcf8bd142862ac6a465aee4,1,minibus,"[""access"",""vehicle"",""motor_vehicle"",""psv"",""minibus""]",motor_vehicle,no,tagged_prohibition,"[{""key"":""access"",""value"":""permissive""},{""key"":""motor_vehicle"",""value"":""no""}]",{},[],tagged_prohibition,False
00b1bab3857fec8dffb19cfa981a39b9d1620e43cbcf8bd142862ac6a465aee4,1,moped,"[""access"",""vehicle"",""motor_vehicle"",""moped""]",motor_vehicle,no,tagged_prohibition,"[{""key"":""access"",""value"":""permissive""},{""key"":""motor_vehicle"",""value"":""no""}]",{},[],tagged_prohibition,False
00b1bab3857fec8dffb19cfa981a39b9d1620e43cbcf8bd142862ac6a465aee4,1,motorcar,"[""access"",""vehicle"",""motor_vehicle"",""motorcar""]",motor_vehicle,no,tagged_prohibition,"[{""key"":""access"",""value"":""permissive""},{""key"":""motor_vehicle"",""value"":""no""}]",{},[],tagged_prohibition,False
00b1bab3857fec8dffb19cfa981a39b9d1620e43cbcf8bd142862ac6a465aee4,1,motorcycle,"[""access"",""vehicle"",""motor_vehicle"",""motorcycle""]",motor_vehicle,no,tagged_prohibition,"[{""key"":""access"",""value"":""permissive""},{""key"":""motor_vehicle"",""value"":""no""}]",{},[],tagged_prohibition,False
00b1bab3857fec8dffb19cfa981a39b9d1620e43cbcf8bd142862ac6a465aee4,1,share_taxi,"[""access"",""vehicle"",""motor_vehicle"",""psv"",""share_taxi""]",motor_vehicle,no,tagged_prohibition,"[{""key"":""access"",""value"":""permissive""},{""key"":""motor_vehicle"",""value"":""no""}]",{},[],tagged_prohibition,False
00b1bab3857fec8dffb19cfa981a39b9d1620e43cbcf8bd142862ac6a465aee4,1,taxi,"[""access"",""vehicle"",""motor_vehicle"",""psv"",""taxi""]",motor_vehicle,no,tagged_prohibition,"[{""key"":""access"",""value"":""permissive""},{""key"":""motor_vehicle"",""value"":""no""}]",{},[],tagged_prohibition,False
01c2f56ba5ebb3e1f656720e1694cb97baf4e1e933b7e02dcca0add4285b4def,5,auto_rickshaw,"[""access"",""vehicle"",""motor_vehicle"",""auto_rickshaw""]",vehicle,permit,requires_user_purpose_or_permission,"[{""key"":""vehicle"",""value"":""permit""}]",{},[],requires_user_purpose_or_permission,False
01c2f56ba5ebb3e1f656720e1694cb97baf4e1e933b7e02dcca0add4285b4def,5,bicycle,"[""access"",""vehicle"",""bicycle""]",bicycle,permissive,tagged_revocable_permission,"[{""key"":""vehicle"",""value"":""permit""},{""key"":""bicycle"",""value"":""permissive""}]",{},[],tagged_revocable_permission,False
01c2f56ba5ebb3e1f656720e1694cb97baf4e1e933b7e02dcca0add4285b4def,5,bus,"[""access"",""vehicle"",""motor_vehicle"",""psv"",""bus""]",vehicle,permit,requires_user_purpose_or_permission,"[{""key"":""vehicle"",""value"":""permit""}]",{},[],requires_user_purpose_or_permission,False
01c2f56ba5ebb3e1f656720e1694cb97baf4e1e933b7e02dcca0add4285b4def,5,foot,"[""access"",""foot""]",foot,permissive,tagged_revocable_permission,"[{""key"":""foot"",""value"":""permissive""}]",{},[],tagged_revocable_permission,False
01c2f56ba5ebb3e1f656720e1694cb97baf4e1e933b7e02dcca0add4285b4def,5,goods,"[""access"",""vehicle"",""motor_vehicle"",""goods""]",vehicle,permit,requires_user_purpose_or_permission,"[{""key"":""vehicle"",""value"":""permit""}]",{},[],requires_user_purpose_or_permission,False
01c2f56ba5ebb3e1f656720e1694cb97baf4e1e933b7e02dcca0add4285b4def,5,hgv,"[""access"",""vehicle"",""motor_vehicle"",""hgv""]",vehicle,permit,requires_user_purpose_or_permission,"[{""key"":""vehicle"",""value"":""permit""}]",{},[],requires_user_purpose_or_permission,False
01c2f56ba5ebb3e1f656720e1694cb97baf4e1e933b7e02dcca0add4285b4def,5,minibus,"[""access"",""vehicle"",""motor_vehicle"",""psv"",""minibus""]",vehicle,permit,requires_user_purpose_or_permission,"[{""key"":""vehicle"",""value"":""permit""}]",{},[],requires_user_purpose_or_permission,False
01c2f56ba5ebb3e1f656720e1694cb97baf4e1e933b7e02dcca0add4285b4def,5,moped,"[""access"",""vehicle"",""motor_vehicle"",""moped""]",vehicle,permit,requires_user_purpose_or_permission,"[{""key"":""vehicle"",""value"":""permit""}]",{},[],requires_user_purpose_or_permission,False
01c2f56ba5ebb3e1f656720e1694cb97baf4e1e933b7e02dcca0add4285b4def,5,motorcar,"[""access"",""vehicle"",""motor_vehicle"",""motorcar""]",vehicle,permit,requires_user_purpose_or_permission,"[{""key"":""vehicle"",""value"":""permit""}]",{},[],requires_user_purpose_or_permission,False
01c2f56ba5ebb3e1f656720e1694cb97baf4e1e933b7e02dcca0add4285b4def,5,motorcycle,"[""access"",""vehicle"",""motor_vehicle"",""motorcycle""]",vehicle,permit,requires_user_purpose_or_permission,"[{""key"":""vehicle"",""value"":""permit""}]",{},[],requires_user_purpose_or_permission,False
01c2f56ba5ebb3e1f656720e1694cb97baf4e1e933b7e02dcca0add4285b4def,5,share_taxi,"[""access"",""vehicle"",""motor_vehicle"",""psv"",""share_taxi""]",vehicle,permit,requires_user_purpose_or_permission,"[{""key"":""vehicle"",""value"":""permit""}]",{},[],requires_user_purpose_or_permission,False
01c2f56ba5ebb3e1f656720e1694cb97baf4e1e933b7e02dcca0add4285b4def,5,taxi,"[""access"",""vehicle"",""motor_vehicle"",""psv"",""taxi""]",vehicle,permit,requires_user_purpose_or_permission,"[{""key"":""vehicle"",""value"":""permit""}]",{},[],requires_user_purpose_or_permission,False
03f141f99493dfa478b87a9fcde7624a812bc28ea2f4cf12d0e8fc0f31d79db8,4,auto_rickshaw,"[""access"",""vehicle"",""motor_vehicle"",""auto_rickshaw""]",motor_vehicle,permissive,tagged_revocable_permission,"[{""key"":""motor_vehicle"",""value"":""permissive""}]",{},[],tagged_revocable_permission,False
03f141f99493dfa478b87a9fcde7624a812bc28ea2f4cf12d0e8fc0f31d79db8,4,bicycle,"[""access"",""vehicle"",""bicycle""]",,,not_tagged,[],{},[],not_tagged,False
03f141f99493dfa478b87a9fcde7624a812bc28ea2f4cf12d0e8fc0f31d79db8,4,bus,"[""access"",""vehicle"",""motor_vehicle"",""psv"",""bus""]",motor_vehicle,permissive,tagged_revocable_permission,"[{""key"":""motor_vehicle"",""value"":""permissive""}]",{},[],tagged_revocable_permission,False
03f141f99493dfa478b87a9fcde7624a812bc28ea2f4cf12d0e8fc0f31d79db8,4,foot,"[""access"",""foot""]",foot,yes,tagged_public_access,"[{""key"":""foot"",""value"":""yes""}]",{},[],tagged_public_access,False
03f141f99493dfa478b87a9fcde7624a812bc28ea2f4cf12d0e8fc0f31d79db8,4,goods,"[""access"",""vehicle"",""motor_vehicle"",""goods""]",motor_vehicle,permissive,tagged_revocable_permission,"[{""key"":""motor_vehicle"",""value"":""permissive""}]",{},[],tagged_revocable_permission,False
03f141f99493dfa478b87a9fcde7624a812bc28ea2f4cf12d0e8fc0f31d79db8,4,hgv,"[""access"",""vehicle"",""motor_vehicle"",""hgv""]",motor_vehicle,permissive,tagged_revocable_permission,"[{""key"":""motor_vehicle"",""value"":""permissive""}]",{},[],tagged_revocable_permission,False
03f141f99493dfa478b87a9fcde7624a812bc28ea2f4cf12d0e8fc0f31d79db8,4,minibus,"[""access"",""vehicle"",""motor_vehicle"",""psv"",""minibus""]",motor_vehicle,permissive,tagged_revocable_permission,"[{""key"":""motor_vehicle"",""value"":""permissive""}]",{},[],tagged_revocable_permission,False
03f141f99493dfa478b87a9fcde7624a812bc28ea2f4cf12d0e8fc0f31d79db8,4,moped,"[""access"",""vehicle"",""motor_vehicle"",""moped""]",motor_vehicle,permissive,tagged_revocable_permission,"[{""key"":""motor_vehicle"",""value"":""permissive""}]",{},[],tagged_revocable_permission,False
03f141f99493dfa478b87a9fcde7624a812bc28ea2f4cf12d0e8fc0f31d79db8,4,motorcar,"[""access"",""vehicle"",""motor_vehicle"",""motorcar""]",motor_vehicle,permissive,tagged_revocable_permission,"[{""key"":""motor_vehicle"",""value"":""permissive""}]",{},[],tagged_revocable_permission,False
03f141f99493dfa478b87a9fcde7624a812bc28ea2f4cf12d0e8fc0f31d79db8,4,motorcycle,"[""access"",""vehicle"",""motor_vehicle"",""motorcycle""]",motor_vehicle,permissive,tagged_revocable_permission,"[{""key"":""motor_vehicle"",""value"":""permissive""}]",{},[],tagged_revocable_permission,False
03f141f99493dfa478b87a9fcde7624a812bc28ea2f4cf12d0e8fc0f31d79db8,4,share_taxi,"[""access"",""vehicle"",""motor_vehicle"",""psv"",""share_taxi""]",motor_vehicle,permissive,tagged_revocable_permission,"[{""key"":""motor_vehicle"",""value"":""permissive""}]",{},[],tagged_revocable_permission,False
03f141f99493dfa478b87a9fcde7624a812bc28ea2f4cf12d0e8fc0f31d79db8,4,taxi,"[""access"",""vehicle"",""motor_vehicle"",""psv"",""taxi""]",motor_vehicle,permissive,tagged_revocable_permission,"[{""key"":""motor_vehicle"",""value"":""permissive""}]",{},[],tagged_revocable_permission,False
045c686abee1b3b0d4fe424c4cde08730c0c894b925d6a91d8a0856a1af685ad,9,auto_rickshaw,"[""access"",""vehicle"",""motor_vehicle"",""auto_rickshaw""]",access,designated,unrecognised_or_ambiguous_value,"[{""key"":""access"",""value"":""designated""}]",{},[],unrecognised_or_ambiguous_value,False
045c686abee1b3b0d4fe424c4cde08730c0c894b925d6a91d8a0856a1af685ad,9,bicycle,"[""access"",""vehicle"",""bicycle""]",access,designated,unrecognised_or_ambiguous_value,"[{""key"":""access"",""value"":""designated""}]",{},[],unrecognised_or_ambiguous_value,False
045c686abee1b3b0d4fe424c4cde08730c0c894b925d6a91d8a0856a1af685ad,9,bus,"[""access"",""vehicle"",""motor_vehicle"",""psv"",""bus""]",bus,designated,tagged_designated_access,"[{""key"":""access"",""value"":""designated""},{""key"":""psv"",""value"":""designated""},{""key"":""bus"",""value"":""designated""}]",{},[],tagged_designated_access,False
045c686abee1b3b0d4fe424c4cde08730c0c894b925d6a91d8a0856a1af685ad,9,foot,"[""access"",""foot""]",access,designated,unrecognised_or_ambiguous_value,"[{""key"":""access"",""value"":""designated""}]",{},[],unrecognised_or_ambiguous_value,False
045c686abee1b3b0d4fe424c4cde08730c0c894b925d6a91d8a0856a1af685ad,9,goods,"[""access"",""vehicle"",""motor_vehicle"",""goods""]",access,designated,unrecognised_or_ambiguous_value,"[{""key"":""access"",""value"":""designated""}]",{},[],unrecognised_or_ambiguous_value,False
045c686abee1b3b0d4fe424c4cde08730c0c894b925d6a91d8a0856a1af685ad,9,hgv,"[""access"",""vehicle"",""motor_vehicle"",""hgv""]",access,designated,unrecognised_or_ambiguous_value,"[{""key"":""access"",""value"":""designated""}]",{},[],unrecognised_or_ambiguous_value,False
045c686abee1b3b0d4fe424c4cde08730c0c894b925d6a91d8a0856a1af685ad,9,minibus,"[""access"",""vehicle"",""motor_vehicle"",""psv"",""minibus""]",psv,designated,tagged_designated_access,"[{""key"":""access"",""value"":""designated""},{""key"":""psv"",""value"":""designated""}]",{},[],tagged_designated_access,False
045c686abee1b3b0d4fe424c4cde08730c0c894b925d6a91d8a0856a1af685ad,9,moped,"[""access"",""vehicle"",""motor_vehicle"",""moped""]",access,designated,unrecognised_or_ambiguous_value,"[{""key"":""access"",""value"":""designated""}]",{},[],unrecognised_or_ambiguous_value,False
045c686abee1b3b0d4fe424c4cde08730c0c894b925d6a91d8a0856a1af685ad,9,motorcar,"[""access"",""vehicle"",""motor_vehicle"",""motorcar""]",access,designated,unrecognised_or_ambiguous_value,"[{""key"":""access"",""value"":""designated""}]",{},[],unrecognised_or_ambiguous_value,False
045c686abee1b3b0d4fe424c4cde08730c0c894b925d6a91d8a0856a1af685ad,9,motorcycle,"[""access"",""vehicle"",""motor_vehicle"",""motorcycle""]",access,designated,unrecognised_or_ambiguous_value,"[{""key"":""access"",""value"":""designated""}]",{},[],unrecognised_or_ambiguous_value,False
045c686abee1b3b0d4fe424c4cde08730c0c894b925d6a91d8a0856a1af685ad,9,share_taxi,"[""access"",""vehicle"",""motor_vehicle"",""psv"",""share_taxi""]",psv,designated,tagged_designated_access,"[{""key"":""access"",""value"":""designated""},{""key"":""psv"",""value"":""designated""}]",{},[],tagged_designated_access,False
045c686abee1b3b0d4fe424c4cde08730c0c894b925d6a91d8a0856a1af685ad,9,taxi,"[""access"",""vehicle"",""motor_vehicle"",""psv"",""taxi""]",psv,designated,tagged_designated_access,"[{""key"":""access"",""value"":""designated""},{""key"":""psv"",""value"":""designated""}]",{},[],tagged_designated_access,False
04dbcfbe076724d0c8316f03f6a4f733efd142d3a2162de5504618e11b553f36,64,auto_rickshaw,"[""access"",""vehicle"",""motor_vehicle"",""auto_rickshaw""]",,,not_tagged,[],{},[],not_tagged,False
04dbcfbe076724d0c8316f03f6a4f733efd142d3a2162de5504618e11b553f36,64,bicycle,"[""access"",""vehicle"",""bicycle""]",bicycle,no,tagged_prohibition,"[{""key"":""bicycle"",""value"":""no""}]",{},[],tagged_prohibition,False
04dbcfbe076724d0c8316f03f6a4f733efd142d3a2162de5504618e11b553f36,64,bus,"[""access"",""vehicle"",""motor_vehicle"",""psv"",""bus""]",,,not_tagged,[],{},[],not_tagged,False
04dbcfbe076724d0c8316f03f6a4f733efd142d3a2162de5504618e11b553f36,64,foot,"[""access"",""foot""]",,,not_tagged,[],{},[],not_tagged,False
04dbcfbe076724d0c8316f03f6a4f733efd142d3a2162de5504618e11b553f36,64,goods,"[""access"",""vehicle"",""motor_vehicle"",""goods""]",,,not_tagged,[],{},[],not_tagged,False
04dbcfbe076724d0c8316f03f6a4f733efd142d3a2162de5504618e11b553f36,64,hgv,"[""access"",""vehicle"",""motor_vehicle"",""hgv""]",,,not_tagged,[],{},[],not_tagged,False
04dbcfbe076724d0c8316f03f6a4f733efd142d3a2162de5504618e11b553f36,64,minibus,"[""access"",""vehicle"",""motor_vehicle"",""psv"",""minibus""]",,,not_tagged,[],{},[],not_tagged,False
04dbcfbe076724d0c8316f03f6a4f733efd142d3a2162de5504618e11b553f36,64,moped,"[""access"",""vehicle"",""motor_vehicle"",""moped""]",,,not_tagged,[],{},[],not_tagged,False
04dbcfbe076724d0c8316f03f6a4f733efd142d3a2162de5504618e11b553f36,64,motorcar,"[""access"",""vehicle"",""motor_vehicle"",""motorcar""]",,,not_tagged,[],{},[],not_tagged,False
04dbcfbe076724d0c8316f03f6a4f733efd142d3a2162de5504618e11b553f36,64,motorcycle,"[""access"",""vehicle"",""motor_vehicle"",""motorcycle""]",motorcycle,no,tagged_prohibition,"[{""key"":""motorcycle"",""value"":""no""}]",{},[],tagged_prohibition,False
04dbcfbe076724d0c8316f03f6a4f733efd142d3a2162de5504618e11b553f36,64,share_taxi,"[""access"",""vehicle"",""motor_vehicle"",""psv"",""share_taxi""]",,,not_tagged,[],{},[],not_tagged,False
04dbcfbe076724d0c8316f03f6a4f733efd142d3a2162de5504618e11b553f36,64,taxi,"[""access"",""vehicle"",""motor_vehicle"",""psv"",""taxi""]",,,not_tagged,[],{},[],not_tagged,False
04f0639f963a68e81967309347f10f920b9a70902c2e849d687fedbdd1a0fc90,36,auto_rickshaw,"[""access"",""vehicle"",""motor_vehicle"",""auto_rickshaw""]",motor_vehicle,yes,tagged_public_access,"[{""key"":""access"",""value"":""yes""},{""key"":""motor_vehicle"",""value"":""yes""}]",{},[],tagged_public_access,False
04f0639f963a68e81967309347f10f920b9a70902c2e849d687fedbdd1a0fc90,36,bicycle,"[""access"",""vehicle"",""bicycle""]",bicycle,yes,tagged_public_access,"[{""key"":""access"",""value"":""yes""},{""key"":""bicycle"",""value"":""yes""}]",{},[],tagged_public_access,False
04f0639f963a68e81967309347f10f920b9a70902c2e849d687fedbdd1a0fc90,36,bus,"[""access"",""vehicle"",""motor_vehicle"",""psv"",""bus""]",motor_vehicle,yes,tagged_public_access,"[{""key"":""access"",""value"":""yes""},{""key"":""motor_vehicle"",""value"":""yes""}]",{},[],tagged_public_access,False
04f0639f963a68e81967309347f10f920b9a70902c2e849d687fedbdd1a0fc90,36,foot,"[""access"",""foot""]",foot,yes,tagged_public_access,"[{""key"":""access"",""value"":""yes""},{""key"":""foot"",""value"":""yes""}]",{},[],tagged_public_access,False
04f0639f963a68e81967309347f10f920b9a70902c2e849d687fedbdd1a0fc90,36,goods,"[""access"",""vehicle"",""motor_vehicle"",""goods""]",motor_vehicle,yes,tagged_public_access,"[{""key"":""access"",""value"":""yes""},{""key"":""motor_vehicle"",""value"":""yes""}]",{},[],tagged_public_access,False
04f0639f963a68e81967309347f10f920b9a70902c2e849d687fedbdd1a0fc90,36,hgv,"[""access"",""vehicle"",""motor_vehicle"",""hgv""]",motor_vehicle,yes,tagged_public_access,"[{""key"":""access"",""value"":""yes""},{""key"":""motor_vehicle"",""value"":""yes""}]",{},[],tagged_public_access,False
04f0639f963a68e81967309347f10f920b9a70902c2e849d687fedbdd1a0fc90,36,minibus,"[""access"",""vehicle"",""motor_vehicle"",""psv"",""minibus""]",motor_vehicle,yes,tagged_public_access,"[{""key"":""access"",""value"":""yes""},{""key"":""motor_vehicle"",""value"":""yes""}]",{},[],tagged_public_access,False
04f0639f963a68e81967309347f10f920b9a70902c2e849d687fedbdd1a0fc90,36,moped,"[""access"",""vehicle"",""motor_vehicle"",""moped""]",motor_vehicle,yes,tagged_public_access,"[{""key"":""access"",""value"":""yes""},{""key"":""motor_vehicle"",""value"":""yes""}]",{},[],tagged_public_access,False
04f0639f963a68e81967309347f10f920b9a70902c2e849d687fedbdd1a0fc90,36,motorcar,"[""access"",""vehicle"",""motor_vehicle"",""motorcar""]",motor_vehicle,yes,tagged_public_access,"[{""key"":""access"",""value"":""yes""},{""key"":""motor_vehicle"",""value"":""yes""}]",{},[],tagged_public_access,False
04f0639f963a68e81967309347f10f920b9a70902c2e849d687fedbdd1a0fc90,36,motorcycle,"[""access"",""vehicle"",""motor_vehicle"",""motorcycle""]",motor_vehicle,yes,tagged_public_access,"[{""key"":""access"",""value"":""yes""},{""key"":""motor_vehicle"",""value"":""yes""}]",{},[],tagged_public_access,False
04f0639f963a68e81967309347f10f920b9a70902c2e849d687fedbdd1a0fc90,36,share_taxi,"[""access"",""vehicle"",""motor_vehicle"",""psv"",""share_taxi""]",motor_vehicle,yes,tagged_public_access,"[{""key"":""access"",""value"":""yes""},{""key"":""motor_vehicle"",""value"":""yes""}]",{},[],tagged_public_access,False
04f0639f963a68e81967309347f10f920b9a70902c2e849d687fedbdd1a0fc90,36,taxi,"[""access"",""vehicle"",""motor_vehicle"",""psv"",""taxi""]",motor_vehicle,yes,tagged_public_access,"[{""key"":""access"",""value"":""yes""},{""key"":""motor_vehicle"",""value"":""yes""}]",{},[],tagged_public_access,False
0543092cd38c4e00d20c445d9e0aa4ec337463097a3e2c00b52862e6574842ed,2,auto_rickshaw,"[""access"",""vehicle"",""motor_vehicle"",""auto_rickshaw""]",access,"private19.01324700, 73.01707500",unrecognised_or_ambiguous_value,"[{""key"":""access"",""value"":""private19.01324700, 73.01707500""}]",{},[],unrecognised_or_ambiguous_value,False
0543092cd38c4e00d20c445d9e0aa4ec337463097a3e2c00b52862e6574842ed,2,bicycle,"[""access"",""vehicle"",""bicycle""]",access,"private19.01324700, 73.01707500",unrecognised_or_ambiguous_value,"[{""key"":""access"",""value"":""private19.01324700, 73.01707500""}]",{},[],unrecognised_or_ambiguous_value,False
0543092cd38c4e00d20c445d9e0aa4ec337463097a3e2c00b52862e6574842ed,2,bus,"[""access"",""vehicle"",""motor_vehicle"",""psv"",""bus""]",access,"private19.01324700, 73.01707500",unrecognised_or_ambiguous_value,"[{""key"":""access"",""value"":""private19.01324700, 73.01707500""}]",{},[],unrecognised_or_ambiguous_value,False
0543092cd38c4e00d20c445d9e0aa4ec337463097a3e2c00b52862e6574842ed,2,foot,"[""access"",""foot""]",access,"private19.01324700, 73.01707500",unrecognised_or_ambiguous_value,"[{""key"":""access"",""value"":""private19.01324700, 73.01707500""}]",{},[],unrecognised_or_ambiguous_value,False
0543092cd38c4e00d20c445d9e0aa4ec337463097a3e2c00b52862e6574842ed,2,goods,"[""access"",""vehicle"",""motor_vehicle"",""goods""]",access,"private19.01324700, 73.01707500",unrecognised_or_ambiguous_value,"[{""key"":""access"",""value"":""private19.01324700, 73.01707500""}]",{},[],unrecognised_or_ambiguous_value,False
0543092cd38c4e00d20c445d9e0aa4ec337463097a3e2c00b52862e6574842ed,2,hgv,"[""access"",""vehicle"",""motor_vehicle"",""hgv""]",access,"private19.01324700, 73.01707500",unrecognised_or_ambiguous_value,"[{""key"":""access"",""value"":""private19.01324700, 73.01707500""}]",{},[],unrecognised_or_ambiguous_value,False
0543092cd38c4e00d20c445d9e0aa4ec337463097a3e2c00b52862e6574842ed,2,minibus,"[""access"",""vehicle"",""motor_vehicle"",""psv"",""minibus""]",access,"private19.01324700, 73.01707500",unrecognised_or_ambiguous_value,"[{""key"":""access"",""value"":""private19.01324700, 73.01707500""}]",{},[],unrecognised_or_ambiguous_value,False
0543092cd38c4e00d20c445d9e0aa4ec337463097a3e2c00b52862e6574842ed,2,moped,"[""access"",""vehicle"",""motor_vehicle"",""moped""]",access,"private19.01324700, 73.01707500",unrecognised_or_ambiguous_value,"[{""key"":""access"",""value"":""private19.01324700, 73.01707500""}]",{},[],unrecognised_or_ambiguous_value,False
0543092cd38c4e00d20c445d9e0aa4ec337463097a3e2c00b52862e6574842ed,2,motorcar,"[""access"",""vehicle"",""motor_vehicle"",""motorcar""]",access,"private19.01324700, 73.01707500",unrecognised_or_ambiguous_value,"[{""key"":""access"",""value"":""private19.01324700, 73.01707500""}]",{},[],unrecognised_or_ambiguous_value,False
0543092cd38c4e00d20c445d9e0aa4ec337463097a3e2c00b52862e6574842ed,2,motorcycle,"[""access"",""vehicle"",""motor_vehicle"",""motorcycle""]",access,"private19.01324700, 73.01707500",unrecognised_or_ambiguous_value,"[{""key"":""access"",""value"":""private19.01324700, 73.01707500""}]",{},[],unrecognised_or_ambiguous_value,False
0543092cd38c4e00d20c445d9e0aa4ec337463097a3e2c00b52862e6574842ed,2,share_taxi,"[""access"",""vehicle"",""motor_vehicle"",""psv"",""share_taxi""]",access,"private19.01324700, 73.01707500",unrecognised_or_ambiguous_value,"[{""key"":""access"",""value"":""private19.01324700, 73.01707500""}]",{},[],unrecognised_or_ambiguous_value,False
0543092cd38c4e00d20c445d9e0aa4ec337463097a3e2c00b52862e6574842ed,2,taxi,"[""access"",""vehicle"",""motor_vehicle"",""psv"",""taxi""]",access,"private19.01324700, 73.01707500",unrecognised_or_ambiguous_value,"[{""key"":""access"",""value"":""private19.01324700, 73.01707500""}]",{},[],unrecognised_or_ambiguous_value,False
059e03e4d812be030c0e388d5c09a55c55433d3e9493a0aecb43f0bcc7f67b9a,3,auto_rickshaw,"[""access"",""vehicle"",""motor_vehicle"",""auto_rickshaw""]",access,no,tagged_prohibition,"[{""key"":""access"",""value"":""no""}]",{},[],tagged_prohibition,False
059e03e4d812be030c0e388d5c09a55c55433d3e9493a0aecb43f0bcc7f67b9a,3,bicycle,"[""access"",""vehicle"",""bicycle""]",bicycle,no,tagged_prohibition,"[{""key"":""access"",""value"":""no""},{""key"":""bicycle"",""value"":""no""}]",{},[],tagged_prohibition,False
059e03e4d812be030c0e388d5c09a55c55433d3e9493a0aecb43f0bcc7f67b9a,3,bus,"[""access"",""vehicle"",""motor_vehicle"",""psv"",""bus""]",access,no,tagged_prohibition,"[{""key"":""access"",""value"":""no""}]",{},[],tagged_prohibition,False
059e03e4d812be030c0e388d5c09a55c55433d3e9493a0aecb43f0bcc7f67b9a,3,foot,"[""access"",""foot""]",access,no,tagged_prohibition,"[{""key"":""access"",""value"":""no""}]",{},[],tagged_prohibition,False
059e03e4d812be030c0e388d5c09a55c55433d3e9493a0aecb43f0bcc7f67b9a,3,goods,"[""access"",""vehicle"",""motor_vehicle"",""goods""]",access,no,tagged_prohibition,"[{""key"":""access"",""value"":""no""}]",{},[],tagged_prohibition,False
059e03e4d812be030c0e388d5c09a55c55433d3e9493a0aecb43f0bcc7f67b9a,3,hgv,"[""access"",""vehicle"",""motor_vehicle"",""hgv""]",access,no,tagged_prohibition,"[{""key"":""access"",""value"":""no""}]",{},[],tagged_prohibition,False
059e03e4d812be030c0e388d5c09a55c55433d3e9493a0aecb43f0bcc7f67b9a,3,minibus,"[""access"",""vehicle"",""motor_vehicle"",""psv"",""minibus""]",access,no,tagged_prohibition,"[{""key"":""access"",""value"":""no""}]",{},[],tagged_prohibition,False
059e03e4d812be030c0e388d5c09a55c55433d3e9493a0aecb43f0bcc7f67b9a,3,moped,"[""access"",""vehicle"",""motor_vehicle"",""moped""]",access,no,tagged_prohibition,"[{""key"":""access"",""value"":""no""}]",{},[],tagged_prohibition,False
059e03e4d812be030c0e388d5c09a55c55433d3e9493a0aecb43f0bcc7f67b9a,3,motorcar,"[""access"",""vehicle"",""motor_vehicle"",""motorcar""]",access,no,tagged_prohibition,"[{""key"":""access"",""value"":""no""}]",{},[],tagged_prohibition,False
059e03e4d812be030c0e388d5c09a55c55433d3e9493a0aecb43f0bcc7f67b9a,3,motorcycle,"[""access"",""vehicle"",""motor_vehicle"",""motorcycle""]",access,no,tagged_prohibition,"[{""key"":""access"",""value"":""no""}]",{},[],tagged_prohibition,False
059e03e4d812be030c0e388d5c09a55c55433d3e9493a0aecb43f0bcc7f67b9a,3,share_taxi,"[""access"",""vehicle"",""motor_vehicle"",""psv"",""share_taxi""]",access,no,tagged_prohibition,"[{""key"":""access"",""value"":""no""}]",{},[],tagged_prohibition,False
