osm_route_relation_id,route_stop_sequence,source_member_order,source_member_role,osm_node_id,station_keys_json,native_node_tags_json,route_node_index_zero_based,chain_status
11514143,1,3,stop_entry_only,2166817451,"[""CR_HB_LABEL:mumbai csmt""]","{""level"":""0"",""loc_name"":""Mumbai Chhatrapati Shivaji Terminus (Suburban)"",""loc_name:en"":""Mumbai Chhatrapati Shivaji Terminus (Suburban)"",""loc_name:mr"":""मुंबई छत्रपती शिवाजी टर्मिनस (उपनगरी)"",""name"":""Mumbai CSMT (Suburban)"",""name:en"":""Mumbai CSMT (Suburban)"",""name:mr"":""मुंबई सीएसएमटी (उपनगरी)"",""official_name"":""Mumbai Chhatrapati Shivaji Maharaj Terminus (Suburban)"",""official_name:en"":""Mumbai Chhatrapati Shivaji Maharaj Terminus (Suburban)"",""official_name:mr"":""मुंबई छत्रपती शिवाजी महाराज टर्मिनस (उपनगरी)"",""old_name"":""Victoria Terminus (Suburban)"",""old_name:en"":""Victoria Terminus (Suburban)"",""old_name:mr"":""व्हिक्टोरिया टर्मिनस (उपनगरी)"",""public_transport"":""stop_position"",""railway"":""stop"",""ref"":""5"",""short_name"":""CSMT;CST;VT"",""short_name:en"":""CSMT;CST;VT"",""short_name:hi"":""सीएसएमटी;सीएसटी;व्हीटी"",""short_name:mr"":""सीएसएमटी;सीएसटी;व्हीटी"",""source"":""Esri World imagery (2024-09-14)"",""tactile_paving"":""yes"",""train"":""yes""}",0,present_in_order
11514143,2,5,stop,2178254483,[],{},81,present_in_order
11514143,3,7,stop,2163597903,[],{},114,present_in_order
11514143,4,9,stop,1367093217,"[""CR_HB_LABEL:kurla""]","{""name"":""Kurla"",""name:en"":""Kurla"",""name:hi"":""कुर्ला"",""name:ml"":""കുർള"",""name:mr"":""कुर्ला"",""official_name"":""Kurla Junction"",""official_name:en"":""Kurla Junction"",""official_name:hi"":""कुर्ला जंक्शन"",""official_name:mr"":""कुर्ला जंक्शन"",""old_name"":""Coorla"",""old_name:en"":""Coorla"",""public_transport"":""stop_position"",""railway"":""stop"",""ref"":""5"",""train"":""yes""}",148,present_in_order
11514143,5,11,stop,7817668011,[],{},171,present_in_order
11514143,6,13,stop,1647133433,"[""CR_THB_CODE:TNA""]","{""alt_name:ar"":""ثين"",""name"":""Thane"",""name:ar"":""تاني"",""name:en"":""Thane"",""name:fa"":""تانه"",""name:hi"":""ठाणे"",""name:ml"":""താനെ"",""name:mr"":""ठाणे"",""name:pnb"":""تہانہ"",""name:ps"":""تانی"",""name:ur"":""تھانے"",""public_transport"":""stop_position"",""railway"":""stop"",""ref"":""5"",""train"":""yes""}",278,present_in_order
11514143,7,15,stop,7817547754,[],{},431,present_in_order
11514143,8,17,stop,6199256259,[],{},478,present_in_order
11514143,9,19,stop,12171153749,[],{},506,present_in_order
11514143,10,21,stop,6586251090,[],{},531,present_in_order
11514143,11,23,stop,12171153727,[],{},557,present_in_order
11514143,12,25,stop,5764394178,[],{},604,present_in_order
11514143,13,27,stop,6586251093,[],{},678,present_in_order
11514143,14,29,stop,11033681712,[],{},709,present_in_order
11514143,15,31,stop,4769141835,[],{},735,present_in_order
11514143,16,33,stop,4769570913,[],{},784,present_in_order
11514143,17,35,stop,12170585803,[],{},828,present_in_order
11514143,18,37,stop,2869362286,[],{},893,present_in_order
11514143,19,39,stop,12171153702,[],{},946,present_in_order
11514143,20,41,stop,11517052436,[],{},956,present_in_order
11514143,21,43,stop,2629004884,[],{},983,present_in_order
11514143,22,44,stop_exit_only,12171122300,[],{},1013,present_in_order
11514202,1,2,stop_entry_only,12171122299,[],{},1,present_in_order
11514202,2,4,stop,2629004884,[],{},35,present_in_order
11514202,3,6,stop,11517052436,[],{},62,present_in_order
11514202,4,8,stop,12171153702,[],{},72,present_in_order
11514202,5,10,stop,2869362286,[],{},125,present_in_order
11514202,6,12,stop,12170585803,[],{},190,present_in_order
11514202,7,14,stop,6586251097,[],{},233,present_in_order
11514202,8,16,stop,6586251096,[],{},285,present_in_order
11514202,9,18,stop,11033681716,[],{},307,present_in_order
11514202,10,20,stop,276563396,[],{},340,present_in_order
11514202,11,22,stop,1108915960,[],{},409,present_in_order
11514202,12,24,stop,6586251091,[],{},454,present_in_order
11514202,13,26,stop,1682282854,[],{},475,present_in_order
11514202,14,28,stop,12171153748,[],{},489,present_in_order
11514202,15,30,stop,7554999642,[],{},512,present_in_order
11514202,16,32,stop,12171153819,[],{},562,present_in_order
11514202,17,34,stop,1647133407,"[""CR_THB_CODE:TNA""]","{""alt_name:ar"":""ثين"",""name"":""Thane"",""name:ar"":""تاني"",""name:en"":""Thane"",""name:fa"":""تانه"",""name:hi"":""ठाणे"",""name:ml"":""താനെ"",""name:mr"":""ठाणे"",""name:pnb"":""تہانہ"",""name:ps"":""تانی"",""name:ur"":""تھانے"",""public_transport"":""stop_position"",""railway"":""stop"",""ref"":""6"",""train"":""yes""}",718,present_in_order
11514202,18,36,stop,7817668012,[],{},825,present_in_order
11514202,19,38,stop,1367093215,"[""CR_HB_LABEL:kurla""]","{""name"":""Kurla"",""name:en"":""Kurla"",""name:hi"":""कुर्ला"",""name:ml"":""കുർള"",""name:mr"":""कुर्ला"",""official_name"":""Kurla Junction"",""official_name:en"":""Kurla Junction"",""official_name:hi"":""कुर्ला जंक्शन"",""official_name:mr"":""कुर्ला जंक्शन"",""old_name"":""Coorla"",""old_name:en"":""Coorla"",""public_transport"":""stop_position"",""railway"":""stop"",""ref"":""6"",""train"":""yes""}",850,present_in_order
11514202,20,40,stop,353471603,[],{},886,present_in_order
11514202,21,42,stop,3501419615,[],{},920,present_in_order
11514202,22,45,stop_exit_only,2166817453,"[""CR_HB_LABEL:mumbai csmt""]","{""level"":""0"",""loc_name"":""Mumbai Chhatrapati Shivaji Terminus (Suburban)"",""loc_name:en"":""Mumbai Chhatrapati Shivaji Terminus (Suburban)"",""loc_name:mr"":""मुंबई छत्रपती शिवाजी टर्मिनस (उपनगरी)"",""name"":""Mumbai CSMT (Suburban)"",""name:en"":""Mumbai CSMT (Suburban)"",""name:mr"":""मुंबई सीएसएमटी (उपनगरी)"",""official_name"":""Mumbai Chhatrapati Shivaji Maharaj Terminus (Suburban)"",""official_name:en"":""Mumbai Chhatrapati Shivaji Maharaj Terminus (Suburban)"",""official_name:mr"":""मुंबई छत्रपती शिवाजी महाराज टर्मिनस (उपनगरी)"",""old_name"":""Victoria Terminus (Suburban)"",""old_name:en"":""Victoria Terminus (Suburban)"",""old_name:mr"":""व्हिक्टोरिया टर्मिनस (उपनगरी)"",""public_transport"":""stop_position"",""railway"":""stop"",""ref"":""6"",""short_name"":""CSMT;CST;VT"",""short_name:en"":""CSMT;CST;VT"",""short_name:hi"":""सीएसएमटी;सीएसटी;व्हीटी"",""short_name:mr"":""सीएसएमटी;सीएसटी;व्हीटी"",""source"":""Esri World imagery (2024-09-14)"",""tactile_paving"":""yes"",""train"":""yes""}",999,present_in_order
11514203,1,2,stop_entry_only,12171153757,[],{},0,present_in_order
11514203,2,4,stop,13727998109,[],{},102,present_in_order
11514203,3,6,stop,13729593411,[],{},230,present_in_order
11514203,4,8,stop,5178015727,[],{},,out_of_order
11514203,5,10,stop,2520395695,[],{},290,present_in_order
11514203,6,12,stop,2520395518,[],{},413,present_in_order
11514203,7,14,stop,2520395437,[],{},475,present_in_order
11514203,8,16,stop,12171153790,[],{},540,present_in_order
11514203,9,18,stop,12171153792,[],{},611,present_in_order
11514203,10,20,stop,12171153794,[],{},659,present_in_order
11514203,11,22,stop,2520704672,[],{},687,present_in_order
11514203,12,24,stop,7554999644,[],{},721,present_in_order
11514203,13,26,stop,12171153819,[],{},772,present_in_order
11514203,14,28,stop,1647133407,"[""CR_THB_CODE:TNA""]","{""alt_name:ar"":""ثين"",""name"":""Thane"",""name:ar"":""تاني"",""name:en"":""Thane"",""name:fa"":""تانه"",""name:hi"":""ठाणे"",""name:ml"":""താനെ"",""name:mr"":""ठाणे"",""name:pnb"":""تہانہ"",""name:ps"":""تانی"",""name:ur"":""تھانے"",""public_transport"":""stop_position"",""railway"":""stop"",""ref"":""6"",""train"":""yes""}",928,present_in_order
11514203,15,30,stop,7817668012,[],{},1035,present_in_order
11514203,16,32,stop,1367093215,"[""CR_HB_LABEL:kurla""]","{""name"":""Kurla"",""name:en"":""Kurla"",""name:hi"":""कुर्ला"",""name:ml"":""കുർള"",""name:mr"":""कुर्ला"",""official_name"":""Kurla Junction"",""official_name:en"":""Kurla Junction"",""official_name:hi"":""कुर्ला जंक्शन"",""official_name:mr"":""कुर्ला जंक्शन"",""old_name"":""Coorla"",""old_name:en"":""Coorla"",""public_transport"":""stop_position"",""railway"":""stop"",""ref"":""6"",""train"":""yes""}",1060,present_in_order
11514203,17,34,stop,353471603,[],{},1096,present_in_order
11514203,18,36,stop,3501419615,[],{},1130,present_in_order
11514203,19,39,stop_exit_only,2166817453,"[""CR_HB_LABEL:mumbai csmt""]","{""level"":""0"",""loc_name"":""Mumbai Chhatrapati Shivaji Terminus (Suburban)"",""loc_name:en"":""Mumbai Chhatrapati Shivaji Terminus (Suburban)"",""loc_name:mr"":""मुंबई छत्रपती शिवाजी टर्मिनस (उपनगरी)"",""name"":""Mumbai CSMT (Suburban)"",""name:en"":""Mumbai CSMT (Suburban)"",""name:mr"":""मुंबई सीएसएमटी (उपनगरी)"",""official_name"":""Mumbai Chhatrapati Shivaji Maharaj Terminus (Suburban)"",""official_name:en"":""Mumbai Chhatrapati Shivaji Maharaj Terminus (Suburban)"",""official_name:mr"":""मुंबई छत्रपती शिवाजी महाराज टर्मिनस (उपनगरी)"",""old_name"":""Victoria Terminus (Suburban)"",""old_name:en"":""Victoria Terminus (Suburban)"",""old_name:mr"":""व्हिक्टोरिया टर्मिनस (उपनगरी)"",""public_transport"":""stop_position"",""railway"":""stop"",""ref"":""6"",""short_name"":""CSMT;CST;VT"",""short_name:en"":""CSMT;CST;VT"",""short_name:hi"":""सीएसएमटी;सीएसटी;व्हीटी"",""short_name:mr"":""सीएसएमटी;सीएसटी;व्हीटी"",""source"":""Esri World imagery (2024-09-14)"",""tactile_paving"":""yes"",""train"":""yes""}",1209,present_in_order
18029245,1,2,stop_entry_only,2257797444,[],{},,route_geometry_unresolved
18029245,2,4,stop,2270270792,[],{},,route_geometry_unresolved
18029245,3,6,stop,1647133407,"[""CR_THB_CODE:TNA""]","{""alt_name:ar"":""ثين"",""name"":""Thane"",""name:ar"":""تاني"",""name:en"":""Thane"",""name:fa"":""تانه"",""name:hi"":""ठाणे"",""name:ml"":""താനെ"",""name:mr"":""ठाणे"",""name:pnb"":""تہانہ"",""name:ps"":""تانی"",""name:ur"":""تھانے"",""public_transport"":""stop_position"",""railway"":""stop"",""ref"":""6"",""train"":""yes""}",,route_geometry_unresolved
18029245,4,8,stop,353471603,[],{},,route_geometry_unresolved
18029245,5,10,stop_exit_only,1234805948,"[""CR_HB_LABEL:mumbai csmt""]","{""level"":""0"",""loc_name"":""Mumbai Chhatrapati Shivaji Terminus (Suburban)"",""loc_name:en"":""Mumbai Chhatrapati Shivaji Terminus (Suburban)"",""loc_name:mr"":""मुंबई छत्रपती शिवाजी टर्मिनस (उपनगरी)"",""name"":""Mumbai CSMT (Suburban)"",""name:en"":""Mumbai CSMT (Suburban)"",""name:mr"":""मुंबई सीएसएमटी (उपनगरी)"",""official_name"":""Mumbai Chhatrapati Shivaji Maharaj Terminus (Suburban)"",""official_name:en"":""Mumbai Chhatrapati Shivaji Maharaj Terminus (Suburban)"",""official_name:mr"":""मुंबई छत्रपती शिवाजी महाराज टर्मिनस (उपनगरी)"",""old_name"":""Victoria Terminus (Suburban)"",""old_name:en"":""Victoria Terminus (Suburban)"",""old_name:mr"":""व्हिक्टोरिया टर्मिनस (उपनगरी)"",""public_transport"":""stop_position"",""railway"":""stop"",""ref"":""8"",""short_name"":""CSMT;CST;VT"",""short_name:en"":""CSMT;CST;VT"",""short_name:hi"":""सीएसएमटी;सीएसटी;व्हीटी"",""short_name:mr"":""सीएसएमटी;सीएसटी;व्हीटी"",""source"":""Esri World imagery (2024-09-14)"",""tactile_paving"":""yes"",""train"":""yes""}",,route_geometry_unresolved
18029245,6,12,stop,4031660717,[],{},,route_geometry_unresolved
18029246,1,2,stop_entry_only,1234805948,"[""CR_HB_LABEL:mumbai csmt""]","{""level"":""0"",""loc_name"":""Mumbai Chhatrapati Shivaji Terminus (Suburban)"",""loc_name:en"":""Mumbai Chhatrapati Shivaji Terminus (Suburban)"",""loc_name:mr"":""मुंबई छत्रपती शिवाजी टर्मिनस (उपनगरी)"",""name"":""Mumbai CSMT (Suburban)"",""name:en"":""Mumbai CSMT (Suburban)"",""name:mr"":""मुंबई सीएसएमटी (उपनगरी)"",""official_name"":""Mumbai Chhatrapati Shivaji Maharaj Terminus (Suburban)"",""official_name:en"":""Mumbai Chhatrapati Shivaji Maharaj Terminus (Suburban)"",""official_name:mr"":""मुंबई छत्रपती शिवाजी महाराज टर्मिनस (उपनगरी)"",""old_name"":""Victoria Terminus (Suburban)"",""old_name:en"":""Victoria Terminus (Suburban)"",""old_name:mr"":""व्हिक्टोरिया टर्मिनस (उपनगरी)"",""public_transport"":""stop_position"",""railway"":""stop"",""ref"":""8"",""short_name"":""CSMT;CST;VT"",""short_name:en"":""CSMT;CST;VT"",""short_name:hi"":""सीएसएमटी;सीएसटी;व्हीटी"",""short_name:mr"":""सीएसएमटी;सीएसटी;व्हीटी"",""source"":""Esri World imagery (2024-09-14)"",""tactile_paving"":""yes"",""train"":""yes""}",,route_geometry_unresolved
18029246,2,4,stop,631525227,[],{},,route_geometry_unresolved
18029246,3,6,stop,1647133433,"[""CR_THB_CODE:TNA""]","{""alt_name:ar"":""ثين"",""name"":""Thane"",""name:ar"":""تاني"",""name:en"":""Thane"",""name:fa"":""تانه"",""name:hi"":""ठाणे"",""name:ml"":""താനെ"",""name:mr"":""ठाणे"",""name:pnb"":""تہانہ"",""name:ps"":""تانی"",""name:ur"":""تھانے"",""public_transport"":""stop_position"",""railway"":""stop"",""ref"":""5"",""train"":""yes""}",,route_geometry_unresolved
18029246,4,8,stop,6586492650,[],{},,route_geometry_unresolved
18029246,5,10,stop,2270270796,[],{},,route_geometry_unresolved
18029246,6,12,stop_exit_only,2257797444,[],{},,route_geometry_unresolved
