osm_route_relation_id,route_stop_sequence,source_member_order,source_member_role,osm_node_id,station_keys_json,native_node_tags_json,route_node_index_zero_based,chain_status
11491270,26,53,stop_exit_only,619293646,"[""CR_HB_LABEL:mumbai csmt""]","{""level"":""0"",""loc_name"":""Mumbai Chhatrapati Shivaji Terminus (Suburban)"",""loc_name:en"":""Mumbai Chhatrapati Shivaji Terminus (Suburban)"",""loc_name:mr"":""मुंबई छत्रपती शिवाजी टर्मिनस (उपनगरी)"",""name"":""Mumbai CSMT (Suburban)"",""name:en"":""Mumbai CSMT (Suburban)"",""name:mr"":""मुंबई सीएसएमटी (उपनगरी)"",""official_name"":""Mumbai Chhatrapati Shivaji Maharaj Terminus (Suburban)"",""official_name:en"":""Mumbai Chhatrapati Shivaji Maharaj Terminus (Suburban)"",""official_name:mr"":""मुंबई छत्रपती शिवाजी महाराज टर्मिनस (उपनगरी)"",""old_name"":""Victoria Terminus (Suburban)"",""old_name:en"":""Victoria Terminus (Suburban)"",""old_name:mr"":""व्हिक्टोरिया टर्मिनस (उपनगरी)"",""public_transport"":""stop_position"",""railway"":""stop"",""ref"":""4"",""short_name"":""CSMT;CST;VT"",""short_name:en"":""CSMT;CST;VT"",""short_name:hi"":""सीएसएमटी;सीएसटी;व्हीटी"",""short_name:mr"":""सीएसएमटी;सीएसटी;व्हीटी"",""source"":""Esri World imagery (2024-09-14)"",""tactile_paving"":""yes"",""train"":""yes""}",528,present_in_order
11491271,1,2,stop_entry_only,1234823928,"[""CR_HB_LABEL:mumbai csmt""]","{""level"":""0"",""loc_name"":""Mumbai Chhatrapati Shivaji Terminus (Suburban)"",""loc_name:en"":""Mumbai Chhatrapati Shivaji Terminus (Suburban)"",""loc_name:mr"":""मुंबई छत्रपती शिवाजी टर्मिनस (उपनगरी)"",""name"":""Mumbai CSMT (Suburban)"",""name:en"":""Mumbai CSMT (Suburban)"",""name:mr"":""मुंबई सीएसएमटी (उपनगरी)"",""official_name"":""Mumbai Chhatrapati Shivaji Maharaj Terminus (Suburban)"",""official_name:en"":""Mumbai Chhatrapati Shivaji Maharaj Terminus (Suburban)"",""official_name:mr"":""मुंबई छत्रपती शिवाजी महाराज टर्मिनस (उपनगरी)"",""old_name"":""Victoria Terminus (Suburban)"",""old_name:en"":""Victoria Terminus (Suburban)"",""old_name:mr"":""व्हिक्टोरिया टर्मिनस (उपनगरी)"",""public_transport"":""stop_position"",""railway"":""stop"",""ref"":""3"",""short_name"":""CSMT;CST;VT"",""short_name:en"":""CSMT;CST;VT"",""short_name:hi"":""सीएसएमटी;सीएसटी;व्हीटी"",""short_name:mr"":""सीएसएमटी;सीएसटी;व्हीटी"",""source"":""Esri World imagery (2024-09-14)"",""tactile_paving"":""yes"",""train"":""yes""}",0,present_in_order
11491271,2,4,stop,619293660,"[""CR_HB_LABEL:masjid""]","{""alt_name"":""Masjid Bunder"",""alt_name:en"":""Masjid Bunder"",""alt_name:hi"":""मस्जिद बंदर;मशीद बंदर"",""alt_name:mr"":""मस्जिद बंदर"",""name"":""Masjid"",""name:en"":""Masjid"",""name:hi"":""मस्जिद"",""name:mr"":""मस्जिद"",""official_name:hi"":""मशीद"",""public_transport"":""stop_position"",""railway"":""stop"",""ref"":""3"",""train"":""yes""}",36,present_in_order
11491271,3,6,stop,619293667,"[""CR_HB_LABEL:sandhurst road""]","{""name"":""Sandhurst Road"",""name:en"":""Sandhurst Road"",""name:hi"":""सैंडहर्स्ट रोड"",""name:ml"":""സാൻഡ്ഹർസ്റ്റ് റോഡ്"",""name:mr"":""सँडहर्स्ट रोड"",""public_transport"":""stop_position"",""railway"":""stop"",""ref"":""1"",""train"":""yes""}",56,present_in_order
11491271,4,8,stop,2178254482,[],{},100,present_in_order
11491271,5,10,stop,619293686,[],{},102,present_in_order
11491271,6,12,stop,9140706757,[],{},104,present_in_order
11491271,7,14,stop,7802203490,[],{},122,present_in_order
11491271,8,16,stop,12171153821,[],{},132,present_in_order
11491271,9,18,stop,7802217071,[],{},141,present_in_order
11491271,10,20,stop,7817519128,[],{},155,present_in_order
11491271,11,22,stop,620015554,"[""CR_HB_LABEL:kurla""]","{""name"":""Kurla"",""name:en"":""Kurla"",""name:hi"":""कुर्ला"",""name:ml"":""കുർള"",""name:mr"":""कुर्ला"",""official_name"":""Kurla Junction"",""official_name:en"":""Kurla Junction"",""official_name:hi"":""कुर्ला जंक्शन"",""official_name:mr"":""कुर्ला जंक्शन"",""old_name"":""Coorla"",""old_name:en"":""Coorla"",""public_transport"":""stop_position"",""railway"":""stop"",""ref"":""1"",""train"":""yes""}",171,present_in_order
11491271,12,24,stop,6175360982,[],{},181,present_in_order
11491271,13,26,stop,7817668009,[],{},194,present_in_order
11491271,14,28,stop,620002682,[],{},219,present_in_order
11491271,15,30,stop,7817543286,[],{},234,present_in_order
11491271,16,32,stop,12171153820,[],{},252,present_in_order
11491271,17,34,stop,7817547051,[],{},266,present_in_order
11491271,18,36,stop,1643352023,[],{},292,present_in_order
11491271,19,38,stop,630673338,"[""CR_THB_CODE:TNA""]","{""alt_name:ar"":""ثين"",""name"":""Thane"",""name:ar"":""تاني"",""name:en"":""Thane"",""name:fa"":""تانه"",""name:hi"":""ठाणे"",""name:ml"":""താനെ"",""name:mr"":""ठाणे"",""name:pnb"":""تہانہ"",""name:ps"":""تانی"",""name:ur"":""تھانے"",""public_transport"":""stop_position"",""railway"":""stop"",""ref"":""2"",""train"":""yes""}",313,present_in_order
11491271,20,40,stop,6176092580,[],{},339,present_in_order
11491271,21,42,stop,7554999796,[],{},411,present_in_order
11491271,22,44,stop,7817537151,[],{},451,present_in_order
11491271,23,46,stop,2143530518,[],{},474,present_in_order
11491271,24,48,stop,7817547753,[],{},482,present_in_order
11491271,25,50,stop,4005517060,[],{},499,present_in_order
11491271,26,52,stop_exit_only,12171153815,[],{},531,present_in_order
11511059,1,1,stop,5073274501,[],{},2,present_in_order
11511059,2,2,stop,3346014880,[],{},18,present_in_order
11511059,3,3,stop,3346014830,[],{},30,present_in_order
11511059,4,4,stop,3346014841,[],{},49,present_in_order
11511059,5,5,stop,7512478926,[],{},81,present_in_order
11511059,6,6,stop,7512478931,[],{},96,present_in_order
11511059,7,7,stop,3345986845,[],{},108,present_in_order
11511059,8,8,stop,3345986857,"[""CR_EXTERNAL_CODE:BVI""]","{""name"":""Borivali"",""public_transport"":""stop_position"",""train"":""yes""}",138,present_in_order
11511059,9,9,stop,7552344493,[],{},152,present_in_order
11511059,10,10,stop,7552167806,[],{},166,present_in_order
11511059,11,11,stop,7817951293,"[""CR_HB_LABEL:goregaon""]","{""name"":""Goregaon"",""public_transport"":""stop_position"",""railway"":""stop"",""ref"":""4"",""train"":""yes""}",182,present_in_order
11511059,12,12,stop,7817991348,"[""CR_HB_LABEL:ramnagar""]","{""name"":""Ram Mandir"",""public_transport"":""stop_position"",""railway"":""stop"",""ref"":""4"",""train"":""yes""}",190,present_in_order
11511059,13,13,stop,7817967702,"[""CR_HB_LABEL:jogeshwari""]","{""name"":""Jogeshwari (Western Line)"",""name:mr"":""जोगेश्‍वरी"",""public_transport"":""stop_position"",""railway"":""stop"",""ref"":""4"",""train"":""yes""}",201,present_in_order
11511059,14,14,stop,1646774130,"[""CR_HB_LABEL:andheri""]","{""name"":""Andheri"",""name:en"":""Andheri"",""name:mr"":""अंधेरी"",""public_transport"":""stop_position"",""railway"":""stop"",""ref"":""5"",""train"":""yes""}",213,present_in_order
11511059,15,15,stop,7510862078,"[""CR_HB_LABEL:vileparle""]","{""name"":""Vile Parle"",""name:en"":""Vile Parle"",""name:mr"":""विले पार्ले"",""public_transport"":""stop_position"",""railway"":""stop"",""ref"":""4"",""train"":""yes""}",231,present_in_order
11511059,16,16,stop,7510862083,"[""CR_HB_LABEL:santacruz""]","{""name"":""Santa Cruz (WR)"",""name:en"":""Santa Cruz (WR)"",""name:mr"":""सांताक्रूझ"",""public_transport"":""stop_position"",""railway"":""stop"",""ref"":""4"",""train"":""yes""}",239,present_in_order
11511059,17,17,stop,7510862787,"[""CR_HB_LABEL:khar road""]","{""name"":""Khar Road"",""name:en"":""Khar Road"",""name:hi"":""खार रोड"",""name:mr"":""खार रोड"",""public_transport"":""stop_position"",""railway"":""stop"",""ref"":""4"",""train"":""yes""}",254,present_in_order
11511059,18,18,stop,7510862068,"[""CR_HB_LABEL:bandra""]","{""name"":""Bandra"",""name:en"":""Bandra"",""name:hi"":""बांद्रा"",""name:mr"":""वांद्रे"",""public_transport"":""stop_position"",""railway"":""stop"",""ref"":""3"",""train"":""yes""}",291,present_in_order
11511059,19,19,stop,1365560229,"[""CR_HB_LABEL:mahim jn""]","{""name"":""Mahim Junction"",""name:en"":""Mahim Junction"",""name:mr"":""माहिम रेल्वे स्थानक"",""public_transport"":""stop_position"",""railway"":""stop"",""ref"":""2"",""train"":""yes""}",305,present_in_order
11511059,20,20,stop,1365560118,[],{},321,present_in_order
11511059,21,21,stop,1365570212,[],{},330,present_in_order
11511059,22,22,stop,2622213367,[],{},342,present_in_order
11511059,23,23,stop,7817952880,[],{},353,present_in_order
11511059,24,24,stop,7511298719,[],{},370,present_in_order
11511059,25,25,stop,528216004,[],{},394,present_in_order
11511059,26,26,stop,527987797,[],{},403,present_in_order
11511059,27,27,stop,527987828,[],{},422,present_in_order
11511059,28,28,stop,528115484,[],{},429,present_in_order
11511059,29,29,stop,621948374,[],{},450,present_in_order
11511060,1,1,stop,621948374,[],{},1,present_in_order
11511060,2,2,stop,528115491,[],{},23,present_in_order
11511060,3,3,stop,528079150,[],{},32,present_in_order
11511060,4,4,stop,6661895499,[],{},51,present_in_order
11511060,5,5,stop,6166727726,[],{},60,present_in_order
11511060,6,6,stop,7511298720,[],{},82,present_in_order
11511060,7,7,stop,7817952879,[],{},96,present_in_order
11511060,8,8,stop,631547822,[],{},106,present_in_order
11511060,9,9,stop,631525247,[],{},117,present_in_order
11511060,10,10,stop,631525335,[],{},126,present_in_order
11511060,11,11,stop,619252273,"[""CR_HB_LABEL:mahim jn""]","{""name"":""Mahim Junction"",""name:en"":""Mahim Junction"",""name:mr"":""माहिम रेल्वे स्थानक"",""public_transport"":""stop_position"",""railway"":""stop"",""ref"":""1"",""train"":""yes""}",141,present_in_order
11511060,12,12,stop,1233481385,"[""CR_HB_LABEL:bandra""]","{""name"":""Bandra"",""name:en"":""Bandra"",""name:hi"":""बांद्रा"",""name:mr"":""वांद्रे"",""public_transport"":""stop_position"",""railway"":""stop"",""ref"":""1"",""train"":""yes""}",157,present_in_order
11511060,13,13,stop,7510862788,"[""CR_HB_LABEL:khar road""]","{""name"":""Khar Road"",""name:en"":""Khar Road"",""name:hi"":""खार रोड"",""name:mr"":""खार रोड"",""public_transport"":""stop_position"",""railway"":""stop"",""ref"":""3"",""train"":""yes""}",194,present_in_order
11511060,14,14,stop,7510862084,"[""CR_HB_LABEL:santacruz""]","{""name"":""Santa Cruz (WR)"",""name:en"":""Santa Cruz (WR)"",""name:mr"":""सांताक्रूझ"",""public_transport"":""stop_position"",""railway"":""stop"",""ref"":""3"",""train"":""yes""}",209,present_in_order
11511060,15,15,stop,621276256,"[""CR_HB_LABEL:vileparle""]","{""name"":""Vile Parle"",""name:en"":""Vile Parle"",""name:mr"":""विले पार्ले"",""public_transport"":""stop_position"",""railway"":""stop"",""ref"":""3"",""train"":""yes""}",222,present_in_order
11511060,16,16,stop,1646774132,"[""CR_HB_LABEL:andheri""]","{""name"":""Andheri"",""name:en"":""Andheri"",""name:mr"":""अंधेरी"",""public_transport"":""stop_position"",""railway"":""stop"",""ref"":""3"",""train"":""yes""}",236,present_in_order
11511060,17,17,stop,7817967703,"[""CR_HB_LABEL:jogeshwari""]","{""name"":""Jogeshwari (Western Line)"",""name:mr"":""जोगेश्‍वरी"",""public_transport"":""stop_position"",""railway"":""stop"",""ref"":""3"",""train"":""yes""}",246,present_in_order
11511060,18,18,stop,7817991345,"[""CR_HB_LABEL:ramnagar""]","{""name"":""Ram Mandir"",""public_transport"":""stop_position"",""railway"":""stop"",""ref"":""3"",""train"":""yes""}",259,present_in_order
11511060,19,19,stop,213030694,"[""CR_HB_LABEL:goregaon""]","{""name"":""Goregaon"",""public_transport"":""stop_position"",""railway"":""stop"",""ref"":""3"",""train"":""yes""}",267,present_in_order
11511060,20,20,stop,213030688,[],{},284,present_in_order
11511060,21,21,stop,7552344494,[],{},298,present_in_order
11511060,22,22,stop,3186571161,"[""CR_EXTERNAL_CODE:BVI""]","{""name"":""Borivali"",""public_transport"":""stop_position"",""train"":""yes""}",311,present_in_order
11511060,23,23,stop,3345962769,[],{},337,present_in_order
11511060,24,24,stop,702054142,[],{},349,present_in_order
11511060,25,25,stop,7512478928,[],{},365,present_in_order
11511060,26,26,stop,3230936698,[],{},400,present_in_order
11511060,27,27,stop,7512478915,[],{},418,present_in_order
11511060,28,28,stop,30520645,[],{},431,present_in_order
11511060,29,29,stop,4367766784,[],{},453,present_in_order
11511942,1,1,stop,1647133382,"[""CR_THB_CODE:TNA""]","{""alt_name:ar"":""ثين"",""name"":""Thane"",""name:ar"":""تاني"",""name:en"":""Thane"",""name:fa"":""تانه"",""name:hi"":""ठाणे"",""name:ml"":""താനെ"",""name:mr"":""ठाणे"",""name:pnb"":""تہانہ"",""name:ps"":""تانی"",""name:ur"":""تھانے"",""public_transport"":""stop_position"",""railway"":""stop"",""ref"":""9"",""train"":""yes""}",1,present_in_order
11511942,2,2,stop,13032197037,"[""CR_THB_CODE:DIGH""]","{""name"":""Digha Gaon"",""name:en"":""Digha Gaon"",""name:hi"":""दिघा गाँव"",""name:mr"":""दिघा गाँव"",""public_transport"":""stop_position"",""railway"":""stop"",""start_date"":""2024-01-12"",""train"":""yes""}",47,present_in_order
11511942,3,3,stop,7818210885,"[""CR_THB_CODE:AIRL""]","{""name"":""Airoli"",""name:en"":""Airoli"",""official_name"":""Airavali"",""official_name:en"":""Airavali"",""public_transport"":""stop_position"",""railway"":""stop"",""train"":""yes""}",73,present_in_order
11511942,4,4,stop,7818144558,"[""CR_THB_CODE:RABE""]","{""name"":""Rabale"",""public_transport"":""stop_position"",""railway"":""stop"",""train"":""yes""}",101,present_in_order
11511942,5,5,stop,7818209607,"[""CR_THB_CODE:GNSL""]","{""name"":""Ghansoli"",""name:hi"":""घनसोली"",""name:mr"":""घणसोली"",""public_transport"":""stop_position"",""railway"":""stop"",""train"":""yes""}",124,present_in_order
11511942,6,6,stop,7818118169,"[""CR_THB_CODE:KPHN""]","{""name"":""Koparkhairne"",""name:hi"":""कोपरखैरने"",""public_transport"":""stop_position"",""railway"":""stop"",""train"":""yes""}",139,present_in_order
11511942,7,7,stop,7818206410,"[""CR_THB_CODE:TUH""]","{""name"":""Turbhe"",""name:hi"":""तुर्भे"",""public_transport"":""stop_position"",""railway"":""stop"",""train"":""yes""}",169,present_in_order
11511942,8,8,stop,7817978920,"[""CR_HB_LABEL:juinagar"",""CR_THB_CODE:JNJ""]","{""name"":""Juinagar"",""name:en"":""Juinagar"",""name:hi"":""जुईनगर"",""public_transport"":""stop_position"",""railway"":""stop"",""ref"":""1"",""train"":""yes""}",193,present_in_order
11511942,9,9,stop,7818050101,"[""CR_THB_CODE:NEU""]","{""name"":""Nerul"",""name:en"":""Nerul"",""name:hi"":""नेरुल"",""public_transport"":""stop_position"",""railway"":""stop"",""ref"":""1"",""train"":""yes""}",216,present_in_order
11511942,10,10,stop,7818030804,"[""CR_THB_CODE:SWDV""]","{""name"":""Seawoods"",""name:en"":""Seawoods"",""name:hi"":""सीवुड्ज़"",""public_transport"":""stop_position"",""railway"":""stop"",""ref"":""1"",""train"":""yes""}",244,present_in_order
11511942,11,11,stop,7818124497,"[""CR_THB_CODE:BEPR""]","{""name"":""CBD Belapur"",""name:mr"":""सी बी डी बेलापूर"",""public_transport"":""stop_position"",""railway"":""stop"",""ref"":""1"",""train"":""yes""}",278,present_in_order
11511942,12,12,stop,7818064487,"[""CR_THB_CODE:KHAG""]","{""name"":""Kharghar"",""public_transport"":""stop_position"",""railway"":""stop"",""ref"":""1"",""train"":""yes""}",309,present_in_order
11511942,13,13,stop,7818067423,"[""CR_THB_CODE:MANR""]","{""name"":""Mansarovar"",""public_transport"":""stop_position"",""railway"":""stop"",""ref"":""1"",""train"":""yes""}",340,present_in_order
11511942,14,14,stop,7818098639,"[""CR_THB_CODE:KNDS""]","{""name"":""Khandeshwar"",""name:hi"":""खांदेश्वर"",""public_transport"":""stop_position"",""railway"":""stop"",""ref"":""1"",""train"":""yes""}",353,present_in_order
11511950,1,1,stop,4822210993,"[""CR_HB_LABEL:vashi"",""CR_THB_CODE:VSH""]","{""name"":""Vashi"",""name:hi"":""वाशी"",""public_transport"":""stop_position"",""railway"":""stop"",""ref"":""1"",""train"":""yes""}",5,present_in_order
11511950,2,2,stop,1990668445,"[""CR_HB_LABEL:sanpada"",""CR_THB_CODE:SNPD""]","{""name"":""Sanpada"",""public_transport"":""stop_position"",""railway"":""stop"",""ref"":""1"",""train"":""yes""}",18,present_in_order
11511950,3,3,stop,7818206407,"[""CR_THB_CODE:TUH""]","{""name"":""Turbhe"",""name:hi"":""तुर्भे"",""public_transport"":""stop_position"",""railway"":""stop"",""train"":""yes""}",66,present_in_order
11511950,4,4,stop,7818118170,"[""CR_THB_CODE:KPHN""]","{""name"":""Koparkhairne"",""name:hi"":""कोपरखैरने"",""public_transport"":""stop_position"",""railway"":""stop"",""train"":""yes""}",131,present_in_order
11511950,5,5,stop,7818209608,"[""CR_THB_CODE:GNSL""]","{""name"":""Ghansoli"",""name:hi"":""घनसोली"",""name:mr"":""घणसोली"",""network"":""train"",""public_transport"":""stop_position"",""railway"":""stop"",""ref"":""platform no.2"",""train"":""yes""}",156,present_in_order
11511950,6,6,stop,7818144559,"[""CR_THB_CODE:RABE""]","{""name"":""Rabale"",""public_transport"":""stop_position"",""railway"":""stop"",""train"":""yes""}",197,present_in_order
11511950,7,7,stop,7818210886,"[""CR_THB_CODE:AIRL""]","{""name"":""Airoli"",""name:en"":""Airoli"",""official_name"":""Airavali"",""official_name:en"":""Airavali"",""public_transport"":""stop_position"",""railway"":""stop"",""train"":""yes""}",226,present_in_order
11511950,8,8,stop,13032197036,"[""CR_THB_CODE:DIGH""]","{""name"":""Digha Gaon"",""name:en"":""Digha Gaon"",""name:hi"":""दिघा गाँव"",""name:mr"":""दिघा गाँव"",""public_transport"":""stop_position"",""railway"":""stop"",""start_date"":""2024-01-12"",""train"":""yes""}",251,present_in_order
11511950,9,9,stop,1647133382,"[""CR_THB_CODE:TNA""]","{""alt_name:ar"":""ثين"",""name"":""Thane"",""name:ar"":""تاني"",""name:en"":""Thane"",""name:fa"":""تانه"",""name:hi"":""ठाणे"",""name:ml"":""താനെ"",""name:mr"":""ठाणे"",""name:pnb"":""تہانہ"",""name:ps"":""تانی"",""name:ur"":""تھانے"",""public_transport"":""stop_position"",""railway"":""stop"",""ref"":""9"",""train"":""yes""}",298,present_in_order
11511951,1,1,stop,7510862052,"[""CR_THB_CODE:PNVL""]","{""name"":""Panvel"",""name:mr"":""पनवेल"",""public_transport"":""stop_position"",""ref"":""3"",""train"":""yes""}",1,present_in_order
11511951,2,2,stop,7818098638,"[""CR_THB_CODE:KNDS""]","{""name"":""Khandeshwar"",""name:hi"":""खांदेश्वर"",""public_transport"":""stop_position"",""railway"":""stop"",""ref"":""2"",""train"":""yes""}",38,present_in_order
11511951,3,3,stop,7818067424,"[""CR_THB_CODE:MANR""]","{""name"":""Mansarovar"",""public_transport"":""stop_position"",""railway"":""stop"",""ref"":""2"",""train"":""yes""}",57,present_in_order
11511951,4,4,stop,7818064488,"[""CR_THB_CODE:KHAG""]","{""name"":""Kharghar"",""public_transport"":""stop_position"",""railway"":""stop"",""ref"":""2"",""train"":""yes""}",88,present_in_order
11511951,5,5,stop,7818124494,"[""CR_THB_CODE:BEPR""]","{""name"":""CBD Belapur"",""name:mr"":""सी बी डी बेलापूर"",""public_transport"":""stop_position"",""railway"":""stop"",""ref"":""3"",""train"":""yes""}",121,present_in_order
11511951,6,6,stop,7818030805,"[""CR_THB_CODE:SWDV""]","{""name"":""Seawoods"",""name:en"":""Seawoods"",""name:hi"":""सीवुड्ज़"",""public_transport"":""stop_position"",""railway"":""stop"",""ref"":""2"",""train"":""yes""}",158,present_in_order
11511951,7,7,stop,7818050100,"[""CR_THB_CODE:NEU""]","{""name"":""Nerul"",""name:en"":""Nerul"",""name:hi"":""नेरुल"",""public_transport"":""stop_position"",""railway"":""stop"",""ref"":""2"",""train"":""yes""}",188,present_in_order
11511951,8,8,stop,7817978921,"[""CR_HB_LABEL:juinagar"",""CR_THB_CODE:JNJ""]","{""name"":""Juinagar"",""name:en"":""Juinagar"",""name:hi"":""जुईनगर"",""public_transport"":""stop_position"",""railway"":""stop"",""ref"":""2"",""train"":""yes""}",214,present_in_order
11511951,9,9,stop,7818206409,"[""CR_THB_CODE:TUH""]","{""name"":""Turbhe"",""name:hi"":""तुर्भे"",""public_transport"":""stop_position"",""railway"":""stop"",""train"":""yes""}",240,present_in_order
11511951,10,10,stop,7818118170,"[""CR_THB_CODE:KPHN""]","{""name"":""Koparkhairne"",""name:hi"":""कोपरखैरने"",""public_transport"":""stop_position"",""railway"":""stop"",""train"":""yes""}",303,present_in_order
11511951,11,11,stop,7818209608,"[""CR_THB_CODE:GNSL""]","{""name"":""Ghansoli"",""name:hi"":""घनसोली"",""name:mr"":""घणसोली"",""network"":""train"",""public_transport"":""stop_position"",""railway"":""stop"",""ref"":""platform no.2"",""train"":""yes""}",328,present_in_order
11511951,12,12,stop,7818144559,"[""CR_THB_CODE:RABE""]","{""name"":""Rabale"",""public_transport"":""stop_position"",""railway"":""stop"",""train"":""yes""}",369,present_in_order
11511951,13,13,stop,7818210886,"[""CR_THB_CODE:AIRL""]","{""name"":""Airoli"",""name:en"":""Airoli"",""official_name"":""Airavali"",""official_name:en"":""Airavali"",""public_transport"":""stop_position"",""railway"":""stop"",""train"":""yes""}",398,present_in_order
11511951,14,14,stop,13032197036,"[""CR_THB_CODE:DIGH""]","{""name"":""Digha Gaon"",""name:en"":""Digha Gaon"",""name:hi"":""दिघा गाँव"",""name:mr"":""दिघा गाँव"",""public_transport"":""stop_position"",""railway"":""stop"",""start_date"":""2024-01-12"",""train"":""yes""}",423,present_in_order
11511951,15,15,stop,1647133382,"[""CR_THB_CODE:TNA""]","{""alt_name:ar"":""ثين"",""name"":""Thane"",""name:ar"":""تاني"",""name:en"":""Thane"",""name:fa"":""تانه"",""name:hi"":""ठाणे"",""name:ml"":""താനെ"",""name:mr"":""ठाणे"",""name:pnb"":""تہانہ"",""name:ps"":""تانی"",""name:ur"":""تھانے"",""public_transport"":""stop_position"",""railway"":""stop"",""ref"":""9"",""train"":""yes""}",470,present_in_order
11512075,1,1,stop,7818050102,"[""CR_THB_CODE:NEU""]","{""name"":""Nerul"",""name:en"":""Nerul"",""name:hi"":""नेरुल"",""public_transport"":""stop_position"",""railway"":""stop"",""ref"":""5"",""train"":""yes""}",1,present_in_order
11512075,2,2,stop,7818030806,"[""CR_THB_CODE:SWDV""]","{""name"":""Seawoods"",""name:en"":""Seawoods"",""name:hi"":""सीवुड्ज़"",""public_transport"":""stop_position"",""railway"":""stop"",""ref"":""3"",""train"":""yes""}",30,present_in_order
11512075,3,3,stop,7818310739,[],{},102,present_in_order
11512075,4,4,stop,7818268524,[],{},114,present_in_order
11512075,5,5,stop,11612768449,[],{},171,present_in_order
11512075,6,6,stop,11612789134,[],{},182,present_in_order
11512075,7,7,stop,11612789144,[],{},192,present_in_order
11512075,8,8,stop,11612789146,[],{},206,present_in_order
11514142,1,3,stop_entry_only,2166817451,"[""CR_HB_LABEL:mumbai csmt""]","{""level"":""0"",""loc_name"":""Mumbai Chhatrapati Shivaji Terminus (Suburban)"",""loc_name:en"":""Mumbai Chhatrapati Shivaji Terminus (Suburban)"",""loc_name:mr"":""मुंबई छत्रपती शिवाजी टर्मिनस (उपनगरी)"",""name"":""Mumbai CSMT (Suburban)"",""name:en"":""Mumbai CSMT (Suburban)"",""name:mr"":""मुंबई सीएसएमटी (उपनगरी)"",""official_name"":""Mumbai Chhatrapati Shivaji Maharaj Terminus (Suburban)"",""official_name:en"":""Mumbai Chhatrapati Shivaji Maharaj Terminus (Suburban)"",""official_name:mr"":""मुंबई छत्रपती शिवाजी महाराज टर्मिनस (उपनगरी)"",""old_name"":""Victoria Terminus (Suburban)"",""old_name:en"":""Victoria Terminus (Suburban)"",""old_name:mr"":""व्हिक्टोरिया टर्मिनस (उपनगरी)"",""public_transport"":""stop_position"",""railway"":""stop"",""ref"":""5"",""short_name"":""CSMT;CST;VT"",""short_name:en"":""CSMT;CST;VT"",""short_name:hi"":""सीएसएमटी;सीएसटी;व्हीटी"",""short_name:mr"":""सीएसएमटी;सीएसटी;व्हीटी"",""source"":""Esri World imagery (2024-09-14)"",""tactile_paving"":""yes"",""train"":""yes""}",0,present_in_order
11514142,2,5,stop,2178254483,[],{},81,present_in_order
11514142,3,7,stop,2163597903,[],{},114,present_in_order
11514142,4,9,stop,1367093217,"[""CR_HB_LABEL:kurla""]","{""name"":""Kurla"",""name:en"":""Kurla"",""name:hi"":""कुर्ला"",""name:ml"":""കുർള"",""name:mr"":""कुर्ला"",""official_name"":""Kurla Junction"",""official_name:en"":""Kurla Junction"",""official_name:hi"":""कुर्ला जंक्शन"",""official_name:mr"":""कुर्ला जंक्शन"",""old_name"":""Coorla"",""old_name:en"":""Coorla"",""public_transport"":""stop_position"",""railway"":""stop"",""ref"":""5"",""train"":""yes""}",148,present_in_order
11514142,5,11,stop,7817668011,[],{},171,present_in_order
11514142,6,13,stop,1647133433,"[""CR_THB_CODE:TNA""]","{""alt_name:ar"":""ثين"",""name"":""Thane"",""name:ar"":""تاني"",""name:en"":""Thane"",""name:fa"":""تانه"",""name:hi"":""ठाणे"",""name:ml"":""താനെ"",""name:mr"":""ठाणे"",""name:pnb"":""تہانہ"",""name:ps"":""تانی"",""name:ur"":""تھانے"",""public_transport"":""stop_position"",""railway"":""stop"",""ref"":""5"",""train"":""yes""}",278,present_in_order
11514142,7,15,stop,7817547754,[],{},431,present_in_order
11514142,8,17,stop,4005746306,[],{},474,present_in_order
11514142,9,19,stop,276561157,[],{},508,present_in_order
11514142,10,21,stop,12171153793,[],{},531,present_in_order
11514142,11,23,stop,12171153791,[],{},575,present_in_order
11514142,12,25,stop,12171153788,[],{},634,present_in_order
11514142,13,27,stop,6177725071,[],{},683,present_in_order
11514142,14,29,stop,6177725082,[],{},722,present_in_order
11514142,15,31,stop,6177725081,[],{},821,present_in_order
11514142,16,33,stop,13729593410,[],{},864,present_in_order
11514142,17,35,stop,2520395853,[],{},912,present_in_order
11514142,18,37,stop,13727998108,[],{},967,present_in_order
11514142,19,39,stop_exit_only,12171153757,[],{},1066,present_in_order
