pattern_id,timetable_services,osm_route_relation_id,route_start_stop_sequence,route_end_stop_sequence,station_keys_json,station_order_conflicts_json,mapped_stop_node_ids_json,mapped_stop_chain_status_json,status,route_start_node_index_zero_based,route_end_node_index_zero_based,length_geodesic_m,segment_traversals,direction_status_counts_json,shortest_candidate_boarding_differences,schedule_export_eligible
6a03f1a8ea6c9e88b5a4566aebc9983dcbd4c6ed20e35d3ed201b497de4cf473,104,8130328,1,25,"[""CR_HB_LABEL:mumbai csmt"",""CR_HB_LABEL:masjid"",""CR_HB_LABEL:sandhurst road"",""CR_HB_LABEL:dockyard road"",""CR_HB_LABEL:reay road"",""CR_HB_LABEL:cotton green"",""CR_HB_LABEL:sewri"",""CR_HB_LABEL:vadala road"",""CR_HB_LABEL:gtb nagar"",""CR_HB_LABEL:chunabhatti"",""CR_HB_LABEL:kurla"",""CR_HB_LABEL:tilaknagar"",""CR_HB_LABEL:chembur"",""CR_HB_LABEL:govandi"",""CR_HB_LABEL:mankhurd"",""CR_HB_LABEL:vashi"",""CR_HB_LABEL:sanpada"",""CR_HB_LABEL:juinagar"",""CR_THB_CODE:NEU"",""CR_THB_CODE:SWDV"",""CR_THB_CODE:BEPR"",""CR_THB_CODE:KHAG"",""CR_THB_CODE:MANR"",""CR_THB_CODE:KNDS"",""CR_THB_CODE:PNVL""]","[{""mapped_station_keys"":[""CR_HB_LABEL:chembur""],""pattern_stop_sequence"":12,""route_stop_node_id"":""651265045"",""timetable_station_key"":""CR_HB_LABEL:tilaknagar""},{""mapped_station_keys"":[""CR_HB_LABEL:tilaknagar""],""pattern_stop_sequence"":13,""route_stop_node_id"":""7818024713"",""timetable_station_key"":""CR_HB_LABEL:chembur""}]","[316306549,621906366,2178163626,5389227991,7510862063,5389227965,5389227951,7510862066,7818093994,7818099446,1367093212,651265045,7818024713,1366986900,246631903,241160689,7818022403,7817978922,7818050099,7818030804,7818124497,7818064487,7818067423,7818098639,7510862053]","[{""node_id"":316306549,""node_index"":0,""status"":""present_in_order""},{""node_id"":621906366,""node_index"":44,""status"":""present_in_order""},{""node_id"":2178163626,""node_index"":62,""status"":""present_in_order""},{""node_id"":5389227991,""node_index"":74,""status"":""present_in_order""},{""node_id"":7510862063,""node_index"":97,""status"":""present_in_order""},{""node_id"":5389227965,""node_index"":109,""status"":""present_in_order""},{""node_id"":5389227951,""node_index"":123,""status"":""present_in_order""},{""node_id"":7510862066,""node_index"":154,""status"":""present_in_order""},{""node_id"":7818093994,""node_index"":197,""status"":""present_in_order""},{""node_id"":7818099446,""node_index"":217,""status"":""present_in_order""},{""node_id"":1367093212,""node_index"":247,""status"":""present_in_order""},{""node_id"":651265045,""node_index"":280,""status"":""present_in_order""},{""node_id"":7818024713,""node_index"":null,""status"":""out_of_order""},{""node_id"":1366986900,""node_index"":293,""status"":""present_in_order""},{""node_id"":246631903,""node_index"":312,""status"":""present_in_order""},{""node_id"":241160689,""node_index"":371,""status"":""present_in_order""},{""node_id"":7818022403,""node_index"":384,""status"":""present_in_order""},{""node_id"":7817978922,""node_index"":417,""status"":""present_in_order""},{""node_id"":7818050099,""node_index"":445,""status"":""present_in_order""},{""node_id"":7818030804,""node_index"":473,""status"":""present_in_order""},{""node_id"":7818124497,""node_index"":507,""status"":""present_in_order""},{""node_id"":7818064487,""node_index"":538,""status"":""present_in_order""},{""node_id"":7818067423,""node_index"":569,""status"":""present_in_order""},{""node_id"":7818098639,""node_index"":582,""status"":""present_in_order""},{""node_id"":7510862053,""node_index"":618,""status"":""present_in_order""}]",station_order_conflict,,,,,{},5,False
7aac09e077c690522e057aceca70f7cbf818e83fd167d632bad3e6784d8bcecf,2,9622461,11,25,"[""CR_HB_LABEL:mankhurd"",""CR_HB_LABEL:govandi"",""CR_HB_LABEL:chembur"",""CR_HB_LABEL:tilaknagar"",""CR_HB_LABEL:kurla"",""CR_HB_LABEL:chunabhatti"",""CR_HB_LABEL:gtb nagar"",""CR_HB_LABEL:vadala road"",""CR_HB_LABEL:sewri"",""CR_HB_LABEL:cotton green"",""CR_HB_LABEL:reay road"",""CR_HB_LABEL:dockyard road"",""CR_HB_LABEL:sandhurst road"",""CR_HB_LABEL:masjid"",""CR_HB_LABEL:mumbai csmt""]",[],"[1366794765,3878560519,1367093081,6171366460,1367093210,7818099445,7818093995,7510862064,619290284,4264980597,7510862062,619290482,2178163625,2176850501,2166817452]","[{""node_id"":1366794765,""node_index"":314,""status"":""present_in_order""},{""node_id"":3878560519,""node_index"":342,""status"":""present_in_order""},{""node_id"":1367093081,""node_index"":352,""status"":""present_in_order""},{""node_id"":6171366460,""node_index"":363,""status"":""present_in_order""},{""node_id"":1367093210,""node_index"":383,""status"":""present_in_order""},{""node_id"":7818099445,""node_index"":414,""status"":""present_in_order""},{""node_id"":7818093995,""node_index"":430,""status"":""present_in_order""},{""node_id"":7510862064,""node_index"":476,""status"":""present_in_order""},{""node_id"":619290284,""node_index"":510,""status"":""present_in_order""},{""node_id"":4264980597,""node_index"":523,""status"":""present_in_order""},{""node_id"":7510862062,""node_index"":534,""status"":""present_in_order""},{""node_id"":619290482,""node_index"":555,""status"":""present_in_order""},{""node_id"":2178163625,""node_index"":569,""status"":""present_in_order""},{""node_id"":2176850501,""node_index"":587,""status"":""present_in_order""},{""node_id"":2166817452,""node_index"":620,""status"":""present_in_order""}]",contiguous_mapped_route_geometry_evidence,314,620,21646.203802503547,306,"{""explicit_oneway"":247,""missing_direction_unresolved"":59}",1,False
7da58f2984287099cf14c6ae1ad9caac758f55f9dbcadfbe748ef5cf4801234b,34,11511942,1,9,"[""CR_THB_CODE:TNA"",""CR_THB_CODE:DIGH"",""CR_THB_CODE:AIRL"",""CR_THB_CODE:RABE"",""CR_THB_CODE:GNSL"",""CR_THB_CODE:KPHN"",""CR_THB_CODE:TUH"",""CR_THB_CODE:JNJ"",""CR_THB_CODE:NEU""]",[],"[1647133382,13032197037,7818210885,7818144558,7818209607,7818118169,7818206410,7817978920,7818050101]","[{""node_id"":1647133382,""node_index"":1,""status"":""present_in_order""},{""node_id"":13032197037,""node_index"":47,""status"":""present_in_order""},{""node_id"":7818210885,""node_index"":73,""status"":""present_in_order""},{""node_id"":7818144558,""node_index"":101,""status"":""present_in_order""},{""node_id"":7818209607,""node_index"":124,""status"":""present_in_order""},{""node_id"":7818118169,""node_index"":139,""status"":""present_in_order""},{""node_id"":7818206410,""node_index"":169,""status"":""present_in_order""},{""node_id"":7817978920,""node_index"":193,""status"":""present_in_order""},{""node_id"":7818050101,""node_index"":216,""status"":""present_in_order""}]",contiguous_mapped_route_geometry_evidence,1,216,20090.1190434196,215,"{""explicit_oneway"":21,""missing_direction_unresolved"":192,""nonstatic_or_unknown_direction_unresolved"":2}",0,False
7db0f5604f3898e9b92daf5441487978eb1fd46f100ff32497113863bf39a9fd,7,9622461,10,18,"[""CR_HB_LABEL:vashi"",""CR_HB_LABEL:mankhurd"",""CR_HB_LABEL:govandi"",""CR_HB_LABEL:chembur"",""CR_HB_LABEL:tilaknagar"",""CR_HB_LABEL:kurla"",""CR_HB_LABEL:chunabhatti"",""CR_HB_LABEL:gtb nagar"",""CR_HB_LABEL:vadala road""]",[],"[4819972201,1366794765,3878560519,1367093081,6171366460,1367093210,7818099445,7818093995,7510862064]","[{""node_id"":4819972201,""node_index"":264,""status"":""present_in_order""},{""node_id"":1366794765,""node_index"":314,""status"":""present_in_order""},{""node_id"":3878560519,""node_index"":342,""status"":""present_in_order""},{""node_id"":1367093081,""node_index"":352,""status"":""present_in_order""},{""node_id"":6171366460,""node_index"":363,""status"":""present_in_order""},{""node_id"":1367093210,""node_index"":383,""status"":""present_in_order""},{""node_id"":7818099445,""node_index"":414,""status"":""present_in_order""},{""node_id"":7818093995,""node_index"":430,""status"":""present_in_order""},{""node_id"":7510862064,""node_index"":476,""status"":""present_in_order""}]",contiguous_mapped_route_geometry_evidence,264,476,19792.44565829841,212,"{""explicit_oneway"":212}",1,False
8611584876f6f25ff61673a701dda375f2e43fee59d148496f8e292434edd157,37,11511951,1,15,"[""CR_THB_CODE:PNVL"",""CR_THB_CODE:KNDS"",""CR_THB_CODE:MANR"",""CR_THB_CODE:KHAG"",""CR_THB_CODE:BEPR"",""CR_THB_CODE:SWDV"",""CR_THB_CODE:NEU"",""CR_THB_CODE:JNJ"",""CR_THB_CODE:TUH"",""CR_THB_CODE:KPHN"",""CR_THB_CODE:GNSL"",""CR_THB_CODE:RABE"",""CR_THB_CODE:AIRL"",""CR_THB_CODE:DIGH"",""CR_THB_CODE:TNA""]",[],"[7510862052,7818098638,7818067424,7818064488,7818124494,7818030805,7818050100,7817978921,7818206409,7818118170,7818209608,7818144559,7818210886,13032197036,1647133382]","[{""node_id"":7510862052,""node_index"":1,""status"":""present_in_order""},{""node_id"":7818098638,""node_index"":38,""status"":""present_in_order""},{""node_id"":7818067424,""node_index"":57,""status"":""present_in_order""},{""node_id"":7818064488,""node_index"":88,""status"":""present_in_order""},{""node_id"":7818124494,""node_index"":121,""status"":""present_in_order""},{""node_id"":7818030805,""node_index"":158,""status"":""present_in_order""},{""node_id"":7818050100,""node_index"":188,""status"":""present_in_order""},{""node_id"":7817978921,""node_index"":214,""status"":""present_in_order""},{""node_id"":7818206409,""node_index"":240,""status"":""present_in_order""},{""node_id"":7818118170,""node_index"":303,""status"":""present_in_order""},{""node_id"":7818209608,""node_index"":328,""status"":""present_in_order""},{""node_id"":7818144559,""node_index"":369,""status"":""present_in_order""},{""node_id"":7818210886,""node_index"":398,""status"":""present_in_order""},{""node_id"":13032197036,""node_index"":423,""status"":""present_in_order""},{""node_id"":1647133382,""node_index"":470,""status"":""present_in_order""}]",contiguous_mapped_route_geometry_evidence,1,470,34452.84569670117,469,"{""explicit_oneway"":156,""missing_direction_unresolved"":301,""nonstatic_or_unknown_direction_unresolved"":12}",6,False
87814a3e6c0cf483af3c2c5339bf22aae798cb94cf59861e93fc8be347ca9380,43,11093105,8,18,"[""CR_HB_LABEL:bandra"",""CR_HB_LABEL:mahim jn"",""CR_HB_LABEL:king's circle"",""CR_HB_LABEL:vadala road"",""CR_HB_LABEL:sewri"",""CR_HB_LABEL:cotton green"",""CR_HB_LABEL:reay road"",""CR_HB_LABEL:dockyard road"",""CR_HB_LABEL:sandhurst road"",""CR_HB_LABEL:masjid"",""CR_HB_LABEL:mumbai csmt""]",[],"[1233481362,619252274,2444154310,7510862065,619290284,4264980597,7510862062,619290482,2178163625,2176850501,2166817452]","[{""node_id"":1233481362,""node_index"":108,""status"":""present_in_order""},{""node_id"":619252274,""node_index"":130,""status"":""present_in_order""},{""node_id"":2444154310,""node_index"":155,""status"":""present_in_order""},{""node_id"":7510862065,""node_index"":192,""status"":""present_in_order""},{""node_id"":619290284,""node_index"":224,""status"":""present_in_order""},{""node_id"":4264980597,""node_index"":237,""status"":""present_in_order""},{""node_id"":7510862062,""node_index"":248,""status"":""present_in_order""},{""node_id"":619290482,""node_index"":269,""status"":""present_in_order""},{""node_id"":2178163625,""node_index"":283,""status"":""present_in_order""},{""node_id"":2176850501,""node_index"":301,""status"":""present_in_order""},{""node_id"":2166817452,""node_index"":334,""status"":""present_in_order""}]",contiguous_mapped_route_geometry_evidence,108,334,14513.223650855081,226,"{""explicit_oneway"":78,""missing_direction_unresolved"":148}",2,False
95c7ee34c07c62197bdd21432e45cf7687746f3ec151fb050ac9ab37faeaf04d,2,9622461,1,5,"[""CR_THB_CODE:PNVL"",""CR_THB_CODE:KNDS"",""CR_THB_CODE:MANR"",""CR_THB_CODE:KHAG"",""CR_THB_CODE:BEPR""]",[],"[7510862054,7818098638,7818067424,7818064488,7818124494]","[{""node_id"":7510862054,""node_index"":0,""status"":""present_in_order""},{""node_id"":7818098638,""node_index"":39,""status"":""present_in_order""},{""node_id"":7818067424,""node_index"":58,""status"":""present_in_order""},{""node_id"":7818064488,""node_index"":89,""status"":""present_in_order""},{""node_id"":7818124494,""node_index"":122,""status"":""present_in_order""}]",contiguous_mapped_route_geometry_evidence,0,122,10553.644635556731,122,"{""explicit_oneway"":69,""missing_direction_unresolved"":43,""nonstatic_or_unknown_direction_unresolved"":10}",1,False
95c7ee34c07c62197bdd21432e45cf7687746f3ec151fb050ac9ab37faeaf04d,2,11511951,1,5,"[""CR_THB_CODE:PNVL"",""CR_THB_CODE:KNDS"",""CR_THB_CODE:MANR"",""CR_THB_CODE:KHAG"",""CR_THB_CODE:BEPR""]",[],"[7510862052,7818098638,7818067424,7818064488,7818124494]","[{""node_id"":7510862052,""node_index"":1,""status"":""present_in_order""},{""node_id"":7818098638,""node_index"":38,""status"":""present_in_order""},{""node_id"":7818067424,""node_index"":57,""status"":""present_in_order""},{""node_id"":7818064488,""node_index"":88,""status"":""present_in_order""},{""node_id"":7818124494,""node_index"":121,""status"":""present_in_order""}]",contiguous_mapped_route_geometry_evidence,1,121,10550.73206945156,120,"{""explicit_oneway"":70,""missing_direction_unresolved"":45,""nonstatic_or_unknown_direction_unresolved"":5}",0,False
9cced40646ed08c358f4c552192cb7c17550b88de847aa4811c7daa29fa7c503,2,9622461,1,10,"[""CR_THB_CODE:PNVL"",""CR_THB_CODE:KNDS"",""CR_THB_CODE:MANR"",""CR_THB_CODE:KHAG"",""CR_THB_CODE:BEPR"",""CR_THB_CODE:SWDV"",""CR_THB_CODE:NEU"",""CR_HB_LABEL:juinagar"",""CR_HB_LABEL:sanpada"",""CR_HB_LABEL:vashi""]",[],"[7510862054,7818098638,7818067424,7818064488,7818124494,7818030805,7818050098,7817978923,4822210969,4819972201]","[{""node_id"":7510862054,""node_index"":0,""status"":""present_in_order""},{""node_id"":7818098638,""node_index"":39,""status"":""present_in_order""},{""node_id"":7818067424,""node_index"":58,""status"":""present_in_order""},{""node_id"":7818064488,""node_index"":89,""status"":""present_in_order""},{""node_id"":7818124494,""node_index"":122,""status"":""present_in_order""},{""node_id"":7818030805,""node_index"":159,""status"":""present_in_order""},{""node_id"":7818050098,""node_index"":190,""status"":""present_in_order""},{""node_id"":7817978923,""node_index"":220,""status"":""present_in_order""},{""node_id"":4822210969,""node_index"":252,""status"":""present_in_order""},{""node_id"":4819972201,""node_index"":264,""status"":""present_in_order""}]",contiguous_mapped_route_geometry_evidence,0,264,19858.336424001405,264,"{""explicit_oneway"":208,""missing_direction_unresolved"":43,""nonstatic_or_unknown_direction_unresolved"":13}",2,False
a865828ade152db9dc5c62663edf912627faabf8aa034946763b00af994dca44,43,9623798,1,11,"[""CR_HB_LABEL:mumbai csmt"",""CR_HB_LABEL:masjid"",""CR_HB_LABEL:sandhurst road"",""CR_HB_LABEL:dockyard road"",""CR_HB_LABEL:reay road"",""CR_HB_LABEL:cotton green"",""CR_HB_LABEL:sewri"",""CR_HB_LABEL:vadala road"",""CR_HB_LABEL:king's circle"",""CR_HB_LABEL:mahim jn"",""CR_HB_LABEL:bandra""]",[],"[316306549,621906366,2178163626,5389227991,7510862063,5389227965,5389227951,7510862067,2444154308,1365560232,1233481375]","[{""node_id"":316306549,""node_index"":0,""status"":""present_in_order""},{""node_id"":621906366,""node_index"":44,""status"":""present_in_order""},{""node_id"":2178163626,""node_index"":62,""status"":""present_in_order""},{""node_id"":5389227991,""node_index"":74,""status"":""present_in_order""},{""node_id"":7510862063,""node_index"":97,""status"":""present_in_order""},{""node_id"":5389227965,""node_index"":109,""status"":""present_in_order""},{""node_id"":5389227951,""node_index"":123,""status"":""present_in_order""},{""node_id"":7510862067,""node_index"":153,""status"":""present_in_order""},{""node_id"":2444154308,""node_index"":189,""status"":""present_in_order""},{""node_id"":1365560232,""node_index"":215,""status"":""present_in_order""},{""node_id"":1233481375,""node_index"":236,""status"":""present_in_order""}]",contiguous_mapped_route_geometry_evidence,0,236,14478.499452118924,236,"{""explicit_oneway"":90,""missing_direction_unresolved"":146}",1,False
af7cb41dc4f9ec5384f75dd43dff84578515cda9c28efdc4c3862274eced1913,60,11511950,1,9,"[""CR_THB_CODE:VSH"",""CR_THB_CODE:SNPD"",""CR_THB_CODE:TUH"",""CR_THB_CODE:KPHN"",""CR_THB_CODE:GNSL"",""CR_THB_CODE:RABE"",""CR_THB_CODE:AIRL"",""CR_THB_CODE:DIGH"",""CR_THB_CODE:TNA""]",[],"[4822210993,1990668445,7818206407,7818118170,7818209608,7818144559,7818210886,13032197036,1647133382]","[{""node_id"":4822210993,""node_index"":5,""status"":""present_in_order""},{""node_id"":1990668445,""node_index"":18,""status"":""present_in_order""},{""node_id"":7818206407,""node_index"":66,""status"":""present_in_order""},{""node_id"":7818118170,""node_index"":131,""status"":""present_in_order""},{""node_id"":7818209608,""node_index"":156,""status"":""present_in_order""},{""node_id"":7818144559,""node_index"":197,""status"":""present_in_order""},{""node_id"":7818210886,""node_index"":226,""status"":""present_in_order""},{""node_id"":13032197036,""node_index"":251,""status"":""present_in_order""},{""node_id"":1647133382,""node_index"":298,""status"":""present_in_order""}]",contiguous_mapped_route_geometry_evidence,5,298,18536.58858277046,293,"{""missing_direction_unresolved"":293}",6,False
b0124795c53ea0eb43ed9ce4f5c0f87a08a4b19d03b7c7e231248a3b5a4f2baa,34,11511951,7,15,"[""CR_THB_CODE:NEU"",""CR_THB_CODE:JNJ"",""CR_THB_CODE:TUH"",""CR_THB_CODE:KPHN"",""CR_THB_CODE:GNSL"",""CR_THB_CODE:RABE"",""CR_THB_CODE:AIRL"",""CR_THB_CODE:DIGH"",""CR_THB_CODE:TNA""]",[],"[7818050100,7817978921,7818206409,7818118170,7818209608,7818144559,7818210886,13032197036,1647133382]","[{""node_id"":7818050100,""node_index"":188,""status"":""present_in_order""},{""node_id"":7817978921,""node_index"":214,""status"":""present_in_order""},{""node_id"":7818206409,""node_index"":240,""status"":""present_in_order""},{""node_id"":7818118170,""node_index"":303,""status"":""present_in_order""},{""node_id"":7818209608,""node_index"":328,""status"":""present_in_order""},{""node_id"":7818144559,""node_index"":369,""status"":""present_in_order""},{""node_id"":7818210886,""node_index"":398,""status"":""present_in_order""},{""node_id"":13032197036,""node_index"":423,""status"":""present_in_order""},{""node_id"":1647133382,""node_index"":470,""status"":""present_in_order""}]",contiguous_mapped_route_geometry_evidence,188,470,20090.38475880806,282,"{""explicit_oneway"":22,""missing_direction_unresolved"":256,""nonstatic_or_unknown_direction_unresolved"":4}",5,False
b2075f205334f4a657789f4d9a87b01f81215fdef360d3041d2074366d560e0a,32,9622461,10,25,"[""CR_HB_LABEL:vashi"",""CR_HB_LABEL:mankhurd"",""CR_HB_LABEL:govandi"",""CR_HB_LABEL:chembur"",""CR_HB_LABEL:tilaknagar"",""CR_HB_LABEL:kurla"",""CR_HB_LABEL:chunabhatti"",""CR_HB_LABEL:gtb nagar"",""CR_HB_LABEL:vadala road"",""CR_HB_LABEL:sewri"",""CR_HB_LABEL:cotton green"",""CR_HB_LABEL:reay road"",""CR_HB_LABEL:dockyard road"",""CR_HB_LABEL:sandhurst road"",""CR_HB_LABEL:masjid"",""CR_HB_LABEL:mumbai csmt""]",[],"[4819972201,1366794765,3878560519,1367093081,6171366460,1367093210,7818099445,7818093995,7510862064,619290284,4264980597,7510862062,619290482,2178163625,2176850501,2166817452]","[{""node_id"":4819972201,""node_index"":264,""status"":""present_in_order""},{""node_id"":1366794765,""node_index"":314,""status"":""present_in_order""},{""node_id"":3878560519,""node_index"":342,""status"":""present_in_order""},{""node_id"":1367093081,""node_index"":352,""status"":""present_in_order""},{""node_id"":6171366460,""node_index"":363,""status"":""present_in_order""},{""node_id"":1367093210,""node_index"":383,""status"":""present_in_order""},{""node_id"":7818099445,""node_index"":414,""status"":""present_in_order""},{""node_id"":7818093995,""node_index"":430,""status"":""present_in_order""},{""node_id"":7510862064,""node_index"":476,""status"":""present_in_order""},{""node_id"":619290284,""node_index"":510,""status"":""present_in_order""},{""node_id"":4264980597,""node_index"":523,""status"":""present_in_order""},{""node_id"":7510862062,""node_index"":534,""status"":""present_in_order""},{""node_id"":619290482,""node_index"":555,""status"":""present_in_order""},{""node_id"":2178163625,""node_index"":569,""status"":""present_in_order""},{""node_id"":2176850501,""node_index"":587,""status"":""present_in_order""},{""node_id"":2166817452,""node_index"":620,""status"":""present_in_order""}]",contiguous_mapped_route_geometry_evidence,264,620,29112.701014217957,356,"{""explicit_oneway"":297,""missing_direction_unresolved"":59}",1,False
b3693a84098b2f6c1129232a6269a4f959665221f87bffa3b42efeb0ad1f5f2f,23,9622461,1,18,"[""CR_THB_CODE:PNVL"",""CR_THB_CODE:KNDS"",""CR_THB_CODE:MANR"",""CR_THB_CODE:KHAG"",""CR_THB_CODE:BEPR"",""CR_THB_CODE:SWDV"",""CR_THB_CODE:NEU"",""CR_HB_LABEL:juinagar"",""CR_HB_LABEL:sanpada"",""CR_HB_LABEL:vashi"",""CR_HB_LABEL:mankhurd"",""CR_HB_LABEL:govandi"",""CR_HB_LABEL:chembur"",""CR_HB_LABEL:tilaknagar"",""CR_HB_LABEL:kurla"",""CR_HB_LABEL:chunabhatti"",""CR_HB_LABEL:gtb nagar"",""CR_HB_LABEL:vadala road""]",[],"[7510862054,7818098638,7818067424,7818064488,7818124494,7818030805,7818050098,7817978923,4822210969,4819972201,1366794765,3878560519,1367093081,6171366460,1367093210,7818099445,7818093995,7510862064]","[{""node_id"":7510862054,""node_index"":0,""status"":""present_in_order""},{""node_id"":7818098638,""node_index"":39,""status"":""present_in_order""},{""node_id"":7818067424,""node_index"":58,""status"":""present_in_order""},{""node_id"":7818064488,""node_index"":89,""status"":""present_in_order""},{""node_id"":7818124494,""node_index"":122,""status"":""present_in_order""},{""node_id"":7818030805,""node_index"":159,""status"":""present_in_order""},{""node_id"":7818050098,""node_index"":190,""status"":""present_in_order""},{""node_id"":7817978923,""node_index"":220,""status"":""present_in_order""},{""node_id"":4822210969,""node_index"":252,""status"":""present_in_order""},{""node_id"":4819972201,""node_index"":264,""status"":""present_in_order""},{""node_id"":1366794765,""node_index"":314,""status"":""present_in_order""},{""node_id"":3878560519,""node_index"":342,""status"":""present_in_order""},{""node_id"":1367093081,""node_index"":352,""status"":""present_in_order""},{""node_id"":6171366460,""node_index"":363,""status"":""present_in_order""},{""node_id"":1367093210,""node_index"":383,""status"":""present_in_order""},{""node_id"":7818099445,""node_index"":414,""status"":""present_in_order""},{""node_id"":7818093995,""node_index"":430,""status"":""present_in_order""},{""node_id"":7510862064,""node_index"":476,""status"":""present_in_order""}]",contiguous_mapped_route_geometry_evidence,0,476,39650.78208229981,476,"{""explicit_oneway"":420,""missing_direction_unresolved"":43,""nonstatic_or_unknown_direction_unresolved"":13}",3,False
f800c66f1378a9bf794b60410ae08c67b7706420a53bc8515719485c8f4568bb,37,9622461,5,25,"[""CR_THB_CODE:BEPR"",""CR_THB_CODE:SWDV"",""CR_THB_CODE:NEU"",""CR_HB_LABEL:juinagar"",""CR_HB_LABEL:sanpada"",""CR_HB_LABEL:vashi"",""CR_HB_LABEL:mankhurd"",""CR_HB_LABEL:govandi"",""CR_HB_LABEL:chembur"",""CR_HB_LABEL:tilaknagar"",""CR_HB_LABEL:kurla"",""CR_HB_LABEL:chunabhatti"",""CR_HB_LABEL:gtb nagar"",""CR_HB_LABEL:vadala road"",""CR_HB_LABEL:sewri"",""CR_HB_LABEL:cotton green"",""CR_HB_LABEL:reay road"",""CR_HB_LABEL:dockyard road"",""CR_HB_LABEL:sandhurst road"",""CR_HB_LABEL:masjid"",""CR_HB_LABEL:mumbai csmt""]",[],"[7818124494,7818030805,7818050098,7817978923,4822210969,4819972201,1366794765,3878560519,1367093081,6171366460,1367093210,7818099445,7818093995,7510862064,619290284,4264980597,7510862062,619290482,2178163625,2176850501,2166817452]","[{""node_id"":7818124494,""node_index"":122,""status"":""present_in_order""},{""node_id"":7818030805,""node_index"":159,""status"":""present_in_order""},{""node_id"":7818050098,""node_index"":190,""status"":""present_in_order""},{""node_id"":7817978923,""node_index"":220,""status"":""present_in_order""},{""node_id"":4822210969,""node_index"":252,""status"":""present_in_order""},{""node_id"":4819972201,""node_index"":264,""status"":""present_in_order""},{""node_id"":1366794765,""node_index"":314,""status"":""present_in_order""},{""node_id"":3878560519,""node_index"":342,""status"":""present_in_order""},{""node_id"":1367093081,""node_index"":352,""status"":""present_in_order""},{""node_id"":6171366460,""node_index"":363,""status"":""present_in_order""},{""node_id"":1367093210,""node_index"":383,""status"":""present_in_order""},{""node_id"":7818099445,""node_index"":414,""status"":""present_in_order""},{""node_id"":7818093995,""node_index"":430,""status"":""present_in_order""},{""node_id"":7510862064,""node_index"":476,""status"":""present_in_order""},{""node_id"":619290284,""node_index"":510,""status"":""present_in_order""},{""node_id"":4264980597,""node_index"":523,""status"":""present_in_order""},{""node_id"":7510862062,""node_index"":534,""status"":""present_in_order""},{""node_id"":619290482,""node_index"":555,""status"":""present_in_order""},{""node_id"":2178163625,""node_index"":569,""status"":""present_in_order""},{""node_id"":2176850501,""node_index"":587,""status"":""present_in_order""},{""node_id"":2166817452,""node_index"":620,""status"":""present_in_order""}]",contiguous_mapped_route_geometry_evidence,122,620,38417.39280266263,498,"{""explicit_oneway"":436,""missing_direction_unresolved"":59,""nonstatic_or_unknown_direction_unresolved"":3}",2,False
f8a958dc857000c77b7105a8f390bbf34d813aae8f25a19dbf4c32b020409511,2,8130328,8,16,"[""CR_HB_LABEL:vadala road"",""CR_HB_LABEL:gtb nagar"",""CR_HB_LABEL:chunabhatti"",""CR_HB_LABEL:kurla"",""CR_HB_LABEL:tilaknagar"",""CR_HB_LABEL:chembur"",""CR_HB_LABEL:govandi"",""CR_HB_LABEL:mankhurd"",""CR_HB_LABEL:vashi""]","[{""mapped_station_keys"":[""CR_HB_LABEL:chembur""],""pattern_stop_sequence"":5,""route_stop_node_id"":""651265045"",""timetable_station_key"":""CR_HB_LABEL:tilaknagar""},{""mapped_station_keys"":[""CR_HB_LABEL:tilaknagar""],""pattern_stop_sequence"":6,""route_stop_node_id"":""7818024713"",""timetable_station_key"":""CR_HB_LABEL:chembur""}]","[7510862066,7818093994,7818099446,1367093212,651265045,7818024713,1366986900,246631903,241160689]","[{""node_id"":7510862066,""node_index"":154,""status"":""present_in_order""},{""node_id"":7818093994,""node_index"":197,""status"":""present_in_order""},{""node_id"":7818099446,""node_index"":217,""status"":""present_in_order""},{""node_id"":1367093212,""node_index"":247,""status"":""present_in_order""},{""node_id"":651265045,""node_index"":280,""status"":""present_in_order""},{""node_id"":7818024713,""node_index"":null,""status"":""out_of_order""},{""node_id"":1366986900,""node_index"":293,""status"":""present_in_order""},{""node_id"":246631903,""node_index"":312,""status"":""present_in_order""},{""node_id"":241160689,""node_index"":371,""status"":""present_in_order""}]",station_order_conflict,,,,,{},3,False
