source,candidate_id,pattern_id,timetable_services,station_keys_json,boarding_node_ids_json,path_node_positions_json,leg_lengths_geodesic_m_json,length_geodesic_m,segment_traversals,equivalent_join_ids_json,immediate_reversal_stop_sequences_json,direction_status_counts_json,status,schedule_export_eligible
derived_composite_of_mapped_passenger_track_chains,96bcc9558b10d4a56225617819aa2a79815fae09ea6992239c1fa20549e9f377,e7a933b3e2d0359793b66cbdbc998559de2a5e6adce89b187516803902954778,37,"[""CR_THB_CODE:TNA"",""CR_THB_CODE:DIGH"",""CR_THB_CODE:AIRL"",""CR_THB_CODE:RABE"",""CR_THB_CODE:GNSL"",""CR_THB_CODE:KPHN"",""CR_THB_CODE:TUH"",""CR_THB_CODE:JNJ"",""CR_THB_CODE:NEU"",""CR_THB_CODE:SWDV"",""CR_THB_CODE:BEPR"",""CR_THB_CODE:KHAG"",""CR_THB_CODE:MANR"",""CR_THB_CODE:KNDS"",""CR_THB_CODE:PNVL""]","[1647133382,13032197037,7818210885,7818144558,7818209607,7818118169,7818206410,7817978920,7818050101,7818030804,7818124497,7818064487,7818067423,7818098639,7510862053]","[0,46,72,100,123,138,168,192,215,243,277,308,339,352,388]","[3245.5000107506544,2625.47844689509,2451.7174478012753,2333.446831831814,1522.8327570702074,3176.666364791651,2255.3594012848957,2479.1177829940098,1415.1641225501157,2371.8450442746694,2342.6901553581383,2893.1297307572745,1900.967399389504,3423.713685919162]",34437.62918166846,388,"[""119a6abe3f7c5d03c610af47deb6b8653527e98d4dfacec722717281b7a88580"",""3af0f979428467abf0b561bdba385f26a0eb687f066f7504085b785b4bbfc4f0"",""b0be3247d6c783572d6f986987678d5081cccf49d71a8fd5ad319477bc04b8cc"",""da652f1dc38cf644d905d4690366858bd85eba2537f256820fc62467388c33b8"",""fd444c08580c1f0e1eb7642f95f1b01df8574b856ea47e714babd10659506498""]",[],"{""explicit_oneway"":137,""missing_direction_unresolved"":238,""nonstatic_or_unknown_direction_unresolved"":13}",derived_composite_candidate_current_operation_and_assignment_unverified,False
