match_kind,match_id,profile_id,upper_bounds_m,fares_money,linear_rate_money_per_m,currency_code,source,source_id
line,BEST_4458,BEST_ac_adult,5000.0|10000.0|15000.0|20000.0|25000.0|30000.0|35000.0|40000.0|45000.0|50000.0,12.0|20.0|30.0|35.0|40.0|45.0|50.0|55.0|60.0|65.0,0.001,INR,published_bands_with_provisional_route_class_and_modelled_tail,best_bus_pass_2025
line,BEST_4459,BEST_ac_adult,5000.0|10000.0|15000.0|20000.0|25000.0|30000.0|35000.0|40000.0|45000.0|50000.0,12.0|20.0|30.0|35.0|40.0|45.0|50.0|55.0|60.0|65.0,0.001,INR,published_bands_with_provisional_route_class_and_modelled_tail,best_bus_pass_2025
line,BEST_4470,BEST_ac_adult,5000.0|10000.0|15000.0|20000.0|25000.0|30000.0|35000.0|40000.0|45000.0|50000.0,12.0|20.0|30.0|35.0|40.0|45.0|50.0|55.0|60.0|65.0,0.001,INR,published_bands_with_provisional_route_class_and_modelled_tail,best_bus_pass_2025
line,BEST_4471,BEST_ac_adult,5000.0|10000.0|15000.0|20000.0|25000.0|30000.0|35000.0|40000.0|45000.0|50000.0,12.0|20.0|30.0|35.0|40.0|45.0|50.0|55.0|60.0|65.0,0.001,INR,published_bands_with_provisional_route_class_and_modelled_tail,best_bus_pass_2025
line,BEST_4501,BEST_ac_adult,5000.0|10000.0|15000.0|20000.0|25000.0|30000.0|35000.0|40000.0|45000.0|50000.0,12.0|20.0|30.0|35.0|40.0|45.0|50.0|55.0|60.0|65.0,0.001,INR,published_bands_with_provisional_route_class_and_modelled_tail,best_bus_pass_2025
line,BEST_4502,BEST_ac_adult,5000.0|10000.0|15000.0|20000.0|25000.0|30000.0|35000.0|40000.0|45000.0|50000.0,12.0|20.0|30.0|35.0|40.0|45.0|50.0|55.0|60.0|65.0,0.001,INR,published_bands_with_provisional_route_class_and_modelled_tail,best_bus_pass_2025
line,BEST_4253,BEST_ac_adult,5000.0|10000.0|15000.0|20000.0|25000.0|30000.0|35000.0|40000.0|45000.0|50000.0,12.0|20.0|30.0|35.0|40.0|45.0|50.0|55.0|60.0|65.0,0.001,INR,published_bands_with_provisional_route_class_and_modelled_tail,best_bus_pass_2025
line,BEST_4254,BEST_ac_adult,5000.0|10000.0|15000.0|20000.0|25000.0|30000.0|35000.0|40000.0|45000.0|50000.0,12.0|20.0|30.0|35.0|40.0|45.0|50.0|55.0|60.0|65.0,0.001,INR,published_bands_with_provisional_route_class_and_modelled_tail,best_bus_pass_2025
line,BEST_4524,BEST_ac_adult,5000.0|10000.0|15000.0|20000.0|25000.0|30000.0|35000.0|40000.0|45000.0|50000.0,12.0|20.0|30.0|35.0|40.0|45.0|50.0|55.0|60.0|65.0,0.001,INR,published_bands_with_provisional_route_class_and_modelled_tail,best_bus_pass_2025
line,BEST_4525,BEST_ac_adult,5000.0|10000.0|15000.0|20000.0|25000.0|30000.0|35000.0|40000.0|45000.0|50000.0,12.0|20.0|30.0|35.0|40.0|45.0|50.0|55.0|60.0|65.0,0.001,INR,published_bands_with_provisional_route_class_and_modelled_tail,best_bus_pass_2025
line,BEST_4522,BEST_ac_adult,5000.0|10000.0|15000.0|20000.0|25000.0|30000.0|35000.0|40000.0|45000.0|50000.0,12.0|20.0|30.0|35.0|40.0|45.0|50.0|55.0|60.0|65.0,0.001,INR,published_bands_with_provisional_route_class_and_modelled_tail,best_bus_pass_2025
line,BEST_4523,BEST_ac_adult,5000.0|10000.0|15000.0|20000.0|25000.0|30000.0|35000.0|40000.0|45000.0|50000.0,12.0|20.0|30.0|35.0|40.0|45.0|50.0|55.0|60.0|65.0,0.001,INR,published_bands_with_provisional_route_class_and_modelled_tail,best_bus_pass_2025
line,BEST_4532,BEST_ac_adult,5000.0|10000.0|15000.0|20000.0|25000.0|30000.0|35000.0|40000.0|45000.0|50000.0,12.0|20.0|30.0|35.0|40.0|45.0|50.0|55.0|60.0|65.0,0.001,INR,published_bands_with_provisional_route_class_and_modelled_tail,best_bus_pass_2025
line,BEST_4533,BEST_ac_adult,5000.0|10000.0|15000.0|20000.0|25000.0|30000.0|35000.0|40000.0|45000.0|50000.0,12.0|20.0|30.0|35.0|40.0|45.0|50.0|55.0|60.0|65.0,0.001,INR,published_bands_with_provisional_route_class_and_modelled_tail,best_bus_pass_2025
line,BEST_4323,BEST_non_ac_adult,5000.0|10000.0|15000.0|20000.0|25000.0|30000.0|35000.0|40000.0|45000.0|50000.0,10.0|15.0|20.0|30.0|35.0|40.0|45.0|50.0|55.0|60.0,0.001,INR,published_bands_with_provisional_route_class_and_modelled_tail,best_bus_pass_2025
line,BEST_4324,BEST_non_ac_adult,5000.0|10000.0|15000.0|20000.0|25000.0|30000.0|35000.0|40000.0|45000.0|50000.0,10.0|15.0|20.0|30.0|35.0|40.0|45.0|50.0|55.0|60.0,0.001,INR,published_bands_with_provisional_route_class_and_modelled_tail,best_bus_pass_2025
line,BEST_4564,BEST_ac_adult,5000.0|10000.0|15000.0|20000.0|25000.0|30000.0|35000.0|40000.0|45000.0|50000.0,12.0|20.0|30.0|35.0|40.0|45.0|50.0|55.0|60.0|65.0,0.001,INR,published_bands_with_provisional_route_class_and_modelled_tail,best_bus_pass_2025
line,BEST_4565,BEST_ac_adult,5000.0|10000.0|15000.0|20000.0|25000.0|30000.0|35000.0|40000.0|45000.0|50000.0,12.0|20.0|30.0|35.0|40.0|45.0|50.0|55.0|60.0|65.0,0.001,INR,published_bands_with_provisional_route_class_and_modelled_tail,best_bus_pass_2025
line,BEST_3824,BEST_ac_adult,5000.0|10000.0|15000.0|20000.0|25000.0|30000.0|35000.0|40000.0|45000.0|50000.0,12.0|20.0|30.0|35.0|40.0|45.0|50.0|55.0|60.0|65.0,0.001,INR,published_bands_with_provisional_route_class_and_modelled_tail,best_bus_pass_2025
line,BEST_3825,BEST_ac_adult,5000.0|10000.0|15000.0|20000.0|25000.0|30000.0|35000.0|40000.0|45000.0|50000.0,12.0|20.0|30.0|35.0|40.0|45.0|50.0|55.0|60.0|65.0,0.001,INR,published_bands_with_provisional_route_class_and_modelled_tail,best_bus_pass_2025
line,BEST_1486,BEST_non_ac_adult,5000.0|10000.0|15000.0|20000.0|25000.0|30000.0|35000.0|40000.0|45000.0|50000.0,10.0|15.0|20.0|30.0|35.0|40.0|45.0|50.0|55.0|60.0,0.001,INR,published_bands_with_provisional_route_class_and_modelled_tail,best_bus_pass_2025
line,BEST_1487,BEST_non_ac_adult,5000.0|10000.0|15000.0|20000.0|25000.0|30000.0|35000.0|40000.0|45000.0|50000.0,10.0|15.0|20.0|30.0|35.0|40.0|45.0|50.0|55.0|60.0,0.001,INR,published_bands_with_provisional_route_class_and_modelled_tail,best_bus_pass_2025
line,BEST_3890,BEST_non_ac_adult,5000.0|10000.0|15000.0|20000.0|25000.0|30000.0|35000.0|40000.0|45000.0|50000.0,10.0|15.0|20.0|30.0|35.0|40.0|45.0|50.0|55.0|60.0,0.001,INR,published_bands_with_provisional_route_class_and_modelled_tail,best_bus_pass_2025
line,BEST_3891,BEST_non_ac_adult,5000.0|10000.0|15000.0|20000.0|25000.0|30000.0|35000.0|40000.0|45000.0|50000.0,10.0|15.0|20.0|30.0|35.0|40.0|45.0|50.0|55.0|60.0,0.001,INR,published_bands_with_provisional_route_class_and_modelled_tail,best_bus_pass_2025
line,BEST_1491,BEST_non_ac_adult,5000.0|10000.0|15000.0|20000.0|25000.0|30000.0|35000.0|40000.0|45000.0|50000.0,10.0|15.0|20.0|30.0|35.0|40.0|45.0|50.0|55.0|60.0,0.001,INR,published_bands_with_provisional_route_class_and_modelled_tail,best_bus_pass_2025
line,BEST_1492,BEST_non_ac_adult,5000.0|10000.0|15000.0|20000.0|25000.0|30000.0|35000.0|40000.0|45000.0|50000.0,10.0|15.0|20.0|30.0|35.0|40.0|45.0|50.0|55.0|60.0,0.001,INR,published_bands_with_provisional_route_class_and_modelled_tail,best_bus_pass_2025
line,BEST_4004,BEST_non_ac_adult,5000.0|10000.0|15000.0|20000.0|25000.0|30000.0|35000.0|40000.0|45000.0|50000.0,10.0|15.0|20.0|30.0|35.0|40.0|45.0|50.0|55.0|60.0,0.001,INR,published_bands_with_provisional_route_class_and_modelled_tail,best_bus_pass_2025
line,BEST_4005,BEST_non_ac_adult,5000.0|10000.0|15000.0|20000.0|25000.0|30000.0|35000.0|40000.0|45000.0|50000.0,10.0|15.0|20.0|30.0|35.0|40.0|45.0|50.0|55.0|60.0,0.001,INR,published_bands_with_provisional_route_class_and_modelled_tail,best_bus_pass_2025
line,BEST_1495,BEST_non_ac_adult,5000.0|10000.0|15000.0|20000.0|25000.0|30000.0|35000.0|40000.0|45000.0|50000.0,10.0|15.0|20.0|30.0|35.0|40.0|45.0|50.0|55.0|60.0,0.001,INR,published_bands_with_provisional_route_class_and_modelled_tail,best_bus_pass_2025
line,BEST_1496,BEST_non_ac_adult,5000.0|10000.0|15000.0|20000.0|25000.0|30000.0|35000.0|40000.0|45000.0|50000.0,10.0|15.0|20.0|30.0|35.0|40.0|45.0|50.0|55.0|60.0,0.001,INR,published_bands_with_provisional_route_class_and_modelled_tail,best_bus_pass_2025
line,BEST_1497,BEST_non_ac_adult,5000.0|10000.0|15000.0|20000.0|25000.0|30000.0|35000.0|40000.0|45000.0|50000.0,10.0|15.0|20.0|30.0|35.0|40.0|45.0|50.0|55.0|60.0,0.001,INR,published_bands_with_provisional_route_class_and_modelled_tail,best_bus_pass_2025
line,BEST_1498,BEST_non_ac_adult,5000.0|10000.0|15000.0|20000.0|25000.0|30000.0|35000.0|40000.0|45000.0|50000.0,10.0|15.0|20.0|30.0|35.0|40.0|45.0|50.0|55.0|60.0,0.001,INR,published_bands_with_provisional_route_class_and_modelled_tail,best_bus_pass_2025
line,BEST_2950,BEST_ac_adult,5000.0|10000.0|15000.0|20000.0|25000.0|30000.0|35000.0|40000.0|45000.0|50000.0,12.0|20.0|30.0|35.0|40.0|45.0|50.0|55.0|60.0|65.0,0.001,INR,published_bands_with_provisional_route_class_and_modelled_tail,best_bus_pass_2025
line,BEST_2951,BEST_ac_adult,5000.0|10000.0|15000.0|20000.0|25000.0|30000.0|35000.0|40000.0|45000.0|50000.0,12.0|20.0|30.0|35.0|40.0|45.0|50.0|55.0|60.0|65.0,0.001,INR,published_bands_with_provisional_route_class_and_modelled_tail,best_bus_pass_2025
line,BEST_1643,BEST_non_ac_adult,5000.0|10000.0|15000.0|20000.0|25000.0|30000.0|35000.0|40000.0|45000.0|50000.0,10.0|15.0|20.0|30.0|35.0|40.0|45.0|50.0|55.0|60.0,0.001,INR,published_bands_with_provisional_route_class_and_modelled_tail,best_bus_pass_2025
line,BEST_21,BEST_non_ac_adult,5000.0|10000.0|15000.0|20000.0|25000.0|30000.0|35000.0|40000.0|45000.0|50000.0,10.0|15.0|20.0|30.0|35.0|40.0|45.0|50.0|55.0|60.0,0.001,INR,published_bands_with_provisional_route_class_and_modelled_tail,best_bus_pass_2025
line,BEST_4576,BEST_ac_adult,5000.0|10000.0|15000.0|20000.0|25000.0|30000.0|35000.0|40000.0|45000.0|50000.0,12.0|20.0|30.0|35.0|40.0|45.0|50.0|55.0|60.0|65.0,0.001,INR,published_bands_with_provisional_route_class_and_modelled_tail,best_bus_pass_2025
line,BEST_4577,BEST_ac_adult,5000.0|10000.0|15000.0|20000.0|25000.0|30000.0|35000.0|40000.0|45000.0|50000.0,12.0|20.0|30.0|35.0|40.0|45.0|50.0|55.0|60.0|65.0,0.001,INR,published_bands_with_provisional_route_class_and_modelled_tail,best_bus_pass_2025
line,BEST_2623,BEST_ac_adult,5000.0|10000.0|15000.0|20000.0|25000.0|30000.0|35000.0|40000.0|45000.0|50000.0,12.0|20.0|30.0|35.0|40.0|45.0|50.0|55.0|60.0|65.0,0.001,INR,published_bands_with_provisional_route_class_and_modelled_tail,best_bus_pass_2025
line,BEST_2624,BEST_ac_adult,5000.0|10000.0|15000.0|20000.0|25000.0|30000.0|35000.0|40000.0|45000.0|50000.0,12.0|20.0|30.0|35.0|40.0|45.0|50.0|55.0|60.0|65.0,0.001,INR,published_bands_with_provisional_route_class_and_modelled_tail,best_bus_pass_2025
line,BEST_4554,BEST_ac_adult,5000.0|10000.0|15000.0|20000.0|25000.0|30000.0|35000.0|40000.0|45000.0|50000.0,12.0|20.0|30.0|35.0|40.0|45.0|50.0|55.0|60.0|65.0,0.001,INR,published_bands_with_provisional_route_class_and_modelled_tail,best_bus_pass_2025
line,BEST_4555,BEST_ac_adult,5000.0|10000.0|15000.0|20000.0|25000.0|30000.0|35000.0|40000.0|45000.0|50000.0,12.0|20.0|30.0|35.0|40.0|45.0|50.0|55.0|60.0|65.0,0.001,INR,published_bands_with_provisional_route_class_and_modelled_tail,best_bus_pass_2025
line,BEST_2615,BEST_ac_adult,5000.0|10000.0|15000.0|20000.0|25000.0|30000.0|35000.0|40000.0|45000.0|50000.0,12.0|20.0|30.0|35.0|40.0|45.0|50.0|55.0|60.0|65.0,0.001,INR,published_bands_with_provisional_route_class_and_modelled_tail,best_bus_pass_2025
line,BEST_3589,BEST_ac_adult,5000.0|10000.0|15000.0|20000.0|25000.0|30000.0|35000.0|40000.0|45000.0|50000.0,12.0|20.0|30.0|35.0|40.0|45.0|50.0|55.0|60.0|65.0,0.001,INR,published_bands_with_provisional_route_class_and_modelled_tail,best_bus_pass_2025
line,BEST_2616,BEST_ac_adult,5000.0|10000.0|15000.0|20000.0|25000.0|30000.0|35000.0|40000.0|45000.0|50000.0,12.0|20.0|30.0|35.0|40.0|45.0|50.0|55.0|60.0|65.0,0.001,INR,published_bands_with_provisional_route_class_and_modelled_tail,best_bus_pass_2025
line,BEST_3590,BEST_ac_adult,5000.0|10000.0|15000.0|20000.0|25000.0|30000.0|35000.0|40000.0|45000.0|50000.0,12.0|20.0|30.0|35.0|40.0|45.0|50.0|55.0|60.0|65.0,0.001,INR,published_bands_with_provisional_route_class_and_modelled_tail,best_bus_pass_2025
line,BEST_4018,BEST_ac_adult,5000.0|10000.0|15000.0|20000.0|25000.0|30000.0|35000.0|40000.0|45000.0|50000.0,12.0|20.0|30.0|35.0|40.0|45.0|50.0|55.0|60.0|65.0,0.001,INR,published_bands_with_provisional_route_class_and_modelled_tail,best_bus_pass_2025
line,BEST_4019,BEST_ac_adult,5000.0|10000.0|15000.0|20000.0|25000.0|30000.0|35000.0|40000.0|45000.0|50000.0,12.0|20.0|30.0|35.0|40.0|45.0|50.0|55.0|60.0|65.0,0.001,INR,published_bands_with_provisional_route_class_and_modelled_tail,best_bus_pass_2025
line,BEST_2617,BEST_ac_adult,5000.0|10000.0|15000.0|20000.0|25000.0|30000.0|35000.0|40000.0|45000.0|50000.0,12.0|20.0|30.0|35.0|40.0|45.0|50.0|55.0|60.0|65.0,0.001,INR,published_bands_with_provisional_route_class_and_modelled_tail,best_bus_pass_2025
line,BEST_2618,BEST_ac_adult,5000.0|10000.0|15000.0|20000.0|25000.0|30000.0|35000.0|40000.0|45000.0|50000.0,12.0|20.0|30.0|35.0|40.0|45.0|50.0|55.0|60.0|65.0,0.001,INR,published_bands_with_provisional_route_class_and_modelled_tail,best_bus_pass_2025
line,BEST_4020,BEST_ac_adult,5000.0|10000.0|15000.0|20000.0|25000.0|30000.0|35000.0|40000.0|45000.0|50000.0,12.0|20.0|30.0|35.0|40.0|45.0|50.0|55.0|60.0|65.0,0.001,INR,published_bands_with_provisional_route_class_and_modelled_tail,best_bus_pass_2025
line,BEST_4021,BEST_ac_adult,5000.0|10000.0|15000.0|20000.0|25000.0|30000.0|35000.0|40000.0|45000.0|50000.0,12.0|20.0|30.0|35.0|40.0|45.0|50.0|55.0|60.0|65.0,0.001,INR,published_bands_with_provisional_route_class_and_modelled_tail,best_bus_pass_2025
line,BEST_2544,BEST_ac_adult,5000.0|10000.0|15000.0|20000.0|25000.0|30000.0|35000.0|40000.0|45000.0|50000.0,12.0|20.0|30.0|35.0|40.0|45.0|50.0|55.0|60.0|65.0,0.001,INR,published_bands_with_provisional_route_class_and_modelled_tail,best_bus_pass_2025
line,BEST_2545,BEST_ac_adult,5000.0|10000.0|15000.0|20000.0|25000.0|30000.0|35000.0|40000.0|45000.0|50000.0,12.0|20.0|30.0|35.0|40.0|45.0|50.0|55.0|60.0|65.0,0.001,INR,published_bands_with_provisional_route_class_and_modelled_tail,best_bus_pass_2025
line,BEST_4134,BEST_ac_adult,5000.0|10000.0|15000.0|20000.0|25000.0|30000.0|35000.0|40000.0|45000.0|50000.0,12.0|20.0|30.0|35.0|40.0|45.0|50.0|55.0|60.0|65.0,0.001,INR,published_bands_with_provisional_route_class_and_modelled_tail,best_bus_pass_2025
line,BEST_4135,BEST_ac_adult,5000.0|10000.0|15000.0|20000.0|25000.0|30000.0|35000.0|40000.0|45000.0|50000.0,12.0|20.0|30.0|35.0|40.0|45.0|50.0|55.0|60.0|65.0,0.001,INR,published_bands_with_provisional_route_class_and_modelled_tail,best_bus_pass_2025
line,BEST_1658,BEST_non_ac_adult,5000.0|10000.0|15000.0|20000.0|25000.0|30000.0|35000.0|40000.0|45000.0|50000.0,10.0|15.0|20.0|30.0|35.0|40.0|45.0|50.0|55.0|60.0,0.001,INR,published_bands_with_provisional_route_class_and_modelled_tail,best_bus_pass_2025
line,BEST_1659,BEST_non_ac_adult,5000.0|10000.0|15000.0|20000.0|25000.0|30000.0|35000.0|40000.0|45000.0|50000.0,10.0|15.0|20.0|30.0|35.0|40.0|45.0|50.0|55.0|60.0,0.001,INR,published_bands_with_provisional_route_class_and_modelled_tail,best_bus_pass_2025
line,BEST_3955,BEST_ac_adult,5000.0|10000.0|15000.0|20000.0|25000.0|30000.0|35000.0|40000.0|45000.0|50000.0,12.0|20.0|30.0|35.0|40.0|45.0|50.0|55.0|60.0|65.0,0.001,INR,published_bands_with_provisional_route_class_and_modelled_tail,best_bus_pass_2025
line,BEST_3956,BEST_ac_adult,5000.0|10000.0|15000.0|20000.0|25000.0|30000.0|35000.0|40000.0|45000.0|50000.0,12.0|20.0|30.0|35.0|40.0|45.0|50.0|55.0|60.0|65.0,0.001,INR,published_bands_with_provisional_route_class_and_modelled_tail,best_bus_pass_2025
line,BEST_2521,BEST_ac_adult,5000.0|10000.0|15000.0|20000.0|25000.0|30000.0|35000.0|40000.0|45000.0|50000.0,12.0|20.0|30.0|35.0|40.0|45.0|50.0|55.0|60.0|65.0,0.001,INR,published_bands_with_provisional_route_class_and_modelled_tail,best_bus_pass_2025
line,BEST_2522,BEST_ac_adult,5000.0|10000.0|15000.0|20000.0|25000.0|30000.0|35000.0|40000.0|45000.0|50000.0,12.0|20.0|30.0|35.0|40.0|45.0|50.0|55.0|60.0|65.0,0.001,INR,published_bands_with_provisional_route_class_and_modelled_tail,best_bus_pass_2025
line,BEST_2852,BEST_ac_adult,5000.0|10000.0|15000.0|20000.0|25000.0|30000.0|35000.0|40000.0|45000.0|50000.0,12.0|20.0|30.0|35.0|40.0|45.0|50.0|55.0|60.0|65.0,0.001,INR,published_bands_with_provisional_route_class_and_modelled_tail,best_bus_pass_2025
line,BEST_2853,BEST_ac_adult,5000.0|10000.0|15000.0|20000.0|25000.0|30000.0|35000.0|40000.0|45000.0|50000.0,12.0|20.0|30.0|35.0|40.0|45.0|50.0|55.0|60.0|65.0,0.001,INR,published_bands_with_provisional_route_class_and_modelled_tail,best_bus_pass_2025
line,BEST_3848,BEST_ac_adult,5000.0|10000.0|15000.0|20000.0|25000.0|30000.0|35000.0|40000.0|45000.0|50000.0,12.0|20.0|30.0|35.0|40.0|45.0|50.0|55.0|60.0|65.0,0.001,INR,published_bands_with_provisional_route_class_and_modelled_tail,best_bus_pass_2025
line,BEST_3849,BEST_ac_adult,5000.0|10000.0|15000.0|20000.0|25000.0|30000.0|35000.0|40000.0|45000.0|50000.0,12.0|20.0|30.0|35.0|40.0|45.0|50.0|55.0|60.0|65.0,0.001,INR,published_bands_with_provisional_route_class_and_modelled_tail,best_bus_pass_2025
line,BEST_2922,BEST_ac_adult,5000.0|10000.0|15000.0|20000.0|25000.0|30000.0|35000.0|40000.0|45000.0|50000.0,12.0|20.0|30.0|35.0|40.0|45.0|50.0|55.0|60.0|65.0,0.001,INR,published_bands_with_provisional_route_class_and_modelled_tail,best_bus_pass_2025
line,BEST_2923,BEST_ac_adult,5000.0|10000.0|15000.0|20000.0|25000.0|30000.0|35000.0|40000.0|45000.0|50000.0,12.0|20.0|30.0|35.0|40.0|45.0|50.0|55.0|60.0|65.0,0.001,INR,published_bands_with_provisional_route_class_and_modelled_tail,best_bus_pass_2025
line,BEST_3314,BEST_non_ac_adult,5000.0|10000.0|15000.0|20000.0|25000.0|30000.0|35000.0|40000.0|45000.0|50000.0,10.0|15.0|20.0|30.0|35.0|40.0|45.0|50.0|55.0|60.0,0.001,INR,published_bands_with_provisional_route_class_and_modelled_tail,best_bus_pass_2025
line,BEST_3315,BEST_non_ac_adult,5000.0|10000.0|15000.0|20000.0|25000.0|30000.0|35000.0|40000.0|45000.0|50000.0,10.0|15.0|20.0|30.0|35.0|40.0|45.0|50.0|55.0|60.0,0.001,INR,published_bands_with_provisional_route_class_and_modelled_tail,best_bus_pass_2025
line,BEST_3156,BEST_ac_adult,5000.0|10000.0|15000.0|20000.0|25000.0|30000.0|35000.0|40000.0|45000.0|50000.0,12.0|20.0|30.0|35.0|40.0|45.0|50.0|55.0|60.0|65.0,0.001,INR,published_bands_with_provisional_route_class_and_modelled_tail,best_bus_pass_2025
line,BEST_3157,BEST_ac_adult,5000.0|10000.0|15000.0|20000.0|25000.0|30000.0|35000.0|40000.0|45000.0|50000.0,12.0|20.0|30.0|35.0|40.0|45.0|50.0|55.0|60.0|65.0,0.001,INR,published_bands_with_provisional_route_class_and_modelled_tail,best_bus_pass_2025
line,BEST_3595,BEST_ac_adult,5000.0|10000.0|15000.0|20000.0|25000.0|30000.0|35000.0|40000.0|45000.0|50000.0,12.0|20.0|30.0|35.0|40.0|45.0|50.0|55.0|60.0|65.0,0.001,INR,published_bands_with_provisional_route_class_and_modelled_tail,best_bus_pass_2025
line,BEST_3596,BEST_ac_adult,5000.0|10000.0|15000.0|20000.0|25000.0|30000.0|35000.0|40000.0|45000.0|50000.0,12.0|20.0|30.0|35.0|40.0|45.0|50.0|55.0|60.0|65.0,0.001,INR,published_bands_with_provisional_route_class_and_modelled_tail,best_bus_pass_2025
line,BEST_4359,BEST_ac_adult,5000.0|10000.0|15000.0|20000.0|25000.0|30000.0|35000.0|40000.0|45000.0|50000.0,12.0|20.0|30.0|35.0|40.0|45.0|50.0|55.0|60.0|65.0,0.001,INR,published_bands_with_provisional_route_class_and_modelled_tail,best_bus_pass_2025
line,BEST_4515,BEST_ac_adult,5000.0|10000.0|15000.0|20000.0|25000.0|30000.0|35000.0|40000.0|45000.0|50000.0,12.0|20.0|30.0|35.0|40.0|45.0|50.0|55.0|60.0|65.0,0.001,INR,published_bands_with_provisional_route_class_and_modelled_tail,best_bus_pass_2025
line,BEST_2783,BEST_ac_adult,5000.0|10000.0|15000.0|20000.0|25000.0|30000.0|35000.0|40000.0|45000.0|50000.0,12.0|20.0|30.0|35.0|40.0|45.0|50.0|55.0|60.0|65.0,0.001,INR,published_bands_with_provisional_route_class_and_modelled_tail,best_bus_pass_2025
line,BEST_2784,BEST_ac_adult,5000.0|10000.0|15000.0|20000.0|25000.0|30000.0|35000.0|40000.0|45000.0|50000.0,12.0|20.0|30.0|35.0|40.0|45.0|50.0|55.0|60.0|65.0,0.001,INR,published_bands_with_provisional_route_class_and_modelled_tail,best_bus_pass_2025
line,BEST_2469,BEST_ac_adult,5000.0|10000.0|15000.0|20000.0|25000.0|30000.0|35000.0|40000.0|45000.0|50000.0,12.0|20.0|30.0|35.0|40.0|45.0|50.0|55.0|60.0|65.0,0.001,INR,published_bands_with_provisional_route_class_and_modelled_tail,best_bus_pass_2025
line,BEST_2459,BEST_ac_adult,5000.0|10000.0|15000.0|20000.0|25000.0|30000.0|35000.0|40000.0|45000.0|50000.0,12.0|20.0|30.0|35.0|40.0|45.0|50.0|55.0|60.0|65.0,0.001,INR,published_bands_with_provisional_route_class_and_modelled_tail,best_bus_pass_2025
line,BEST_2850,BEST_ac_adult,5000.0|10000.0|15000.0|20000.0|25000.0|30000.0|35000.0|40000.0|45000.0|50000.0,12.0|20.0|30.0|35.0|40.0|45.0|50.0|55.0|60.0|65.0,0.001,INR,published_bands_with_provisional_route_class_and_modelled_tail,best_bus_pass_2025
line,BEST_2851,BEST_ac_adult,5000.0|10000.0|15000.0|20000.0|25000.0|30000.0|35000.0|40000.0|45000.0|50000.0,12.0|20.0|30.0|35.0|40.0|45.0|50.0|55.0|60.0|65.0,0.001,INR,published_bands_with_provisional_route_class_and_modelled_tail,best_bus_pass_2025
line,BEST_3231,BEST_ac_adult,5000.0|10000.0|15000.0|20000.0|25000.0|30000.0|35000.0|40000.0|45000.0|50000.0,12.0|20.0|30.0|35.0|40.0|45.0|50.0|55.0|60.0|65.0,0.001,INR,published_bands_with_provisional_route_class_and_modelled_tail,best_bus_pass_2025
line,BEST_3232,BEST_ac_adult,5000.0|10000.0|15000.0|20000.0|25000.0|30000.0|35000.0|40000.0|45000.0|50000.0,12.0|20.0|30.0|35.0|40.0|45.0|50.0|55.0|60.0|65.0,0.001,INR,published_bands_with_provisional_route_class_and_modelled_tail,best_bus_pass_2025
line,BEST_3690,BEST_ac_adult,5000.0|10000.0|15000.0|20000.0|25000.0|30000.0|35000.0|40000.0|45000.0|50000.0,12.0|20.0|30.0|35.0|40.0|45.0|50.0|55.0|60.0|65.0,0.001,INR,published_bands_with_provisional_route_class_and_modelled_tail,best_bus_pass_2025
line,BEST_3691,BEST_ac_adult,5000.0|10000.0|15000.0|20000.0|25000.0|30000.0|35000.0|40000.0|45000.0|50000.0,12.0|20.0|30.0|35.0|40.0|45.0|50.0|55.0|60.0|65.0,0.001,INR,published_bands_with_provisional_route_class_and_modelled_tail,best_bus_pass_2025
line,BEST_3638,BEST_ac_adult,5000.0|10000.0|15000.0|20000.0|25000.0|30000.0|35000.0|40000.0|45000.0|50000.0,12.0|20.0|30.0|35.0|40.0|45.0|50.0|55.0|60.0|65.0,0.001,INR,published_bands_with_provisional_route_class_and_modelled_tail,best_bus_pass_2025
line,BEST_3639,BEST_ac_adult,5000.0|10000.0|15000.0|20000.0|25000.0|30000.0|35000.0|40000.0|45000.0|50000.0,12.0|20.0|30.0|35.0|40.0|45.0|50.0|55.0|60.0|65.0,0.001,INR,published_bands_with_provisional_route_class_and_modelled_tail,best_bus_pass_2025
line,BEST_3844,BEST_ac_adult,5000.0|10000.0|15000.0|20000.0|25000.0|30000.0|35000.0|40000.0|45000.0|50000.0,12.0|20.0|30.0|35.0|40.0|45.0|50.0|55.0|60.0|65.0,0.001,INR,published_bands_with_provisional_route_class_and_modelled_tail,best_bus_pass_2025
line,BEST_3845,BEST_ac_adult,5000.0|10000.0|15000.0|20000.0|25000.0|30000.0|35000.0|40000.0|45000.0|50000.0,12.0|20.0|30.0|35.0|40.0|45.0|50.0|55.0|60.0|65.0,0.001,INR,published_bands_with_provisional_route_class_and_modelled_tail,best_bus_pass_2025
line,BEST_2801,BEST_ac_adult,5000.0|10000.0|15000.0|20000.0|25000.0|30000.0|35000.0|40000.0|45000.0|50000.0,12.0|20.0|30.0|35.0|40.0|45.0|50.0|55.0|60.0|65.0,0.001,INR,published_bands_with_provisional_route_class_and_modelled_tail,best_bus_pass_2025
line,BEST_2802,BEST_ac_adult,5000.0|10000.0|15000.0|20000.0|25000.0|30000.0|35000.0|40000.0|45000.0|50000.0,12.0|20.0|30.0|35.0|40.0|45.0|50.0|55.0|60.0|65.0,0.001,INR,published_bands_with_provisional_route_class_and_modelled_tail,best_bus_pass_2025
