source_id,notice_id,listed_date,listed_valid_until,subject,notice_text,attachment_number,attachment_count,attachment_url,index_source_id,index_source_sha256,source,status
mtp_notice_823392,Notification No 202/DCP/CentralHQ/Traff/Temp/2026,16/09/2026,Till Next Order,Traffic arrangement,Traffic arrangement,1,1,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/823392/202609160000_823392_49.%20BKC%20-%20Tata%20Colony%20rd.%20Nse%20Jnct.%20to%20mithi%20river%20no%20parking%20%26%201%20side%20parking%20notification.pdf,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_823390,Notification No 200/DCP/East/Traff/Temp/2026,16/09/2026,Till Next Order,No Parking,No Parking,1,1,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/823390/202609160000_823390_Notification%20No%20200%2C%20Sakinaka%20Div_compressed.pdf,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_823391,Notification No 201/DCP/East/Traff/Temp/2026,16/09/2026,Till Next Order,Roads closed as required for heavy vehicle traffic an Alternate Route,Roads closed as required for heavy vehicle traffic an Alternate Route,1,1,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/823391/202609160000_823391_Notification%20No.%20201%2C%20Ghatkopar%20Div.pdf,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_823358,Notification No 199/DCP/CentHQ/Traff/Temp/2025,09/09/2026,Till Next Order,"Dr B A Road(South Bound), Mahadeo Palav Marg ( Currey Road) Closed. Alteranativ routes, No Parking Roads","Dr B A Road(South Bound), Mahadeo Palav Marg ( Currey Road) Closed. Alteranativ routes, No Parking Roads",1,1,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/823358/202609090000_823358_LALBAUGCHA%20RAJA%20NOTIFICATION%202026.pdf,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_823357,Notification No 198/DCP/South/Traffic /Temp/2026,07/09/2026,Till Next Order,Temporary Suspension of Pay & Park Facility,Temporary Suspension of Pay & Park Facility,1,1,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/823357/202609070000_823357_colaba%20notification.pdf,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_823324,Notification No 196/DCP/Cental-HQ/Traff/Temp/2026,04/09/2026,Till Next Order,Orders Regarding changes in the traffic system and Alternative Route,Orders Regarding changes in the traffic system and Alternative Route,1,1,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/823324/202609040000_823324_47.%20Worli%20-%20Privartan%20Dahihandi%20Utsav%202026%20%20%20Notification.pdf,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_823325,Notification No 197/DCP/Central-HQ/Traff/Temp/2026,04/09/2026,Till Next Order,Orders regarding changes in the traffic system,Orders regarding changes in the traffic system,1,1,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/823325/202609040000_823325_48.%20Bandra%20-%20Mount%20Mary%20Yatra%202026%20%20%20Notification.pdf,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_823393,Notification No 195/ADDCP/Traff/Temp/2026,04/09/2026,Till Next Order,The notification regarding the said traffic rules will be implemented on the required route during Ganesh Visarjana as per the requiremen,The notification regarding the said traffic rules will be implemented on the required route during Ganesh Visarjana as per the requiremen,1,1,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/823393/202609040000_823393_DocScanner%20Sep%204%2C%202026%205-48%20PM%20(1).pdf,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_823394,Notification No 194/DCP/East/Traff/Temp/2026,02/09/2026,Till Next Order,"Road Closed, Alternate Route","Road Closed, Alternate Route",1,1,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/823394/202609020000_823394_Notification%20No.%20194%2C%20Vikroli%20Div%20(1)_1.pdf,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_823293,Notification No 193/DCP/West/Traffic/Temp/2026,01/09/2026,Till Next Order,"No Parking Zone, No Entry Restrictions, One Way Restriction","No Parking Zone, No Entry Restrictions, One Way Restriction",1,1,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/823293/202609010000_823293_DocScanner%201%20Sept%202026%205-30%C3%A2%C2%80%C2%AFpm.pdf,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_823292,Notification No 192/DCP/South/Traffic/Temp/2026,01/09/2026,Till Next Order,"Road Closed, No Entry, Diverted Route","Road Closed, No Entry, Diverted Route",1,1,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/823292/202609010000_823292_KALA%20GHODA%20NOTIFICATION.pdf,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_823291,Notification No 191/DCP/CentHQ/Traff/Temp/2026,31/08/2026,Till Next Order,Regarding changes in the traffic system,Regarding changes in the traffic system,1,1,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/823291/202608310000_823291_46.%20Bandra%20-%20Jarimari%20rd.%20closed%20for%20dahihandi%20notification.pdf,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_823258,Notification No 190/DCP/South/Traffic/Temp/2026,29/08/2026,Till Next Order,"Excavation Route, Alternative Routes","Excavation Route, Alternative Routes For transportation",1,1,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/823258/202608290000_823258_Y%20Bridge.pdf,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_823225,Notification No 188/DCP/East/Traff/Temp/2026,25/08/2026,Till Next Order,Road Close and Traffic Diversion,Road Close and Traffic Diversion,1,1,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/823225/202608250000_823225_Notification%20No%20188%2C%20Ghatkopar%20Div_1.pdf,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_823226,Notification No 189/DCP/East/Traffic/Temp/2026,25/08/2026,Till Next Order,Raod Close and Alternate Route,Raod Close and Alternate Route,1,1,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/823226/202608250000_823226_Notification%20No%20189%2C%20Ghatkopar%20Div_1.pdf,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_823227,Notification No 187/ADD-CP/Traffic/Permanent/2026,25/08/2026,Till Next Order,"Restrictions apply on Dharmveer Swarajya Rakshak Chhatrpati Sambhaji Maharaj Mumabai costal Road and Rajiv Gandhi Sea Link regarding Entry and Exit Points, vehicles restricted from entry, speed limits, and restrictions on stopping or filming.","Restrictions apply on Dharmveer Swarajya Rakshak Chhatrpati Sambhaji Maharaj Mumabai costal Road and Rajiv Gandhi Sea Link regarding Entry and Exit Points, vehicles restricted from entry, speed limits, and restrictions on stopping or filming.",1,1,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/823227/202608250000_823227_Costal%20Road%20%20permanent%20Notification%20-187_1.pdf,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_823192,Notification No 186/DCP/West/Traff/Temp/2026,22/08/2026,Till Next Order,No Entry/Road Closure,No Entry/Road Closure,1,1,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/823192/202608220000_823192_DocScanner%2022%20Aug%202026%202-23%C3%A2%C2%80%C2%AFpm_1.pdf,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_823159,Notification No 185/DCP/South/Traff/Temp/2026,20/08/2026,Till Next Order,Routes shall be Closed on 26/08/2026,Routes shall be Closed on 26/08/2026,1,1,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/823159/202608200000_823159_Eid%20E%20Milad%20Notification_1.pdf,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_823127,Notification No 184/DCP/East/Traff/Temp/2026,19/08/2026,Till Next Order,Road Closed of heavy vehicles,Road Closed of heavy vehicles,1,1,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/823127/202608190000_823127_Notification%20No.%20184%2C%20Mankhurd%20Division_2.pdf,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_823126,Notification No 183/DCP/East/Traff/Temp/2026,19/08/2026,Till Next Order,No Parking,No Parking,1,1,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/823126/202608190000_823126_Notification%20No.%20183%2C%20Sakinaka%20Division_1.pdf,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_823094,Notification No 181/DCP/CentHQ/Traff/Temp/2026,17/08/2026,Till Next Order,Traffic Arrangement,Traffic Arrangement,1,1,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/823094/202608170000_823094_44.%20BANDRA%20-%20Rangsharda%20hotel%20lane%20no%20Parking%20Notifiacation.pdf,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_823095,Notification No 182/DCP/CentHQ/Traff/Temp/2026,17/08/2026,Till Next Order,Traffic Arrangement,Traffic Arrangement,1,1,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/823095/202608170000_823095_45.%20BKC%20-%20walmiki%20ngr%20to%20vakola%20bridge%20heavy%20vehicle%20no%20entry%20notification.pdf,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_823093,Notification No 179/DCP/CentHQ/Traff/Temp/2026,14/08/2026,Till Next Order,Traffic Arragement,Traffic Arragement,1,1,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/823093/202608140000_823093_43.%20Bandra%20trf.%20div.%20-%20sent%20andruz%20road%20odd%20even%20Parking%20Notification.pdf,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_823060,Notification No 180/DCP/West/Traff/Temp/2026,14/08/2026,Till Next Order,Odd-Even Parking System,Odd-Even Parking System,1,1,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/823060/202608140000_823060_TEMPORARY%20NOTIFICATION%2C%20DCP%20WEST%20TRAFFIC_1.pdf,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_823027,Notification No 178/DCP/South/Traff/Temp/2026,13/08/2026,Till Next Order,"Road Closed/ No Parking,  Alternate Route, invitees ror Mantralaya Function, Parking Restriction","Road Closed/ No Parking,  Alternate Route, invitees ror Mantralaya Function, Parking Restriction",1,1,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/823027/202608130000_823027_15%20AUG%20NOTIFICATION.pdf,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_822994,Notification No 177/DCP/CentHQ/Traff/Temp/2026,11/08/2026,Till Next Order,Traffic Arragement,Traffic Arragement,1,1,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/822994/202608110000_822994_42.%20bandra%20trf.%20div.%20-%2033rd%20rd.%20khar%20west%20odd%20even%201.pdf,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_822961,Pressnote/DCPEAST/Traffic/Temp/2026,10/08/2026,Till Next Order,Special Drive on Dazzling Lights,Special Drive on Dazzling Lights,1,1,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/822961/202608100000_822961_Mumbai%20Traffic%20Special%20Drive%20on%20Dazzling%20Lights%20Press%20Note_1.pdf,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_822928,Notification No 175/DCP/CentHQ/Traff/Temp/2026,07/08/2026,Till Next Order,Traffic Arrangement,Traffic Arrangement,1,1,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/822928/202608070000_822928_101%20Part%20III%20Traffic%20hq%20%20cen%20notification%20mahim.pdf,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_822895,Notification No 176/DCP/South/Traffic/Temp/2026,07/08/2026,Till Next Order,"Road Closed, Alteranative Road, One way, No Parking","Road Closed, Alteranative Road, One way, No Parking",1,1,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/822895/202608070000_822895_BHOIWADA%20NOTIFICATION.pdf,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_822862,Notification No 174/DCP/South/Traff/Temp/2026,07/08/2026,Till Next Order,Roads Closed to Traffic And Alteranative routes,Roads Closed to Traffic And Alteranative routes,1,1,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/822862/202608070000_822862_GANPATI%20AGAMAN%20NOTIFICATION%202026.pdf,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_822829,Notification No 173/DCP/South/Traff/Temp/2026,06/08/2026,Till Next Order,Alternate Roote For VVIP Vehicles Only,Alternate Roote For VVIP Vehicles Only,1,1,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/822829/202608060000_822829_VVIP%20NOTIFICATION.pdf,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_822798,Notification No 172/DCP/South/Traff/Temp/2026,30/07/2026,Till Next Order,Alterneate Routs and No Parking,Alterneate Routs and No Parking,1,1,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/822798/202607300000_822798_CHELAM%20NOTIFICATION-1.pdf,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_822797,Notification No 171/DCP/CentHQ/Traff/Temp/2026,28/07/2026,Till Next Order,Traffic Arrangement,Traffic Arrangement,1,1,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/822797/202607280000_822797_40.%20Dadar%20-%20J.%20Bhatankar%20marg%20closed%20Notiication%20(1).pdf,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_822796,Notification No 170/DCP/South/Traff/Temp/2026,23/07/2026,Till Next Order,Traffic restrictions,Traffic restrictions in Nagpada Traffic Division,1,1,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/822796/202607230000_822796_Nagpada%20Y%20Bridge%20signed.pdf,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_822776,Notification No 168/DCP/Southtraffic/Temp/2026,18/07/2026,Till Next Order,Bridge closed for traffic,"Poonya Shlok Ahilyabai Bridge (Belasis ROB), South bound- Mumbai Central Junction to Poonya Shlok Ahilyabai Bridge closed for traffic.",1,1,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/822776/202607180000_822776_BELASIS%20ROAD%20signed.pdf,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_822774,Notification No 169/DCP/Centralhqtraffic/Temp/2026,18/07/2026,Till Next Order,No Entry,No Entry,1,1,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/822774/202607180000_822774_39.%20Matunga%20-%20Ashadhi%20Ekadashi%20Notification.pdf,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_822763,Notification No 167/DCP/EastTraffic /Temp/2026,17/07/2026,Till Next Order,No Parking,"Parking of all types of vehicles (exmluding essential service vehicles such as ambulanaces, Police vehicles, and Fire Brigade vehicles) is prohibited 24 hours a day on both sides of the road from Mansukh Naka to Kanjurmarg Railway Station(East)",1,1,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/822763/202607170000_822763_Notification%20No%20167%2C%20Kanjurmarg%20Div_compressed.pdf,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_822775,Notification No 166/DCP/Centralhqtraffic/Permanent/2026,16/07/2026,Till Next Order,Reverse Lane,Reverse Lane Started From BKC Connector Bridge North Bound Upword Slope Up To South Bound Nehru Nagar Kurla Bride.,1,1,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/822775/202607160000_822775_38.%20BKC%20-%20connector%20bridge%20north%20upto%20nehru%20ngr.%20kurla%20bridge%20reverse%20lane%20notification.pdf,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_822772,Notification No 165/Dcp/Southtraffic/Temp/2026,14/07/2026,Till Next Order,Road Closed,Road Closed To Traffic And Alternative Route Of Traffic,1,1,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/822772/202607140000_822772_WADALA%20DIVISION%20CREEK%20BRIDGE%20-%20Copy.pdf,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_822771,Notification No 164/DCP/EAsttraffic/Temp/2026,09/07/2026,Till Next Order,No Parking,No PArking During Peak-hours,1,1,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/822771/202607090000_822771_Notification%20No.%20164%2C%20Sakinaka%20Div1.pdf,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_822770,Notification No 163/DCP/Westtraffic/Temp/2026,08/07/2026,Till Next Order,Order,All Heavy Vehicles Shall Be Prohibited From Entering And Plying Between 08:00 hrs And 21:00hrs Every Day.,1,1,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/822770/202607220000_822770_Temporary%20Notification_1.pdf,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_822769,Notification No 162/Dcp/Westtraffic/Temp/2026,07/07/2026,Till Next Order,Odd Even Parking System,"Mhada Road NOC 1,2 And 3 At Lokhandwala Complex, Kandivali East Mumbai Falling Within The Jurisdiction Of Samta Nagar Traffic Division, are East West Oriented Roads",1,1,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/822769/202607070000_822769_Temporary%20notification%20order%20162_1.pdf,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_822768,Notification No 160/Dcp/Easttraffic/Temp/2026,03/07/2026,Till Next Order,No Parking During Peak-Hours,"Sakinaka Junction To Disha Hospital, Andheri-Ghatkopar Link Road, Ghatkopar Mumbai. The Road On North And South Channel Here Is Declared As No Parking For All Vehicles During PeakHours.",1,1,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/822768/202607030000_822768_Notification%20No.%20160%2C%20Sakinaka%20Div_1.pdf,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_822767,Notification No 159/Dcp/CentralHq/Temp/2026,03/07/2026,Till Next Order,Traffic Arrangement Of L.K.Mehta Marg,"On L.K.Mehta Marg Permision Is Being Given To Essential Service Vehicles Of The Firebrigade, Vehicles Of The Police Force, As Well As Ambulances To Enter From S.V.Road",1,1,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/822767/202607030000_822767_37.%20Bandra%20-%20L.K.%20Road%20allowed%20for%20essencial%20vehicles%20notificatioan.pdf,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_822773,Notification No 158/DCP/Centralhqtraffic/Temp/2026,02/07/2026,Till Next Order,About Traffic Arrangement,24hrs No Parking,1,1,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/822773/202607020000_822773_Worli%20trf.%20div.%20-B.G.%20Kher%20marg%20south%20%20North%20Bound%20one%20way--odd%20even%20parking%20notification.pdf,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_822765,Notification No 156/Dcp/CentralHq/Temp/2026,30/06/2026,Till Next Order,No Parking Zone,"On The Service Road North Bound Of The Western Express High Way In H/East Ward, From Kala Nagar Junction To Vacola Bridge Approach Upto Hans Bhugra Junction, There Shall Be No Parking For All Types Of Vehicles On Both Sides Of The Road.",1,1,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/822765/202606300000_822765_08%20Part%20III%20BKC%20Tr%20Div%20No%20Parking%20Notification.pdf,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_822766,Notificatio No 157/Addcptraffic/Permanent/2026,30/06/2026,Till Next Order,Odd Even Parking Arangement,"On The East West Stretch of Natwar Nagar Road No 5 From Hindu Friend Society To Siddhivinayak Temple, Shijeet Building, Within The Jurisdiction Of Jogeshwari Traffic Division, Be Following Odd Even Parking.",1,1,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/822766/202606300000_822766_odd%20even%20parking%20permanent%20Notification%20157%20jogeshwari%20Div%20traffic_1.pdf,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_822764,Notification No 155/addcptraffic/permanent/2026,26/06/2026,Till Next Order,Modified Heavy Vehicles Restriction,"On The Western Express Highway Between Bandra And Dahisar, Heavy Vehicles Shall Be Prohibited From Entering And Playing On Both North Bound And South Bound Carriege Wayas From 08:00 To 11:00 hrs",1,1,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/822764/202606260000_822764_Addlcp%20traffic%20permenent%20Notification%20155.pdf_1.pdf,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_822733,Notification No 154/DCP/HqCentral/Temp/2026,25/06/2026,Till Next Order,"Notification No 154 In the Jurisdiction of Mahim Traffic Division, temporary traffic management on the occasion of Moharam.","In the Jurisdiction of Mahim Traffic Division, temporary traffic management on the occasion of Moharam.",1,1,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/822733/202606100000_822733_NotificationNo154DCPHqCentralTemp2026.pdf,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_822732,Notification No 153/DCP/South/Temp/2026,23/06/2026,Till Next Order,"Notification No 153 In the Jurisdiction of Pydhunie Traffic Division, temporary traffic management on the occasion of Sham A Gariba.","In the Jurisdiction of Pydhunie Traffic Division, temporary traffic management on the occasion of Sham A Gariba.",1,1,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/822732/202606230000_822732_NotificationNo153DCPSouthTemp2026.pdf,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_822731,Notification No 152/DCP/South/Temp/2026,23/06/2026,Till Next Order,"Notification No 152 In the Jurisdiction of Pydhunie Traffic Division, temporary traffic management on the occasion of Shab A Shahdat.","In the Jurisdiction of Pydhunie Traffic Division, temporary traffic management on the occasion of Shab A Shahdat.",1,1,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/822731/202606230000_822731_NotificationNo152DCPSouthTemp2026.pdf,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_822698,Notification No 146/DCP/South/Temp/2026,19/06/2026,Till Next Order,Notification No 146 Notification- Muharrum.,Notification- Muharrum.,1,1,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/822698/202606190000_822698_NotificationNo146DCPSouthTemp2026.pdf,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
