source_id,notice_id,listed_date,listed_valid_until,subject,notice_text,attachment_number,attachment_count,attachment_url,index_source_id,index_source_sha256,source,status
mtp_notice_809564,Notification No 54/DCP/HQ&Central/Traff/Temp/2023,28/03/2023,Till Next Order,"MMRCL is going to construct an underground Dadar Metro Railway station, under Metro line 3, project 4","Mumbai Metro Rail Corporation Ltd (MMRCL) is going to construct an underground Dadar Metro Railway station, under Metro line 3, project -4, and due to that traffic between Lt. Anna Tipnis Chowk (Steelman Junction) to Gadkari Chowk will be affected. Hence following traffic arrangement is made with effect from 00.01 hrs dated 29/03/2023 to 24.00 hrs. Dated 21/03/2024",1,1,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/809564/202303280000_809564_NotificationNo54DCPHQ%26CentralTraffTemp2023.pdf,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_809530,Notification No 53/DCP/South/Traff/202,27/03/2023,Till Next Order,"V.V. Rao Road shall remain open for vehicular traffic, with effect from 27/03/2023","V.V. Rao Road under the jurisdiction of Colaba Traffic Division, was closed on 13/12/2018 vide Notification No.183/DCP/Temp/Tr/2018, issued by the then Dy. Commissioner of police, [City] Traffic, Brihan Mumbai, for the construction activities of Mumbai Metro Line 3 Project The project work has now been completed and the Mumbai Municipal corporation has issued ""No Objection Certificate"" for the movement of vehicles on V.V.Rao Road. V.V. Rao Road shall remain open for vehicular traffic, with effect from 27/03/2023",1,1,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/809530/202303270000_809530_NotificationNo5349DCPSouthTraff2023.pdf,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_809497,Notification No 51/DCP/South/Traff/Temp/2023,25/03/2023,Till Next Order,"Sane Guruji Marg from Satrasta Junction to Chinchpokli Junction shall be ""No Parking"" on this Road.","The excavation work on Sane Guruji Raod shall be undertaken from 25th March, 2023 which will continue till 04th May, 2023. Therefore, to ensure smooth flow of vehicular traffic and safety of pedestrians, during excavation work, north bound of Sane Guruji Marg from Satrasta Junction to Chinchpokli Junction shall remain closed for vehicular movement and there shall be ""No Parking"" on this road.",1,1,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/809497/202303250000_809497_NotificationNo51DCPSouthTraffTemp2023.pdf,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_809563,Notification No 52/DCP/WestSub/Traff/Temp/2023,25/03/2023,Till Next Order,"Dudhasagar road, towards Mohan Gokhale road/Oberai mall has been temporarily banned for Vehicular movement.","In the jurisdiction of Dindoshi Traffic Division for better traffic regulation and decrease traffic congestion all types of vehicle going to Dudhasagar road, towards Mohan Gokhale road/Oberai mall has been temporarily banned for Vehicular movement.",1,1,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/809563/202303250000_809563_NotificationNo52DCPWestSubTraffTemp2023.pdf,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_809464,Notification No 50/DCP/HQ&Central/Traff/Temp/2023,24/03/2023,Till Next Order,Regarding the Excavation work between Shahid Tukaram Omble Chowk and Thadani Road Junction under Worli Traffic Division.,"Executive Engineer ( Road) City, Kamar CHS. first floor, Patthe Bapurao Road, Grant Road Mumbai is going to undertake excavation work in order to carry out augmentation of SWD and then cement concretization on Sir Pochkhanwala Road between Shahid Tukaram Omble Chowk to Thadani Road Junction situated in the jurisdiction of Worli Traffic division. Hence traffic management is made as under on temporary basis.",1,1,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/809464/202303240000_809464_NotificationNo50DCPHQ%26CentralTraffTemp2023.pdf,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_809438,Notification No 49/DCP/South/Traff/Temp/2023,22/03/2023,Till Next Order,Regarding the holy month of Ramjan,The holy month of Ramjan will be observed from 23/03/2023 to 22/04/2023 (Depending upon the sighting of the Moon). During this period a large number of people are expected to visit Mohammad Ali Road.,1,1,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/809438/202303220000_809438_NotificationNo49DCPSouthTraffTemp2023.pdf,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_809437,Notification No 48/DCP/South/Traff/Temp/2023,21/03/2023,Till Next Order,"The Hindu New year festival ""Gudhi Padava 2023","The Hindu New year festival ""Gudhi Padava 2023"" falls on 22nd March 2023, which will be marked by various processions that have been organized on the below-mentioned routes. A large number of people are expected to attend the aforesaid processions.",1,1,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/809437/202303210000_809437_NotificationNo48DCPSouthTraffTemp2023.pdf,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_809436,Notification No 47/TCB/DCP/HQ&Central/Traff/Temp/2023,21/03/2023,Till Next Order,"Padwa Melawa at Shivaji Park, Dadar (West), Mumbai","Maharastra Navnirman Sena is going to celebrate ""Padwa Melawa"" on Wednesday i.e.on 22nd of March 2023 at Shivaji Park, Dadar (West), Mumbai. In order to participate in the said Melawa many supporters and followers of Maharastra Navnirman Sena from all over Maharashtra are likely to come to Shivaji Park Dadar with their vehicles. Due to this large number of vehicles are expected on Western and Eastern Express highways and traffic congestion will be there, especially on the road leading to the function's venue. Hence following traffic arrangements are made on 22/03/2023 between 14.00 hrs. to 24.00 hrs. on a temporary basis.",1,1,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/809436/202303210000_809436_NotificationNo47TCBDCPHQ%26CentralTraffTemp2023.pdf,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_809434,Notification No 45/DCP/WestSub/Traff/Permanent/2023,15/03/2023,Till Next Order,"No Parking"" all types of vehicle is permanently prohibited to park a vehicle at Daruwala Compound Road No. 01 Malad (W), Mumbai","In the jurisdiction of Malad Traffic Division for better traffic regulation and to decrease traffic congestion ""NO Parking"" all types of vehicle is permanently prohibited to park a vehicle at Daruwala Compound Road No. 01, Vijay Apartment to Sai Datt Snacks (up to 100 meters distance) Malad (W), Mumbai",1,1,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/809434/202303150000_809434_NotificationNo45DCPWestSubTraffPermanent2023.pdf,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_809435,Notification No 46/DCP/South/Traff/Temp/2023,15/03/2023,Till Next Order,"India Vs Australia One day Cricket match is scheduled to be played at Wankhede Stadium, Mumbai","India Vs Australia One day Cricket match is scheduled to be played at Wankhede Stadium, Mumbai on 17th March 2023. As large numbers of spectators are expected to ply in vehicles, this may lead to traffic congestion in the area.",1,1,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/809435/202303150000_809435_NotificationNo46DCPSouthTraffTemp2023.pdf,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_809433,Notification No 44/DCP/South/Traff/Temp/2023,14/03/2023,Till Next Order,"Regarding closing Dinshaw Wachha Road Churchgate, under the Churchgate Metro Station Mumbai Metro Line III project","In order to prevent obstruction, and inconvenience to the public and to maintain smooth vehicular traffic movement and to avoid inconvenience to the members of the public, in view of closing Dinshaw Wachha Road Churchgate, under Churchgate Metro Station Mumbai Metro Line III project for the period of 3 months",1,1,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/809433/202303140000_809433_NotificationNo44DCPSouthTraffTemp2023.pdf,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_809431,Notification No 43/TCB/DCP/HQ&Central/Traff/Temp/2023,11/03/2023,Till Next Order,"The formula 1 Show Run Project program has been organized in the jurisdiction of Bandra Traffic Division at B.J. Road Band Stand, Mumbai.","On 12/03/2023 between 10.00 hrs. to 11.30 hrs. The formula 1 Show Run Project program has been organized in the jurisdiction of Bandra Traffic division at B.J. Road Band Stand, Mumbai. During the said program B.J. Road will be closed temporarily for vehicular traffic and traffic on the said road will be diverted. During that period i.c. on 12/03/2023 between 09.30 hrs. to 12.30 hrs. traffic management is made as under.",1,1,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/809431/202303110000_809431_NotificationNo43TCBDCPHQ%26CentralTraffTemp2023.pdf,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_809432,Notification No 42/DCP/EastSub/Traff/Temp/2023,08/03/2023,Till Next Order,Metro-6 project work is being carried out by J. Kumar Infraproject Limited within the Jurisdiction of the Ghatkopar Traffic division,"Metro-6 project work is being carried out by J. Kumar Infraproject Limited within the Jurisdiction of the Ghatkopar Traffic division. In accordance with the said work, digging has been done to erect the metro pillars on the service road of the JVLR road. Both the lanes on the service road have been blocked due to the said work. A temporary road has been made by using the pavements. The said road is not suitable for the movement of heavy vehicles. In order to prevent danger, obstructions, and inconveniences to the public. It is necessary to ban the entry of all types of heavy vehicles (Except BEST Bus) on the said road. The following orders have been issued.",1,1,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/809432/202303080000_809432_NotificationNo42DCPEastSubTraffTemp2023.pdf,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_809399,Notification No 41/DCP/South/Traff/Temp/2023,04/03/2023,Till Next Order,Regarding Shab-e-Barat (Badi Raat),"On 07/03/2023, from 18.00 hrs. to 06.00 hrs. on 08/03/2023 Shab-e-Barat (Badi Raat) is being observed. During Shab-e-Barat large number of the public is expected to visit Nariyalwadi Cemetery.",1,1,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/809399/202303040000_809399_NotificationNo41DCPSouthTraffTemp2023.pdf,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_809398,Notification No 40/DCP/South/Traff/Temp/2023,04/03/2023,Till Next Order,Regarding Women Premier League T-20 Cricket matches,"Women Premier League T-20 Cricket matches are scheduled to be played at Brabourne Stadium, Churchgate, Mumbai on the below-mentioned dates. As large numbers of spectators are expected to ply in vehicles, parking of all types of vehicles, except emergency vehicles shall be prohibited on the below-mentioned dates, in respect of the below-mentioned roads.",1,1,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/809398/202303040000_809398_NotificationNo40DCPSouthTraffTemp2023.pdf,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_809367,Notification No 39/DCP/South/Traff/Temp/2023,02/03/2023,Till Next Order,Regarding road excavation and concreting work in DB Marg Traffic Division,"Excavation and Concretisation work of Patthe Bapurao Marg, Mumbai from Play House Junction to Alankar Junction in D B Marg Traffic Division has been undertaken. In order to make the road clear for the said work, it is necessary to pass an order to divert the traffic on the said road by making alternative arrangements and managing the traffic properly.",1,1,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/809367/202303020000_809367_NotificationNo39DCPSouthTraffTemp2023.pdf,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_809366,Notification No 38/DCP/WestSub/Traff/Permanent/2023,01/03/2023,Till Next Order,"Regarding the Road declared ""No Parking"" in Dindoshi Traffic Division","It is directed that within the limits of the Dindoshi Traffic division, Dindos BMC colony, Opp. G and C Sector, near Cuba Faizen Raza Trust Madarsa, Film City Roa Malad (E), Mumbai. is declared"" No Parking "". Parking of all types of vehicles on the said road is prohibited, accordingly.",1,1,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/809366/202303010000_809366_NotificationNo38DCPWestSubTraffPermanent2023.pdf,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_809365,Notification No 37/DCP/WestSub/Traff/Temp/2023,28/02/2023,Till Next Order,Regarding the temporarily closed road in the Dindoshi traffic Division,In the jurisdiction of Dindoshi Traffic Division for better traffic regulation and to decrease traffic congestion all types of vehicles coming/going from/to Unit no. 5 (Panchvati Hotel) towards Aarey check Naka has been temporarily banned for Vehicular movement.,1,1,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/809365/202302280000_809365_NotificationNo37DCPWestSubTraffTemp2023.pdf,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_809333,Notification No 36/DCP/South/Traff/Temp/2023,26/02/2023,Till Next Order,"Regarding The Budget session of Maharashtra, starting from 27th February 2023 to 25th March 2023","The Budget session of Maharashtra, starting from 27th February 2023 to 25th March 2023",1,1,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/809333/202302260000_809333_NotificationNo36DCPSouthTraffTemp2023.pdf,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_809332,Notification No 35/DCP/South/Traff/Temp/2023,25/02/2023,Till Next Order,"On the 26th day of February 2023, Organized Half Marathon Training Run in Greater Mumbai.","On the 26th day of February 2023, the Municipal Corporation of Greater Mumbai organized Half Marathon Training Run in Greater Mumbai. There are three different categories of run such as (1) 10 Km Run (2) 05 Km Run & (3) 03 Km Run.",1,1,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/809332/202302250000_809332_NotificationNo35DCPSouthTraffTemp2023.pdf,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_809301,Notification No 34/DCP/EastSub/Traff/Temp/2023,24/02/2023,Till Next Order,Regarding the inauguration program of various works under the Mumbai Beautification Project on 26/02/2023.,"In Chembur Traffic Division. On 26/02/2023, for the inauguration of various works under the Mumbai Beautification Project, Hon. Chief Minister, Hon. The Deputy Chief Minister, of Maharashtra State and other dignitaries will be present at Sahyadri Maidan, Tilaknagar, Mumbai. However, the following changes are being made to regulate the traffic.",1,1,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/809301/202302240000_809301_NotificationNo34DCPEastSubTraffTemp2023.pdf,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_809300,Notification No 33/DCP/EastSub/Traff/Temp/2023,23/02/2023,Till Next Order,Regarding ongoing water main pipeline work from BMC on Marol Pipeline Road.,"In MIDC Traffic Division, the Water mains pipeline work is being carried out by BMC on the Marol pipeline road. So it is necessary to close the vehicular movement of said road and divert the traffic for e purpose of laying a water pipeline on road. In order to prevent",1,1,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/809300/202302230000_809300_NotificationNo33DCPEastSubTraffTemp2023.pdf,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_809299,Notification No 32/DCP/EastSub/Traff/Temp/2023,22/02/2023,Till Next Order,Regarding regular traffic congestion on the Chheda Nagar subway in the Vikroli Traffic Division,"In Vikroli Traffic Division, to solve the regular traffic congestion at Chheda Nagar subway, barricading will be done for one-way traffic at the place. Therefore, all types of vehicular traffic from Pestam Sagar, Chembur as well as Pantnagar, Ghatkopar East area Vallabha Bagh Lane, Pushpavihar Road, Kumar Ahuja Marg and Viraj Hotel Nath Pai Lane to Chhedanagar Subway will be completely closed. However, the following changes are being made to regulate the traffic.",1,1,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/809299/202302220000_809299_NotificationNo32DCPEastSubTraffTemp2023.pdf,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_809266,Notification No 31/DCP/South/Traff/Temp/2023,13/02/2023,Till Next Order,Regarding Ray Road Bridge reconstruction work.,"Whereas Ray Road Bridge has been demolished for reconstruction, it is, therefore, necessary to stop the vehicular movement on the Bridge (both South and North Bound) from (Mustafa Bazar, Sant Sawata Marg to Britania Company Junction Wadala (both South and North",1,1,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/809266/202302130000_809266_NotificationNo31DCPSouthTraffTemp2023.pdf,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_809234,Notification No 29/AddCP/Traff/Temp/2023,09/02/2023,Till Next Order,"A public program is scheduled on 10/02/2023 at Aljamea-Tas-Saifiyah, Marol Campus, Marol, Andheri (East), Mumbai.","A public program is scheduled on 10/02/2023 at Aljamea-Tas-Saifiyah, Marol Campus, Marol, Andheri (East), Mumbai. In order to streamline traffic and to avoid inconvenience to people in general, traffic on the entire Marol Church Road (and side roads of Marol Church road), Airport Road Metro Station junction, Andheri-Ghatkopar/Kurla Road, and Elevated Airport Road from Vileparle (East) traffic will be controlled and regulated. During traffic regulations on these roads from 16.30 hrs. to 18.30 hrs. on 10/02/2023, optional routes will be available to the commuters.",1,1,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/809234/202302090000_809234_NotificationNo29AddCPTraffTemp2023.pdf,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_809235,Notification No 30/DCP/South/Traff/Temp/2023,09/02/2023,Till Next Order,Regarding the organization of the program by Central Railway on 10 February 2023 at Chhatrapati Shivaji Maharaj Terminus Platform No. 18.,"On 10th February 2023. Central Railways has organized a program at Chhatrapati Shivaji Maharaj Terminus Platform Number 18. Thus, it is necessary to issue orders for traffic management in the nearby areas. In order to streamline traffic and to avoid inconvenience to people in general, traffic on Eastern Free Way, P. D'Mello Road, Shahid Bhagat Singh Road, and roads leading to these aforementioned roads shall be regulated and controlled from 14.45 hrs to 16.15 hrs on 10/2/23. During traffic regulations on the above-mentioned roads following optional routes shall be available to commuters.",1,1,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/809235/202302090000_809235_NotificationNo30DCPSouthTraffTemp2023.pdf,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_809233,Notification No 28/DCP/EastSub/Traff/Permanent/2023,07/02/2023,Till Next Order,Regarding making the mentioned road permanent no parking in the Deonar Traffic Division.,"Permanent No Parking Road in Deonar Traffic Division Along Waman Tukaram Patil Marg, 1. Doria Village Lane entry Point till Mahinder Chamber Premises Co-Op. H.S. Ltd and 2. Vanmali Co-Op. H.S. Ltd. till Doria Village Lane Exit Point.",1,1,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/809233/202302070000_809233_NotificationNo28DCPEastSubTraffPermanent2023.pdf,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_809200,Notification No 27/DCP/HQ&Central/Traff/Temp/2023,03/02/2023,Till Next Order,Regarding road closure for work on Love Grove Flyover on Dr. Annie Besant Road.,"The Executive Engineer, of Maharashtra State Road Development Corporation Ltd., has said that expansion joints on Love Grove fly over, on Dr. Annie Besant Road in Worli are to be damaged and replaced. However, as there will be a lot of traffic inconvenience to the public at thc said it is placed, necessary to temporarily close the road and divert the traffic. Hence requested to close the said road. temporarily, However, the following orders are being issued.",1,1,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/809200/202302030000_809200_NotificationNo27DCPHQ%26CentralTraffTemp2023.pdf,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_809167,Notification No 25/DCP/HQ&Central/Traff/Temp/2023,01/02/2023,Till Next Order,Regarding the temporary closure to traffic at St. Martin's Road Junction.,"Traffic congestion is seen on St.Martin road junction in the jurisdiction of Bandra Traffic In order to take a traffic review, a right turn on the said road will be closed tentatively from 00-05 hrs. on 03/02/2023 till 24-00 hrs. dated 03/05/2023.",1,1,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/809167/202302010000_809167_NotificationNo25DCPHQ%26CentralTraffTemp2023.pdf,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_809168,Notification No 26/DCP/HQ&Central/Traff/Temp/2023,01/02/2023,Till Next Order,Regarding stormwater drain and road cement concreting work on St. Paul Road.,"In order to do Storm water drain and road cement concretization work on St. Paul Road in the jurisdiction of Bandra Traffic division, excavation work will be done between St. Domnic Road junction to Perry Cross Road junction. Thus, the following traffic management is made for Trafic Regulation/ Diversion/ One way/ Alternate road from 02/02/2023, 00-05 hrs to 24-00 hrs. dated 17/02/2023.",1,1,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/809168/202302010000_809168_NotificationNo26DCPHQ%26CentralTraffTemp2023.pdf,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_809169,Notification No 24/DCP/WestSub/Traff/Temp/2023,31/01/2023,Till Next Order,"Regarding cement concreting work of the 150-meter road between Khot Kuwa Road, Malad (E) Mumbai.","The work of Cement Concretization of 150 meter Road between Khot Kuwa Road (WEH to Kapil Gaav Seva Mandal), Malad(E) under Dindoshi Traffic Division needs to be made effective immediately, it is necessary to issue an order to implement traffic regulations. decrease traffic congestion and for this purpose as per notification following restrictions are imposed from 01/02/2023 from 00:00 hrs to 30/03/2023 till 23:59 hrs",1,1,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/809169/202301310000_809169_NotificationNo24DCPWestSubTraffTemp2023.pdf,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_809134,Notification No 23/DCP/South/Traff/Temp/2023,31/01/2023,Till Next Order,"""Kalaghoda Festival-2023"" shall be organized from 4"" February 2023 to 12th February 2023.","""Kalaghoda Festival-2023"" shall be organized at K. Dubhash Marg from 4"" February 2023 to 12th February 2023. A large crowd is expected to visit said festival which has necessitated that changes be made in the routine traffic pattern.",1,1,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/809134/202301310000_809134_NotificationNo23DCPSouthTraffTemp2023.pdf,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_809101,Notification No 22/DCP/HQ&Central/Traff/Temp/2023,28/01/2023,Till Next Order,"Regarding the march taken out by Sakal Hindu Samaj on 29 January 2023 from Shivaji Park to Maharashtra State Workers Welfare Board, Dadar Mumbai.","On 29 the day of January 2023 between 09-00 hrs. to 14-00 hrs. Sakal Hindu Samaj has organized a Morcha from Shivaji Park to Maharashtra Rajya Kamgar Kalyan Mandal.Dadar (West), Mumbai. Due to that traffic movement will be affected on the routes of Morcha and hence traffic regulation and control on the following roads will be done manually according to the route off Morcha on 29/01/2023 between 09.00hrs. to 14.00 hrs.",1,1,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/809101/202301280000_809101_NotificationNo22DCPHQ%26CentralTraffTemp2023.pdf,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_809068,Notification No 21/DCP/South/Traff/Temp/2023,27/01/2023,Till Next Order,A large number of Visitors and Vehicles are Scheduled to visit Mahalaxmi race course on 28/01/2023 and 29/01/2023 (both days) between 12.00hrs to 22.00 hrs.,A large number of Visitors and Vehicles are Scheduled to visit Mahalaxmi race course on 28/01/2023 and 29/01/2023 (both days) between 12.00hrs to 22.00 hrs.,1,1,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/809068/202301270000_809068_NotificationNo21DCPSouthTraffTemp2023.pdf,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_809036,Notification No 18/DCP/WestSub/Traff/Permanent/2023,24/01/2023,Till Next Order,Regarding the permanent ban on all types of vehicles on the mentioned roads in the jurisdiction of the Samatanagar Traffic Department.,"In the jurisdiction of Samtanagar Traffic Division for better traffic regulation and decrease traffic congestion, all types of vehicles coming across from the jurisdiction of Dahisar Traffic Division, Western Express Highway Northbound service Road to Bhor Junction, Kandivali East are Permanently banned.",1,1,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/809036/202301240000_809036_NotificationNo18DCPWestSubTraffPermanent2023.pdf,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_809037,Notification No 19/DCP/WestSub/Traff/Permanent/2023,24/01/2023,Till Next Order,Regarding traffic regulations in Malad Traffic Division for Ramachandra Lane from B.J. Patel to S.V. Road.,It is Ramchandra Lane from B.J.Patel to S.V. Road within the Malad Traffic Division is restricted to all types of vehicles and Ramchandra lane is closed to all types of vehicles. A one-way route is being made from S.V.Road to B.J.Patel Road and vehicles going from Ramchandra lane to S.V.Road as an alternative route are being ordered to B.J. Patel Road and take Marve Road Route As follows.,1,1,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/809037/202301240000_809037_NotificationNo19DCPWestSubTraffPermanent2023.pdf,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
