operator_name,source_row_serial,financial_year,metric,value_as_printed,numeric_value,unit,reported_status,source,source_id,source_sha256,source_page_1_based,model_ready,geography_scope
BEST Undertaking,46,2021-22,effective_revenue_kilometres,"1,952.54",1952.54,lakh_km,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,112,False,operator_network
BEST Undertaking,46,2020-21,effective_revenue_kilometres,"2,010.68",2010.68,lakh_km,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,112,False,operator_network
BEST Undertaking,46,2019-20,effective_revenue_kilometres,"1,612.20",1612.20,lakh_km,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,112,False,operator_network
BEST Undertaking,46,2021-22,staff_strength,"25,707",25707,persons_count,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,112,False,operator_network
BEST Undertaking,46,2020-21,staff_strength,"27,217",27217,persons_count,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,112,False,operator_network
BEST Undertaking,46,2019-20,staff_strength,"28,945",28945,persons_count,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,112,False,operator_network
Navi Mumbai MT,48,2021-22,fuel_efficiency_hsd,3.12,3.12,km_per_litre,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,112,False,operator_network
Navi Mumbai MT,48,2020-21,fuel_efficiency_hsd,3.70,3.70,km_per_litre,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,112,False,operator_network
Navi Mumbai MT,48,2019-20,fuel_efficiency_hsd,3.79,3.79,km_per_litre,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,112,False,operator_network
Navi Mumbai MT,48,2021-22,effective_revenue_kilometres,241.40,241.40,lakh_km,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,112,False,operator_network
Navi Mumbai MT,48,2020-21,effective_revenue_kilometres,199.94,199.94,lakh_km,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,112,False,operator_network
Navi Mumbai MT,48,2019-20,effective_revenue_kilometres,288.53,288.53,lakh_km,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,112,False,operator_network
Navi Mumbai MT,48,2021-22,staff_strength,"1,016",1016,persons_count,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,112,False,operator_network
Navi Mumbai MT,48,2020-21,staff_strength,"1,058",1058,persons_count,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,112,False,operator_network
Navi Mumbai MT,48,2019-20,staff_strength,"1,088",1088,persons_count,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,112,False,operator_network
Thane MT,51,2021-22,fuel_efficiency_hsd,2.83,2.83,km_per_litre,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,112,False,operator_network
Thane MT,51,2020-21,fuel_efficiency_hsd,2.59,2.59,km_per_litre,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,112,False,operator_network
Thane MT,51,2019-20,fuel_efficiency_hsd,2.44,2.44,km_per_litre,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,112,False,operator_network
Thane MT,51,2021-22,effective_revenue_kilometres,154.82,154.82,lakh_km,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,112,False,operator_network
Thane MT,51,2020-21,effective_revenue_kilometres,107.45,107.45,lakh_km,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,112,False,operator_network
Thane MT,51,2019-20,effective_revenue_kilometres,185.54,185.54,lakh_km,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,112,False,operator_network
Thane MT,51,2021-22,staff_strength,"1,636",1636,persons_count,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,112,False,operator_network
Thane MT,51,2020-21,staff_strength,"1,768",1768,persons_count,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,112,False,operator_network
Thane MT,51,2019-20,staff_strength,"1,909",1909,persons_count,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,112,False,operator_network
Kalyan Dombivali MT,52,2021-22,fuel_efficiency_hsd,2.66,2.66,km_per_litre,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,112,False,operator_network
Kalyan Dombivali MT,52,2020-21,fuel_efficiency_hsd,2.75,2.75,km_per_litre,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,112,False,operator_network
Kalyan Dombivali MT,52,2019-20,fuel_efficiency_hsd,2.80,2.80,km_per_litre,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,112,False,operator_network
Kalyan Dombivali MT,52,2021-22,effective_revenue_kilometres,14.20,14.20,lakh_km,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,112,False,operator_network
Kalyan Dombivali MT,52,2020-21,effective_revenue_kilometres,15.33,15.33,lakh_km,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,112,False,operator_network
Kalyan Dombivali MT,52,2019-20,effective_revenue_kilometres,39.74,39.74,lakh_km,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,112,False,operator_network
Kalyan Dombivali MT,52,2021-22,staff_strength,530,530,persons_count,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,112,False,operator_network
Kalyan Dombivali MT,52,2020-21,staff_strength,530,530,persons_count,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,112,False,operator_network
Kalyan Dombivali MT,52,2019-20,staff_strength,552,552,persons_count,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,112,False,operator_network
Maharashtra SRTC,11,2021-22,staff_bus_ratio,4.60,4.60,staff_per_bus,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,113,False,statewide_not_mmr
Maharashtra SRTC,11,2020-21,staff_bus_ratio,5.38,5.38,staff_per_bus,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,113,False,statewide_not_mmr
Maharashtra SRTC,11,2019-20,staff_bus_ratio,5.47,5.47,staff_per_bus,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,113,False,statewide_not_mmr
Maharashtra SRTC,11,2021-22,staff_productivity,24.93,24.93,km_per_staff_per_day,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,113,False,statewide_not_mmr
Maharashtra SRTC,11,2020-21,staff_productivity,24.79,24.79,km_per_staff_per_day,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,113,False,statewide_not_mmr
Maharashtra SRTC,11,2019-20,staff_productivity,53.36,53.36,km_per_staff_per_day,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,113,False,statewide_not_mmr
Maharashtra SRTC,11,2021-22,vehicle_productivity,114.78,114.78,km_per_bus_per_day,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,113,False,statewide_not_mmr
Maharashtra SRTC,11,2020-21,vehicle_productivity,133.26,133.26,km_per_bus_per_day,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,113,False,statewide_not_mmr
Maharashtra SRTC,11,2019-20,vehicle_productivity,292.12,292.12,km_per_bus_per_day,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,113,False,statewide_not_mmr
BEST Undertaking,46,2021-22,staff_bus_ratio,6.68,6.68,staff_per_bus,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,113,False,operator_network
BEST Undertaking,46,2020-21,staff_bus_ratio,6.49,6.49,staff_per_bus,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,113,False,operator_network
BEST Undertaking,46,2019-20,staff_bus_ratio,8.67,8.67,staff_per_bus,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,113,False,operator_network
BEST Undertaking,46,2021-22,staff_productivity,20.81,20.81,km_per_staff_per_day,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,113,False,operator_network
BEST Undertaking,46,2020-21,staff_productivity,20.24,20.24,km_per_staff_per_day,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,113,False,operator_network
BEST Undertaking,46,2019-20,staff_productivity,15.26,15.26,km_per_staff_per_day,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,113,False,operator_network
BEST Undertaking,46,2021-22,vehicle_productivity,138.91,138.91,km_per_bus_per_day,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,113,False,operator_network
BEST Undertaking,46,2020-21,vehicle_productivity,131.28,131.28,km_per_bus_per_day,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,113,False,operator_network
BEST Undertaking,46,2019-20,vehicle_productivity,132.28,132.28,km_per_bus_per_day,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,113,False,operator_network
Navi Mumbai MT,48,2021-22,staff_bus_ratio,2.87,2.87,staff_per_bus,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,113,False,operator_network
Navi Mumbai MT,48,2020-21,staff_bus_ratio,4.72,4.72,staff_per_bus,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,113,False,operator_network
Navi Mumbai MT,48,2019-20,staff_bus_ratio,2.90,2.90,staff_per_bus,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,113,False,operator_network
Navi Mumbai MT,48,2021-22,staff_productivity,65.10,65.10,km_per_staff_per_day,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,113,False,operator_network
Navi Mumbai MT,48,2020-21,staff_productivity,51.78,51.78,km_per_staff_per_day,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,113,False,operator_network
Navi Mumbai MT,48,2019-20,staff_productivity,72.66,72.66,km_per_staff_per_day,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,113,False,operator_network
Navi Mumbai MT,48,2021-22,vehicle_productivity,186.83,186.83,km_per_bus_per_day,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,113,False,operator_network
Navi Mumbai MT,48,2020-21,vehicle_productivity,244.55,244.55,km_per_bus_per_day,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,113,False,operator_network
Navi Mumbai MT,48,2019-20,vehicle_productivity,210.80,210.80,km_per_bus_per_day,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,113,False,operator_network
Thane MT,51,2021-22,staff_bus_ratio,3.51,3.51,staff_per_bus,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,113,False,operator_network
Thane MT,51,2020-21,staff_bus_ratio,3.42,3.42,staff_per_bus,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,113,False,operator_network
Thane MT,51,2019-20,staff_bus_ratio,3.69,3.69,staff_per_bus,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,113,False,operator_network
Thane MT,51,2021-22,staff_productivity,25.93,25.93,km_per_staff_per_day,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,113,False,operator_network
Thane MT,51,2020-21,staff_productivity,16.65,16.65,km_per_staff_per_day,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,113,False,operator_network
Thane MT,51,2019-20,staff_productivity,26.63,26.63,km_per_staff_per_day,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,113,False,operator_network
Thane MT,51,2021-22,vehicle_productivity,91.02,91.02,km_per_bus_per_day,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,113,False,operator_network
Thane MT,51,2020-21,vehicle_productivity,56.94,56.94,km_per_bus_per_day,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,113,False,operator_network
Thane MT,51,2019-20,vehicle_productivity,98.32,98.32,km_per_bus_per_day,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,113,False,operator_network
Kalyan Dombivali MT,52,2021-22,staff_bus_ratio,3.76,3.76,staff_per_bus,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,113,False,operator_network
Kalyan Dombivali MT,52,2020-21,staff_bus_ratio,3.76,3.76,staff_per_bus,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,113,False,operator_network
Kalyan Dombivali MT,52,2019-20,staff_bus_ratio,3.91,3.91,staff_per_bus,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,113,False,operator_network
Kalyan Dombivali MT,52,2021-22,staff_productivity,7.34,7.34,km_per_staff_per_day,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,113,False,operator_network
Kalyan Dombivali MT,52,2020-21,staff_productivity,7.92,7.92,km_per_staff_per_day,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,113,False,operator_network
Kalyan Dombivali MT,52,2019-20,staff_productivity,19.72,19.72,km_per_staff_per_day,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,113,False,operator_network
Kalyan Dombivali MT,52,2021-22,vehicle_productivity,27.59,27.59,km_per_bus_per_day,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,113,False,operator_network
Kalyan Dombivali MT,52,2020-21,vehicle_productivity,29.79,29.79,km_per_bus_per_day,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,113,False,operator_network
Kalyan Dombivali MT,52,2019-20,vehicle_productivity,77.22,77.22,km_per_bus_per_day,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,113,False,operator_network
Maharashtra SRTC,11,2021-22,passenger_kilometres_offered,"3,01,176.00",301176.00,lakh_passenger_km,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,114,False,statewide_not_mmr
Maharashtra SRTC,11,2020-21,passenger_kilometres_offered,"3,68,725.00",368725.00,lakh_passenger_km,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,114,False,statewide_not_mmr
Maharashtra SRTC,11,2019-20,passenger_kilometres_offered,"8,41,970.00",841970.00,lakh_passenger_km,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,114,False,statewide_not_mmr
Maharashtra SRTC,11,2021-22,passenger_kilometres_performed,"1,85,825.00",185825.00,lakh_passenger_km,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,114,False,statewide_not_mmr
Maharashtra SRTC,11,2020-21,passenger_kilometres_performed,"1,98,238.00",198238.00,lakh_passenger_km,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,114,False,statewide_not_mmr
Maharashtra SRTC,11,2019-20,passenger_kilometres_performed,"5,75,701.00",575701.00,lakh_passenger_km,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,114,False,statewide_not_mmr
Maharashtra SRTC,11,2021-22,occupancy_ratio,61.70,61.70,percent,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,114,False,statewide_not_mmr
Maharashtra SRTC,11,2020-21,occupancy_ratio,53.76,53.76,percent,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,114,False,statewide_not_mmr
Maharashtra SRTC,11,2019-20,occupancy_ratio,68.38,68.38,percent,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,114,False,statewide_not_mmr
BEST Undertaking,46,2021-22,passenger_kilometres_offered,"70,291.00",70291.00,lakh_passenger_km,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,114,False,operator_network
BEST Undertaking,46,2020-21,passenger_kilometres_offered,"86,761.00",86761.00,lakh_passenger_km,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,114,False,operator_network
BEST Undertaking,46,2019-20,passenger_kilometres_offered,"72,277.00",72277.00,lakh_passenger_km,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,114,False,operator_network
BEST Undertaking,46,2021-22,passenger_kilometres_performed,"56,321.00",56321.00,lakh_passenger_km,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,114,False,operator_network
BEST Undertaking,46,2020-21,passenger_kilometres_performed,"50,016.00",50016.00,lakh_passenger_km,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,114,False,operator_network
BEST Undertaking,46,2019-20,passenger_kilometres_performed,"63,118.00",63118.00,lakh_passenger_km,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,114,False,operator_network
BEST Undertaking,46,2021-22,occupancy_ratio,80.13,80.13,percent,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,114,False,operator_network
BEST Undertaking,46,2020-21,occupancy_ratio,57.65,57.65,percent,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,114,False,operator_network
BEST Undertaking,46,2019-20,occupancy_ratio,87.33,87.33,percent,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,114,False,operator_network
Navi Mumbai MT,48,2021-22,passenger_kilometres_offered,268.50,268.50,lakh_passenger_km,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,114,False,operator_network
Navi Mumbai MT,48,2020-21,passenger_kilometres_offered,219.91,219.91,lakh_passenger_km,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,114,False,operator_network
Navi Mumbai MT,48,2019-20,passenger_kilometres_offered,349.77,349.77,lakh_passenger_km,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,114,False,operator_network
Navi Mumbai MT,48,2021-22,passenger_kilometres_performed,180.10,180.10,lakh_passenger_km,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,114,False,operator_network
Navi Mumbai MT,48,2020-21,passenger_kilometres_performed,168.77,168.77,lakh_passenger_km,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,114,False,operator_network
Navi Mumbai MT,48,2019-20,passenger_kilometres_performed,232.32,232.32,lakh_passenger_km,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,114,False,operator_network
Navi Mumbai MT,48,2021-22,occupancy_ratio,67.08,67.08,percent,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,114,False,operator_network
Navi Mumbai MT,48,2020-21,occupancy_ratio,76.75,76.75,percent,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,114,False,operator_network
Navi Mumbai MT,48,2019-20,occupancy_ratio,66.42,66.42,percent,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,114,False,operator_network
Thane MT,51,2021-22,passenger_kilometres_offered,"9,444.02",9444.02,lakh_passenger_km,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,114,False,operator_network
Thane MT,51,2020-21,passenger_kilometres_offered,"6,554.45",6554.45,lakh_passenger_km,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,114,False,operator_network
Thane MT,51,2019-20,passenger_kilometres_offered,"11,317.94",11317.94,lakh_passenger_km,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,114,False,operator_network
