source,source_id,source_sha256,publication_edition,status,source_pdf_page,source_section,service_universe,reference_financial_year,daily_fleet_local_trains_count,of_which_ac_local_trains_count,train_services_count,of_which_ac_services_count,average_passengers_per_day_lakh,passenger_count_definition
observed,maha_economic_survey_2025_26,954fceeb3803c2a79f2f50c615a7e7ec1d2f2e75fdbdb8fe0aa84ac9cd8f9885,2025-26,dated_published_aggregate_not_current_operating_input,221,9.29,Mumbai suburban Western and Central including Harbour and Trans Harbour,2024-25,238,13,3104,175,75.9,not_resolved_as_unique_people_journeys_or_boardings
