source_id,source_sha256,publication_date,reference_day,current_trip_assignment_status,source,operator,category,rakes_count,formation_cars,reference_period,status,source_anchor
pib_suburban_services_20260402,135094e6b45aff79b9d2433327c799fbdf3e7db468a1a5ce5fa37b7bce895e89,2026-04-02,not_explicitly_dated_beyond_present_tense_publication,unresolved,published_stock_receipt,CR,AC EMU,2,12,FY2025-26,received_not_total_active_fleet,Additional rakes item 1
pib_suburban_services_20260402,135094e6b45aff79b9d2433327c799fbdf3e7db468a1a5ce5fa37b7bce895e89,2026-04-02,not_explicitly_dated_beyond_present_tense_publication,unresolved,published_stock_receipt,WR,AC EMU,2,12,FY2025-26,received_not_total_active_fleet,Additional rakes item 1
pib_suburban_services_20260402,135094e6b45aff79b9d2433327c799fbdf3e7db468a1a5ce5fa37b7bce895e89,2026-04-02,not_explicitly_dated_beyond_present_tense_publication,unresolved,published_stock_receipt,WR,Non-AC EMU,1,15,FY2025-26,received_not_total_active_fleet,Additional rakes item 1
pib_suburban_services_20260402,135094e6b45aff79b9d2433327c799fbdf3e7db468a1a5ce5fa37b7bce895e89,2026-04-02,not_explicitly_dated_beyond_present_tense_publication,unresolved,published_procurement_status,MRVC MUTP-III and IIIA,EMU with doors,238,12,as_reported_in_publication,sanctioned_procurement_not_operational_fleet,New generation trains paragraph
