source,source_id,source_sha256,source_pdf_page,source_printed_page,reporting_period,current_model_parameter_adopted,metric,reported_value,units,geographic_scope,status_scope,qualifier,source_anchor
observed_historical_publication_claim,mrvc_annual_2023_24,67c7ff9e579f5b2575d494754ea71a3908888f401cbee6de7cc319d0367c0ae3,134,10,2023-24,False,existing_lines,2,lines,Kalyan-Badlapur existing mixed-traffic section,historical_existing_infrastructure_claim,as_reported_not_verified_current,existing two lines between KYN-BUD
observed_historical_publication_claim,mrvc_annual_2023_24,67c7ff9e579f5b2575d494754ea71a3908888f401cbee6de7cc319d0367c0ae3,134,10,2023-24,False,trains_run,136,trains_period_and_direction_basis_unspecified,Kalyan-Badlapur existing mixed-traffic section,historical_operating_aggregate,about,about 136 trains are run
observed_historical_publication_claim,mrvc_annual_2023_24,67c7ff9e579f5b2575d494754ea71a3908888f401cbee6de7cc319d0367c0ae3,134,10,2023-24,False,stated_line_capacity,120,trains_period_and_direction_basis_unspecified,Kalyan-Badlapur existing mixed-traffic section,historical_capacity_aggregate_method_unspecified,as_reported,capacity of 120
observed_historical_publication_claim,mrvc_annual_2023_24,67c7ff9e579f5b2575d494754ea71a3908888f401cbee6de7cc319d0367c0ae3,134,10,2023-24,False,cbtc_project_route_length,130,route_km,CR CBTC project,project_extent_not_commissioned_supply,project_features,CR-130 R-Km/370 T-Km
observed_historical_publication_claim,mrvc_annual_2023_24,67c7ff9e579f5b2575d494754ea71a3908888f401cbee6de7cc319d0367c0ae3,134,10,2023-24,False,cbtc_project_track_length,370,track_km,CR CBTC project,project_extent_not_commissioned_supply,project_features,CR-130 R-Km/370 T-Km
observed_historical_publication_claim,mrvc_annual_2023_24,67c7ff9e579f5b2575d494754ea71a3908888f401cbee6de7cc319d0367c0ae3,134,10,2023-24,False,cbtc_project_route_length,74,route_km,WR CBTC project,project_extent_not_commissioned_supply,project_features,WR-74 R-Km/268 T-Km
observed_historical_publication_claim,mrvc_annual_2023_24,67c7ff9e579f5b2575d494754ea71a3908888f401cbee6de7cc319d0367c0ae3,134,10,2023-24,False,cbtc_project_track_length,268,track_km,WR CBTC project,project_extent_not_commissioned_supply,project_features,WR-74 R-Km/268 T-Km
observed_historical_publication_claim,mrvc_annual_2023_24,67c7ff9e579f5b2575d494754ea71a3908888f401cbee6de7cc319d0367c0ae3,134,10,2023-24,False,cbtc_target_headway,2.5,minutes,CR and WR CBTC project,project_target_not_observed_operating_headway,reduction_target,Reduction of headway to 2.5 minutes
