state_code,district_code,subdistrict_code,town_code,area_name,residence,household_size_band,households_count,all_size_households_count,all_size_normal_household_persons_count,published_mean_household_size_persons,universe,source,source_id,source_sha256,source_row,observation_year,status
27,517,04162,000000,Sub-district - Vada,Rural,2,3891,33633,152391,4.5,Normal households; repeated totals and nested geography must not be summed,observed,census_hh1_maharashtra,32cde14d5871568173eef1ab33327d807fd18ad86574a152f1db6702334f3d8b,710,2011,historical_control_not_current_demand
27,517,04162,000000,Sub-district - Vada,Rural,3,4657,33633,152391,4.5,Normal households; repeated totals and nested geography must not be summed,observed,census_hh1_maharashtra,32cde14d5871568173eef1ab33327d807fd18ad86574a152f1db6702334f3d8b,710,2011,historical_control_not_current_demand
27,517,04162,000000,Sub-district - Vada,Rural,4,7525,33633,152391,4.5,Normal households; repeated totals and nested geography must not be summed,observed,census_hh1_maharashtra,32cde14d5871568173eef1ab33327d807fd18ad86574a152f1db6702334f3d8b,710,2011,historical_control_not_current_demand
27,517,04162,000000,Sub-district - Vada,Rural,5,6942,33633,152391,4.5,Normal households; repeated totals and nested geography must not be summed,observed,census_hh1_maharashtra,32cde14d5871568173eef1ab33327d807fd18ad86574a152f1db6702334f3d8b,710,2011,historical_control_not_current_demand
27,517,04162,000000,Sub-district - Vada,Rural,6,4600,33633,152391,4.5,Normal households; repeated totals and nested geography must not be summed,observed,census_hh1_maharashtra,32cde14d5871568173eef1ab33327d807fd18ad86574a152f1db6702334f3d8b,710,2011,historical_control_not_current_demand
27,517,04162,000000,Sub-district - Vada,Rural,7-10,4335,33633,152391,4.5,Normal households; repeated totals and nested geography must not be summed,observed,census_hh1_maharashtra,32cde14d5871568173eef1ab33327d807fd18ad86574a152f1db6702334f3d8b,710,2011,historical_control_not_current_demand
27,517,04162,000000,Sub-district - Vada,Rural,11-14,261,33633,152391,4.5,Normal households; repeated totals and nested geography must not be summed,observed,census_hh1_maharashtra,32cde14d5871568173eef1ab33327d807fd18ad86574a152f1db6702334f3d8b,710,2011,historical_control_not_current_demand
27,517,04162,000000,Sub-district - Vada,Rural,15+,36,33633,152391,4.5,Normal households; repeated totals and nested geography must not be summed,observed,census_hh1_maharashtra,32cde14d5871568173eef1ab33327d807fd18ad86574a152f1db6702334f3d8b,710,2011,historical_control_not_current_demand
27,517,04162,000000,Sub-district - Vada,Urban,1,253,5556,23764,4.3,Normal households; repeated totals and nested geography must not be summed,observed,census_hh1_maharashtra,32cde14d5871568173eef1ab33327d807fd18ad86574a152f1db6702334f3d8b,711,2011,historical_control_not_current_demand
27,517,04162,000000,Sub-district - Vada,Urban,2,535,5556,23764,4.3,Normal households; repeated totals and nested geography must not be summed,observed,census_hh1_maharashtra,32cde14d5871568173eef1ab33327d807fd18ad86574a152f1db6702334f3d8b,711,2011,historical_control_not_current_demand
27,517,04162,000000,Sub-district - Vada,Urban,3,994,5556,23764,4.3,Normal households; repeated totals and nested geography must not be summed,observed,census_hh1_maharashtra,32cde14d5871568173eef1ab33327d807fd18ad86574a152f1db6702334f3d8b,711,2011,historical_control_not_current_demand
27,517,04162,000000,Sub-district - Vada,Urban,4,1664,5556,23764,4.3,Normal households; repeated totals and nested geography must not be summed,observed,census_hh1_maharashtra,32cde14d5871568173eef1ab33327d807fd18ad86574a152f1db6702334f3d8b,711,2011,historical_control_not_current_demand
27,517,04162,000000,Sub-district - Vada,Urban,5,1070,5556,23764,4.3,Normal households; repeated totals and nested geography must not be summed,observed,census_hh1_maharashtra,32cde14d5871568173eef1ab33327d807fd18ad86574a152f1db6702334f3d8b,711,2011,historical_control_not_current_demand
27,517,04162,000000,Sub-district - Vada,Urban,6,514,5556,23764,4.3,Normal households; repeated totals and nested geography must not be summed,observed,census_hh1_maharashtra,32cde14d5871568173eef1ab33327d807fd18ad86574a152f1db6702334f3d8b,711,2011,historical_control_not_current_demand
27,517,04162,000000,Sub-district - Vada,Urban,7-10,472,5556,23764,4.3,Normal households; repeated totals and nested geography must not be summed,observed,census_hh1_maharashtra,32cde14d5871568173eef1ab33327d807fd18ad86574a152f1db6702334f3d8b,711,2011,historical_control_not_current_demand
27,517,04162,000000,Sub-district - Vada,Urban,11-14,46,5556,23764,4.3,Normal households; repeated totals and nested geography must not be summed,observed,census_hh1_maharashtra,32cde14d5871568173eef1ab33327d807fd18ad86574a152f1db6702334f3d8b,711,2011,historical_control_not_current_demand
27,517,04162,000000,Sub-district - Vada,Urban,15+,8,5556,23764,4.3,Normal households; repeated totals and nested geography must not be summed,observed,census_hh1_maharashtra,32cde14d5871568173eef1ab33327d807fd18ad86574a152f1db6702334f3d8b,711,2011,historical_control_not_current_demand
27,517,04163,000000,Sub-district - Palghar,Total,1,6778,127856,545364,4.3,Normal households; repeated totals and nested geography must not be summed,observed,census_hh1_maharashtra,32cde14d5871568173eef1ab33327d807fd18ad86574a152f1db6702334f3d8b,712,2011,historical_control_not_current_demand
27,517,04163,000000,Sub-district - Palghar,Total,2,14262,127856,545364,4.3,Normal households; repeated totals and nested geography must not be summed,observed,census_hh1_maharashtra,32cde14d5871568173eef1ab33327d807fd18ad86574a152f1db6702334f3d8b,712,2011,historical_control_not_current_demand
27,517,04163,000000,Sub-district - Palghar,Total,3,21554,127856,545364,4.3,Normal households; repeated totals and nested geography must not be summed,observed,census_hh1_maharashtra,32cde14d5871568173eef1ab33327d807fd18ad86574a152f1db6702334f3d8b,712,2011,historical_control_not_current_demand
27,517,04163,000000,Sub-district - Palghar,Total,4,34572,127856,545364,4.3,Normal households; repeated totals and nested geography must not be summed,observed,census_hh1_maharashtra,32cde14d5871568173eef1ab33327d807fd18ad86574a152f1db6702334f3d8b,712,2011,historical_control_not_current_demand
27,517,04163,000000,Sub-district - Palghar,Total,5,24186,127856,545364,4.3,Normal households; repeated totals and nested geography must not be summed,observed,census_hh1_maharashtra,32cde14d5871568173eef1ab33327d807fd18ad86574a152f1db6702334f3d8b,712,2011,historical_control_not_current_demand
27,517,04163,000000,Sub-district - Palghar,Total,6,13218,127856,545364,4.3,Normal households; repeated totals and nested geography must not be summed,observed,census_hh1_maharashtra,32cde14d5871568173eef1ab33327d807fd18ad86574a152f1db6702334f3d8b,712,2011,historical_control_not_current_demand
27,517,04163,000000,Sub-district - Palghar,Total,7-10,12300,127856,545364,4.3,Normal households; repeated totals and nested geography must not be summed,observed,census_hh1_maharashtra,32cde14d5871568173eef1ab33327d807fd18ad86574a152f1db6702334f3d8b,712,2011,historical_control_not_current_demand
27,517,04163,000000,Sub-district - Palghar,Total,11-14,833,127856,545364,4.3,Normal households; repeated totals and nested geography must not be summed,observed,census_hh1_maharashtra,32cde14d5871568173eef1ab33327d807fd18ad86574a152f1db6702334f3d8b,712,2011,historical_control_not_current_demand
27,517,04163,000000,Sub-district - Palghar,Total,15+,153,127856,545364,4.3,Normal households; repeated totals and nested geography must not be summed,observed,census_hh1_maharashtra,32cde14d5871568173eef1ab33327d807fd18ad86574a152f1db6702334f3d8b,712,2011,historical_control_not_current_demand
27,517,04163,000000,Sub-district - Palghar,Rural,1,3976,73730,321547,4.4,Normal households; repeated totals and nested geography must not be summed,observed,census_hh1_maharashtra,32cde14d5871568173eef1ab33327d807fd18ad86574a152f1db6702334f3d8b,713,2011,historical_control_not_current_demand
27,517,04163,000000,Sub-district - Palghar,Rural,2,8304,73730,321547,4.4,Normal households; repeated totals and nested geography must not be summed,observed,census_hh1_maharashtra,32cde14d5871568173eef1ab33327d807fd18ad86574a152f1db6702334f3d8b,713,2011,historical_control_not_current_demand
27,517,04163,000000,Sub-district - Palghar,Rural,3,11316,73730,321547,4.4,Normal households; repeated totals and nested geography must not be summed,observed,census_hh1_maharashtra,32cde14d5871568173eef1ab33327d807fd18ad86574a152f1db6702334f3d8b,713,2011,historical_control_not_current_demand
27,517,04163,000000,Sub-district - Palghar,Rural,4,18303,73730,321547,4.4,Normal households; repeated totals and nested geography must not be summed,observed,census_hh1_maharashtra,32cde14d5871568173eef1ab33327d807fd18ad86574a152f1db6702334f3d8b,713,2011,historical_control_not_current_demand
27,517,04163,000000,Sub-district - Palghar,Rural,5,14650,73730,321547,4.4,Normal households; repeated totals and nested geography must not be summed,observed,census_hh1_maharashtra,32cde14d5871568173eef1ab33327d807fd18ad86574a152f1db6702334f3d8b,713,2011,historical_control_not_current_demand
27,517,04163,000000,Sub-district - Palghar,Rural,6,8443,73730,321547,4.4,Normal households; repeated totals and nested geography must not be summed,observed,census_hh1_maharashtra,32cde14d5871568173eef1ab33327d807fd18ad86574a152f1db6702334f3d8b,713,2011,historical_control_not_current_demand
27,517,04163,000000,Sub-district - Palghar,Rural,7-10,8146,73730,321547,4.4,Normal households; repeated totals and nested geography must not be summed,observed,census_hh1_maharashtra,32cde14d5871568173eef1ab33327d807fd18ad86574a152f1db6702334f3d8b,713,2011,historical_control_not_current_demand
27,517,04163,000000,Sub-district - Palghar,Rural,11-14,508,73730,321547,4.4,Normal households; repeated totals and nested geography must not be summed,observed,census_hh1_maharashtra,32cde14d5871568173eef1ab33327d807fd18ad86574a152f1db6702334f3d8b,713,2011,historical_control_not_current_demand
27,517,04163,000000,Sub-district - Palghar,Rural,15+,84,73730,321547,4.4,Normal households; repeated totals and nested geography must not be summed,observed,census_hh1_maharashtra,32cde14d5871568173eef1ab33327d807fd18ad86574a152f1db6702334f3d8b,713,2011,historical_control_not_current_demand
27,517,04163,000000,Sub-district - Palghar,Urban,1,2802,54126,223817,4.1,Normal households; repeated totals and nested geography must not be summed,observed,census_hh1_maharashtra,32cde14d5871568173eef1ab33327d807fd18ad86574a152f1db6702334f3d8b,714,2011,historical_control_not_current_demand
27,517,04163,000000,Sub-district - Palghar,Urban,2,5958,54126,223817,4.1,Normal households; repeated totals and nested geography must not be summed,observed,census_hh1_maharashtra,32cde14d5871568173eef1ab33327d807fd18ad86574a152f1db6702334f3d8b,714,2011,historical_control_not_current_demand
27,517,04163,000000,Sub-district - Palghar,Urban,3,10238,54126,223817,4.1,Normal households; repeated totals and nested geography must not be summed,observed,census_hh1_maharashtra,32cde14d5871568173eef1ab33327d807fd18ad86574a152f1db6702334f3d8b,714,2011,historical_control_not_current_demand
27,517,04163,000000,Sub-district - Palghar,Urban,4,16269,54126,223817,4.1,Normal households; repeated totals and nested geography must not be summed,observed,census_hh1_maharashtra,32cde14d5871568173eef1ab33327d807fd18ad86574a152f1db6702334f3d8b,714,2011,historical_control_not_current_demand
27,517,04163,000000,Sub-district - Palghar,Urban,5,9536,54126,223817,4.1,Normal households; repeated totals and nested geography must not be summed,observed,census_hh1_maharashtra,32cde14d5871568173eef1ab33327d807fd18ad86574a152f1db6702334f3d8b,714,2011,historical_control_not_current_demand
27,517,04163,000000,Sub-district - Palghar,Urban,6,4775,54126,223817,4.1,Normal households; repeated totals and nested geography must not be summed,observed,census_hh1_maharashtra,32cde14d5871568173eef1ab33327d807fd18ad86574a152f1db6702334f3d8b,714,2011,historical_control_not_current_demand
27,517,04163,000000,Sub-district - Palghar,Urban,7-10,4154,54126,223817,4.1,Normal households; repeated totals and nested geography must not be summed,observed,census_hh1_maharashtra,32cde14d5871568173eef1ab33327d807fd18ad86574a152f1db6702334f3d8b,714,2011,historical_control_not_current_demand
27,517,04163,000000,Sub-district - Palghar,Urban,11-14,325,54126,223817,4.1,Normal households; repeated totals and nested geography must not be summed,observed,census_hh1_maharashtra,32cde14d5871568173eef1ab33327d807fd18ad86574a152f1db6702334f3d8b,714,2011,historical_control_not_current_demand
27,517,04163,000000,Sub-district - Palghar,Urban,15+,69,54126,223817,4.1,Normal households; repeated totals and nested geography must not be summed,observed,census_hh1_maharashtra,32cde14d5871568173eef1ab33327d807fd18ad86574a152f1db6702334f3d8b,714,2011,historical_control_not_current_demand
27,517,04164,000000,Sub-district - Vasai,Total,1,11660,316859,1336775,4.2,Normal households; repeated totals and nested geography must not be summed,observed,census_hh1_maharashtra,32cde14d5871568173eef1ab33327d807fd18ad86574a152f1db6702334f3d8b,715,2011,historical_control_not_current_demand
27,517,04164,000000,Sub-district - Vasai,Total,2,32534,316859,1336775,4.2,Normal households; repeated totals and nested geography must not be summed,observed,census_hh1_maharashtra,32cde14d5871568173eef1ab33327d807fd18ad86574a152f1db6702334f3d8b,715,2011,historical_control_not_current_demand
27,517,04164,000000,Sub-district - Vasai,Total,3,64181,316859,1336775,4.2,Normal households; repeated totals and nested geography must not be summed,observed,census_hh1_maharashtra,32cde14d5871568173eef1ab33327d807fd18ad86574a152f1db6702334f3d8b,715,2011,historical_control_not_current_demand
27,517,04164,000000,Sub-district - Vasai,Total,4,94229,316859,1336775,4.2,Normal households; repeated totals and nested geography must not be summed,observed,census_hh1_maharashtra,32cde14d5871568173eef1ab33327d807fd18ad86574a152f1db6702334f3d8b,715,2011,historical_control_not_current_demand
27,517,04164,000000,Sub-district - Vasai,Total,5,57141,316859,1336775,4.2,Normal households; repeated totals and nested geography must not be summed,observed,census_hh1_maharashtra,32cde14d5871568173eef1ab33327d807fd18ad86574a152f1db6702334f3d8b,715,2011,historical_control_not_current_demand
27,517,04164,000000,Sub-district - Vasai,Total,6,28710,316859,1336775,4.2,Normal households; repeated totals and nested geography must not be summed,observed,census_hh1_maharashtra,32cde14d5871568173eef1ab33327d807fd18ad86574a152f1db6702334f3d8b,715,2011,historical_control_not_current_demand
27,517,04164,000000,Sub-district - Vasai,Total,7-10,25784,316859,1336775,4.2,Normal households; repeated totals and nested geography must not be summed,observed,census_hh1_maharashtra,32cde14d5871568173eef1ab33327d807fd18ad86574a152f1db6702334f3d8b,715,2011,historical_control_not_current_demand
27,517,04164,000000,Sub-district - Vasai,Total,11-14,2148,316859,1336775,4.2,Normal households; repeated totals and nested geography must not be summed,observed,census_hh1_maharashtra,32cde14d5871568173eef1ab33327d807fd18ad86574a152f1db6702334f3d8b,715,2011,historical_control_not_current_demand
27,517,04164,000000,Sub-district - Vasai,Total,15+,472,316859,1336775,4.2,Normal households; repeated totals and nested geography must not be summed,observed,census_hh1_maharashtra,32cde14d5871568173eef1ab33327d807fd18ad86574a152f1db6702334f3d8b,715,2011,historical_control_not_current_demand
27,517,04164,000000,Sub-district - Vasai,Rural,1,983,24953,112446,4.5,Normal households; repeated totals and nested geography must not be summed,observed,census_hh1_maharashtra,32cde14d5871568173eef1ab33327d807fd18ad86574a152f1db6702334f3d8b,716,2011,historical_control_not_current_demand
27,517,04164,000000,Sub-district - Vasai,Rural,2,2470,24953,112446,4.5,Normal households; repeated totals and nested geography must not be summed,observed,census_hh1_maharashtra,32cde14d5871568173eef1ab33327d807fd18ad86574a152f1db6702334f3d8b,716,2011,historical_control_not_current_demand
27,517,04164,000000,Sub-district - Vasai,Rural,3,3958,24953,112446,4.5,Normal households; repeated totals and nested geography must not be summed,observed,census_hh1_maharashtra,32cde14d5871568173eef1ab33327d807fd18ad86574a152f1db6702334f3d8b,716,2011,historical_control_not_current_demand
27,517,04164,000000,Sub-district - Vasai,Rural,4,6484,24953,112446,4.5,Normal households; repeated totals and nested geography must not be summed,observed,census_hh1_maharashtra,32cde14d5871568173eef1ab33327d807fd18ad86574a152f1db6702334f3d8b,716,2011,historical_control_not_current_demand
27,517,04164,000000,Sub-district - Vasai,Rural,5,5005,24953,112446,4.5,Normal households; repeated totals and nested geography must not be summed,observed,census_hh1_maharashtra,32cde14d5871568173eef1ab33327d807fd18ad86574a152f1db6702334f3d8b,716,2011,historical_control_not_current_demand
27,517,04164,000000,Sub-district - Vasai,Rural,6,2864,24953,112446,4.5,Normal households; repeated totals and nested geography must not be summed,observed,census_hh1_maharashtra,32cde14d5871568173eef1ab33327d807fd18ad86574a152f1db6702334f3d8b,716,2011,historical_control_not_current_demand
27,517,04164,000000,Sub-district - Vasai,Rural,7-10,2845,24953,112446,4.5,Normal households; repeated totals and nested geography must not be summed,observed,census_hh1_maharashtra,32cde14d5871568173eef1ab33327d807fd18ad86574a152f1db6702334f3d8b,716,2011,historical_control_not_current_demand
27,517,04164,000000,Sub-district - Vasai,Rural,11-14,280,24953,112446,4.5,Normal households; repeated totals and nested geography must not be summed,observed,census_hh1_maharashtra,32cde14d5871568173eef1ab33327d807fd18ad86574a152f1db6702334f3d8b,716,2011,historical_control_not_current_demand
27,517,04164,000000,Sub-district - Vasai,Rural,15+,64,24953,112446,4.5,Normal households; repeated totals and nested geography must not be summed,observed,census_hh1_maharashtra,32cde14d5871568173eef1ab33327d807fd18ad86574a152f1db6702334f3d8b,716,2011,historical_control_not_current_demand
27,517,04164,000000,Sub-district - Vasai,Urban,1,10677,291906,1224329,4.2,Normal households; repeated totals and nested geography must not be summed,observed,census_hh1_maharashtra,32cde14d5871568173eef1ab33327d807fd18ad86574a152f1db6702334f3d8b,717,2011,historical_control_not_current_demand
27,517,04164,000000,Sub-district - Vasai,Urban,2,30064,291906,1224329,4.2,Normal households; repeated totals and nested geography must not be summed,observed,census_hh1_maharashtra,32cde14d5871568173eef1ab33327d807fd18ad86574a152f1db6702334f3d8b,717,2011,historical_control_not_current_demand
27,517,04164,000000,Sub-district - Vasai,Urban,3,60223,291906,1224329,4.2,Normal households; repeated totals and nested geography must not be summed,observed,census_hh1_maharashtra,32cde14d5871568173eef1ab33327d807fd18ad86574a152f1db6702334f3d8b,717,2011,historical_control_not_current_demand
27,517,04164,000000,Sub-district - Vasai,Urban,4,87745,291906,1224329,4.2,Normal households; repeated totals and nested geography must not be summed,observed,census_hh1_maharashtra,32cde14d5871568173eef1ab33327d807fd18ad86574a152f1db6702334f3d8b,717,2011,historical_control_not_current_demand
27,517,04164,000000,Sub-district - Vasai,Urban,5,52136,291906,1224329,4.2,Normal households; repeated totals and nested geography must not be summed,observed,census_hh1_maharashtra,32cde14d5871568173eef1ab33327d807fd18ad86574a152f1db6702334f3d8b,717,2011,historical_control_not_current_demand
27,517,04164,000000,Sub-district - Vasai,Urban,6,25846,291906,1224329,4.2,Normal households; repeated totals and nested geography must not be summed,observed,census_hh1_maharashtra,32cde14d5871568173eef1ab33327d807fd18ad86574a152f1db6702334f3d8b,717,2011,historical_control_not_current_demand
27,517,04164,000000,Sub-district - Vasai,Urban,7-10,22939,291906,1224329,4.2,Normal households; repeated totals and nested geography must not be summed,observed,census_hh1_maharashtra,32cde14d5871568173eef1ab33327d807fd18ad86574a152f1db6702334f3d8b,717,2011,historical_control_not_current_demand
27,517,04164,000000,Sub-district - Vasai,Urban,11-14,1868,291906,1224329,4.2,Normal households; repeated totals and nested geography must not be summed,observed,census_hh1_maharashtra,32cde14d5871568173eef1ab33327d807fd18ad86574a152f1db6702334f3d8b,717,2011,historical_control_not_current_demand
27,517,04164,000000,Sub-district - Vasai,Urban,15+,408,291906,1224329,4.2,Normal households; repeated totals and nested geography must not be summed,observed,census_hh1_maharashtra,32cde14d5871568173eef1ab33327d807fd18ad86574a152f1db6702334f3d8b,717,2011,historical_control_not_current_demand
27,517,04165,000000,Sub-district - Thane,Total,1,35514,893962,3760263,4.2,Normal households; repeated totals and nested geography must not be summed,observed,census_hh1_maharashtra,32cde14d5871568173eef1ab33327d807fd18ad86574a152f1db6702334f3d8b,718,2011,historical_control_not_current_demand
27,517,04165,000000,Sub-district - Thane,Total,2,94701,893962,3760263,4.2,Normal households; repeated totals and nested geography must not be summed,observed,census_hh1_maharashtra,32cde14d5871568173eef1ab33327d807fd18ad86574a152f1db6702334f3d8b,718,2011,historical_control_not_current_demand
27,517,04165,000000,Sub-district - Thane,Total,3,180772,893962,3760263,4.2,Normal households; repeated totals and nested geography must not be summed,observed,census_hh1_maharashtra,32cde14d5871568173eef1ab33327d807fd18ad86574a152f1db6702334f3d8b,718,2011,historical_control_not_current_demand
27,517,04165,000000,Sub-district - Thane,Total,4,263997,893962,3760263,4.2,Normal households; repeated totals and nested geography must not be summed,observed,census_hh1_maharashtra,32cde14d5871568173eef1ab33327d807fd18ad86574a152f1db6702334f3d8b,718,2011,historical_control_not_current_demand
27,517,04165,000000,Sub-district - Thane,Total,5,157255,893962,3760263,4.2,Normal households; repeated totals and nested geography must not be summed,observed,census_hh1_maharashtra,32cde14d5871568173eef1ab33327d807fd18ad86574a152f1db6702334f3d8b,718,2011,historical_control_not_current_demand
27,517,04165,000000,Sub-district - Thane,Total,6,79414,893962,3760263,4.2,Normal households; repeated totals and nested geography must not be summed,observed,census_hh1_maharashtra,32cde14d5871568173eef1ab33327d807fd18ad86574a152f1db6702334f3d8b,718,2011,historical_control_not_current_demand
27,517,04165,000000,Sub-district - Thane,Total,7-10,74794,893962,3760263,4.2,Normal households; repeated totals and nested geography must not be summed,observed,census_hh1_maharashtra,32cde14d5871568173eef1ab33327d807fd18ad86574a152f1db6702334f3d8b,718,2011,historical_control_not_current_demand
27,517,04165,000000,Sub-district - Thane,Total,11-14,6180,893962,3760263,4.2,Normal households; repeated totals and nested geography must not be summed,observed,census_hh1_maharashtra,32cde14d5871568173eef1ab33327d807fd18ad86574a152f1db6702334f3d8b,718,2011,historical_control_not_current_demand
27,517,04165,000000,Sub-district - Thane,Total,15+,1335,893962,3760263,4.2,Normal households; repeated totals and nested geography must not be summed,observed,census_hh1_maharashtra,32cde14d5871568173eef1ab33327d807fd18ad86574a152f1db6702334f3d8b,718,2011,historical_control_not_current_demand
27,517,04165,000000,Sub-district - Thane,Rural,1,129,3303,15620,4.7,Normal households; repeated totals and nested geography must not be summed,observed,census_hh1_maharashtra,32cde14d5871568173eef1ab33327d807fd18ad86574a152f1db6702334f3d8b,719,2011,historical_control_not_current_demand
27,517,04165,000000,Sub-district - Thane,Rural,2,270,3303,15620,4.7,Normal households; repeated totals and nested geography must not be summed,observed,census_hh1_maharashtra,32cde14d5871568173eef1ab33327d807fd18ad86574a152f1db6702334f3d8b,719,2011,historical_control_not_current_demand
27,517,04165,000000,Sub-district - Thane,Rural,3,453,3303,15620,4.7,Normal households; repeated totals and nested geography must not be summed,observed,census_hh1_maharashtra,32cde14d5871568173eef1ab33327d807fd18ad86574a152f1db6702334f3d8b,719,2011,historical_control_not_current_demand
27,517,04165,000000,Sub-district - Thane,Rural,4,808,3303,15620,4.7,Normal households; repeated totals and nested geography must not be summed,observed,census_hh1_maharashtra,32cde14d5871568173eef1ab33327d807fd18ad86574a152f1db6702334f3d8b,719,2011,historical_control_not_current_demand
27,517,04165,000000,Sub-district - Thane,Rural,5,709,3303,15620,4.7,Normal households; repeated totals and nested geography must not be summed,observed,census_hh1_maharashtra,32cde14d5871568173eef1ab33327d807fd18ad86574a152f1db6702334f3d8b,719,2011,historical_control_not_current_demand
27,517,04165,000000,Sub-district - Thane,Rural,6,420,3303,15620,4.7,Normal households; repeated totals and nested geography must not be summed,observed,census_hh1_maharashtra,32cde14d5871568173eef1ab33327d807fd18ad86574a152f1db6702334f3d8b,719,2011,historical_control_not_current_demand
27,517,04165,000000,Sub-district - Thane,Rural,7-10,445,3303,15620,4.7,Normal households; repeated totals and nested geography must not be summed,observed,census_hh1_maharashtra,32cde14d5871568173eef1ab33327d807fd18ad86574a152f1db6702334f3d8b,719,2011,historical_control_not_current_demand
27,517,04165,000000,Sub-district - Thane,Rural,11-14,57,3303,15620,4.7,Normal households; repeated totals and nested geography must not be summed,observed,census_hh1_maharashtra,32cde14d5871568173eef1ab33327d807fd18ad86574a152f1db6702334f3d8b,719,2011,historical_control_not_current_demand
27,517,04165,000000,Sub-district - Thane,Rural,15+,12,3303,15620,4.7,Normal households; repeated totals and nested geography must not be summed,observed,census_hh1_maharashtra,32cde14d5871568173eef1ab33327d807fd18ad86574a152f1db6702334f3d8b,719,2011,historical_control_not_current_demand
27,517,04165,000000,Sub-district - Thane,Urban,1,35385,890659,3744643,4.2,Normal households; repeated totals and nested geography must not be summed,observed,census_hh1_maharashtra,32cde14d5871568173eef1ab33327d807fd18ad86574a152f1db6702334f3d8b,720,2011,historical_control_not_current_demand
27,517,04165,000000,Sub-district - Thane,Urban,2,94431,890659,3744643,4.2,Normal households; repeated totals and nested geography must not be summed,observed,census_hh1_maharashtra,32cde14d5871568173eef1ab33327d807fd18ad86574a152f1db6702334f3d8b,720,2011,historical_control_not_current_demand
27,517,04165,000000,Sub-district - Thane,Urban,3,180319,890659,3744643,4.2,Normal households; repeated totals and nested geography must not be summed,observed,census_hh1_maharashtra,32cde14d5871568173eef1ab33327d807fd18ad86574a152f1db6702334f3d8b,720,2011,historical_control_not_current_demand
27,517,04165,000000,Sub-district - Thane,Urban,4,263189,890659,3744643,4.2,Normal households; repeated totals and nested geography must not be summed,observed,census_hh1_maharashtra,32cde14d5871568173eef1ab33327d807fd18ad86574a152f1db6702334f3d8b,720,2011,historical_control_not_current_demand
27,517,04165,000000,Sub-district - Thane,Urban,5,156546,890659,3744643,4.2,Normal households; repeated totals and nested geography must not be summed,observed,census_hh1_maharashtra,32cde14d5871568173eef1ab33327d807fd18ad86574a152f1db6702334f3d8b,720,2011,historical_control_not_current_demand
27,517,04165,000000,Sub-district - Thane,Urban,6,78994,890659,3744643,4.2,Normal households; repeated totals and nested geography must not be summed,observed,census_hh1_maharashtra,32cde14d5871568173eef1ab33327d807fd18ad86574a152f1db6702334f3d8b,720,2011,historical_control_not_current_demand
27,517,04165,000000,Sub-district - Thane,Urban,7-10,74349,890659,3744643,4.2,Normal households; repeated totals and nested geography must not be summed,observed,census_hh1_maharashtra,32cde14d5871568173eef1ab33327d807fd18ad86574a152f1db6702334f3d8b,720,2011,historical_control_not_current_demand
27,517,04165,000000,Sub-district - Thane,Urban,11-14,6123,890659,3744643,4.2,Normal households; repeated totals and nested geography must not be summed,observed,census_hh1_maharashtra,32cde14d5871568173eef1ab33327d807fd18ad86574a152f1db6702334f3d8b,720,2011,historical_control_not_current_demand
27,517,04165,000000,Sub-district - Thane,Urban,15+,1323,890659,3744643,4.2,Normal households; repeated totals and nested geography must not be summed,observed,census_hh1_maharashtra,32cde14d5871568173eef1ab33327d807fd18ad86574a152f1db6702334f3d8b,720,2011,historical_control_not_current_demand
27,517,04166,000000,Sub-district - Bhiwandi,Total,1,10671,233027,1132486,4.9,Normal households; repeated totals and nested geography must not be summed,observed,census_hh1_maharashtra,32cde14d5871568173eef1ab33327d807fd18ad86574a152f1db6702334f3d8b,721,2011,historical_control_not_current_demand
27,517,04166,000000,Sub-district - Bhiwandi,Total,2,22838,233027,1132486,4.9,Normal households; repeated totals and nested geography must not be summed,observed,census_hh1_maharashtra,32cde14d5871568173eef1ab33327d807fd18ad86574a152f1db6702334f3d8b,721,2011,historical_control_not_current_demand
27,517,04166,000000,Sub-district - Bhiwandi,Total,3,32726,233027,1132486,4.9,Normal households; repeated totals and nested geography must not be summed,observed,census_hh1_maharashtra,32cde14d5871568173eef1ab33327d807fd18ad86574a152f1db6702334f3d8b,721,2011,historical_control_not_current_demand
27,517,04166,000000,Sub-district - Bhiwandi,Total,4,50260,233027,1132486,4.9,Normal households; repeated totals and nested geography must not be summed,observed,census_hh1_maharashtra,32cde14d5871568173eef1ab33327d807fd18ad86574a152f1db6702334f3d8b,721,2011,historical_control_not_current_demand
27,517,04166,000000,Sub-district - Bhiwandi,Total,5,43458,233027,1132486,4.9,Normal households; repeated totals and nested geography must not be summed,observed,census_hh1_maharashtra,32cde14d5871568173eef1ab33327d807fd18ad86574a152f1db6702334f3d8b,721,2011,historical_control_not_current_demand
27,517,04166,000000,Sub-district - Bhiwandi,Total,6,28688,233027,1132486,4.9,Normal households; repeated totals and nested geography must not be summed,observed,census_hh1_maharashtra,32cde14d5871568173eef1ab33327d807fd18ad86574a152f1db6702334f3d8b,721,2011,historical_control_not_current_demand
27,517,04166,000000,Sub-district - Bhiwandi,Total,7-10,37505,233027,1132486,4.9,Normal households; repeated totals and nested geography must not be summed,observed,census_hh1_maharashtra,32cde14d5871568173eef1ab33327d807fd18ad86574a152f1db6702334f3d8b,721,2011,historical_control_not_current_demand
