region,observation_year,minimum_age_years,activity,residence,sex,activity_scope,denominator,value,unit,source,source_id,source_sha256,statement,pdf_page,status
Maharashtra,2024,6,Unpaid caregiving services for household members,rural,female,major_activity,per_participant,135,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,4.1,111,state_benchmark_not_local_diary
Maharashtra,2024,6,Unpaid caregiving services for household members,rural,person,major_activity,per_participant,117,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,4.1,111,state_benchmark_not_local_diary
Maharashtra,2024,6,Unpaid caregiving services for household members,urban,male,major_activity,per_participant,76,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,4.1,111,state_benchmark_not_local_diary
Maharashtra,2024,6,Unpaid caregiving services for household members,urban,female,major_activity,per_participant,133,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,4.1,111,state_benchmark_not_local_diary
Maharashtra,2024,6,Unpaid caregiving services for household members,urban,person,major_activity,per_participant,113,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,4.1,111,state_benchmark_not_local_diary
Maharashtra,2024,6,Unpaid caregiving services for household members,rural+urban,male,major_activity,per_participant,81,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,4.1,111,state_benchmark_not_local_diary
Maharashtra,2024,6,Unpaid caregiving services for household members,rural+urban,female,major_activity,per_participant,134,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,4.1,111,state_benchmark_not_local_diary
Maharashtra,2024,6,Unpaid caregiving services for household members,rural+urban,person,major_activity,per_participant,115,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,4.1,111,state_benchmark_not_local_diary
Maharashtra,2024,6,"Unpaid volunteer, trainee and other unpaid work",rural,male,major_activity,per_participant,141,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,4.1,111,state_benchmark_not_local_diary
Maharashtra,2024,6,"Unpaid volunteer, trainee and other unpaid work",rural,female,major_activity,per_participant,117,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,4.1,111,state_benchmark_not_local_diary
Maharashtra,2024,6,"Unpaid volunteer, trainee and other unpaid work",rural,person,major_activity,per_participant,129,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,4.1,111,state_benchmark_not_local_diary
Maharashtra,2024,6,"Unpaid volunteer, trainee and other unpaid work",urban,male,major_activity,per_participant,160,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,4.1,111,state_benchmark_not_local_diary
Maharashtra,2024,6,"Unpaid volunteer, trainee and other unpaid work",urban,female,major_activity,per_participant,117,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,4.1,111,state_benchmark_not_local_diary
Maharashtra,2024,6,"Unpaid volunteer, trainee and other unpaid work",urban,person,major_activity,per_participant,137,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,4.1,111,state_benchmark_not_local_diary
Maharashtra,2024,6,"Unpaid volunteer, trainee and other unpaid work",rural+urban,male,major_activity,per_participant,148,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,4.1,111,state_benchmark_not_local_diary
Maharashtra,2024,6,"Unpaid volunteer, trainee and other unpaid work",rural+urban,female,major_activity,per_participant,117,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,4.1,111,state_benchmark_not_local_diary
Maharashtra,2024,6,"Unpaid volunteer, trainee and other unpaid work",rural+urban,person,major_activity,per_participant,132,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,4.1,111,state_benchmark_not_local_diary
Maharashtra,2024,6,Learning,rural,male,major_activity,per_participant,421,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,4.1,111,state_benchmark_not_local_diary
Maharashtra,2024,6,Learning,rural,female,major_activity,per_participant,428,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,4.1,111,state_benchmark_not_local_diary
Maharashtra,2024,6,Learning,rural,person,major_activity,per_participant,424,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,4.1,111,state_benchmark_not_local_diary
Maharashtra,2024,6,Learning,urban,male,major_activity,per_participant,429,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,4.1,111,state_benchmark_not_local_diary
Maharashtra,2024,6,Learning,urban,female,major_activity,per_participant,421,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,4.1,111,state_benchmark_not_local_diary
Maharashtra,2024,6,Learning,urban,person,major_activity,per_participant,425,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,4.1,111,state_benchmark_not_local_diary
Maharashtra,2024,6,Learning,rural+urban,male,major_activity,per_participant,424,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,4.1,111,state_benchmark_not_local_diary
Maharashtra,2024,6,Learning,rural+urban,female,major_activity,per_participant,425,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,4.1,111,state_benchmark_not_local_diary
Maharashtra,2024,6,Learning,rural+urban,person,major_activity,per_participant,424,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,4.1,111,state_benchmark_not_local_diary
Maharashtra,2024,6,"Socializing and communication, community participation and religious practice",rural,male,major_activity,per_participant,131,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,4.1,111,state_benchmark_not_local_diary
Maharashtra,2024,6,"Socializing and communication, community participation and religious practice",rural,female,major_activity,per_participant,114,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,4.1,111,state_benchmark_not_local_diary
Maharashtra,2024,6,"Socializing and communication, community participation and religious practice",rural,person,major_activity,per_participant,123,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,4.1,111,state_benchmark_not_local_diary
Maharashtra,2024,6,"Socializing and communication, community participation and religious practice",urban,male,major_activity,per_participant,115,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,4.1,111,state_benchmark_not_local_diary
Maharashtra,2024,6,"Socializing and communication, community participation and religious practice",urban,female,major_activity,per_participant,113,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,4.1,111,state_benchmark_not_local_diary
Maharashtra,2024,6,"Socializing and communication, community participation and religious practice",urban,person,major_activity,per_participant,114,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,4.1,111,state_benchmark_not_local_diary
Maharashtra,2024,6,"Socializing and communication, community participation and religious practice",rural+urban,male,major_activity,per_participant,125,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,4.1,111,state_benchmark_not_local_diary
Maharashtra,2024,6,"Socializing and communication, community participation and religious practice",rural+urban,female,major_activity,per_participant,114,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,4.1,111,state_benchmark_not_local_diary
Maharashtra,2024,6,"Socializing and communication, community participation and religious practice",rural+urban,person,major_activity,per_participant,119,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,4.1,111,state_benchmark_not_local_diary
Maharashtra,2024,6,"Culture, leisure, mass-media and sports practices",rural,male,major_activity,per_participant,172,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,4.1,111,state_benchmark_not_local_diary
Maharashtra,2024,6,"Culture, leisure, mass-media and sports practices",rural,female,major_activity,per_participant,152,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,4.1,111,state_benchmark_not_local_diary
Maharashtra,2024,6,"Culture, leisure, mass-media and sports practices",rural,person,major_activity,per_participant,162,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,4.1,111,state_benchmark_not_local_diary
Maharashtra,2024,6,"Culture, leisure, mass-media and sports practices",urban,male,major_activity,per_participant,189,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,4.1,111,state_benchmark_not_local_diary
Maharashtra,2024,6,"Culture, leisure, mass-media and sports practices",urban,female,major_activity,per_participant,182,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,4.1,111,state_benchmark_not_local_diary
Maharashtra,2024,6,"Culture, leisure, mass-media and sports practices",urban,person,major_activity,per_participant,185,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,4.1,111,state_benchmark_not_local_diary
Maharashtra,2024,6,"Culture, leisure, mass-media and sports practices",rural+urban,male,major_activity,per_participant,179,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,4.1,111,state_benchmark_not_local_diary
Maharashtra,2024,6,"Culture, leisure, mass-media and sports practices",rural+urban,female,major_activity,per_participant,165,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,4.1,111,state_benchmark_not_local_diary
Maharashtra,2024,6,"Culture, leisure, mass-media and sports practices",rural+urban,person,major_activity,per_participant,173,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,4.1,111,state_benchmark_not_local_diary
Maharashtra,2024,6,Self-care and maintenance,rural,male,major_activity,per_participant,737,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,4.1,111,state_benchmark_not_local_diary
Maharashtra,2024,6,Self-care and maintenance,rural,female,major_activity,per_participant,728,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,4.1,111,state_benchmark_not_local_diary
Maharashtra,2024,6,Self-care and maintenance,rural,person,major_activity,per_participant,733,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,4.1,111,state_benchmark_not_local_diary
Maharashtra,2024,6,Self-care and maintenance,urban,male,major_activity,per_participant,724,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,4.1,111,state_benchmark_not_local_diary
Maharashtra,2024,6,Self-care and maintenance,urban,female,major_activity,per_participant,742,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,4.1,111,state_benchmark_not_local_diary
Maharashtra,2024,6,Self-care and maintenance,urban,person,major_activity,per_participant,733,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,4.1,111,state_benchmark_not_local_diary
Maharashtra,2024,6,Self-care and maintenance,rural+urban,male,major_activity,per_participant,732,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,4.1,111,state_benchmark_not_local_diary
Maharashtra,2024,6,Self-care and maintenance,rural+urban,female,major_activity,per_participant,734,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,4.1,111,state_benchmark_not_local_diary
Maharashtra,2024,6,Self-care and maintenance,rural+urban,person,major_activity,per_participant,733,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,4.1,111,state_benchmark_not_local_diary
Maharashtra,2024,6,Employment and related activities,rural,male,all_activities,participation,66.3,percent,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,5.1,121,state_benchmark_not_local_diary
Maharashtra,2024,6,Employment and related activities,rural,female,all_activities,participation,35.7,percent,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,5.1,121,state_benchmark_not_local_diary
Maharashtra,2024,6,Employment and related activities,rural,person,all_activities,participation,51.3,percent,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,5.1,121,state_benchmark_not_local_diary
Maharashtra,2024,6,Employment and related activities,urban,male,all_activities,participation,63.2,percent,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,5.1,121,state_benchmark_not_local_diary
Maharashtra,2024,6,Employment and related activities,urban,female,all_activities,participation,19.1,percent,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,5.1,121,state_benchmark_not_local_diary
Maharashtra,2024,6,Employment and related activities,urban,person,all_activities,participation,42.2,percent,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,5.1,121,state_benchmark_not_local_diary
Maharashtra,2024,6,Employment and related activities,rural+urban,male,all_activities,participation,65.0,percent,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,5.1,121,state_benchmark_not_local_diary
Maharashtra,2024,6,Employment and related activities,rural+urban,female,all_activities,participation,28.7,percent,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,5.1,121,state_benchmark_not_local_diary
Maharashtra,2024,6,Employment and related activities,rural+urban,person,all_activities,participation,47.4,percent,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,5.1,121,state_benchmark_not_local_diary
Maharashtra,2024,6,Production of goods for own final use,rural,male,all_activities,participation,8.9,percent,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,5.1,121,state_benchmark_not_local_diary
Maharashtra,2024,6,Production of goods for own final use,rural,female,all_activities,participation,18.7,percent,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,5.1,121,state_benchmark_not_local_diary
Maharashtra,2024,6,Production of goods for own final use,rural,person,all_activities,participation,13.7,percent,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,5.1,121,state_benchmark_not_local_diary
Maharashtra,2024,6,Production of goods for own final use,urban,male,all_activities,participation,2.0,percent,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,5.1,121,state_benchmark_not_local_diary
Maharashtra,2024,6,Production of goods for own final use,urban,female,all_activities,participation,14.3,percent,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,5.1,121,state_benchmark_not_local_diary
Maharashtra,2024,6,Production of goods for own final use,urban,person,all_activities,participation,7.9,percent,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,5.1,121,state_benchmark_not_local_diary
Maharashtra,2024,6,Production of goods for own final use,rural+urban,male,all_activities,participation,5.9,percent,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,5.1,121,state_benchmark_not_local_diary
Maharashtra,2024,6,Production of goods for own final use,rural+urban,female,all_activities,participation,16.8,percent,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,5.1,121,state_benchmark_not_local_diary
Maharashtra,2024,6,Production of goods for own final use,rural+urban,person,all_activities,participation,11.2,percent,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,5.1,121,state_benchmark_not_local_diary
Maharashtra,2024,6,Unpaid domestic services for household members,rural,male,all_activities,participation,22.7,percent,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,5.1,121,state_benchmark_not_local_diary
Maharashtra,2024,6,Unpaid domestic services for household members,rural,female,all_activities,participation,85.4,percent,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,5.1,121,state_benchmark_not_local_diary
Maharashtra,2024,6,Unpaid domestic services for household members,rural,person,all_activities,participation,53.4,percent,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,5.1,121,state_benchmark_not_local_diary
Maharashtra,2024,6,Unpaid domestic services for household members,urban,male,all_activities,participation,21.1,percent,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,5.1,121,state_benchmark_not_local_diary
Maharashtra,2024,6,Unpaid domestic services for household members,urban,female,all_activities,participation,82.8,percent,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,5.1,121,state_benchmark_not_local_diary
Maharashtra,2024,6,Unpaid domestic services for household members,urban,person,all_activities,participation,50.5,percent,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,5.1,121,state_benchmark_not_local_diary
Maharashtra,2024,6,Unpaid domestic services for household members,rural+urban,male,all_activities,participation,22.0,percent,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,5.1,121,state_benchmark_not_local_diary
Maharashtra,2024,6,Unpaid domestic services for household members,rural+urban,female,all_activities,participation,84.3,percent,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,5.1,121,state_benchmark_not_local_diary
Maharashtra,2024,6,Unpaid domestic services for household members,rural+urban,person,all_activities,participation,52.2,percent,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,5.1,121,state_benchmark_not_local_diary
Maharashtra,2024,6,Unpaid caregiving services for household members,rural,male,all_activities,participation,16.6,percent,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,5.1,121,state_benchmark_not_local_diary
Maharashtra,2024,6,Unpaid caregiving services for household members,rural,female,all_activities,participation,29.9,percent,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,5.1,121,state_benchmark_not_local_diary
Maharashtra,2024,6,Unpaid caregiving services for household members,rural,person,all_activities,participation,23.1,percent,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,5.1,121,state_benchmark_not_local_diary
Maharashtra,2024,6,Unpaid caregiving services for household members,urban,male,all_activities,participation,15.7,percent,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,5.1,121,state_benchmark_not_local_diary
Maharashtra,2024,6,Unpaid caregiving services for household members,urban,female,all_activities,participation,29.5,percent,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,5.1,121,state_benchmark_not_local_diary
Maharashtra,2024,6,Unpaid caregiving services for household members,urban,person,all_activities,participation,22.2,percent,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,5.1,121,state_benchmark_not_local_diary
Maharashtra,2024,6,Unpaid caregiving services for household members,rural+urban,male,all_activities,participation,16.2,percent,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,5.1,121,state_benchmark_not_local_diary
Maharashtra,2024,6,Unpaid caregiving services for household members,rural+urban,female,all_activities,participation,29.7,percent,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,5.1,121,state_benchmark_not_local_diary
Maharashtra,2024,6,Unpaid caregiving services for household members,rural+urban,person,all_activities,participation,22.7,percent,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,5.1,121,state_benchmark_not_local_diary
Maharashtra,2024,6,"Unpaid volunteer, trainee and other unpaid work",rural,male,all_activities,participation,0.8,percent,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,5.1,121,state_benchmark_not_local_diary
Maharashtra,2024,6,"Unpaid volunteer, trainee and other unpaid work",rural,female,all_activities,participation,0.9,percent,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,5.1,121,state_benchmark_not_local_diary
Maharashtra,2024,6,"Unpaid volunteer, trainee and other unpaid work",rural,person,all_activities,participation,0.9,percent,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,5.1,121,state_benchmark_not_local_diary
Maharashtra,2024,6,"Unpaid volunteer, trainee and other unpaid work",urban,male,all_activities,participation,0.6,percent,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,5.1,121,state_benchmark_not_local_diary
Maharashtra,2024,6,"Unpaid volunteer, trainee and other unpaid work",urban,female,all_activities,participation,0.8,percent,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,5.1,121,state_benchmark_not_local_diary
Maharashtra,2024,6,"Unpaid volunteer, trainee and other unpaid work",urban,person,all_activities,participation,0.7,percent,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,5.1,121,state_benchmark_not_local_diary
Maharashtra,2024,6,"Unpaid volunteer, trainee and other unpaid work",rural+urban,male,all_activities,participation,0.7,percent,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,5.1,121,state_benchmark_not_local_diary
Maharashtra,2024,6,"Unpaid volunteer, trainee and other unpaid work",rural+urban,female,all_activities,participation,0.9,percent,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,5.1,121,state_benchmark_not_local_diary
Maharashtra,2024,6,"Unpaid volunteer, trainee and other unpaid work",rural+urban,person,all_activities,participation,0.8,percent,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,5.1,121,state_benchmark_not_local_diary
Maharashtra,2024,6,Learning,rural,male,all_activities,participation,19.6,percent,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,5.1,121,state_benchmark_not_local_diary
Maharashtra,2024,6,Learning,rural,female,all_activities,participation,16.5,percent,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,5.1,121,state_benchmark_not_local_diary
Maharashtra,2024,6,Learning,rural,person,all_activities,participation,18.1,percent,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,5.1,121,state_benchmark_not_local_diary
Maharashtra,2024,6,Learning,urban,male,all_activities,participation,18.2,percent,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,5.1,121,state_benchmark_not_local_diary
Maharashtra,2024,6,Learning,urban,female,all_activities,participation,17.8,percent,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,5.1,121,state_benchmark_not_local_diary
Maharashtra,2024,6,Learning,urban,person,all_activities,participation,18.0,percent,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,5.1,121,state_benchmark_not_local_diary
Maharashtra,2024,6,Learning,rural+urban,male,all_activities,participation,19.0,percent,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,5.1,121,state_benchmark_not_local_diary
Maharashtra,2024,6,Learning,rural+urban,female,all_activities,participation,17.1,percent,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,5.1,121,state_benchmark_not_local_diary
Maharashtra,2024,6,Learning,rural+urban,person,all_activities,participation,18.1,percent,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,5.1,121,state_benchmark_not_local_diary
Maharashtra,2024,6,"Socializing and communication, community participation and religious practice",rural,male,all_activities,participation,93.0,percent,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,5.1,121,state_benchmark_not_local_diary
Maharashtra,2024,6,"Socializing and communication, community participation and religious practice",rural,female,all_activities,participation,90.4,percent,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,5.1,121,state_benchmark_not_local_diary
Maharashtra,2024,6,"Socializing and communication, community participation and religious practice",rural,person,all_activities,participation,91.7,percent,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,5.1,121,state_benchmark_not_local_diary
