region,observation_year,minimum_age_years,activity,residence,sex,activity_scope,denominator,value,unit,source,source_id,source_sha256,statement,pdf_page,status
Maharashtra,2024,6,"Socializing and communication, community participation and religious practice",urban,male,all_activities,participation,88.7,percent,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,5.1,121,state_benchmark_not_local_diary
Maharashtra,2024,6,"Socializing and communication, community participation and religious practice",urban,female,all_activities,participation,90.4,percent,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,5.1,121,state_benchmark_not_local_diary
Maharashtra,2024,6,"Socializing and communication, community participation and religious practice",urban,person,all_activities,participation,89.5,percent,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,5.1,121,state_benchmark_not_local_diary
Maharashtra,2024,6,"Socializing and communication, community participation and religious practice",rural+urban,male,all_activities,participation,91.1,percent,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,5.1,121,state_benchmark_not_local_diary
Maharashtra,2024,6,"Socializing and communication, community participation and religious practice",rural+urban,female,all_activities,participation,90.4,percent,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,5.1,121,state_benchmark_not_local_diary
Maharashtra,2024,6,"Socializing and communication, community participation and religious practice",rural+urban,person,all_activities,participation,90.8,percent,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,5.1,121,state_benchmark_not_local_diary
Maharashtra,2024,6,"Culture, leisure, mass-media and sports practices",rural,male,all_activities,participation,94.8,percent,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,5.1,121,state_benchmark_not_local_diary
Maharashtra,2024,6,"Culture, leisure, mass-media and sports practices",rural,female,all_activities,participation,85.8,percent,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,5.1,121,state_benchmark_not_local_diary
Maharashtra,2024,6,"Culture, leisure, mass-media and sports practices",rural,person,all_activities,participation,90.4,percent,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,5.1,121,state_benchmark_not_local_diary
Maharashtra,2024,6,"Culture, leisure, mass-media and sports practices",urban,male,all_activities,participation,97.3,percent,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,5.1,121,state_benchmark_not_local_diary
Maharashtra,2024,6,"Culture, leisure, mass-media and sports practices",urban,female,all_activities,participation,96.1,percent,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,5.1,121,state_benchmark_not_local_diary
Maharashtra,2024,6,"Culture, leisure, mass-media and sports practices",urban,person,all_activities,participation,96.7,percent,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,5.1,121,state_benchmark_not_local_diary
Maharashtra,2024,6,"Culture, leisure, mass-media and sports practices",rural+urban,male,all_activities,participation,95.9,percent,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,5.1,121,state_benchmark_not_local_diary
Maharashtra,2024,6,"Culture, leisure, mass-media and sports practices",rural+urban,female,all_activities,participation,90.2,percent,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,5.1,121,state_benchmark_not_local_diary
Maharashtra,2024,6,"Culture, leisure, mass-media and sports practices",rural+urban,person,all_activities,participation,93.1,percent,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,5.1,121,state_benchmark_not_local_diary
Maharashtra,2024,6,Self-care and maintenance,rural,male,all_activities,participation,100.0,percent,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,5.1,121,state_benchmark_not_local_diary
Maharashtra,2024,6,Self-care and maintenance,rural,female,all_activities,participation,100.0,percent,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,5.1,121,state_benchmark_not_local_diary
Maharashtra,2024,6,Self-care and maintenance,rural,person,all_activities,participation,100.0,percent,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,5.1,121,state_benchmark_not_local_diary
Maharashtra,2024,6,Self-care and maintenance,urban,male,all_activities,participation,100.0,percent,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,5.1,121,state_benchmark_not_local_diary
Maharashtra,2024,6,Self-care and maintenance,urban,female,all_activities,participation,100.0,percent,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,5.1,121,state_benchmark_not_local_diary
Maharashtra,2024,6,Self-care and maintenance,urban,person,all_activities,participation,100.0,percent,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,5.1,121,state_benchmark_not_local_diary
Maharashtra,2024,6,Self-care and maintenance,rural+urban,male,all_activities,participation,100.0,percent,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,5.1,121,state_benchmark_not_local_diary
Maharashtra,2024,6,Self-care and maintenance,rural+urban,female,all_activities,participation,100.0,percent,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,5.1,121,state_benchmark_not_local_diary
Maharashtra,2024,6,Self-care and maintenance,rural+urban,person,all_activities,participation,100.0,percent,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,5.1,121,state_benchmark_not_local_diary
Maharashtra,2024,6,Employment and related activities,rural,male,all_activities,per_participant,465,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,6.1,131,state_benchmark_not_local_diary
Maharashtra,2024,6,Employment and related activities,rural,female,all_activities,per_participant,382,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,6.1,131,state_benchmark_not_local_diary
Maharashtra,2024,6,Employment and related activities,rural,person,all_activities,per_participant,437,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,6.1,131,state_benchmark_not_local_diary
Maharashtra,2024,6,Employment and related activities,urban,male,all_activities,per_participant,547,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,6.1,131,state_benchmark_not_local_diary
Maharashtra,2024,6,Employment and related activities,urban,female,all_activities,per_participant,430,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,6.1,131,state_benchmark_not_local_diary
Maharashtra,2024,6,Employment and related activities,urban,person,all_activities,per_participant,522,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,6.1,131,state_benchmark_not_local_diary
Maharashtra,2024,6,Employment and related activities,rural+urban,male,all_activities,per_participant,500,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,6.1,131,state_benchmark_not_local_diary
Maharashtra,2024,6,Employment and related activities,rural+urban,female,all_activities,per_participant,395,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,6.1,131,state_benchmark_not_local_diary
Maharashtra,2024,6,Employment and related activities,rural+urban,person,all_activities,per_participant,469,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,6.1,131,state_benchmark_not_local_diary
Maharashtra,2024,6,Production of goods for own final use,rural,male,all_activities,per_participant,103,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,6.1,131,state_benchmark_not_local_diary
Maharashtra,2024,6,Production of goods for own final use,rural,female,all_activities,per_participant,66,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,6.1,131,state_benchmark_not_local_diary
Maharashtra,2024,6,Production of goods for own final use,rural,person,all_activities,per_participant,78,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,6.1,131,state_benchmark_not_local_diary
Maharashtra,2024,6,Production of goods for own final use,urban,male,all_activities,per_participant,64,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,6.1,131,state_benchmark_not_local_diary
Maharashtra,2024,6,Production of goods for own final use,urban,female,all_activities,per_participant,42,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,6.1,131,state_benchmark_not_local_diary
Maharashtra,2024,6,Production of goods for own final use,urban,person,all_activities,per_participant,45,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,6.1,131,state_benchmark_not_local_diary
Maharashtra,2024,6,Production of goods for own final use,rural+urban,male,all_activities,per_participant,97,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,6.1,131,state_benchmark_not_local_diary
Maharashtra,2024,6,Production of goods for own final use,rural+urban,female,all_activities,per_participant,57,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,6.1,131,state_benchmark_not_local_diary
Maharashtra,2024,6,Production of goods for own final use,rural+urban,person,all_activities,per_participant,68,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,6.1,131,state_benchmark_not_local_diary
Maharashtra,2024,6,Unpaid domestic services for household members,rural,male,all_activities,per_participant,92,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,6.1,131,state_benchmark_not_local_diary
Maharashtra,2024,6,Unpaid domestic services for household members,rural,female,all_activities,per_participant,280,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,6.1,131,state_benchmark_not_local_diary
Maharashtra,2024,6,Unpaid domestic services for household members,rural,person,all_activities,per_participant,239,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,6.1,131,state_benchmark_not_local_diary
Maharashtra,2024,6,Unpaid domestic services for household members,urban,male,all_activities,per_participant,86,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,6.1,131,state_benchmark_not_local_diary
Maharashtra,2024,6,Unpaid domestic services for household members,urban,female,all_activities,per_participant,281,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,6.1,131,state_benchmark_not_local_diary
Maharashtra,2024,6,Unpaid domestic services for household members,urban,person,all_activities,per_participant,239,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,6.1,131,state_benchmark_not_local_diary
Maharashtra,2024,6,Unpaid domestic services for household members,rural+urban,male,all_activities,per_participant,90,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,6.1,131,state_benchmark_not_local_diary
Maharashtra,2024,6,Unpaid domestic services for household members,rural+urban,female,all_activities,per_participant,281,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,6.1,131,state_benchmark_not_local_diary
Maharashtra,2024,6,Unpaid domestic services for household members,rural+urban,person,all_activities,per_participant,239,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,6.1,131,state_benchmark_not_local_diary
Maharashtra,2024,6,Unpaid caregiving services for household members,rural,male,all_activities,per_participant,75,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,6.1,131,state_benchmark_not_local_diary
Maharashtra,2024,6,Unpaid caregiving services for household members,rural,female,all_activities,per_participant,128,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,6.1,131,state_benchmark_not_local_diary
Maharashtra,2024,6,Unpaid caregiving services for household members,rural,person,all_activities,per_participant,109,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,6.1,131,state_benchmark_not_local_diary
Maharashtra,2024,6,Unpaid caregiving services for household members,urban,male,all_activities,per_participant,66,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,6.1,131,state_benchmark_not_local_diary
Maharashtra,2024,6,Unpaid caregiving services for household members,urban,female,all_activities,per_participant,125,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,6.1,131,state_benchmark_not_local_diary
Maharashtra,2024,6,Unpaid caregiving services for household members,urban,person,all_activities,per_participant,104,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,6.1,131,state_benchmark_not_local_diary
Maharashtra,2024,6,Unpaid caregiving services for household members,rural+urban,male,all_activities,per_participant,71,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,6.1,131,state_benchmark_not_local_diary
Maharashtra,2024,6,Unpaid caregiving services for household members,rural+urban,female,all_activities,per_participant,127,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,6.1,131,state_benchmark_not_local_diary
Maharashtra,2024,6,Unpaid caregiving services for household members,rural+urban,person,all_activities,per_participant,106,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,6.1,131,state_benchmark_not_local_diary
Maharashtra,2024,6,"Unpaid volunteer, trainee and other unpaid work",rural,male,all_activities,per_participant,124,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,6.1,131,state_benchmark_not_local_diary
Maharashtra,2024,6,"Unpaid volunteer, trainee and other unpaid work",rural,female,all_activities,per_participant,101,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,6.1,131,state_benchmark_not_local_diary
Maharashtra,2024,6,"Unpaid volunteer, trainee and other unpaid work",rural,person,all_activities,per_participant,112,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,6.1,131,state_benchmark_not_local_diary
Maharashtra,2024,6,"Unpaid volunteer, trainee and other unpaid work",urban,male,all_activities,per_participant,151,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,6.1,131,state_benchmark_not_local_diary
Maharashtra,2024,6,"Unpaid volunteer, trainee and other unpaid work",urban,female,all_activities,per_participant,101,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,6.1,131,state_benchmark_not_local_diary
Maharashtra,2024,6,"Unpaid volunteer, trainee and other unpaid work",urban,person,all_activities,per_participant,123,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,6.1,131,state_benchmark_not_local_diary
Maharashtra,2024,6,"Unpaid volunteer, trainee and other unpaid work",rural+urban,male,all_activities,per_participant,134,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,6.1,131,state_benchmark_not_local_diary
Maharashtra,2024,6,"Unpaid volunteer, trainee and other unpaid work",rural+urban,female,all_activities,per_participant,101,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,6.1,131,state_benchmark_not_local_diary
Maharashtra,2024,6,"Unpaid volunteer, trainee and other unpaid work",rural+urban,person,all_activities,per_participant,116,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,6.1,131,state_benchmark_not_local_diary
Maharashtra,2024,6,Learning,rural,male,all_activities,per_participant,410,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,6.1,131,state_benchmark_not_local_diary
Maharashtra,2024,6,Learning,rural,female,all_activities,per_participant,418,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,6.1,131,state_benchmark_not_local_diary
Maharashtra,2024,6,Learning,rural,person,all_activities,per_participant,414,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,6.1,131,state_benchmark_not_local_diary
Maharashtra,2024,6,Learning,urban,male,all_activities,per_participant,420,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,6.1,131,state_benchmark_not_local_diary
Maharashtra,2024,6,Learning,urban,female,all_activities,per_participant,414,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,6.1,131,state_benchmark_not_local_diary
Maharashtra,2024,6,Learning,urban,person,all_activities,per_participant,417,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,6.1,131,state_benchmark_not_local_diary
Maharashtra,2024,6,Learning,rural+urban,male,all_activities,per_participant,414,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,6.1,131,state_benchmark_not_local_diary
Maharashtra,2024,6,Learning,rural+urban,female,all_activities,per_participant,416,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,6.1,131,state_benchmark_not_local_diary
Maharashtra,2024,6,Learning,rural+urban,person,all_activities,per_participant,415,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,6.1,131,state_benchmark_not_local_diary
Maharashtra,2024,6,"Socializing and communication, community participation and religious practice",rural,male,all_activities,per_participant,147,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,6.1,131,state_benchmark_not_local_diary
Maharashtra,2024,6,"Socializing and communication, community participation and religious practice",rural,female,all_activities,per_participant,125,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,6.1,131,state_benchmark_not_local_diary
Maharashtra,2024,6,"Socializing and communication, community participation and religious practice",rural,person,all_activities,per_participant,137,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,6.1,131,state_benchmark_not_local_diary
Maharashtra,2024,6,"Socializing and communication, community participation and religious practice",urban,male,all_activities,per_participant,124,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,6.1,131,state_benchmark_not_local_diary
Maharashtra,2024,6,"Socializing and communication, community participation and religious practice",urban,female,all_activities,per_participant,128,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,6.1,131,state_benchmark_not_local_diary
Maharashtra,2024,6,"Socializing and communication, community participation and religious practice",urban,person,all_activities,per_participant,126,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,6.1,131,state_benchmark_not_local_diary
Maharashtra,2024,6,"Socializing and communication, community participation and religious practice",rural+urban,male,all_activities,per_participant,137,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,6.1,131,state_benchmark_not_local_diary
Maharashtra,2024,6,"Socializing and communication, community participation and religious practice",rural+urban,female,all_activities,per_participant,127,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,6.1,131,state_benchmark_not_local_diary
Maharashtra,2024,6,"Socializing and communication, community participation and religious practice",rural+urban,person,all_activities,per_participant,132,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,6.1,131,state_benchmark_not_local_diary
Maharashtra,2024,6,"Culture, leisure, mass-media and sports practices",rural,male,all_activities,per_participant,166,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,6.1,131,state_benchmark_not_local_diary
Maharashtra,2024,6,"Culture, leisure, mass-media and sports practices",rural,female,all_activities,per_participant,144,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,6.1,131,state_benchmark_not_local_diary
Maharashtra,2024,6,"Culture, leisure, mass-media and sports practices",rural,person,all_activities,per_participant,156,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,6.1,131,state_benchmark_not_local_diary
Maharashtra,2024,6,"Culture, leisure, mass-media and sports practices",urban,male,all_activities,per_participant,184,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,6.1,131,state_benchmark_not_local_diary
Maharashtra,2024,6,"Culture, leisure, mass-media and sports practices",urban,female,all_activities,per_participant,178,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,6.1,131,state_benchmark_not_local_diary
Maharashtra,2024,6,"Culture, leisure, mass-media and sports practices",urban,person,all_activities,per_participant,181,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,6.1,131,state_benchmark_not_local_diary
Maharashtra,2024,6,"Culture, leisure, mass-media and sports practices",rural+urban,male,all_activities,per_participant,174,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,6.1,131,state_benchmark_not_local_diary
Maharashtra,2024,6,"Culture, leisure, mass-media and sports practices",rural+urban,female,all_activities,per_participant,159,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,6.1,131,state_benchmark_not_local_diary
Maharashtra,2024,6,"Culture, leisure, mass-media and sports practices",rural+urban,person,all_activities,per_participant,167,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,6.1,131,state_benchmark_not_local_diary
Maharashtra,2024,6,Self-care and maintenance,rural,male,all_activities,per_participant,713,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,6.1,131,state_benchmark_not_local_diary
Maharashtra,2024,6,Self-care and maintenance,rural,female,all_activities,per_participant,707,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,6.1,131,state_benchmark_not_local_diary
Maharashtra,2024,6,Self-care and maintenance,rural,person,all_activities,per_participant,710,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,6.1,131,state_benchmark_not_local_diary
Maharashtra,2024,6,Self-care and maintenance,urban,male,all_activities,per_participant,698,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,6.1,131,state_benchmark_not_local_diary
Maharashtra,2024,6,Self-care and maintenance,urban,female,all_activities,per_participant,720,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,6.1,131,state_benchmark_not_local_diary
Maharashtra,2024,6,Self-care and maintenance,urban,person,all_activities,per_participant,709,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,6.1,131,state_benchmark_not_local_diary
Maharashtra,2024,6,Self-care and maintenance,rural+urban,male,all_activities,per_participant,707,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,6.1,131,state_benchmark_not_local_diary
Maharashtra,2024,6,Self-care and maintenance,rural+urban,female,all_activities,per_participant,712,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,6.1,131,state_benchmark_not_local_diary
Maharashtra,2024,6,Self-care and maintenance,rural+urban,person,all_activities,per_participant,709,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,6.1,131,state_benchmark_not_local_diary
Maharashtra,2024,6,Employment and related activities,rural,male,all_activities,per_person,308,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,7.1,141,state_benchmark_not_local_diary
Maharashtra,2024,6,Employment and related activities,rural,female,all_activities,per_person,136,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,7.1,141,state_benchmark_not_local_diary
Maharashtra,2024,6,Employment and related activities,rural,person,all_activities,per_person,224,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,7.1,141,state_benchmark_not_local_diary
Maharashtra,2024,6,Employment and related activities,urban,male,all_activities,per_person,346,minutes_per_day,published_survey_estimate,tus_2024_report,a4380137658c886985c5312c199dc71a8e95c0b39d7b969396ca2f4c859788c9,7.1,141,state_benchmark_not_local_diary
