source,source_id,source_sha256,source_pdf_page,source_printed_page,source_table,report_edition,survey_date,origin_source_zone_id,destination_source_zone_id,direction,peak_period,period_clock_bounds,travel_time_hours,travel_time_seconds,cell_status,mode_definition,zone_mapping_status,target_status
observed,bmc_coastal_traffic_peer_review_2016,a40925dbeea1a5de2f41980cdc39299bb0f9ea887f202a4f9fcf66a62fa894ac,59,42,4-11,November 2016,not_stated_in_speed_delay_section,10,1,South Bound,Morning Peak,not_stated_in_table,2.25,8100.00,reported_observation,survey_vehicle_class_not_stated_in_section,study_zone_ids_not_georeferenced,historical_evidence_not_current_calibration_target
observed,bmc_coastal_traffic_peer_review_2016,a40925dbeea1a5de2f41980cdc39299bb0f9ea887f202a4f9fcf66a62fa894ac,59,42,4-11,November 2016,not_stated_in_speed_delay_section,10,3,South Bound,Morning Peak,not_stated_in_table,2.10,7560.00,reported_observation,survey_vehicle_class_not_stated_in_section,study_zone_ids_not_georeferenced,historical_evidence_not_current_calibration_target
observed,bmc_coastal_traffic_peer_review_2016,a40925dbeea1a5de2f41980cdc39299bb0f9ea887f202a4f9fcf66a62fa894ac,59,42,4-11,November 2016,not_stated_in_speed_delay_section,10,4,South Bound,Morning Peak,not_stated_in_table,1.77,6372.00,reported_observation,survey_vehicle_class_not_stated_in_section,study_zone_ids_not_georeferenced,historical_evidence_not_current_calibration_target
observed,bmc_coastal_traffic_peer_review_2016,a40925dbeea1a5de2f41980cdc39299bb0f9ea887f202a4f9fcf66a62fa894ac,59,42,4-11,November 2016,not_stated_in_speed_delay_section,10,6,South Bound,Morning Peak,not_stated_in_table,1.52,5472.00,reported_observation,survey_vehicle_class_not_stated_in_section,study_zone_ids_not_georeferenced,historical_evidence_not_current_calibration_target
observed,bmc_coastal_traffic_peer_review_2016,a40925dbeea1a5de2f41980cdc39299bb0f9ea887f202a4f9fcf66a62fa894ac,59,42,4-11,November 2016,not_stated_in_speed_delay_section,10,7,South Bound,Morning Peak,not_stated_in_table,1.23,4428.00,reported_observation,survey_vehicle_class_not_stated_in_section,study_zone_ids_not_georeferenced,historical_evidence_not_current_calibration_target
observed,bmc_coastal_traffic_peer_review_2016,a40925dbeea1a5de2f41980cdc39299bb0f9ea887f202a4f9fcf66a62fa894ac,59,42,4-11,November 2016,not_stated_in_speed_delay_section,10,8,South Bound,Morning Peak,not_stated_in_table,1.05,3780.00,reported_observation,survey_vehicle_class_not_stated_in_section,study_zone_ids_not_georeferenced,historical_evidence_not_current_calibration_target
observed,bmc_coastal_traffic_peer_review_2016,a40925dbeea1a5de2f41980cdc39299bb0f9ea887f202a4f9fcf66a62fa894ac,59,42,4-11,November 2016,not_stated_in_speed_delay_section,10,9,South Bound,Morning Peak,not_stated_in_table,0.30,1080.00,reported_observation,survey_vehicle_class_not_stated_in_section,study_zone_ids_not_georeferenced,historical_evidence_not_current_calibration_target
structural_table_cell,bmc_coastal_traffic_peer_review_2016,a40925dbeea1a5de2f41980cdc39299bb0f9ea887f202a4f9fcf66a62fa894ac,59,42,4-11,November 2016,not_stated_in_speed_delay_section,10,10,South Bound,Morning Peak,not_stated_in_table,0.00,0.00,structural_diagonal_not_observed_zero_trip,survey_vehicle_class_not_stated_in_section,study_zone_ids_not_georeferenced,historical_evidence_not_current_calibration_target
observed,bmc_coastal_traffic_peer_review_2016,a40925dbeea1a5de2f41980cdc39299bb0f9ea887f202a4f9fcf66a62fa894ac,59,42,4-11,November 2016,not_stated_in_speed_delay_section,11,1,South Bound,Morning Peak,not_stated_in_table,2.50,9000.00,reported_observation,survey_vehicle_class_not_stated_in_section,study_zone_ids_not_georeferenced,historical_evidence_not_current_calibration_target
observed,bmc_coastal_traffic_peer_review_2016,a40925dbeea1a5de2f41980cdc39299bb0f9ea887f202a4f9fcf66a62fa894ac,59,42,4-11,November 2016,not_stated_in_speed_delay_section,11,3,South Bound,Morning Peak,not_stated_in_table,2.40,8640.00,reported_observation,survey_vehicle_class_not_stated_in_section,study_zone_ids_not_georeferenced,historical_evidence_not_current_calibration_target
observed,bmc_coastal_traffic_peer_review_2016,a40925dbeea1a5de2f41980cdc39299bb0f9ea887f202a4f9fcf66a62fa894ac,59,42,4-11,November 2016,not_stated_in_speed_delay_section,11,4,South Bound,Morning Peak,not_stated_in_table,2.03,7308.00,reported_observation,survey_vehicle_class_not_stated_in_section,study_zone_ids_not_georeferenced,historical_evidence_not_current_calibration_target
observed,bmc_coastal_traffic_peer_review_2016,a40925dbeea1a5de2f41980cdc39299bb0f9ea887f202a4f9fcf66a62fa894ac,59,42,4-11,November 2016,not_stated_in_speed_delay_section,11,6,South Bound,Morning Peak,not_stated_in_table,1.77,6372.00,reported_observation,survey_vehicle_class_not_stated_in_section,study_zone_ids_not_georeferenced,historical_evidence_not_current_calibration_target
observed,bmc_coastal_traffic_peer_review_2016,a40925dbeea1a5de2f41980cdc39299bb0f9ea887f202a4f9fcf66a62fa894ac,59,42,4-11,November 2016,not_stated_in_speed_delay_section,11,7,South Bound,Morning Peak,not_stated_in_table,1.47,5292.00,reported_observation,survey_vehicle_class_not_stated_in_section,study_zone_ids_not_georeferenced,historical_evidence_not_current_calibration_target
observed,bmc_coastal_traffic_peer_review_2016,a40925dbeea1a5de2f41980cdc39299bb0f9ea887f202a4f9fcf66a62fa894ac,59,42,4-11,November 2016,not_stated_in_speed_delay_section,11,8,South Bound,Morning Peak,not_stated_in_table,1.30,4680.00,reported_observation,survey_vehicle_class_not_stated_in_section,study_zone_ids_not_georeferenced,historical_evidence_not_current_calibration_target
observed,bmc_coastal_traffic_peer_review_2016,a40925dbeea1a5de2f41980cdc39299bb0f9ea887f202a4f9fcf66a62fa894ac,59,42,4-11,November 2016,not_stated_in_speed_delay_section,11,9,South Bound,Morning Peak,not_stated_in_table,0.57,2052.00,reported_observation,survey_vehicle_class_not_stated_in_section,study_zone_ids_not_georeferenced,historical_evidence_not_current_calibration_target
observed,bmc_coastal_traffic_peer_review_2016,a40925dbeea1a5de2f41980cdc39299bb0f9ea887f202a4f9fcf66a62fa894ac,59,42,4-11,November 2016,not_stated_in_speed_delay_section,11,10,South Bound,Morning Peak,not_stated_in_table,0.25,900.00,reported_observation,survey_vehicle_class_not_stated_in_section,study_zone_ids_not_georeferenced,historical_evidence_not_current_calibration_target
structural_table_cell,bmc_coastal_traffic_peer_review_2016,a40925dbeea1a5de2f41980cdc39299bb0f9ea887f202a4f9fcf66a62fa894ac,59,42,4-11,November 2016,not_stated_in_speed_delay_section,11,11,South Bound,Morning Peak,not_stated_in_table,0.00,0.00,structural_diagonal_not_observed_zero_trip,survey_vehicle_class_not_stated_in_section,study_zone_ids_not_georeferenced,historical_evidence_not_current_calibration_target
