state_code,district_code,residence,district_name,mode_raw,distance_band_km_raw,persons_count,male_persons_count,female_persons_count,observation_year,universe,source,source_id,source_sha256,calibration_eligible
27,517,Urban,Thane,Bus,Total,275197,217976,57221,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,517,Urban,Thane,Bus,No travel,0,0,0,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,517,Urban,Thane,Bus,0-1,16811,12984,3827,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,517,Urban,Thane,Bus,2-5,78578,61017,17561,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,517,Urban,Thane,Bus,6-10,61896,49192,12704,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,517,Urban,Thane,Bus,11-20,47468,37784,9684,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,517,Urban,Thane,Bus,21-30,27380,22151,5229,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,517,Urban,Thane,Bus,31-50,22747,18647,4100,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,517,Urban,Thane,Bus,51+,7554,6300,1254,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,517,Urban,Thane,Bus,Distance not stated,12763,9901,2862,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,517,Urban,Thane,Train,Total,981958,799362,182596,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,517,Urban,Thane,Train,No travel,0,0,0,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,517,Urban,Thane,Train,0-1,27294,22166,5128,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,517,Urban,Thane,Train,2-5,54951,43820,11131,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,517,Urban,Thane,Train,6-10,73981,58675,15306,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,517,Urban,Thane,Train,11-20,133427,105153,28274,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,517,Urban,Thane,Train,21-30,162502,130139,32363,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,517,Urban,Thane,Train,31-50,294830,243113,51717,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,517,Urban,Thane,Train,51+,174478,147447,27031,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,517,Urban,Thane,Train,Distance not stated,60495,48849,11646,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,517,Urban,Thane,Water transport,Total,8238,7649,589,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,517,Urban,Thane,Water transport,No travel,0,0,0,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,517,Urban,Thane,Water transport,0-1,580,525,55,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,517,Urban,Thane,Water transport,2-5,391,329,62,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,517,Urban,Thane,Water transport,6-10,451,406,45,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,517,Urban,Thane,Water transport,11-20,518,483,35,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,517,Urban,Thane,Water transport,21-30,405,362,43,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,517,Urban,Thane,Water transport,31-50,509,468,41,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,517,Urban,Thane,Water transport,51+,3514,3357,157,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,517,Urban,Thane,Water transport,Distance not stated,1870,1719,151,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,517,Urban,Thane,Any other,Total,14722,12787,1935,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,517,Urban,Thane,Any other,No travel,0,0,0,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,517,Urban,Thane,Any other,0-1,1825,1592,233,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,517,Urban,Thane,Any other,2-5,2296,1941,355,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,517,Urban,Thane,Any other,6-10,1319,1130,189,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,517,Urban,Thane,Any other,11-20,1155,983,172,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,517,Urban,Thane,Any other,21-30,839,723,116,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,517,Urban,Thane,Any other,31-50,1247,1099,148,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,517,Urban,Thane,Any other,51+,1459,1301,158,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,517,Urban,Thane,Any other,Distance not stated,4582,4018,564,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,517,Urban,Thane,No travel,Total,524783,358126,166657,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,517,Urban,Thane,No travel,No travel,524783,358126,166657,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,517,Urban,Thane,No travel,0-1,0,0,0,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,517,Urban,Thane,No travel,2-5,0,0,0,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,517,Urban,Thane,No travel,6-10,0,0,0,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,517,Urban,Thane,No travel,11-20,0,0,0,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,517,Urban,Thane,No travel,21-30,0,0,0,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,517,Urban,Thane,No travel,31-50,0,0,0,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,517,Urban,Thane,No travel,51+,0,0,0,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,517,Urban,Thane,No travel,Distance not stated,0,0,0,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,518,Total,Mumbai Suburban,All Modes,Total,3579397,2840979,738418,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,518,Total,Mumbai Suburban,All Modes,No travel,649502,482788,166714,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,518,Total,Mumbai Suburban,All Modes,0-1,593000,461444,131556,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,518,Total,Mumbai Suburban,All Modes,2-5,677247,537954,139293,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,518,Total,Mumbai Suburban,All Modes,6-10,619029,500095,118934,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,518,Total,Mumbai Suburban,All Modes,11-20,455770,371330,84440,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,518,Total,Mumbai Suburban,All Modes,21-30,247302,205559,41743,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,518,Total,Mumbai Suburban,All Modes,31-50,161102,134928,26174,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,518,Total,Mumbai Suburban,All Modes,51+,43272,37837,5435,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,518,Total,Mumbai Suburban,All Modes,Distance not stated,133173,109044,24129,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,518,Total,Mumbai Suburban,On foot,Total,884429,687058,197371,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,518,Total,Mumbai Suburban,On foot,No travel,0,0,0,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,518,Total,Mumbai Suburban,On foot,0-1,484312,373175,111137,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,518,Total,Mumbai Suburban,On foot,2-5,222938,174015,48923,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,518,Total,Mumbai Suburban,On foot,6-10,177179,139868,37311,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,518,Total,Mumbai Suburban,On foot,11-20,0,0,0,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,518,Total,Mumbai Suburban,On foot,21-30,0,0,0,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,518,Total,Mumbai Suburban,On foot,31-50,0,0,0,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,518,Total,Mumbai Suburban,On foot,51+,0,0,0,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,518,Total,Mumbai Suburban,On foot,Distance not stated,0,0,0,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,518,Total,Mumbai Suburban,Bicycle,Total,44723,40758,3965,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,518,Total,Mumbai Suburban,Bicycle,No travel,0,0,0,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,518,Total,Mumbai Suburban,Bicycle,0-1,6980,6304,676,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,518,Total,Mumbai Suburban,Bicycle,2-5,21452,19862,1590,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,518,Total,Mumbai Suburban,Bicycle,6-10,6639,6163,476,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,518,Total,Mumbai Suburban,Bicycle,11-20,3011,2677,334,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,518,Total,Mumbai Suburban,Bicycle,21-30,6641,5752,889,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,518,Total,Mumbai Suburban,Bicycle,31-50,0,0,0,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,518,Total,Mumbai Suburban,Bicycle,51+,0,0,0,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,518,Total,Mumbai Suburban,Bicycle,Distance not stated,0,0,0,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,518,Total,Mumbai Suburban,Moped/Scooter/Motor Cycle,Total,158755,145198,13557,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,518,Total,Mumbai Suburban,Moped/Scooter/Motor Cycle,No travel,0,0,0,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,518,Total,Mumbai Suburban,Moped/Scooter/Motor Cycle,0-1,20148,18275,1873,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,518,Total,Mumbai Suburban,Moped/Scooter/Motor Cycle,2-5,53989,49085,4904,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,518,Total,Mumbai Suburban,Moped/Scooter/Motor Cycle,6-10,32085,29341,2744,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,518,Total,Mumbai Suburban,Moped/Scooter/Motor Cycle,11-20,24964,23160,1804,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,518,Total,Mumbai Suburban,Moped/Scooter/Motor Cycle,21-30,8389,7916,473,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,518,Total,Mumbai Suburban,Moped/Scooter/Motor Cycle,31-50,5599,5218,381,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,518,Total,Mumbai Suburban,Moped/Scooter/Motor Cycle,51+,1483,1361,122,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,518,Total,Mumbai Suburban,Moped/Scooter/Motor Cycle,Distance not stated,12098,10842,1256,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,518,Total,Mumbai Suburban,Car/Jeep/Van,Total,172646,141500,31146,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,518,Total,Mumbai Suburban,Car/Jeep/Van,No travel,0,0,0,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,518,Total,Mumbai Suburban,Car/Jeep/Van,0-1,13440,10878,2562,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,518,Total,Mumbai Suburban,Car/Jeep/Van,2-5,39924,32034,7890,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,518,Total,Mumbai Suburban,Car/Jeep/Van,6-10,35023,28065,6958,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,518,Total,Mumbai Suburban,Car/Jeep/Van,11-20,39570,32544,7026,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,518,Total,Mumbai Suburban,Car/Jeep/Van,21-30,18302,15557,2745,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,518,Total,Mumbai Suburban,Car/Jeep/Van,31-50,11412,9909,1503,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,518,Total,Mumbai Suburban,Car/Jeep/Van,51+,4116,3677,439,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,518,Total,Mumbai Suburban,Car/Jeep/Van,Distance not stated,10859,8836,2023,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,518,Total,Mumbai Suburban,Tempo/Autorickshaw/Taxi,Total,130678,101214,29464,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,518,Total,Mumbai Suburban,Tempo/Autorickshaw/Taxi,No travel,0,0,0,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,518,Total,Mumbai Suburban,Tempo/Autorickshaw/Taxi,0-1,14486,10637,3849,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,518,Total,Mumbai Suburban,Tempo/Autorickshaw/Taxi,2-5,41242,28327,12915,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,518,Total,Mumbai Suburban,Tempo/Autorickshaw/Taxi,6-10,23172,17494,5678,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,518,Total,Mumbai Suburban,Tempo/Autorickshaw/Taxi,11-20,16851,13494,3357,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,518,Total,Mumbai Suburban,Tempo/Autorickshaw/Taxi,21-30,8414,7554,860,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,518,Total,Mumbai Suburban,Tempo/Autorickshaw/Taxi,31-50,8266,7524,742,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,518,Total,Mumbai Suburban,Tempo/Autorickshaw/Taxi,51+,4892,4661,231,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,518,Total,Mumbai Suburban,Tempo/Autorickshaw/Taxi,Distance not stated,13355,11523,1832,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,518,Total,Mumbai Suburban,Bus,Total,617794,493986,123808,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,518,Total,Mumbai Suburban,Bus,No travel,0,0,0,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,518,Total,Mumbai Suburban,Bus,0-1,30715,23794,6921,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,518,Total,Mumbai Suburban,Bus,2-5,217794,171504,46290,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,518,Total,Mumbai Suburban,Bus,6-10,173369,140733,32636,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,518,Total,Mumbai Suburban,Bus,11-20,102165,81890,20275,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,518,Total,Mumbai Suburban,Bus,21-30,34043,28000,6043,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,518,Total,Mumbai Suburban,Bus,31-50,19522,15970,3552,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,518,Total,Mumbai Suburban,Bus,51+,5693,4820,873,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,518,Total,Mumbai Suburban,Bus,Distance not stated,34493,27275,7218,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,518,Total,Mumbai Suburban,Train,Total,896260,727256,169004,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,518,Total,Mumbai Suburban,Train,No travel,0,0,0,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,518,Total,Mumbai Suburban,Train,0-1,20304,16139,4165,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,518,Total,Mumbai Suburban,Train,2-5,76290,60216,16074,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,518,Total,Mumbai Suburban,Train,6-10,168539,135848,32691,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,518,Total,Mumbai Suburban,Train,11-20,266076,214872,51204,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,518,Total,Mumbai Suburban,Train,21-30,169749,139248,30501,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,518,Total,Mumbai Suburban,Train,31-50,114792,94937,19855,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,518,Total,Mumbai Suburban,Train,51+,25530,21875,3655,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,518,Total,Mumbai Suburban,Train,Distance not stated,54980,44121,10859,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,518,Total,Mumbai Suburban,Water transport,Total,6053,5242,811,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,518,Total,Mumbai Suburban,Water transport,No travel,0,0,0,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
27,518,Total,Mumbai Suburban,Water transport,0-1,516,419,97,2011,Other workers; residence-to-work travel only,observed,census_b28_maharashtra,0b0b001faccad197013de65996e77c71b9d92b390d0b21613a5003155028da09,false
