publication_route_id,port_group,route_name,financial_year,reported_passengers_count,reported_count_raw,parse_status,source,source_id,source_url,source_sha256,count_definition,geography_status,calibration_eligible
33,Ratnagiri,Dabhol to Veldur,2024-25,13759,"13,759",numeric,reported_observation,mmb_performance,https://maharashtramaritimeboard.com/api/v1/passenger-water-transport/performance-statistics,1182f554877f9af09f70e2bc43cdbfd01dab483cf26823856a6be7c403fdc948,Published passenger total; journey/boarding/direction definition unverified,Statewide source; MMR membership not yet resolved,false
34,Ratnagiri,Dabhol to Navenagar,2022-23,43015,"43,015",numeric,reported_observation,mmb_performance,https://maharashtramaritimeboard.com/api/v1/passenger-water-transport/performance-statistics,1182f554877f9af09f70e2bc43cdbfd01dab483cf26823856a6be7c403fdc948,Published passenger total; journey/boarding/direction definition unverified,Statewide source; MMR membership not yet resolved,false
34,Ratnagiri,Dabhol to Navenagar,2023-24,37370,"37,370",numeric,reported_observation,mmb_performance,https://maharashtramaritimeboard.com/api/v1/passenger-water-transport/performance-statistics,1182f554877f9af09f70e2bc43cdbfd01dab483cf26823856a6be7c403fdc948,Published passenger total; journey/boarding/direction definition unverified,Statewide source; MMR membership not yet resolved,false
34,Ratnagiri,Dabhol to Navenagar,2024-25,37188,"37,188",numeric,reported_observation,mmb_performance,https://maharashtramaritimeboard.com/api/v1/passenger-water-transport/performance-statistics,1182f554877f9af09f70e2bc43cdbfd01dab483cf26823856a6be7c403fdc948,Published passenger total; journey/boarding/direction definition unverified,Statewide source; MMR membership not yet resolved,false
35,Ratnagiri,Veshvi to Bagmandla,2022-23,157026,"1,57,026",numeric,reported_observation,mmb_performance,https://maharashtramaritimeboard.com/api/v1/passenger-water-transport/performance-statistics,1182f554877f9af09f70e2bc43cdbfd01dab483cf26823856a6be7c403fdc948,Published passenger total; journey/boarding/direction definition unverified,Statewide source; MMR membership not yet resolved,false
35,Ratnagiri,Veshvi to Bagmandla,2023-24,164122,"1,64,122",numeric,reported_observation,mmb_performance,https://maharashtramaritimeboard.com/api/v1/passenger-water-transport/performance-statistics,1182f554877f9af09f70e2bc43cdbfd01dab483cf26823856a6be7c403fdc948,Published passenger total; journey/boarding/direction definition unverified,Statewide source; MMR membership not yet resolved,false
35,Ratnagiri,Veshvi to Bagmandla,2024-25,157460,"1,57,460",numeric,reported_observation,mmb_performance,https://maharashtramaritimeboard.com/api/v1/passenger-water-transport/performance-statistics,1182f554877f9af09f70e2bc43cdbfd01dab483cf26823856a6be7c403fdc948,Published passenger total; journey/boarding/direction definition unverified,Statewide source; MMR membership not yet resolved,false
36,Vengurla,Malvan Jetty to Sindhudurg Killa,2022-23,321343,"3,21,343",numeric,reported_observation,mmb_performance,https://maharashtramaritimeboard.com/api/v1/passenger-water-transport/performance-statistics,1182f554877f9af09f70e2bc43cdbfd01dab483cf26823856a6be7c403fdc948,Published passenger total; journey/boarding/direction definition unverified,Statewide source; MMR membership not yet resolved,false
36,Vengurla,Malvan Jetty to Sindhudurg Killa,2023-24,378387,"3,78,387",numeric,reported_observation,mmb_performance,https://maharashtramaritimeboard.com/api/v1/passenger-water-transport/performance-statistics,1182f554877f9af09f70e2bc43cdbfd01dab483cf26823856a6be7c403fdc948,Published passenger total; journey/boarding/direction definition unverified,Statewide source; MMR membership not yet resolved,false
36,Vengurla,Malvan Jetty to Sindhudurg Killa,2024-25,507915,"5,07,915",numeric,reported_observation,mmb_performance,https://maharashtramaritimeboard.com/api/v1/passenger-water-transport/performance-statistics,1182f554877f9af09f70e2bc43cdbfd01dab483cf26823856a6be7c403fdc948,Published passenger total; journey/boarding/direction definition unverified,Statewide source; MMR membership not yet resolved,false
37,Vengurla,Padmgad Dandi to sindhudurg killa,2022-23,6966,"6,966",numeric,reported_observation,mmb_performance,https://maharashtramaritimeboard.com/api/v1/passenger-water-transport/performance-statistics,1182f554877f9af09f70e2bc43cdbfd01dab483cf26823856a6be7c403fdc948,Published passenger total; journey/boarding/direction definition unverified,Statewide source; MMR membership not yet resolved,false
37,Vengurla,Padmgad Dandi to sindhudurg killa,2023-24,,NIL,non_numeric_token,reported_observation,mmb_performance,https://maharashtramaritimeboard.com/api/v1/passenger-water-transport/performance-statistics,1182f554877f9af09f70e2bc43cdbfd01dab483cf26823856a6be7c403fdc948,Published passenger total; journey/boarding/direction definition unverified,Statewide source; MMR membership not yet resolved,false
37,Vengurla,Padmgad Dandi to sindhudurg killa,2024-25,,NIL,non_numeric_token,reported_observation,mmb_performance,https://maharashtramaritimeboard.com/api/v1/passenger-water-transport/performance-statistics,1182f554877f9af09f70e2bc43cdbfd01dab483cf26823856a6be7c403fdc948,Published passenger total; journey/boarding/direction definition unverified,Statewide source; MMR membership not yet resolved,false
