office_label,column_1_based,measure,office_level,category_code,printed_category_label,vehicles_count,aggregate_row,source_page,source,source_sha256
Panvel Region,5,registered_stock_20170331,region,9,9 Stage Carriages,3147,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Panvel Region,5,registered_stock_20170331,region,10,10 Contract Carriages,1560,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Panvel Region,5,registered_stock_20170331,region,11,11 School Buses,1876,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Panvel Region,5,registered_stock_20170331,region,12,12 Pvt.Serv.Veh.,633,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Panvel Region,5,registered_stock_20170331,region,13,13 Ambulances,1075,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Panvel Region,5,registered_stock_20170331,region,14,14 Arti. & Multi.Veh.,23488,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Panvel Region,5,registered_stock_20170331,region,15,15 Trucks & Lorries,44635,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Panvel Region,5,registered_stock_20170331,region,16,16 Tankers,3668,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Panvel Region,5,registered_stock_20170331,region,17,17 Del. Van(4 Wh.),35856,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Panvel Region,5,registered_stock_20170331,region,18,18 Del. Van(3 wh.),15397,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Panvel Region,5,registered_stock_20170331,region,19,19 Tractors,3014,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Panvel Region,5,registered_stock_20170331,region,20,20 Trailers,3404,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Panvel Region,5,registered_stock_20170331,region,21,21 Others.,11608,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Panvel Region,5,registered_stock_20170331,region,total_all_vehicles,Total,1199184,True,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Kolhapur,6,registered_stock_20170331,office,1,1 Motor Cycles,809872,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Kolhapur,6,registered_stock_20170331,office,2,2 Scooters,129755,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Kolhapur,6,registered_stock_20170331,office,3,3 Mopeds,55207,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Kolhapur,6,registered_stock_20170331,office,subtotal_two_wheelers,Total Two  wheelers,994834,True,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Kolhapur,6,registered_stock_20170331,office,4,4 Motor Cars,102587,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Kolhapur,6,registered_stock_20170331,office,5,5 Jeeps,20630,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Kolhapur,6,registered_stock_20170331,office,6,6 Station Wagons,67,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Kolhapur,6,registered_stock_20170331,office,7a,7(A) Taxi meter fitted,400,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Kolhapur,6,registered_stock_20170331,office,7b,7(B) Taxi Tourist Cabs,951,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Kolhapur,6,registered_stock_20170331,office,8,8 Autorickshaws,15624,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Kolhapur,6,registered_stock_20170331,office,9,9 Stage Carriages,914,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Kolhapur,6,registered_stock_20170331,office,10,10 Contract Carriages,1400,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Kolhapur,6,registered_stock_20170331,office,11,11 School Buses,579,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Kolhapur,6,registered_stock_20170331,office,12,12 Pvt.Serv.Veh.,258,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Kolhapur,6,registered_stock_20170331,office,13,13 Ambulances,356,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Kolhapur,6,registered_stock_20170331,office,14,14 Arti. & Multi.Veh.,869,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Kolhapur,6,registered_stock_20170331,office,15,15 Trucks & Lorries,18933,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Kolhapur,6,registered_stock_20170331,office,16,16 Tankers,1024,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Kolhapur,6,registered_stock_20170331,office,17,17 Del. Van(4 Wh.),19559,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Kolhapur,6,registered_stock_20170331,office,18,18 Del. Van(3 wh.),12118,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Kolhapur,6,registered_stock_20170331,office,19,19 Tractors,39462,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Kolhapur,6,registered_stock_20170331,office,20,20 Trailers,32320,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Kolhapur,6,registered_stock_20170331,office,21,21 Others.,2898,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Kolhapur,6,registered_stock_20170331,office,total_all_vehicles,Total,1265783,True,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Sangli,7,registered_stock_20170331,office,1,1 Motor Cycles,453596,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Sangli,7,registered_stock_20170331,office,2,2 Scooters,89112,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Sangli,7,registered_stock_20170331,office,3,3 Mopeds,51636,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Sangli,7,registered_stock_20170331,office,subtotal_two_wheelers,Total Two  wheelers,594344,True,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Sangli,7,registered_stock_20170331,office,4,4 Motor Cars,69703,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Sangli,7,registered_stock_20170331,office,5,5 Jeeps,22834,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Sangli,7,registered_stock_20170331,office,6,6 Station Wagons,352,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Sangli,7,registered_stock_20170331,office,7a,7(A) Taxi meter fitted,501,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Sangli,7,registered_stock_20170331,office,7b,7(B) Taxi Tourist Cabs,1723,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Sangli,7,registered_stock_20170331,office,8,8 Autorickshaws,9153,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Sangli,7,registered_stock_20170331,office,9,9 Stage Carriages,870,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Sangli,7,registered_stock_20170331,office,10,10 Contract Carriages,84,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Sangli,7,registered_stock_20170331,office,11,11 School Buses,544,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Sangli,7,registered_stock_20170331,office,12,12 Pvt.Serv.Veh.,79,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Sangli,7,registered_stock_20170331,office,13,13 Ambulances,196,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Sangli,7,registered_stock_20170331,office,14,14 Arti. & Multi.Veh.,187,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Sangli,7,registered_stock_20170331,office,15,15 Trucks & Lorries,10069,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Sangli,7,registered_stock_20170331,office,16,16 Tankers,842,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Sangli,7,registered_stock_20170331,office,17,17 Del. Van(4 Wh.),18041,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Sangli,7,registered_stock_20170331,office,18,18 Del. Van(3 wh.),7335,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Sangli,7,registered_stock_20170331,office,19,19 Tractors,29692,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Sangli,7,registered_stock_20170331,office,20,20 Trailers,18822,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Sangli,7,registered_stock_20170331,office,21,21 Others.,1284,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Sangli,7,registered_stock_20170331,office,total_all_vehicles,Total,786655,True,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Satara,8,registered_stock_20170331,office,1,1 Motor Cycles,422056,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Satara,8,registered_stock_20170331,office,2,2 Scooters,66997,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Satara,8,registered_stock_20170331,office,3,3 Mopeds,57698,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Satara,8,registered_stock_20170331,office,subtotal_two_wheelers,Total Two  wheelers,546751,True,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Satara,8,registered_stock_20170331,office,4,4 Motor Cars,52396,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Satara,8,registered_stock_20170331,office,5,5 Jeeps,17729,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Satara,8,registered_stock_20170331,office,6,6 Station Wagons,74,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Satara,8,registered_stock_20170331,office,7a,7(A) Taxi meter fitted,907,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Satara,8,registered_stock_20170331,office,7b,7(B) Taxi Tourist Cabs,3229,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Satara,8,registered_stock_20170331,office,8,8 Autorickshaws,7216,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Satara,8,registered_stock_20170331,office,9,9 Stage Carriages,836,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Satara,8,registered_stock_20170331,office,10,10 Contract Carriages,257,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Satara,8,registered_stock_20170331,office,11,11 School Buses,484,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Satara,8,registered_stock_20170331,office,12,12 Pvt.Serv.Veh.,70,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Satara,8,registered_stock_20170331,office,13,13 Ambulances,216,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Satara,8,registered_stock_20170331,office,14,14 Arti. & Multi.Veh.,2,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Satara,8,registered_stock_20170331,office,15,15 Trucks & Lorries,8060,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Satara,8,registered_stock_20170331,office,16,16 Tankers,300,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Satara,8,registered_stock_20170331,office,17,17 Del. Van(4 Wh.),14030,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Satara,8,registered_stock_20170331,office,18,18 Del. Van(3 wh.),6589,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Satara,8,registered_stock_20170331,office,19,19 Tractors,25915,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Satara,8,registered_stock_20170331,office,20,20 Trailers,18619,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Satara,8,registered_stock_20170331,office,21,21 Others.,1288,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Satara,8,registered_stock_20170331,office,total_all_vehicles,Total,704968,True,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Karad,9,registered_stock_20170331,office,1,1 Motor Cycles,104233,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Karad,9,registered_stock_20170331,office,2,2 Scooters,4797,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Karad,9,registered_stock_20170331,office,3,3 Mopeds,4387,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Karad,9,registered_stock_20170331,office,subtotal_two_wheelers,Total Two  wheelers,113417,True,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Karad,9,registered_stock_20170331,office,4,4 Motor Cars,19271,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Karad,9,registered_stock_20170331,office,5,5 Jeeps,1995,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Karad,9,registered_stock_20170331,office,6,6 Station Wagons,0,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Karad,9,registered_stock_20170331,office,7a,7(A) Taxi meter fitted,403,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Karad,9,registered_stock_20170331,office,7b,7(B) Taxi Tourist Cabs,1342,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Karad,9,registered_stock_20170331,office,8,8 Autorickshaws,2099,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Karad,9,registered_stock_20170331,office,9,9 Stage Carriages,0,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Karad,9,registered_stock_20170331,office,10,10 Contract Carriages,79,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Karad,9,registered_stock_20170331,office,11,11 School Buses,207,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Karad,9,registered_stock_20170331,office,12,12 Pvt.Serv.Veh.,33,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Karad,9,registered_stock_20170331,office,13,13 Ambulances,153,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Karad,9,registered_stock_20170331,office,14,14 Arti. & Multi.Veh.,0,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Karad,9,registered_stock_20170331,office,15,15 Trucks & Lorries,3711,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Karad,9,registered_stock_20170331,office,16,16 Tankers,82,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Karad,9,registered_stock_20170331,office,17,17 Del. Van(4 Wh.),5000,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Karad,9,registered_stock_20170331,office,18,18 Del. Van(3 wh.),1362,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Karad,9,registered_stock_20170331,office,19,19 Tractors,6718,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Karad,9,registered_stock_20170331,office,20,20 Trailers,6388,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Karad,9,registered_stock_20170331,office,21,21 Others.,341,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Karad,9,registered_stock_20170331,office,total_all_vehicles,Total,162601,True,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Kolhapur Region,10,registered_stock_20170331,region,1,1 Motor Cycles,1789757,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Kolhapur Region,10,registered_stock_20170331,region,2,2 Scooters,290661,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Kolhapur Region,10,registered_stock_20170331,region,3,3 Mopeds,168928,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Kolhapur Region,10,registered_stock_20170331,region,subtotal_two_wheelers,Total Two  wheelers,2249346,True,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Kolhapur Region,10,registered_stock_20170331,region,4,4 Motor Cars,243957,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Kolhapur Region,10,registered_stock_20170331,region,5,5 Jeeps,63188,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Kolhapur Region,10,registered_stock_20170331,region,6,6 Station Wagons,493,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Kolhapur Region,10,registered_stock_20170331,region,7a,7(A) Taxi meter fitted,2211,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Kolhapur Region,10,registered_stock_20170331,region,7b,7(B) Taxi Tourist Cabs,7245,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Kolhapur Region,10,registered_stock_20170331,region,8,8 Autorickshaws,34092,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Kolhapur Region,10,registered_stock_20170331,region,9,9 Stage Carriages,2620,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Kolhapur Region,10,registered_stock_20170331,region,10,10 Contract Carriages,1820,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Kolhapur Region,10,registered_stock_20170331,region,11,11 School Buses,1814,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Kolhapur Region,10,registered_stock_20170331,region,12,12 Pvt.Serv.Veh.,440,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Kolhapur Region,10,registered_stock_20170331,region,13,13 Ambulances,921,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Kolhapur Region,10,registered_stock_20170331,region,14,14 Arti. & Multi.Veh.,1058,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Kolhapur Region,10,registered_stock_20170331,region,15,15 Trucks & Lorries,40773,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Kolhapur Region,10,registered_stock_20170331,region,16,16 Tankers,2248,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Kolhapur Region,10,registered_stock_20170331,region,17,17 Del. Van(4 Wh.),56630,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Kolhapur Region,10,registered_stock_20170331,region,18,18 Del. Van(3 wh.),27404,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Kolhapur Region,10,registered_stock_20170331,region,19,19 Tractors,101787,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Kolhapur Region,10,registered_stock_20170331,region,20,20 Trailers,76149,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Kolhapur Region,10,registered_stock_20170331,region,21,21 Others.,5811,False,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Kolhapur Region,10,registered_stock_20170331,region,total_all_vehicles,Total,2920007,True,60,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Pune,1,registered_stock_20170331,office,1,1 Motor Cycles,1757993,False,61,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Pune,1,registered_stock_20170331,office,2,2 Scooters,523729,False,61,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Pune,1,registered_stock_20170331,office,3,3 Mopeds,195725,False,61,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Pune,1,registered_stock_20170331,office,subtotal_two_wheelers,Total Two  wheelers,2477447,True,61,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Pune,1,registered_stock_20170331,office,4,4 Motor Cars,529858,False,61,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Pune,1,registered_stock_20170331,office,5,5 Jeeps,41850,False,61,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Pune,1,registered_stock_20170331,office,6,6 Station Wagons,876,False,61,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Pune,1,registered_stock_20170331,office,7a,7(A) Taxi meter fitted,270,False,61,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Pune,1,registered_stock_20170331,office,7b,7(B) Taxi Tourist Cabs,21769,False,61,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
