office_label,column_1_based,measure,office_level,category_code,printed_category_label,vehicles_count,aggregate_row,source_page,source,source_sha256
Jalgaon,2,registered_stock_20170331,office,17,17 Del. Van(4 Wh.),7243,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Jalgaon,2,registered_stock_20170331,office,18,18 Del. Van(3 wh.),15949,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Jalgaon,2,registered_stock_20170331,office,19,19 Tractors,32813,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Jalgaon,2,registered_stock_20170331,office,20,20 Trailers,22494,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Jalgaon,2,registered_stock_20170331,office,21,21 Others.,1474,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Jalgaon,2,registered_stock_20170331,office,total_all_vehicles,Total,822480,True,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Nandur-bar,3,registered_stock_20170331,office,1,1 Motor Cycles,104432,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Nandur-bar,3,registered_stock_20170331,office,2,2 Scooters,18402,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Nandur-bar,3,registered_stock_20170331,office,3,3 Mopeds,3928,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Nandur-bar,3,registered_stock_20170331,office,subtotal_two_wheelers,Total Two  wheelers,126762,True,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Nandur-bar,3,registered_stock_20170331,office,4,4 Motor Cars,13420,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Nandur-bar,3,registered_stock_20170331,office,5,5 Jeeps,4030,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Nandur-bar,3,registered_stock_20170331,office,6,6 Station Wagons,1427,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Nandur-bar,3,registered_stock_20170331,office,7a,7(A) Taxi meter fitted,48,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Nandur-bar,3,registered_stock_20170331,office,7b,7(B) Taxi Tourist Cabs,405,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Nandur-bar,3,registered_stock_20170331,office,8,8 Autorickshaws,832,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Nandur-bar,3,registered_stock_20170331,office,9,9 Stage Carriages,0,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Nandur-bar,3,registered_stock_20170331,office,10,10 Contract Carriages,107,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Nandur-bar,3,registered_stock_20170331,office,11,11 School Buses,51,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Nandur-bar,3,registered_stock_20170331,office,12,12 Pvt.Serv.Veh.,0,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Nandur-bar,3,registered_stock_20170331,office,13,13 Ambulances,23,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Nandur-bar,3,registered_stock_20170331,office,14,14 Arti. & Multi.Veh.,0,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Nandur-bar,3,registered_stock_20170331,office,15,15 Trucks & Lorries,1014,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Nandur-bar,3,registered_stock_20170331,office,16,16 Tankers,30,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Nandur-bar,3,registered_stock_20170331,office,17,17 Del. Van(4 Wh.),1727,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Nandur-bar,3,registered_stock_20170331,office,18,18 Del. Van(3 wh.),3743,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Nandur-bar,3,registered_stock_20170331,office,19,19 Tractors,10919,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Nandur-bar,3,registered_stock_20170331,office,20,20 Trailers,4120,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Nandur-bar,3,registered_stock_20170331,office,21,21 Others.,340,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Nandur-bar,3,registered_stock_20170331,office,total_all_vehicles,Total,168998,True,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Dhule Region,4,registered_stock_20170331,region,1,1 Motor Cycles,828071,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Dhule Region,4,registered_stock_20170331,region,2,2 Scooters,148004,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Dhule Region,4,registered_stock_20170331,region,3,3 Mopeds,99635,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Dhule Region,4,registered_stock_20170331,region,subtotal_two_wheelers,Total Two  wheelers,1075710,True,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Dhule Region,4,registered_stock_20170331,region,4,4 Motor Cars,75709,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Dhule Region,4,registered_stock_20170331,region,5,5 Jeeps,22329,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Dhule Region,4,registered_stock_20170331,region,6,6 Station Wagons,2141,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Dhule Region,4,registered_stock_20170331,region,7a,7(A) Taxi meter fitted,3211,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Dhule Region,4,registered_stock_20170331,region,7b,7(B) Taxi Tourist Cabs,3918,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Dhule Region,4,registered_stock_20170331,region,8,8 Autorickshaws,43883,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Dhule Region,4,registered_stock_20170331,region,9,9 Stage Carriages,643,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Dhule Region,4,registered_stock_20170331,region,10,10 Contract Carriages,979,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Dhule Region,4,registered_stock_20170331,region,11,11 School Buses,652,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Dhule Region,4,registered_stock_20170331,region,12,12 Pvt.Serv.Veh.,185,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Dhule Region,4,registered_stock_20170331,region,13,13 Ambulances,385,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Dhule Region,4,registered_stock_20170331,region,14,14 Arti. & Multi.Veh.,1540,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Dhule Region,4,registered_stock_20170331,region,15,15 Trucks & Lorries,19717,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Dhule Region,4,registered_stock_20170331,region,16,16 Tankers,861,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Dhule Region,4,registered_stock_20170331,region,17,17 Del. Van(4 Wh.),14220,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Dhule Region,4,registered_stock_20170331,region,18,18 Del. Van(3 wh.),28262,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Dhule Region,4,registered_stock_20170331,region,19,19 Tractors,62448,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Dhule Region,4,registered_stock_20170331,region,20,20 Trailers,41025,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Dhule Region,4,registered_stock_20170331,region,21,21 Others.,2237,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Dhule Region,4,registered_stock_20170331,region,total_all_vehicles,Total,1400055,True,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Auranga bad,5,registered_stock_20170331,office,1,1 Motor Cycles,795776,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Auranga bad,5,registered_stock_20170331,office,2,2 Scooters,89557,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Auranga bad,5,registered_stock_20170331,office,3,3 Mopeds,47406,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Auranga bad,5,registered_stock_20170331,office,subtotal_two_wheelers,Total Two  wheelers,932739,True,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Auranga bad,5,registered_stock_20170331,office,4,4 Motor Cars,63846,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Auranga bad,5,registered_stock_20170331,office,5,5 Jeeps,29322,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Auranga bad,5,registered_stock_20170331,office,6,6 Station Wagons,452,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Auranga bad,5,registered_stock_20170331,office,7a,7(A) Taxi meter fitted,59,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Auranga bad,5,registered_stock_20170331,office,7b,7(B) Taxi Tourist Cabs,2743,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Auranga bad,5,registered_stock_20170331,office,8,8 Autorickshaws,27806,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Auranga bad,5,registered_stock_20170331,office,9,9 Stage Carriages,5959,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Auranga bad,5,registered_stock_20170331,office,10,10 Contract Carriages,1544,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Auranga bad,5,registered_stock_20170331,office,11,11 School Buses,1114,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Auranga bad,5,registered_stock_20170331,office,12,12 Pvt.Serv.Veh.,1997,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Auranga bad,5,registered_stock_20170331,office,13,13 Ambulances,504,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Auranga bad,5,registered_stock_20170331,office,14,14 Arti. & Multi.Veh.,0,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Auranga bad,5,registered_stock_20170331,office,15,15 Trucks & Lorries,14086,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Auranga bad,5,registered_stock_20170331,office,16,16 Tankers,4727,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Auranga bad,5,registered_stock_20170331,office,17,17 Del. Van(4 Wh.),26403,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Auranga bad,5,registered_stock_20170331,office,18,18 Del. Van(3 wh.),30393,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Auranga bad,5,registered_stock_20170331,office,19,19 Tractors,24852,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Auranga bad,5,registered_stock_20170331,office,20,20 Trailers,14901,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Auranga bad,5,registered_stock_20170331,office,21,21 Others.,472,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Auranga bad,5,registered_stock_20170331,office,total_all_vehicles,Total,1183919,True,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Jalna,6,registered_stock_20170331,office,1,1 Motor Cycles,222335,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Jalna,6,registered_stock_20170331,office,2,2 Scooters,14469,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Jalna,6,registered_stock_20170331,office,3,3 Mopeds,12561,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Jalna,6,registered_stock_20170331,office,subtotal_two_wheelers,Total Two  wheelers,249365,True,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Jalna,6,registered_stock_20170331,office,4,4 Motor Cars,11040,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Jalna,6,registered_stock_20170331,office,5,5 Jeeps,6618,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Jalna,6,registered_stock_20170331,office,6,6 Station Wagons,128,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Jalna,6,registered_stock_20170331,office,7a,7(A) Taxi meter fitted,596,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Jalna,6,registered_stock_20170331,office,7b,7(B) Taxi Tourist Cabs,142,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Jalna,6,registered_stock_20170331,office,8,8 Autorickshaws,6642,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Jalna,6,registered_stock_20170331,office,9,9 Stage Carriages,242,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Jalna,6,registered_stock_20170331,office,10,10 Contract Carriages,27,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Jalna,6,registered_stock_20170331,office,11,11 School Buses,245,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Jalna,6,registered_stock_20170331,office,12,12 Pvt.Serv.Veh.,8,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Jalna,6,registered_stock_20170331,office,13,13 Ambulances,118,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Jalna,6,registered_stock_20170331,office,14,14 Arti. & Multi.Veh.,5,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Jalna,6,registered_stock_20170331,office,15,15 Trucks & Lorries,3137,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Jalna,6,registered_stock_20170331,office,16,16 Tankers,263,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Jalna,6,registered_stock_20170331,office,17,17 Del. Van(4 Wh.),3978,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Jalna,6,registered_stock_20170331,office,18,18 Del. Van(3 wh.),6714,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Jalna,6,registered_stock_20170331,office,19,19 Tractors,14694,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Jalna,6,registered_stock_20170331,office,20,20 Trailers,7402,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Jalna,6,registered_stock_20170331,office,21,21 Others.,604,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Jalna,6,registered_stock_20170331,office,total_all_vehicles,Total,311968,True,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Beed,7,registered_stock_20170331,office,1,1 Motor Cycles,146552,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Beed,7,registered_stock_20170331,office,2,2 Scooters,18631,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Beed,7,registered_stock_20170331,office,3,3 Mopeds,18649,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Beed,7,registered_stock_20170331,office,subtotal_two_wheelers,Total Two  wheelers,183832,True,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Beed,7,registered_stock_20170331,office,4,4 Motor Cars,8647,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Beed,7,registered_stock_20170331,office,5,5 Jeeps,16730,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Beed,7,registered_stock_20170331,office,6,6 Station Wagons,1,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Beed,7,registered_stock_20170331,office,7a,7(A) Taxi meter fitted,0,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Beed,7,registered_stock_20170331,office,7b,7(B) Taxi Tourist Cabs,187,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Beed,7,registered_stock_20170331,office,8,8 Autorickshaws,8091,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Beed,7,registered_stock_20170331,office,9,9 Stage Carriages,440,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Beed,7,registered_stock_20170331,office,10,10 Contract Carriages,219,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Beed,7,registered_stock_20170331,office,11,11 School Buses,46,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Beed,7,registered_stock_20170331,office,12,12 Pvt.Serv.Veh.,36,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Beed,7,registered_stock_20170331,office,13,13 Ambulances,19,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Beed,7,registered_stock_20170331,office,14,14 Arti. & Multi.Veh.,81,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Beed,7,registered_stock_20170331,office,15,15 Trucks & Lorries,4322,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Beed,7,registered_stock_20170331,office,16,16 Tankers,184,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Beed,7,registered_stock_20170331,office,17,17 Del. Van(4 Wh.),5490,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Beed,7,registered_stock_20170331,office,18,18 Del. Van(3 wh.),9584,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Beed,7,registered_stock_20170331,office,19,19 Tractors,9402,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Beed,7,registered_stock_20170331,office,20,20 Trailers,5720,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Beed,7,registered_stock_20170331,office,21,21 Others.,51,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Beed,7,registered_stock_20170331,office,total_all_vehicles,Total,253082,True,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Auragan bad Region,8,registered_stock_20170331,region,1,1 Motor Cycles,1164663,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Auragan bad Region,8,registered_stock_20170331,region,2,2 Scooters,122657,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Auragan bad Region,8,registered_stock_20170331,region,3,3 Mopeds,78616,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Auragan bad Region,8,registered_stock_20170331,region,subtotal_two_wheelers,Total Two  wheelers,1365936,True,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Auragan bad Region,8,registered_stock_20170331,region,4,4 Motor Cars,83533,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Auragan bad Region,8,registered_stock_20170331,region,5,5 Jeeps,52670,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Auragan bad Region,8,registered_stock_20170331,region,6,6 Station Wagons,581,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Auragan bad Region,8,registered_stock_20170331,region,7a,7(A) Taxi meter fitted,655,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Auragan bad Region,8,registered_stock_20170331,region,7b,7(B) Taxi Tourist Cabs,3072,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Auragan bad Region,8,registered_stock_20170331,region,8,8 Autorickshaws,42539,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Auragan bad Region,8,registered_stock_20170331,region,9,9 Stage Carriages,6641,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Auragan bad Region,8,registered_stock_20170331,region,10,10 Contract Carriages,1790,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Auragan bad Region,8,registered_stock_20170331,region,11,11 School Buses,1405,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Auragan bad Region,8,registered_stock_20170331,region,12,12 Pvt.Serv.Veh.,2041,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Auragan bad Region,8,registered_stock_20170331,region,13,13 Ambulances,641,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
Auragan bad Region,8,registered_stock_20170331,region,14,14 Arti. & Multi.Veh.,86,False,62,published_transport_statistics_2016_17,a75c07e8a5da3fbef9b368d4c2458ad88265c7037cad803f331a1fc2483e98ad
