state_code,district_code,area_name,residence,age_years_or_band,persons_count,male_persons_count,female_persons_count,source,source_id,source_sha256,source_row,observation_year,status
27,517,District - Thane (21),Total,All ages,11060148,5865078,5195070,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2171,2011,historical_control_not_current_demand
27,517,District - Thane (21),Rural,All ages,2545470,1300136,1245334,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2171,2011,historical_control_not_current_demand
27,517,District - Thane (21),Urban,All ages,8514678,4564942,3949736,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2171,2011,historical_control_not_current_demand
27,517,District - Thane (21),Total,0,168635,88249,80386,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2172,2011,historical_control_not_current_demand
27,517,District - Thane (21),Rural,0,44821,23297,21524,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2172,2011,historical_control_not_current_demand
27,517,District - Thane (21),Urban,0,123814,64952,58862,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2172,2011,historical_control_not_current_demand
27,517,District - Thane (21),Total,1,191254,99414,91840,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2173,2011,historical_control_not_current_demand
27,517,District - Thane (21),Rural,1,51247,26484,24763,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2173,2011,historical_control_not_current_demand
27,517,District - Thane (21),Urban,1,140007,72930,67077,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2173,2011,historical_control_not_current_demand
27,517,District - Thane (21),Total,2,188603,97550,91053,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2174,2011,historical_control_not_current_demand
27,517,District - Thane (21),Rural,2,53331,27042,26289,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2174,2011,historical_control_not_current_demand
27,517,District - Thane (21),Urban,2,135272,70508,64764,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2174,2011,historical_control_not_current_demand
27,517,District - Thane (21),Total,3,188496,97139,91357,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2175,2011,historical_control_not_current_demand
27,517,District - Thane (21),Rural,3,52198,26277,25921,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2175,2011,historical_control_not_current_demand
27,517,District - Thane (21),Urban,3,136298,70862,65436,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2175,2011,historical_control_not_current_demand
27,517,District - Thane (21),Total,4,188393,97512,90881,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2176,2011,historical_control_not_current_demand
27,517,District - Thane (21),Rural,4,52856,26856,26000,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2176,2011,historical_control_not_current_demand
27,517,District - Thane (21),Urban,4,135537,70656,64881,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2176,2011,historical_control_not_current_demand
27,517,District - Thane (21),Total,5,203847,106386,97461,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2177,2011,historical_control_not_current_demand
27,517,District - Thane (21),Rural,5,55437,28120,27317,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2177,2011,historical_control_not_current_demand
27,517,District - Thane (21),Urban,5,148410,78266,70144,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2177,2011,historical_control_not_current_demand
27,517,District - Thane (21),Total,6,197918,103415,94503,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2178,2011,historical_control_not_current_demand
27,517,District - Thane (21),Rural,6,54316,27611,26705,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2178,2011,historical_control_not_current_demand
27,517,District - Thane (21),Urban,6,143602,75804,67798,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2178,2011,historical_control_not_current_demand
27,517,District - Thane (21),Total,7,201725,105375,96350,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2179,2011,historical_control_not_current_demand
27,517,District - Thane (21),Rural,7,54414,27840,26574,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2179,2011,historical_control_not_current_demand
27,517,District - Thane (21),Urban,7,147311,77535,69776,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2179,2011,historical_control_not_current_demand
27,517,District - Thane (21),Total,8,189282,99176,90106,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2180,2011,historical_control_not_current_demand
27,517,District - Thane (21),Rural,8,54500,28075,26425,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2180,2011,historical_control_not_current_demand
27,517,District - Thane (21),Urban,8,134782,71101,63681,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2180,2011,historical_control_not_current_demand
27,517,District - Thane (21),Total,9,189767,99216,90551,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2181,2011,historical_control_not_current_demand
27,517,District - Thane (21),Rural,9,54760,27908,26852,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2181,2011,historical_control_not_current_demand
27,517,District - Thane (21),Urban,9,135007,71308,63699,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2181,2011,historical_control_not_current_demand
27,517,District - Thane (21),Total,10,223511,117618,105893,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2182,2011,historical_control_not_current_demand
27,517,District - Thane (21),Rural,10,63220,32683,30537,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2182,2011,historical_control_not_current_demand
27,517,District - Thane (21),Urban,10,160291,84935,75356,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2182,2011,historical_control_not_current_demand
27,517,District - Thane (21),Total,11,202978,106661,96317,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2183,2011,historical_control_not_current_demand
27,517,District - Thane (21),Rural,11,55899,29079,26820,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2183,2011,historical_control_not_current_demand
27,517,District - Thane (21),Urban,11,147079,77582,69497,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2183,2011,historical_control_not_current_demand
27,517,District - Thane (21),Total,12,196241,103237,93004,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2184,2011,historical_control_not_current_demand
27,517,District - Thane (21),Rural,12,54603,28076,26527,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2184,2011,historical_control_not_current_demand
27,517,District - Thane (21),Urban,12,141638,75161,66477,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2184,2011,historical_control_not_current_demand
27,517,District - Thane (21),Total,13,187049,97954,89095,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2185,2011,historical_control_not_current_demand
27,517,District - Thane (21),Rural,13,50625,25979,24646,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2185,2011,historical_control_not_current_demand
27,517,District - Thane (21),Urban,13,136424,71975,64449,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2185,2011,historical_control_not_current_demand
27,517,District - Thane (21),Total,14,185102,98036,87066,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2186,2011,historical_control_not_current_demand
27,517,District - Thane (21),Rural,14,47144,24650,22494,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2186,2011,historical_control_not_current_demand
27,517,District - Thane (21),Urban,14,137958,73386,64572,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2186,2011,historical_control_not_current_demand
27,517,District - Thane (21),Total,15,190484,101571,88913,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2187,2011,historical_control_not_current_demand
27,517,District - Thane (21),Rural,15,48551,25563,22988,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2187,2011,historical_control_not_current_demand
27,517,District - Thane (21),Urban,15,141933,76008,65925,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2187,2011,historical_control_not_current_demand
27,517,District - Thane (21),Total,16,184411,98672,85739,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2188,2011,historical_control_not_current_demand
27,517,District - Thane (21),Rural,16,48011,25093,22918,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2188,2011,historical_control_not_current_demand
27,517,District - Thane (21),Urban,16,136400,73579,62821,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2188,2011,historical_control_not_current_demand
27,517,District - Thane (21),Total,17,181584,98920,82664,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2189,2011,historical_control_not_current_demand
27,517,District - Thane (21),Rural,17,43686,23223,20463,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2189,2011,historical_control_not_current_demand
27,517,District - Thane (21),Urban,17,137898,75697,62201,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2189,2011,historical_control_not_current_demand
27,517,District - Thane (21),Total,18,222297,123632,98665,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2190,2011,historical_control_not_current_demand
27,517,District - Thane (21),Rural,18,53931,28232,25699,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2190,2011,historical_control_not_current_demand
27,517,District - Thane (21),Urban,18,168366,95400,72966,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2190,2011,historical_control_not_current_demand
27,517,District - Thane (21),Total,19,198456,107989,90467,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2191,2011,historical_control_not_current_demand
27,517,District - Thane (21),Rural,19,44109,22537,21572,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2191,2011,historical_control_not_current_demand
27,517,District - Thane (21),Urban,19,154347,85452,68895,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2191,2011,historical_control_not_current_demand
27,517,District - Thane (21),Total,20,252847,135062,117785,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2192,2011,historical_control_not_current_demand
27,517,District - Thane (21),Rural,20,60353,29698,30655,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2192,2011,historical_control_not_current_demand
27,517,District - Thane (21),Urban,20,192494,105364,87130,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2192,2011,historical_control_not_current_demand
27,517,District - Thane (21),Total,21,212509,114198,98311,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2193,2011,historical_control_not_current_demand
27,517,District - Thane (21),Rural,21,46349,23878,22471,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2193,2011,historical_control_not_current_demand
27,517,District - Thane (21),Urban,21,166160,90320,75840,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2193,2011,historical_control_not_current_demand
27,517,District - Thane (21),Total,22,241119,130414,110705,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2194,2011,historical_control_not_current_demand
27,517,District - Thane (21),Rural,22,55295,28860,26435,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2194,2011,historical_control_not_current_demand
27,517,District - Thane (21),Urban,22,185824,101554,84270,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2194,2011,historical_control_not_current_demand
27,517,District - Thane (21),Total,23,215469,113462,102007,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2195,2011,historical_control_not_current_demand
27,517,District - Thane (21),Rural,23,46383,23586,22797,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2195,2011,historical_control_not_current_demand
27,517,District - Thane (21),Urban,23,169086,89876,79210,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2195,2011,historical_control_not_current_demand
27,517,District - Thane (21),Total,24,225576,118850,106726,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2196,2011,historical_control_not_current_demand
27,517,District - Thane (21),Rural,24,46481,24042,22439,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2196,2011,historical_control_not_current_demand
27,517,District - Thane (21),Urban,24,179095,94808,84287,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2196,2011,historical_control_not_current_demand
27,517,District - Thane (21),Total,25,284968,149072,135896,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2197,2011,historical_control_not_current_demand
27,517,District - Thane (21),Rural,25,61962,31933,30029,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2197,2011,historical_control_not_current_demand
27,517,District - Thane (21),Urban,25,223006,117139,105867,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2197,2011,historical_control_not_current_demand
27,517,District - Thane (21),Total,26,234746,124224,110522,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2198,2011,historical_control_not_current_demand
27,517,District - Thane (21),Rural,26,46411,24697,21714,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2198,2011,historical_control_not_current_demand
27,517,District - Thane (21),Urban,26,188335,99527,88808,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2198,2011,historical_control_not_current_demand
27,517,District - Thane (21),Total,27,209122,111242,97880,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2199,2011,historical_control_not_current_demand
27,517,District - Thane (21),Rural,27,40157,21405,18752,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2199,2011,historical_control_not_current_demand
27,517,District - Thane (21),Urban,27,168965,89837,79128,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2199,2011,historical_control_not_current_demand
27,517,District - Thane (21),Total,28,237926,127475,110451,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2200,2011,historical_control_not_current_demand
27,517,District - Thane (21),Rural,28,48845,25400,23445,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2200,2011,historical_control_not_current_demand
27,517,District - Thane (21),Urban,28,189081,102075,87006,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2200,2011,historical_control_not_current_demand
27,517,District - Thane (21),Total,29,190204,102102,88102,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2201,2011,historical_control_not_current_demand
27,517,District - Thane (21),Rural,29,33947,18217,15730,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2201,2011,historical_control_not_current_demand
27,517,District - Thane (21),Urban,29,156257,83885,72372,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2201,2011,historical_control_not_current_demand
27,517,District - Thane (21),Total,30,299878,160740,139138,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2202,2011,historical_control_not_current_demand
27,517,District - Thane (21),Rural,30,64050,32991,31059,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2202,2011,historical_control_not_current_demand
27,517,District - Thane (21),Urban,30,235828,127749,108079,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2202,2011,historical_control_not_current_demand
27,517,District - Thane (21),Total,31,181696,98730,82966,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2203,2011,historical_control_not_current_demand
27,517,District - Thane (21),Rural,31,32525,17369,15156,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2203,2011,historical_control_not_current_demand
27,517,District - Thane (21),Urban,31,149171,81361,67810,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2203,2011,historical_control_not_current_demand
27,517,District - Thane (21),Total,32,193574,105114,88460,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2204,2011,historical_control_not_current_demand
27,517,District - Thane (21),Rural,32,39152,20339,18813,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2204,2011,historical_control_not_current_demand
27,517,District - Thane (21),Urban,32,154422,84775,69647,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2204,2011,historical_control_not_current_demand
27,517,District - Thane (21),Total,33,147374,78507,68867,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2205,2011,historical_control_not_current_demand
27,517,District - Thane (21),Rural,33,27775,14317,13458,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2205,2011,historical_control_not_current_demand
27,517,District - Thane (21),Urban,33,119599,64190,55409,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2205,2011,historical_control_not_current_demand
27,517,District - Thane (21),Total,34,169105,90499,78606,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2206,2011,historical_control_not_current_demand
27,517,District - Thane (21),Rural,34,30458,15858,14600,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2206,2011,historical_control_not_current_demand
27,517,District - Thane (21),Urban,34,138647,74641,64006,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2206,2011,historical_control_not_current_demand
27,517,District - Thane (21),Total,35,273633,149291,124342,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2207,2011,historical_control_not_current_demand
27,517,District - Thane (21),Rural,35,59238,31076,28162,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2207,2011,historical_control_not_current_demand
27,517,District - Thane (21),Urban,35,214395,118215,96180,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2207,2011,historical_control_not_current_demand
27,517,District - Thane (21),Total,36,176487,94184,82303,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2208,2011,historical_control_not_current_demand
27,517,District - Thane (21),Rural,36,34357,17837,16520,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2208,2011,historical_control_not_current_demand
27,517,District - Thane (21),Urban,36,142130,76347,65783,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2208,2011,historical_control_not_current_demand
27,517,District - Thane (21),Total,37,136063,72005,64058,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2209,2011,historical_control_not_current_demand
27,517,District - Thane (21),Rural,37,25525,13129,12396,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2209,2011,historical_control_not_current_demand
27,517,District - Thane (21),Urban,37,110538,58876,51662,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2209,2011,historical_control_not_current_demand
27,517,District - Thane (21),Total,38,169555,88440,81115,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2210,2011,historical_control_not_current_demand
27,517,District - Thane (21),Rural,38,35392,17550,17842,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2210,2011,historical_control_not_current_demand
27,517,District - Thane (21),Urban,38,134163,70890,63273,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2210,2011,historical_control_not_current_demand
27,517,District - Thane (21),Total,39,138717,75114,63603,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2211,2011,historical_control_not_current_demand
27,517,District - Thane (21),Rural,39,25066,13101,11965,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2211,2011,historical_control_not_current_demand
27,517,District - Thane (21),Urban,39,113651,62013,51638,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2211,2011,historical_control_not_current_demand
27,517,District - Thane (21),Total,40,246537,134299,112238,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2212,2011,historical_control_not_current_demand
27,517,District - Thane (21),Rural,40,58084,29712,28372,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2212,2011,historical_control_not_current_demand
27,517,District - Thane (21),Urban,40,188453,104587,83866,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2212,2011,historical_control_not_current_demand
27,517,District - Thane (21),Total,41,138437,75804,62633,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2213,2011,historical_control_not_current_demand
27,517,District - Thane (21),Rural,41,25964,13765,12199,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2213,2011,historical_control_not_current_demand
27,517,District - Thane (21),Urban,41,112473,62039,50434,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2213,2011,historical_control_not_current_demand
27,517,District - Thane (21),Total,42,139644,75568,64076,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2214,2011,historical_control_not_current_demand
27,517,District - Thane (21),Rural,42,29368,15167,14201,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2214,2011,historical_control_not_current_demand
27,517,District - Thane (21),Urban,42,110276,60401,49875,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2214,2011,historical_control_not_current_demand
27,517,District - Thane (21),Total,43,105302,55915,49387,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2215,2011,historical_control_not_current_demand
27,517,District - Thane (21),Rural,43,20203,10349,9854,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2215,2011,historical_control_not_current_demand
27,517,District - Thane (21),Urban,43,85099,45566,39533,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2215,2011,historical_control_not_current_demand
27,517,District - Thane (21),Total,44,111263,59168,52095,observed,census_c13_maharashtra,3a1e82a60ecb1363817e86a5080703f9532f48744dcafeca7c7cb1a744a0b566,2216,2011,historical_control_not_current_demand
