source,source_id,source_sha256,source_pdf_page,reference_date_basis,publisher_citation_year,state_name,district_name_as_printed,district_number_within_report_state,boundary_year,status,reference_year,age_label,male_persons_count,female_persons_count
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2026,80+,16797,19466
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2027,All ages,1568940,1422226
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2028,All ages,1579109,1431114
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2029,All ages,1589255,1440025
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2030,All ages,1599424,1448913
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2031,All ages,1609570,1457801
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2027,0,27783,22712
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2028,0,27963,22854
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2029,0,28143,22996
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2030,0,28323,23138
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2031,0,28503,23280
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2027,1,26741,21106
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2028,1,26915,21238
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2029,1,27088,21370
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2030,1,27261,21502
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2031,1,27434,21634
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2027,2,25861,19864
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2028,2,26028,19988
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2029,2,26195,20112
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2030,2,26363,20236
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2031,2,26530,20360
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2027,3,25137,18959
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2028,3,25300,19077
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2029,3,25463,19196
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2030,3,25626,19314
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2031,3,25788,19433
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2027,4,24568,18366
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2028,4,24727,18480
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2029,4,24886,18595
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2030,4,25045,18710
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2031,4,25204,18825
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2027,5,24149,18059
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2028,5,24306,18172
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2029,5,24462,18285
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2030,5,24618,18398
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2031,5,24775,18510
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2027,6,23877,18012
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2028,6,24032,18125
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2029,6,24186,18238
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2030,6,24341,18350
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2031,6,24495,18463
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2027,7,23748,18201
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2028,7,23902,18314
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2029,7,24055,18428
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2030,7,24209,18542
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2031,7,24363,18656
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2027,8,23758,18598
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2028,8,23912,18714
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2029,8,24066,18831
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2030,8,24220,18947
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2031,8,24374,19063
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2027,9,23905,19178
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2028,9,24060,19298
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2029,9,24215,19418
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2030,9,24369,19538
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2031,9,24524,19658
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2027,10,24175,19913
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2028,10,24332,20038
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2029,10,24488,20163
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2030,10,24645,20287
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2031,10,24801,20412
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2027,11,24555,20775
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2028,11,24714,20905
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2029,11,24873,21035
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2030,11,25032,21165
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2031,11,25191,21295
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2027,12,25088,21751
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2028,12,25251,21887
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2029,12,25413,22023
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2030,12,25576,22159
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2031,12,25738,22295
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2027,13,25788,22821
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2028,13,25955,22963
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2029,13,26122,23106
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2030,13,26289,23249
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2031,13,26456,23392
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2027,14,26625,23951
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2028,14,26797,24101
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2029,14,26970,24251
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2030,14,27142,24400
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2031,14,27314,24550
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2027,15-19,148229,136417
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2028,15-19,149189,137269
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2029,15-19,150148,138124
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2030,15-19,151109,138977
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2031,15-19,152067,139829
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2027,20-24,177490,155859
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2028,20-24,178640,156833
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2029,20-24,179788,157809
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2030,20-24,180939,158783
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2031,20-24,182086,159757
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2027,25-29,158495,128799
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2028,25-29,159523,129604
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2029,25-29,160548,130411
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2030,25-29,161575,131216
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2031,25-29,162600,132021
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2027,30-34,117998,106064
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2028,30-34,118762,106726
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2029,30-34,119526,107391
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2030,30-34,120290,108054
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2031,30-34,121053,108717
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2027,35-39,103391,95278
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2028,35-39,104061,95874
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2029,35-39,104729,96471
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2030,35-39,105400,97066
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2031,35-39,106068,97662
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2027,40-44,97307,96020
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2028,40-44,97938,96620
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2029,40-44,98567,97222
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2030,40-44,99198,97822
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2031,40-44,99827,98422
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2027,45-49,88329,83786
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2028,45-49,88901,84309
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2029,45-49,89473,84834
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2030,45-49,90045,85358
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,1048,01 March,2022,Maharashtra,Buldana,04,2011,published_district_projection_not_observed_current_population,2031,45-49,90616,85881
