source,source_id,source_sha256,source_pdf_page,reference_date_basis,publisher_citation_year,state_name,district_name_as_printed,district_number_within_report_state,boundary_year,status,reference_year,male_persons_count,female_persons_count
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,49,01 March,2022,Maharashtra,Satara,31,2011,published_district_projection_not_observed_current_population,2016,1537472,1501196
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,49,01 March,2022,Maharashtra,Satara,31,2011,published_district_projection_not_observed_current_population,2021,1548833,1494709
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,49,01 March,2022,Maharashtra,Satara,31,2011,published_district_projection_not_observed_current_population,2026,1610832,1551785
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,49,01 March,2022,Maharashtra,Satara,31,2011,published_district_projection_not_observed_current_population,2031,1663304,1600604
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,49,01 March,2022,Maharashtra,Ratnagiri,32,2011,published_district_projection_not_observed_current_population,2011,761121,853948
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,49,01 March,2022,Maharashtra,Ratnagiri,32,2011,published_district_projection_not_observed_current_population,2016,722538,796623
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,49,01 March,2022,Maharashtra,Ratnagiri,32,2011,published_district_projection_not_observed_current_population,2021,671113,725062
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,49,01 March,2022,Maharashtra,Ratnagiri,32,2011,published_district_projection_not_observed_current_population,2026,697977,752749
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,49,01 March,2022,Maharashtra,Ratnagiri,32,2011,published_district_projection_not_observed_current_population,2031,720713,776430
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,49,01 March,2022,Maharashtra,Sindhudurg,33,2011,published_district_projection_not_observed_current_population,2011,417332,432319
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,49,01 March,2022,Maharashtra,Sindhudurg,33,2011,published_district_projection_not_observed_current_population,2016,407028,406891
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,49,01 March,2022,Maharashtra,Sindhudurg,33,2011,published_district_projection_not_observed_current_population,2021,390757,374591
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,49,01 March,2022,Maharashtra,Sindhudurg,33,2011,published_district_projection_not_observed_current_population,2026,406399,388894
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,49,01 March,2022,Maharashtra,Sindhudurg,33,2011,published_district_projection_not_observed_current_population,2031,419637,401129
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,49,01 March,2022,Maharashtra,Kolhapur,34,2011,published_district_projection_not_observed_current_population,2011,1980658,1895343
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,49,01 March,2022,Maharashtra,Kolhapur,34,2011,published_district_projection_not_observed_current_population,2016,2039294,1944289
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,49,01 March,2022,Maharashtra,Kolhapur,34,2011,published_district_projection_not_observed_current_population,2021,2080264,1978041
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,49,01 March,2022,Maharashtra,Kolhapur,34,2011,published_district_projection_not_observed_current_population,2026,2163536,2053573
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,49,01 March,2022,Maharashtra,Kolhapur,34,2011,published_district_projection_not_observed_current_population,2031,2234012,2118178
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,49,01 March,2022,Maharashtra,Sangli,35,2011,published_district_projection_not_observed_current_population,2011,1435728,1386415
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,49,01 March,2022,Maharashtra,Sangli,35,2011,published_district_projection_not_observed_current_population,2016,1472177,1417040
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,49,01 March,2022,Maharashtra,Sangli,35,2011,published_district_projection_not_observed_current_population,2021,1495221,1436069
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,49,01 March,2022,Maharashtra,Sangli,35,2011,published_district_projection_not_observed_current_population,2026,1555074,1490906
modelled,iips_district_projections_2012_2031,10ee5c104402d5f9e3e5b5476b6959c7c4d69ab8f61e38e12b9ba2908d99110a,49,01 March,2022,Maharashtra,Sangli,35,2011,published_district_projection_not_observed_current_population,2031,1605730,1537809
