observation_year,geography_level,ec_district_code,geography_name,table,dimension,category,measure,value_count,source,derivation,source_id,source_sha256,pdf_page,status
2013,historical_district,21,Thane,2.8,residence,urban,establishments,391210,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,35,historical_control_not_current_trip_demand
2013,historical_district,21,Thane,2.8,residence,combined,establishments,438706,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,35,historical_control_not_current_trip_demand
2013,historical_district,21,Thane,2.8,residence,rural,persons_engaged,134093,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,35,historical_control_not_current_trip_demand
2013,historical_district,21,Thane,2.8,residence,urban,persons_engaged,1310567,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,35,historical_control_not_current_trip_demand
2013,historical_district,21,Thane,2.8,residence,combined,persons_engaged,1444660,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,35,historical_control_not_current_trip_demand
2013,historical_district,22,Mumbai Suburban,2.8,residence,rural,establishments,0,derived,combined minus urban; rural cell printed blank,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,35,historical_control_not_current_trip_demand
2013,historical_district,22,Mumbai Suburban,2.8,residence,urban,establishments,465416,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,35,historical_control_not_current_trip_demand
2013,historical_district,22,Mumbai Suburban,2.8,residence,combined,establishments,465416,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,35,historical_control_not_current_trip_demand
2013,historical_district,22,Mumbai Suburban,2.8,residence,rural,persons_engaged,0,derived,combined minus urban; rural cell printed blank,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,35,historical_control_not_current_trip_demand
2013,historical_district,22,Mumbai Suburban,2.8,residence,urban,persons_engaged,1670999,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,35,historical_control_not_current_trip_demand
2013,historical_district,22,Mumbai Suburban,2.8,residence,combined,persons_engaged,1670999,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,35,historical_control_not_current_trip_demand
2013,historical_district,23,Mumbai,2.8,residence,rural,establishments,0,derived,combined minus urban; rural cell printed blank,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,35,historical_control_not_current_trip_demand
2013,historical_district,23,Mumbai,2.8,residence,urban,establishments,261259,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,35,historical_control_not_current_trip_demand
2013,historical_district,23,Mumbai,2.8,residence,combined,establishments,261259,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,35,historical_control_not_current_trip_demand
2013,historical_district,23,Mumbai,2.8,residence,rural,persons_engaged,0,derived,combined minus urban; rural cell printed blank,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,35,historical_control_not_current_trip_demand
2013,historical_district,23,Mumbai,2.8,residence,urban,persons_engaged,1035482,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,35,historical_control_not_current_trip_demand
2013,historical_district,23,Mumbai,2.8,residence,combined,persons_engaged,1035482,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,35,historical_control_not_current_trip_demand
2013,historical_district,24,Raigarh,2.8,residence,rural,establishments,57201,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,35,historical_control_not_current_trip_demand
2013,historical_district,24,Raigarh,2.8,residence,urban,establishments,44471,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,35,historical_control_not_current_trip_demand
2013,historical_district,24,Raigarh,2.8,residence,combined,establishments,101672,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,35,historical_control_not_current_trip_demand
2013,historical_district,24,Raigarh,2.8,residence,rural,persons_engaged,140124,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,35,historical_control_not_current_trip_demand
2013,historical_district,24,Raigarh,2.8,residence,urban,persons_engaged,123920,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,35,historical_control_not_current_trip_demand
2013,historical_district,24,Raigarh,2.8,residence,combined,persons_engaged,264044,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,35,historical_control_not_current_trip_demand
2013,historical_district,25,Pune,2.8,residence,rural,establishments,235187,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,35,historical_control_not_current_trip_demand
2013,historical_district,25,Pune,2.8,residence,urban,establishments,279282,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,35,historical_control_not_current_trip_demand
2013,historical_district,25,Pune,2.8,residence,combined,establishments,514469,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,35,historical_control_not_current_trip_demand
2013,historical_district,25,Pune,2.8,residence,rural,persons_engaged,567696,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,35,historical_control_not_current_trip_demand
2013,historical_district,25,Pune,2.8,residence,urban,persons_engaged,1027614,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,35,historical_control_not_current_trip_demand
2013,historical_district,25,Pune,2.8,residence,combined,persons_engaged,1595310,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,35,historical_control_not_current_trip_demand
2013,historical_district,26,Ahmadnagar,2.8,residence,rural,establishments,188708,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,35,historical_control_not_current_trip_demand
2013,historical_district,26,Ahmadnagar,2.8,residence,urban,establishments,57709,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,35,historical_control_not_current_trip_demand
2013,historical_district,26,Ahmadnagar,2.8,residence,combined,establishments,246417,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,35,historical_control_not_current_trip_demand
2013,historical_district,26,Ahmadnagar,2.8,residence,rural,persons_engaged,397955,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,35,historical_control_not_current_trip_demand
2013,historical_district,26,Ahmadnagar,2.8,residence,urban,persons_engaged,145708,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,35,historical_control_not_current_trip_demand
2013,historical_district,26,Ahmadnagar,2.8,residence,combined,persons_engaged,543663,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,35,historical_control_not_current_trip_demand
2013,historical_district,27,Bid,2.8,residence,rural,establishments,108948,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,35,historical_control_not_current_trip_demand
2013,historical_district,27,Bid,2.8,residence,urban,establishments,30399,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,35,historical_control_not_current_trip_demand
2013,historical_district,27,Bid,2.8,residence,combined,establishments,139347,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,35,historical_control_not_current_trip_demand
2013,historical_district,27,Bid,2.8,residence,rural,persons_engaged,170572,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,35,historical_control_not_current_trip_demand
2013,historical_district,27,Bid,2.8,residence,urban,persons_engaged,67666,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,35,historical_control_not_current_trip_demand
2013,historical_district,27,Bid,2.8,residence,combined,persons_engaged,238238,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,35,historical_control_not_current_trip_demand
2013,historical_district,28,Latur,2.8,residence,rural,establishments,70964,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,35,historical_control_not_current_trip_demand
2013,historical_district,28,Latur,2.8,residence,urban,establishments,31970,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,35,historical_control_not_current_trip_demand
2013,historical_district,28,Latur,2.8,residence,combined,establishments,102934,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,35,historical_control_not_current_trip_demand
2013,historical_district,28,Latur,2.8,residence,rural,persons_engaged,127483,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,35,historical_control_not_current_trip_demand
2013,historical_district,28,Latur,2.8,residence,urban,persons_engaged,78093,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,35,historical_control_not_current_trip_demand
2013,historical_district,28,Latur,2.8,residence,combined,persons_engaged,205576,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,35,historical_control_not_current_trip_demand
2013,historical_district,29,Osmanabad,2.8,residence,rural,establishments,103636,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,35,historical_control_not_current_trip_demand
2013,historical_district,29,Osmanabad,2.8,residence,urban,establishments,20729,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,35,historical_control_not_current_trip_demand
2013,historical_district,29,Osmanabad,2.8,residence,combined,establishments,124365,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,35,historical_control_not_current_trip_demand
2013,historical_district,29,Osmanabad,2.8,residence,rural,persons_engaged,174578,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,35,historical_control_not_current_trip_demand
2013,historical_district,29,Osmanabad,2.8,residence,urban,persons_engaged,48222,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,35,historical_control_not_current_trip_demand
2013,historical_district,29,Osmanabad,2.8,residence,combined,persons_engaged,222800,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,35,historical_control_not_current_trip_demand
2013,historical_district,30,Solapur,2.8,residence,rural,establishments,288897,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,35,historical_control_not_current_trip_demand
2013,historical_district,30,Solapur,2.8,residence,urban,establishments,84389,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,35,historical_control_not_current_trip_demand
2013,historical_district,30,Solapur,2.8,residence,combined,establishments,373286,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,35,historical_control_not_current_trip_demand
2013,historical_district,30,Solapur,2.8,residence,rural,persons_engaged,439107,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,35,historical_control_not_current_trip_demand
2013,historical_district,30,Solapur,2.8,residence,urban,persons_engaged,197883,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,35,historical_control_not_current_trip_demand
2013,historical_district,30,Solapur,2.8,residence,combined,persons_engaged,636990,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,35,historical_control_not_current_trip_demand
2013,historical_district,31,Satara,2.8,residence,rural,establishments,324305,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,35,historical_control_not_current_trip_demand
2013,historical_district,31,Satara,2.8,residence,urban,establishments,59342,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,35,historical_control_not_current_trip_demand
2013,historical_district,31,Satara,2.8,residence,combined,establishments,383647,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,35,historical_control_not_current_trip_demand
2013,historical_district,31,Satara,2.8,residence,rural,persons_engaged,561667,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,35,historical_control_not_current_trip_demand
2013,historical_district,31,Satara,2.8,residence,urban,persons_engaged,138332,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,35,historical_control_not_current_trip_demand
2013,historical_district,31,Satara,2.8,residence,combined,persons_engaged,699999,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,35,historical_control_not_current_trip_demand
2013,historical_district,32,Ratnagiri,2.8,residence,rural,establishments,52719,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,35,historical_control_not_current_trip_demand
2013,historical_district,32,Ratnagiri,2.8,residence,urban,establishments,19591,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,35,historical_control_not_current_trip_demand
2013,historical_district,32,Ratnagiri,2.8,residence,combined,establishments,72310,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,35,historical_control_not_current_trip_demand
2013,historical_district,32,Ratnagiri,2.8,residence,rural,persons_engaged,105166,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,35,historical_control_not_current_trip_demand
2013,historical_district,32,Ratnagiri,2.8,residence,urban,persons_engaged,50969,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,35,historical_control_not_current_trip_demand
2013,historical_district,32,Ratnagiri,2.8,residence,combined,persons_engaged,156135,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,35,historical_control_not_current_trip_demand
2013,historical_district,33,Sindhudurg,2.8,residence,rural,establishments,39620,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,35,historical_control_not_current_trip_demand
2013,historical_district,33,Sindhudurg,2.8,residence,urban,establishments,11596,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,35,historical_control_not_current_trip_demand
2013,historical_district,33,Sindhudurg,2.8,residence,combined,establishments,51216,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,35,historical_control_not_current_trip_demand
2013,historical_district,33,Sindhudurg,2.8,residence,rural,persons_engaged,69739,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,35,historical_control_not_current_trip_demand
2013,historical_district,33,Sindhudurg,2.8,residence,urban,persons_engaged,27305,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,35,historical_control_not_current_trip_demand
2013,historical_district,33,Sindhudurg,2.8,residence,combined,persons_engaged,97044,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,35,historical_control_not_current_trip_demand
2013,historical_district,34,Kolhapur,2.8,residence,rural,establishments,454737,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,35,historical_control_not_current_trip_demand
2013,historical_district,34,Kolhapur,2.8,residence,urban,establishments,116130,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,35,historical_control_not_current_trip_demand
2013,historical_district,34,Kolhapur,2.8,residence,combined,establishments,570867,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,35,historical_control_not_current_trip_demand
2013,historical_district,34,Kolhapur,2.8,residence,rural,persons_engaged,838543,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,35,historical_control_not_current_trip_demand
2013,historical_district,34,Kolhapur,2.8,residence,urban,persons_engaged,260908,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,35,historical_control_not_current_trip_demand
2013,historical_district,34,Kolhapur,2.8,residence,combined,persons_engaged,1099451,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,35,historical_control_not_current_trip_demand
2013,historical_district,35,Sangli,2.8,residence,rural,establishments,233305,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,35,historical_control_not_current_trip_demand
2013,historical_district,35,Sangli,2.8,residence,urban,establishments,44755,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,35,historical_control_not_current_trip_demand
2013,historical_district,35,Sangli,2.8,residence,combined,establishments,278060,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,35,historical_control_not_current_trip_demand
2013,historical_district,35,Sangli,2.8,residence,rural,persons_engaged,448845,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,35,historical_control_not_current_trip_demand
2013,historical_district,35,Sangli,2.8,residence,urban,persons_engaged,116999,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,35,historical_control_not_current_trip_demand
2013,historical_district,35,Sangli,2.8,residence,combined,persons_engaged,565844,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,35,historical_control_not_current_trip_demand
2013,state,,Maharashtra,2.8,residence,rural,establishments,3294265,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,35,historical_control_not_current_trip_demand
2013,state,,Maharashtra,2.8,residence,urban,establishments,2843077,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,35,historical_control_not_current_trip_demand
2013,state,,Maharashtra,2.8,residence,combined,establishments,6137342,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,35,historical_control_not_current_trip_demand
2013,state,,Maharashtra,2.8,residence,rural,persons_engaged,6062067,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,35,historical_control_not_current_trip_demand
2013,state,,Maharashtra,2.8,residence,urban,persons_engaged,8450075,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,35,historical_control_not_current_trip_demand
2013,state,,Maharashtra,2.8,residence,combined,persons_engaged,14512142,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,35,historical_control_not_current_trip_demand
2013,historical_district,01,Nandurbar,2.9,establishment_type,without_hired_worker,establishments,33583,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,36,historical_control_not_current_trip_demand
2013,historical_district,01,Nandurbar,2.9,establishment_type,with_at_least_one_hired_worker,establishments,13204,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,36,historical_control_not_current_trip_demand
2013,historical_district,01,Nandurbar,2.9,establishment_type,combined,establishments,46787,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,36,historical_control_not_current_trip_demand
2013,historical_district,01,Nandurbar,2.9,establishment_type,without_hired_worker,persons_engaged,41706,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,36,historical_control_not_current_trip_demand
2013,historical_district,01,Nandurbar,2.9,establishment_type,with_at_least_one_hired_worker,persons_engaged,49759,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,36,historical_control_not_current_trip_demand
2013,historical_district,01,Nandurbar,2.9,establishment_type,combined,persons_engaged,91465,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,36,historical_control_not_current_trip_demand
2013,historical_district,02,Dhule,2.9,establishment_type,without_hired_worker,establishments,54022,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,36,historical_control_not_current_trip_demand
2013,historical_district,02,Dhule,2.9,establishment_type,with_at_least_one_hired_worker,establishments,18596,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,36,historical_control_not_current_trip_demand
2013,historical_district,02,Dhule,2.9,establishment_type,combined,establishments,72618,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,36,historical_control_not_current_trip_demand
2013,historical_district,02,Dhule,2.9,establishment_type,without_hired_worker,persons_engaged,68199,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,36,historical_control_not_current_trip_demand
2013,historical_district,02,Dhule,2.9,establishment_type,with_at_least_one_hired_worker,persons_engaged,85647,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,36,historical_control_not_current_trip_demand
2013,historical_district,02,Dhule,2.9,establishment_type,combined,persons_engaged,153846,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,36,historical_control_not_current_trip_demand
2013,historical_district,03,Jalgaon,2.9,establishment_type,without_hired_worker,establishments,120550,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,36,historical_control_not_current_trip_demand
2013,historical_district,03,Jalgaon,2.9,establishment_type,with_at_least_one_hired_worker,establishments,38094,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,36,historical_control_not_current_trip_demand
2013,historical_district,03,Jalgaon,2.9,establishment_type,combined,establishments,158644,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,36,historical_control_not_current_trip_demand
2013,historical_district,03,Jalgaon,2.9,establishment_type,without_hired_worker,persons_engaged,145499,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,36,historical_control_not_current_trip_demand
2013,historical_district,03,Jalgaon,2.9,establishment_type,with_at_least_one_hired_worker,persons_engaged,159215,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,36,historical_control_not_current_trip_demand
2013,historical_district,03,Jalgaon,2.9,establishment_type,combined,persons_engaged,304714,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,36,historical_control_not_current_trip_demand
2013,historical_district,04,Buldhana,2.9,establishment_type,without_hired_worker,establishments,73554,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,36,historical_control_not_current_trip_demand
2013,historical_district,04,Buldhana,2.9,establishment_type,with_at_least_one_hired_worker,establishments,21418,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,36,historical_control_not_current_trip_demand
2013,historical_district,04,Buldhana,2.9,establishment_type,combined,establishments,94972,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,36,historical_control_not_current_trip_demand
2013,historical_district,04,Buldhana,2.9,establishment_type,without_hired_worker,persons_engaged,82337,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,36,historical_control_not_current_trip_demand
2013,historical_district,04,Buldhana,2.9,establishment_type,with_at_least_one_hired_worker,persons_engaged,86952,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,36,historical_control_not_current_trip_demand
2013,historical_district,04,Buldhana,2.9,establishment_type,combined,persons_engaged,169289,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,36,historical_control_not_current_trip_demand
2013,historical_district,05,Akola,2.9,establishment_type,without_hired_worker,establishments,97488,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,36,historical_control_not_current_trip_demand
2013,historical_district,05,Akola,2.9,establishment_type,with_at_least_one_hired_worker,establishments,26317,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,36,historical_control_not_current_trip_demand
2013,historical_district,05,Akola,2.9,establishment_type,combined,establishments,123805,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,36,historical_control_not_current_trip_demand
2013,historical_district,05,Akola,2.9,establishment_type,without_hired_worker,persons_engaged,125621,published_census_count,,maharashtra_ec6_final,e1d10089c2662f20badfdd7c517287db0598bba25ba24d8c3dfbe760134500da,36,historical_control_not_current_trip_demand
