dataset,indicator_code,indicator,observation_year,region,dimensions_json,reported_count,source,source_id,source_sha256,status
udise,28,Enrolment of Students,2024-25,Maharashtra,"{""gender"": ""Total"", ""level_of_education"": ""Pre-Primary"", ""type_of_management"": ""Government Aided""}",31787,published_statistic,mospi_udise_2024-25_maharashtra_indicator_28_page_1,3bd71e338ea1af819bceeda677b51fd7cb35462666ca6cf1b7647ce15eb973ce,state_aggregate_not_local_trip_demand
udise,28,Enrolment of Students,2024-25,Maharashtra,"{""gender"": ""Boys"", ""level_of_education"": ""Primary (1-5)"", ""type_of_management"": ""Government Aided""}",1134342,published_statistic,mospi_udise_2024-25_maharashtra_indicator_28_page_1,3bd71e338ea1af819bceeda677b51fd7cb35462666ca6cf1b7647ce15eb973ce,state_aggregate_not_local_trip_demand
udise,28,Enrolment of Students,2024-25,Maharashtra,"{""gender"": ""Girls"", ""level_of_education"": ""Primary (1-5)"", ""type_of_management"": ""Government Aided""}",1080460,published_statistic,mospi_udise_2024-25_maharashtra_indicator_28_page_1,3bd71e338ea1af819bceeda677b51fd7cb35462666ca6cf1b7647ce15eb973ce,state_aggregate_not_local_trip_demand
udise,28,Enrolment of Students,2024-25,Maharashtra,"{""gender"": ""Total"", ""level_of_education"": ""Primary (1-5)"", ""type_of_management"": ""Government Aided""}",2214802,published_statistic,mospi_udise_2024-25_maharashtra_indicator_28_page_1,3bd71e338ea1af819bceeda677b51fd7cb35462666ca6cf1b7647ce15eb973ce,state_aggregate_not_local_trip_demand
udise,28,Enrolment of Students,2024-25,Maharashtra,"{""gender"": ""Boys"", ""level_of_education"": ""Upper Primary (6-8)"", ""type_of_management"": ""Government Aided""}",1506300,published_statistic,mospi_udise_2024-25_maharashtra_indicator_28_page_1,3bd71e338ea1af819bceeda677b51fd7cb35462666ca6cf1b7647ce15eb973ce,state_aggregate_not_local_trip_demand
udise,28,Enrolment of Students,2024-25,Maharashtra,"{""gender"": ""Girls"", ""level_of_education"": ""Upper Primary (6-8)"", ""type_of_management"": ""Government Aided""}",1378959,published_statistic,mospi_udise_2024-25_maharashtra_indicator_28_page_1,3bd71e338ea1af819bceeda677b51fd7cb35462666ca6cf1b7647ce15eb973ce,state_aggregate_not_local_trip_demand
udise,28,Enrolment of Students,2024-25,Maharashtra,"{""gender"": ""Total"", ""level_of_education"": ""Upper Primary (6-8)"", ""type_of_management"": ""Government Aided""}",2885259,published_statistic,mospi_udise_2024-25_maharashtra_indicator_28_page_1,3bd71e338ea1af819bceeda677b51fd7cb35462666ca6cf1b7647ce15eb973ce,state_aggregate_not_local_trip_demand
udise,28,Enrolment of Students,2024-25,Maharashtra,"{""gender"": ""Boys"", ""level_of_education"": ""Elementary (1-8)"", ""type_of_management"": ""Government Aided""}",2640642,published_statistic,mospi_udise_2024-25_maharashtra_indicator_28_page_1,3bd71e338ea1af819bceeda677b51fd7cb35462666ca6cf1b7647ce15eb973ce,state_aggregate_not_local_trip_demand
udise,28,Enrolment of Students,2024-25,Maharashtra,"{""gender"": ""Girls"", ""level_of_education"": ""Elementary (1-8)"", ""type_of_management"": ""Government Aided""}",2459419,published_statistic,mospi_udise_2024-25_maharashtra_indicator_28_page_1,3bd71e338ea1af819bceeda677b51fd7cb35462666ca6cf1b7647ce15eb973ce,state_aggregate_not_local_trip_demand
udise,28,Enrolment of Students,2024-25,Maharashtra,"{""gender"": ""Total"", ""level_of_education"": ""Elementary (1-8)"", ""type_of_management"": ""Government Aided""}",5100061,published_statistic,mospi_udise_2024-25_maharashtra_indicator_28_page_1,3bd71e338ea1af819bceeda677b51fd7cb35462666ca6cf1b7647ce15eb973ce,state_aggregate_not_local_trip_demand
udise,28,Enrolment of Students,2024-25,Maharashtra,"{""gender"": ""Boys"", ""level_of_education"": ""Secondary (9-10)"", ""type_of_management"": ""Government Aided""}",1271823,published_statistic,mospi_udise_2024-25_maharashtra_indicator_28_page_1,3bd71e338ea1af819bceeda677b51fd7cb35462666ca6cf1b7647ce15eb973ce,state_aggregate_not_local_trip_demand
udise,28,Enrolment of Students,2024-25,Maharashtra,"{""gender"": ""Girls"", ""level_of_education"": ""Secondary (9-10)"", ""type_of_management"": ""Government Aided""}",1154357,published_statistic,mospi_udise_2024-25_maharashtra_indicator_28_page_1,3bd71e338ea1af819bceeda677b51fd7cb35462666ca6cf1b7647ce15eb973ce,state_aggregate_not_local_trip_demand
udise,28,Enrolment of Students,2024-25,Maharashtra,"{""gender"": ""Total"", ""level_of_education"": ""Secondary (9-10)"", ""type_of_management"": ""Government Aided""}",2426180,published_statistic,mospi_udise_2024-25_maharashtra_indicator_28_page_1,3bd71e338ea1af819bceeda677b51fd7cb35462666ca6cf1b7647ce15eb973ce,state_aggregate_not_local_trip_demand
udise,28,Enrolment of Students,2024-25,Maharashtra,"{""gender"": ""Boys"", ""level_of_education"": ""Higher Secondary (11-12)"", ""type_of_management"": ""Government Aided""}",1036615,published_statistic,mospi_udise_2024-25_maharashtra_indicator_28_page_1,3bd71e338ea1af819bceeda677b51fd7cb35462666ca6cf1b7647ce15eb973ce,state_aggregate_not_local_trip_demand
udise,28,Enrolment of Students,2024-25,Maharashtra,"{""gender"": ""Girls"", ""level_of_education"": ""Higher Secondary (11-12)"", ""type_of_management"": ""Government Aided""}",994582,published_statistic,mospi_udise_2024-25_maharashtra_indicator_28_page_1,3bd71e338ea1af819bceeda677b51fd7cb35462666ca6cf1b7647ce15eb973ce,state_aggregate_not_local_trip_demand
udise,28,Enrolment of Students,2024-25,Maharashtra,"{""gender"": ""Total"", ""level_of_education"": ""Higher Secondary (11-12)"", ""type_of_management"": ""Government Aided""}",2031197,published_statistic,mospi_udise_2024-25_maharashtra_indicator_28_page_1,3bd71e338ea1af819bceeda677b51fd7cb35462666ca6cf1b7647ce15eb973ce,state_aggregate_not_local_trip_demand
udise,28,Enrolment of Students,2024-25,Maharashtra,"{""gender"": ""Boys"", ""level_of_education"": ""Primary to Higher Secondary (1-12)"", ""type_of_management"": ""Government Aided""}",4949080,published_statistic,mospi_udise_2024-25_maharashtra_indicator_28_page_1,3bd71e338ea1af819bceeda677b51fd7cb35462666ca6cf1b7647ce15eb973ce,state_aggregate_not_local_trip_demand
udise,28,Enrolment of Students,2024-25,Maharashtra,"{""gender"": ""Girls"", ""level_of_education"": ""Primary to Higher Secondary (1-12)"", ""type_of_management"": ""Government Aided""}",4608358,published_statistic,mospi_udise_2024-25_maharashtra_indicator_28_page_1,3bd71e338ea1af819bceeda677b51fd7cb35462666ca6cf1b7647ce15eb973ce,state_aggregate_not_local_trip_demand
udise,28,Enrolment of Students,2024-25,Maharashtra,"{""gender"": ""Total"", ""level_of_education"": ""Primary to Higher Secondary (1-12)"", ""type_of_management"": ""Government Aided""}",9557438,published_statistic,mospi_udise_2024-25_maharashtra_indicator_28_page_1,3bd71e338ea1af819bceeda677b51fd7cb35462666ca6cf1b7647ce15eb973ce,state_aggregate_not_local_trip_demand
udise,28,Enrolment of Students,2024-25,Maharashtra,"{""gender"": ""Boys"", ""level_of_education"": ""Total (Pre-Primary to Higher Secondary)"", ""type_of_management"": ""Government Aided""}",4964778,published_statistic,mospi_udise_2024-25_maharashtra_indicator_28_page_1,3bd71e338ea1af819bceeda677b51fd7cb35462666ca6cf1b7647ce15eb973ce,state_aggregate_not_local_trip_demand
udise,28,Enrolment of Students,2024-25,Maharashtra,"{""gender"": ""Girls"", ""level_of_education"": ""Total (Pre-Primary to Higher Secondary)"", ""type_of_management"": ""Government Aided""}",4624447,published_statistic,mospi_udise_2024-25_maharashtra_indicator_28_page_1,3bd71e338ea1af819bceeda677b51fd7cb35462666ca6cf1b7647ce15eb973ce,state_aggregate_not_local_trip_demand
udise,28,Enrolment of Students,2024-25,Maharashtra,"{""gender"": ""Total"", ""level_of_education"": ""Total (Pre-Primary to Higher Secondary)"", ""type_of_management"": ""Private Unaided Recognized""}",6535992,published_statistic,mospi_udise_2024-25_maharashtra_indicator_28_page_1,3bd71e338ea1af819bceeda677b51fd7cb35462666ca6cf1b7647ce15eb973ce,state_aggregate_not_local_trip_demand
udise,28,Enrolment of Students,2024-25,Maharashtra,"{""gender"": ""Boys"", ""level_of_education"": ""Pre-Primary"", ""type_of_management"": ""Private Unaided Recognized""}",119044,published_statistic,mospi_udise_2024-25_maharashtra_indicator_28_page_1,3bd71e338ea1af819bceeda677b51fd7cb35462666ca6cf1b7647ce15eb973ce,state_aggregate_not_local_trip_demand
udise,28,Enrolment of Students,2024-25,Maharashtra,"{""gender"": ""Girls"", ""level_of_education"": ""Pre-Primary"", ""type_of_management"": ""Private Unaided Recognized""}",103000,published_statistic,mospi_udise_2024-25_maharashtra_indicator_28_page_1,3bd71e338ea1af819bceeda677b51fd7cb35462666ca6cf1b7647ce15eb973ce,state_aggregate_not_local_trip_demand
udise,28,Enrolment of Students,2024-25,Maharashtra,"{""gender"": ""Total"", ""level_of_education"": ""Pre-Primary"", ""type_of_management"": ""Private Unaided Recognized""}",222044,published_statistic,mospi_udise_2024-25_maharashtra_indicator_28_page_1,3bd71e338ea1af819bceeda677b51fd7cb35462666ca6cf1b7647ce15eb973ce,state_aggregate_not_local_trip_demand
udise,28,Enrolment of Students,2024-25,Maharashtra,"{""gender"": ""Boys"", ""level_of_education"": ""Primary (1-5)"", ""type_of_management"": ""Private Unaided Recognized""}",1760088,published_statistic,mospi_udise_2024-25_maharashtra_indicator_28_page_1,3bd71e338ea1af819bceeda677b51fd7cb35462666ca6cf1b7647ce15eb973ce,state_aggregate_not_local_trip_demand
udise,28,Enrolment of Students,2024-25,Maharashtra,"{""gender"": ""Girls"", ""level_of_education"": ""Primary (1-5)"", ""type_of_management"": ""Private Unaided Recognized""}",1444246,published_statistic,mospi_udise_2024-25_maharashtra_indicator_28_page_1,3bd71e338ea1af819bceeda677b51fd7cb35462666ca6cf1b7647ce15eb973ce,state_aggregate_not_local_trip_demand
udise,28,Enrolment of Students,2024-25,Maharashtra,"{""gender"": ""Total"", ""level_of_education"": ""Primary (1-5)"", ""type_of_management"": ""Private Unaided Recognized""}",3204334,published_statistic,mospi_udise_2024-25_maharashtra_indicator_28_page_1,3bd71e338ea1af819bceeda677b51fd7cb35462666ca6cf1b7647ce15eb973ce,state_aggregate_not_local_trip_demand
udise,28,Enrolment of Students,2024-25,Maharashtra,"{""gender"": ""Boys"", ""level_of_education"": ""Upper Primary (6-8)"", ""type_of_management"": ""Private Unaided Recognized""}",839715,published_statistic,mospi_udise_2024-25_maharashtra_indicator_28_page_1,3bd71e338ea1af819bceeda677b51fd7cb35462666ca6cf1b7647ce15eb973ce,state_aggregate_not_local_trip_demand
udise,28,Enrolment of Students,2024-25,Maharashtra,"{""gender"": ""Girls"", ""level_of_education"": ""Upper Primary (6-8)"", ""type_of_management"": ""Private Unaided Recognized""}",648356,published_statistic,mospi_udise_2024-25_maharashtra_indicator_28_page_1,3bd71e338ea1af819bceeda677b51fd7cb35462666ca6cf1b7647ce15eb973ce,state_aggregate_not_local_trip_demand
udise,28,Enrolment of Students,2024-25,Maharashtra,"{""gender"": ""Total"", ""level_of_education"": ""Upper Primary (6-8)"", ""type_of_management"": ""Private Unaided Recognized""}",1488071,published_statistic,mospi_udise_2024-25_maharashtra_indicator_28_page_1,3bd71e338ea1af819bceeda677b51fd7cb35462666ca6cf1b7647ce15eb973ce,state_aggregate_not_local_trip_demand
udise,28,Enrolment of Students,2024-25,Maharashtra,"{""gender"": ""Boys"", ""level_of_education"": ""Elementary (1-8)"", ""type_of_management"": ""Private Unaided Recognized""}",2599803,published_statistic,mospi_udise_2024-25_maharashtra_indicator_28_page_1,3bd71e338ea1af819bceeda677b51fd7cb35462666ca6cf1b7647ce15eb973ce,state_aggregate_not_local_trip_demand
udise,28,Enrolment of Students,2024-25,Maharashtra,"{""gender"": ""Girls"", ""level_of_education"": ""Elementary (1-8)"", ""type_of_management"": ""Private Unaided Recognized""}",2092602,published_statistic,mospi_udise_2024-25_maharashtra_indicator_28_page_1,3bd71e338ea1af819bceeda677b51fd7cb35462666ca6cf1b7647ce15eb973ce,state_aggregate_not_local_trip_demand
udise,28,Enrolment of Students,2024-25,Maharashtra,"{""gender"": ""Total"", ""level_of_education"": ""Elementary (1-8)"", ""type_of_management"": ""Private Unaided Recognized""}",4692405,published_statistic,mospi_udise_2024-25_maharashtra_indicator_28_page_1,3bd71e338ea1af819bceeda677b51fd7cb35462666ca6cf1b7647ce15eb973ce,state_aggregate_not_local_trip_demand
udise,28,Enrolment of Students,2024-25,Maharashtra,"{""gender"": ""Boys"", ""level_of_education"": ""Secondary (9-10)"", ""type_of_management"": ""Private Unaided Recognized""}",534712,published_statistic,mospi_udise_2024-25_maharashtra_indicator_28_page_1,3bd71e338ea1af819bceeda677b51fd7cb35462666ca6cf1b7647ce15eb973ce,state_aggregate_not_local_trip_demand
udise,28,Enrolment of Students,2024-25,Maharashtra,"{""gender"": ""Girls"", ""level_of_education"": ""Secondary (9-10)"", ""type_of_management"": ""Private Unaided Recognized""}",408771,published_statistic,mospi_udise_2024-25_maharashtra_indicator_28_page_1,3bd71e338ea1af819bceeda677b51fd7cb35462666ca6cf1b7647ce15eb973ce,state_aggregate_not_local_trip_demand
udise,28,Enrolment of Students,2024-25,Maharashtra,"{""gender"": ""Total"", ""level_of_education"": ""Secondary (9-10)"", ""type_of_management"": ""Private Unaided Recognized""}",943483,published_statistic,mospi_udise_2024-25_maharashtra_indicator_28_page_1,3bd71e338ea1af819bceeda677b51fd7cb35462666ca6cf1b7647ce15eb973ce,state_aggregate_not_local_trip_demand
udise,28,Enrolment of Students,2024-25,Maharashtra,"{""gender"": ""Boys"", ""level_of_education"": ""Higher Secondary (11-12)"", ""type_of_management"": ""Private Unaided Recognized""}",372703,published_statistic,mospi_udise_2024-25_maharashtra_indicator_28_page_1,3bd71e338ea1af819bceeda677b51fd7cb35462666ca6cf1b7647ce15eb973ce,state_aggregate_not_local_trip_demand
udise,28,Enrolment of Students,2024-25,Maharashtra,"{""gender"": ""Girls"", ""level_of_education"": ""Higher Secondary (11-12)"", ""type_of_management"": ""Private Unaided Recognized""}",305357,published_statistic,mospi_udise_2024-25_maharashtra_indicator_28_page_1,3bd71e338ea1af819bceeda677b51fd7cb35462666ca6cf1b7647ce15eb973ce,state_aggregate_not_local_trip_demand
udise,28,Enrolment of Students,2024-25,Maharashtra,"{""gender"": ""Total"", ""level_of_education"": ""Higher Secondary (11-12)"", ""type_of_management"": ""Private Unaided Recognized""}",678060,published_statistic,mospi_udise_2024-25_maharashtra_indicator_28_page_1,3bd71e338ea1af819bceeda677b51fd7cb35462666ca6cf1b7647ce15eb973ce,state_aggregate_not_local_trip_demand
udise,28,Enrolment of Students,2024-25,Maharashtra,"{""gender"": ""Boys"", ""level_of_education"": ""Primary to Higher Secondary (1-12)"", ""type_of_management"": ""Private Unaided Recognized""}",3507218,published_statistic,mospi_udise_2024-25_maharashtra_indicator_28_page_1,3bd71e338ea1af819bceeda677b51fd7cb35462666ca6cf1b7647ce15eb973ce,state_aggregate_not_local_trip_demand
udise,28,Enrolment of Students,2024-25,Maharashtra,"{""gender"": ""Girls"", ""level_of_education"": ""Primary to Higher Secondary (1-12)"", ""type_of_management"": ""Private Unaided Recognized""}",2806730,published_statistic,mospi_udise_2024-25_maharashtra_indicator_28_page_1,3bd71e338ea1af819bceeda677b51fd7cb35462666ca6cf1b7647ce15eb973ce,state_aggregate_not_local_trip_demand
udise,28,Enrolment of Students,2024-25,Maharashtra,"{""gender"": ""Total"", ""level_of_education"": ""Primary to Higher Secondary (1-12)"", ""type_of_management"": ""Private Unaided Recognized""}",6313948,published_statistic,mospi_udise_2024-25_maharashtra_indicator_28_page_1,3bd71e338ea1af819bceeda677b51fd7cb35462666ca6cf1b7647ce15eb973ce,state_aggregate_not_local_trip_demand
udise,28,Enrolment of Students,2024-25,Maharashtra,"{""gender"": ""Boys"", ""level_of_education"": ""Total (Pre-Primary to Higher Secondary)"", ""type_of_management"": ""Private Unaided Recognized""}",3626262,published_statistic,mospi_udise_2024-25_maharashtra_indicator_28_page_1,3bd71e338ea1af819bceeda677b51fd7cb35462666ca6cf1b7647ce15eb973ce,state_aggregate_not_local_trip_demand
udise,28,Enrolment of Students,2024-25,Maharashtra,"{""gender"": ""Girls"", ""level_of_education"": ""Total (Pre-Primary to Higher Secondary)"", ""type_of_management"": ""Private Unaided Recognized""}",2909730,published_statistic,mospi_udise_2024-25_maharashtra_indicator_28_page_1,3bd71e338ea1af819bceeda677b51fd7cb35462666ca6cf1b7647ce15eb973ce,state_aggregate_not_local_trip_demand
aishe,1,Number of Universities ,2021-22,Maharashtra,{},74,published_statistic,mospi_aishe_2021-22_maharashtra_indicator_1_page_1,bf457514e921068a93ba048527dc2f8fff8f72cf9ec663aa38c521b841943a3d,state_aggregate_not_local_trip_demand
aishe,2,Number of Colleges,2021-22,Maharashtra,{},4692,published_statistic,mospi_aishe_2021-22_maharashtra_indicator_2_page_1,2c468f72e39ab48cf31abe7c40763aab9a2df0af3389a89ffe4e030331359928,state_aggregate_not_local_trip_demand
aishe,3,Estimated Student Enrolment ,2021-22,Maharashtra,"{""education_level"": ""Ph.D."", ""gender"": ""Male""}",10115,published_statistic,mospi_aishe_2021-22_maharashtra_indicator_3_page_1,62b7f56f63c5284468d3b680fb09cd8bdad9154c72705c51dce94877549f1af7,state_aggregate_not_local_trip_demand
aishe,3,Estimated Student Enrolment ,2021-22,Maharashtra,"{""education_level"": ""Ph.D."", ""gender"": ""Female""}",7717,published_statistic,mospi_aishe_2021-22_maharashtra_indicator_3_page_1,62b7f56f63c5284468d3b680fb09cd8bdad9154c72705c51dce94877549f1af7,state_aggregate_not_local_trip_demand
aishe,3,Estimated Student Enrolment ,2021-22,Maharashtra,"{""education_level"": ""Ph.D."", ""gender"": ""Both""}",17832,published_statistic,mospi_aishe_2021-22_maharashtra_indicator_3_page_1,62b7f56f63c5284468d3b680fb09cd8bdad9154c72705c51dce94877549f1af7,state_aggregate_not_local_trip_demand
aishe,3,Estimated Student Enrolment ,2021-22,Maharashtra,"{""education_level"": ""M.Phil."", ""gender"": ""Male""}",121,published_statistic,mospi_aishe_2021-22_maharashtra_indicator_3_page_1,62b7f56f63c5284468d3b680fb09cd8bdad9154c72705c51dce94877549f1af7,state_aggregate_not_local_trip_demand
aishe,3,Estimated Student Enrolment ,2021-22,Maharashtra,"{""education_level"": ""M.Phil."", ""gender"": ""Female""}",69,published_statistic,mospi_aishe_2021-22_maharashtra_indicator_3_page_1,62b7f56f63c5284468d3b680fb09cd8bdad9154c72705c51dce94877549f1af7,state_aggregate_not_local_trip_demand
aishe,3,Estimated Student Enrolment ,2021-22,Maharashtra,"{""education_level"": ""M.Phil."", ""gender"": ""Both""}",190,published_statistic,mospi_aishe_2021-22_maharashtra_indicator_3_page_1,62b7f56f63c5284468d3b680fb09cd8bdad9154c72705c51dce94877549f1af7,state_aggregate_not_local_trip_demand
aishe,3,Estimated Student Enrolment ,2021-22,Maharashtra,"{""education_level"": ""Post Graduate"", ""gender"": ""Male""}",283304,published_statistic,mospi_aishe_2021-22_maharashtra_indicator_3_page_1,62b7f56f63c5284468d3b680fb09cd8bdad9154c72705c51dce94877549f1af7,state_aggregate_not_local_trip_demand
aishe,3,Estimated Student Enrolment ,2021-22,Maharashtra,"{""education_level"": ""Post Graduate"", ""gender"": ""Female""}",303894,published_statistic,mospi_aishe_2021-22_maharashtra_indicator_3_page_1,62b7f56f63c5284468d3b680fb09cd8bdad9154c72705c51dce94877549f1af7,state_aggregate_not_local_trip_demand
aishe,3,Estimated Student Enrolment ,2021-22,Maharashtra,"{""education_level"": ""Post Graduate"", ""gender"": ""Both""}",587198,published_statistic,mospi_aishe_2021-22_maharashtra_indicator_3_page_1,62b7f56f63c5284468d3b680fb09cd8bdad9154c72705c51dce94877549f1af7,state_aggregate_not_local_trip_demand
aishe,3,Estimated Student Enrolment ,2021-22,Maharashtra,"{""education_level"": ""Under Graduate"", ""gender"": ""Male""}",1968964,published_statistic,mospi_aishe_2021-22_maharashtra_indicator_3_page_1,62b7f56f63c5284468d3b680fb09cd8bdad9154c72705c51dce94877549f1af7,state_aggregate_not_local_trip_demand
aishe,3,Estimated Student Enrolment ,2021-22,Maharashtra,"{""education_level"": ""Under Graduate"", ""gender"": ""Female""}",1529764,published_statistic,mospi_aishe_2021-22_maharashtra_indicator_3_page_1,62b7f56f63c5284468d3b680fb09cd8bdad9154c72705c51dce94877549f1af7,state_aggregate_not_local_trip_demand
aishe,3,Estimated Student Enrolment ,2021-22,Maharashtra,"{""education_level"": ""Under Graduate"", ""gender"": ""Both""}",3498728,published_statistic,mospi_aishe_2021-22_maharashtra_indicator_3_page_1,62b7f56f63c5284468d3b680fb09cd8bdad9154c72705c51dce94877549f1af7,state_aggregate_not_local_trip_demand
aishe,3,Estimated Student Enrolment ,2021-22,Maharashtra,"{""education_level"": ""PG Diploma"", ""gender"": ""Male""}",25594,published_statistic,mospi_aishe_2021-22_maharashtra_indicator_3_page_1,62b7f56f63c5284468d3b680fb09cd8bdad9154c72705c51dce94877549f1af7,state_aggregate_not_local_trip_demand
aishe,3,Estimated Student Enrolment ,2021-22,Maharashtra,"{""education_level"": ""PG Diploma"", ""gender"": ""Female""}",21182,published_statistic,mospi_aishe_2021-22_maharashtra_indicator_3_page_1,62b7f56f63c5284468d3b680fb09cd8bdad9154c72705c51dce94877549f1af7,state_aggregate_not_local_trip_demand
aishe,3,Estimated Student Enrolment ,2021-22,Maharashtra,"{""education_level"": ""PG Diploma"", ""gender"": ""Both""}",46776,published_statistic,mospi_aishe_2021-22_maharashtra_indicator_3_page_1,62b7f56f63c5284468d3b680fb09cd8bdad9154c72705c51dce94877549f1af7,state_aggregate_not_local_trip_demand
aishe,3,Estimated Student Enrolment ,2021-22,Maharashtra,"{""education_level"": ""Diploma"", ""gender"": ""Male""}",236517,published_statistic,mospi_aishe_2021-22_maharashtra_indicator_3_page_1,62b7f56f63c5284468d3b680fb09cd8bdad9154c72705c51dce94877549f1af7,state_aggregate_not_local_trip_demand
aishe,3,Estimated Student Enrolment ,2021-22,Maharashtra,"{""education_level"": ""Diploma"", ""gender"": ""Female""}",157882,published_statistic,mospi_aishe_2021-22_maharashtra_indicator_3_page_1,62b7f56f63c5284468d3b680fb09cd8bdad9154c72705c51dce94877549f1af7,state_aggregate_not_local_trip_demand
aishe,3,Estimated Student Enrolment ,2021-22,Maharashtra,"{""education_level"": ""Diploma"", ""gender"": ""Both""}",394399,published_statistic,mospi_aishe_2021-22_maharashtra_indicator_3_page_1,62b7f56f63c5284468d3b680fb09cd8bdad9154c72705c51dce94877549f1af7,state_aggregate_not_local_trip_demand
aishe,3,Estimated Student Enrolment ,2021-22,Maharashtra,"{""education_level"": ""Certificate"", ""gender"": ""Male""}",7580,published_statistic,mospi_aishe_2021-22_maharashtra_indicator_3_page_1,62b7f56f63c5284468d3b680fb09cd8bdad9154c72705c51dce94877549f1af7,state_aggregate_not_local_trip_demand
aishe,3,Estimated Student Enrolment ,2021-22,Maharashtra,"{""education_level"": ""Certificate"", ""gender"": ""Female""}",4905,published_statistic,mospi_aishe_2021-22_maharashtra_indicator_3_page_1,62b7f56f63c5284468d3b680fb09cd8bdad9154c72705c51dce94877549f1af7,state_aggregate_not_local_trip_demand
aishe,3,Estimated Student Enrolment ,2021-22,Maharashtra,"{""education_level"": ""Certificate"", ""gender"": ""Both""}",12485,published_statistic,mospi_aishe_2021-22_maharashtra_indicator_3_page_1,62b7f56f63c5284468d3b680fb09cd8bdad9154c72705c51dce94877549f1af7,state_aggregate_not_local_trip_demand
aishe,3,Estimated Student Enrolment ,2021-22,Maharashtra,"{""education_level"": ""Integrated"", ""gender"": ""Male""}",10636,published_statistic,mospi_aishe_2021-22_maharashtra_indicator_3_page_1,62b7f56f63c5284468d3b680fb09cd8bdad9154c72705c51dce94877549f1af7,state_aggregate_not_local_trip_demand
aishe,3,Estimated Student Enrolment ,2021-22,Maharashtra,"{""education_level"": ""Integrated"", ""gender"": ""Female""}",9599,published_statistic,mospi_aishe_2021-22_maharashtra_indicator_3_page_1,62b7f56f63c5284468d3b680fb09cd8bdad9154c72705c51dce94877549f1af7,state_aggregate_not_local_trip_demand
aishe,3,Estimated Student Enrolment ,2021-22,Maharashtra,"{""education_level"": ""Integrated"", ""gender"": ""Both""}",20235,published_statistic,mospi_aishe_2021-22_maharashtra_indicator_3_page_1,62b7f56f63c5284468d3b680fb09cd8bdad9154c72705c51dce94877549f1af7,state_aggregate_not_local_trip_demand
aishe,3,Estimated Student Enrolment ,2021-22,Maharashtra,"{""education_level"": ""Grand Total"", ""gender"": ""Male""}",2542831,published_statistic,mospi_aishe_2021-22_maharashtra_indicator_3_page_1,62b7f56f63c5284468d3b680fb09cd8bdad9154c72705c51dce94877549f1af7,state_aggregate_not_local_trip_demand
aishe,3,Estimated Student Enrolment ,2021-22,Maharashtra,"{""education_level"": ""Grand Total"", ""gender"": ""Female""}",2035012,published_statistic,mospi_aishe_2021-22_maharashtra_indicator_3_page_1,62b7f56f63c5284468d3b680fb09cd8bdad9154c72705c51dce94877549f1af7,state_aggregate_not_local_trip_demand
aishe,3,Estimated Student Enrolment ,2021-22,Maharashtra,"{""education_level"": ""Grand Total"", ""gender"": ""Both""}",4577843,published_statistic,mospi_aishe_2021-22_maharashtra_indicator_3_page_1,62b7f56f63c5284468d3b680fb09cd8bdad9154c72705c51dce94877549f1af7,state_aggregate_not_local_trip_demand
aishe,9,Number of Teachers,2021-22,Maharashtra,"{""faculty_type"": ""Visiting Teacher"", ""gender"": ""Both""}",3598,published_statistic,mospi_aishe_2021-22_maharashtra_indicator_9_page_1,7fe28c5c4d25ec00f6591ed60ade8b2ebe3a63ec6e19f0941d2fe4fcb4e21536,state_aggregate_not_local_trip_demand
aishe,9,Number of Teachers,2021-22,Maharashtra,"{""faculty_type"": ""All Teacher"", ""gender"": ""Both""}",167692,published_statistic,mospi_aishe_2021-22_maharashtra_indicator_9_page_1,7fe28c5c4d25ec00f6591ed60ade8b2ebe3a63ec6e19f0941d2fe4fcb4e21536,state_aggregate_not_local_trip_demand
aishe,9,Number of Teachers,2021-22,Maharashtra,"{""faculty_type"": ""All Teacher"", ""gender"": ""Male""}",95779,published_statistic,mospi_aishe_2021-22_maharashtra_indicator_9_page_1,7fe28c5c4d25ec00f6591ed60ade8b2ebe3a63ec6e19f0941d2fe4fcb4e21536,state_aggregate_not_local_trip_demand
aishe,9,Number of Teachers,2021-22,Maharashtra,"{""faculty_type"": ""All Teacher"", ""gender"": ""Female""}",71913,published_statistic,mospi_aishe_2021-22_maharashtra_indicator_9_page_1,7fe28c5c4d25ec00f6591ed60ade8b2ebe3a63ec6e19f0941d2fe4fcb4e21536,state_aggregate_not_local_trip_demand
aishe,9,Number of Teachers,2021-22,Maharashtra,"{""faculty_type"": ""Professor & Equivalent"", ""gender"": ""Male""}",11443,published_statistic,mospi_aishe_2021-22_maharashtra_indicator_9_page_1,7fe28c5c4d25ec00f6591ed60ade8b2ebe3a63ec6e19f0941d2fe4fcb4e21536,state_aggregate_not_local_trip_demand
aishe,9,Number of Teachers,2021-22,Maharashtra,"{""faculty_type"": ""Professor & Equivalent"", ""gender"": ""Female""}",4745,published_statistic,mospi_aishe_2021-22_maharashtra_indicator_9_page_1,7fe28c5c4d25ec00f6591ed60ade8b2ebe3a63ec6e19f0941d2fe4fcb4e21536,state_aggregate_not_local_trip_demand
aishe,9,Number of Teachers,2021-22,Maharashtra,"{""faculty_type"": ""Professor & Equivalent"", ""gender"": ""Both""}",16188,published_statistic,mospi_aishe_2021-22_maharashtra_indicator_9_page_1,7fe28c5c4d25ec00f6591ed60ade8b2ebe3a63ec6e19f0941d2fe4fcb4e21536,state_aggregate_not_local_trip_demand
