state_code,district_code,area_name,age_band,residence,persons_count,male_persons_count,female_persons_count,source,source_id,source_sha256,source_row,observation_year,status
27,519,District - Mumbai (23),30-34,Urban,272932,153652,119280,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,452,2011,historical_control_not_current_demand
27,519,District - Mumbai (23),35-39,Total,250947,138227,112720,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,453,2011,historical_control_not_current_demand
27,519,District - Mumbai (23),35-39,Rural,0,0,0,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,453,2011,historical_control_not_current_demand
27,519,District - Mumbai (23),35-39,Urban,250947,138227,112720,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,453,2011,historical_control_not_current_demand
27,519,District - Mumbai (23),40-44,Total,217175,118164,99011,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,454,2011,historical_control_not_current_demand
27,519,District - Mumbai (23),40-44,Rural,0,0,0,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,454,2011,historical_control_not_current_demand
27,519,District - Mumbai (23),40-44,Urban,217175,118164,99011,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,454,2011,historical_control_not_current_demand
27,519,District - Mumbai (23),45-49,Total,192532,102940,89592,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,455,2011,historical_control_not_current_demand
27,519,District - Mumbai (23),45-49,Rural,0,0,0,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,455,2011,historical_control_not_current_demand
27,519,District - Mumbai (23),45-49,Urban,192532,102940,89592,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,455,2011,historical_control_not_current_demand
27,519,District - Mumbai (23),50-54,Total,158581,86026,72555,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,456,2011,historical_control_not_current_demand
27,519,District - Mumbai (23),50-54,Rural,0,0,0,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,456,2011,historical_control_not_current_demand
27,519,District - Mumbai (23),50-54,Urban,158581,86026,72555,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,456,2011,historical_control_not_current_demand
27,519,District - Mumbai (23),55-59,Total,125961,67561,58400,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,457,2011,historical_control_not_current_demand
27,519,District - Mumbai (23),55-59,Rural,0,0,0,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,457,2011,historical_control_not_current_demand
27,519,District - Mumbai (23),55-59,Urban,125961,67561,58400,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,457,2011,historical_control_not_current_demand
27,519,District - Mumbai (23),60-64,Total,103157,52219,50938,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,458,2011,historical_control_not_current_demand
27,519,District - Mumbai (23),60-64,Rural,0,0,0,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,458,2011,historical_control_not_current_demand
27,519,District - Mumbai (23),60-64,Urban,103157,52219,50938,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,458,2011,historical_control_not_current_demand
27,519,District - Mumbai (23),65-69,Total,70896,34703,36193,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,459,2011,historical_control_not_current_demand
27,519,District - Mumbai (23),65-69,Rural,0,0,0,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,459,2011,historical_control_not_current_demand
27,519,District - Mumbai (23),65-69,Urban,70896,34703,36193,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,459,2011,historical_control_not_current_demand
27,519,District - Mumbai (23),70-74,Total,52043,24438,27605,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,460,2011,historical_control_not_current_demand
27,519,District - Mumbai (23),70-74,Rural,0,0,0,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,460,2011,historical_control_not_current_demand
27,519,District - Mumbai (23),70-74,Urban,52043,24438,27605,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,460,2011,historical_control_not_current_demand
27,519,District - Mumbai (23),75-79,Total,33506,15277,18229,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,461,2011,historical_control_not_current_demand
27,519,District - Mumbai (23),75-79,Rural,0,0,0,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,461,2011,historical_control_not_current_demand
27,519,District - Mumbai (23),75-79,Urban,33506,15277,18229,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,461,2011,historical_control_not_current_demand
27,519,District - Mumbai (23),80+,Total,39099,17246,21853,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,462,2011,historical_control_not_current_demand
27,519,District - Mumbai (23),80+,Rural,0,0,0,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,462,2011,historical_control_not_current_demand
27,519,District - Mumbai (23),80+,Urban,39099,17246,21853,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,462,2011,historical_control_not_current_demand
27,519,District - Mumbai (23),Age not stated,Total,15577,9049,6528,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,463,2011,historical_control_not_current_demand
27,519,District - Mumbai (23),Age not stated,Rural,0,0,0,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,463,2011,historical_control_not_current_demand
27,519,District - Mumbai (23),Age not stated,Urban,15577,9049,6528,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,463,2011,historical_control_not_current_demand
27,520,District - Raigarh (24),All ages,Total,2634200,1344345,1289855,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,464,2011,historical_control_not_current_demand
27,520,District - Raigarh (24),All ages,Rural,1664005,836996,827009,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,464,2011,historical_control_not_current_demand
27,520,District - Raigarh (24),All ages,Urban,970195,507349,462846,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,464,2011,historical_control_not_current_demand
27,520,District - Raigarh (24),0-4,Total,212756,109596,103160,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,465,2011,historical_control_not_current_demand
27,520,District - Raigarh (24),0-4,Rural,133769,68619,65150,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,465,2011,historical_control_not_current_demand
27,520,District - Raigarh (24),0-4,Urban,78987,40977,38010,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,465,2011,historical_control_not_current_demand
27,520,District - Raigarh (24),5-9,Total,221412,115295,106117,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,466,2011,historical_control_not_current_demand
27,520,District - Raigarh (24),5-9,Rural,140119,72036,68083,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,466,2011,historical_control_not_current_demand
27,520,District - Raigarh (24),5-9,Urban,81293,43259,38034,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,466,2011,historical_control_not_current_demand
27,520,District - Raigarh (24),10-14,Total,243177,126154,117023,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,467,2011,historical_control_not_current_demand
27,520,District - Raigarh (24),10-14,Rural,159424,81946,77478,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,467,2011,historical_control_not_current_demand
27,520,District - Raigarh (24),10-14,Urban,83753,44208,39545,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,467,2011,historical_control_not_current_demand
27,520,District - Raigarh (24),15-19,Total,239580,125665,113915,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,468,2011,historical_control_not_current_demand
27,520,District - Raigarh (24),15-19,Rural,155325,80635,74690,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,468,2011,historical_control_not_current_demand
27,520,District - Raigarh (24),15-19,Urban,84255,45030,39225,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,468,2011,historical_control_not_current_demand
27,520,District - Raigarh (24),20-24,Total,253293,129247,124046,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,469,2011,historical_control_not_current_demand
27,520,District - Raigarh (24),20-24,Rural,155038,78999,76039,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,469,2011,historical_control_not_current_demand
27,520,District - Raigarh (24),20-24,Urban,98255,50248,48007,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,469,2011,historical_control_not_current_demand
27,520,District - Raigarh (24),25-29,Total,243936,123979,119957,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,470,2011,historical_control_not_current_demand
27,520,District - Raigarh (24),25-29,Rural,143521,73751,69770,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,470,2011,historical_control_not_current_demand
27,520,District - Raigarh (24),25-29,Urban,100415,50228,50187,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,470,2011,historical_control_not_current_demand
27,520,District - Raigarh (24),30-34,Total,215669,109793,105876,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,471,2011,historical_control_not_current_demand
27,520,District - Raigarh (24),30-34,Rural,125468,63407,62061,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,471,2011,historical_control_not_current_demand
27,520,District - Raigarh (24),30-34,Urban,90201,46386,43815,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,471,2011,historical_control_not_current_demand
27,520,District - Raigarh (24),35-39,Total,205190,103754,101436,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,472,2011,historical_control_not_current_demand
27,520,District - Raigarh (24),35-39,Rural,121621,60767,60854,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,472,2011,historical_control_not_current_demand
27,520,District - Raigarh (24),35-39,Urban,83569,42987,40582,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,472,2011,historical_control_not_current_demand
27,520,District - Raigarh (24),40-44,Total,178369,92796,85573,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,473,2011,historical_control_not_current_demand
27,520,District - Raigarh (24),40-44,Rural,107525,54559,52966,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,473,2011,historical_control_not_current_demand
27,520,District - Raigarh (24),40-44,Urban,70844,38237,32607,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,473,2011,historical_control_not_current_demand
27,520,District - Raigarh (24),45-49,Total,149111,76354,72757,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,474,2011,historical_control_not_current_demand
27,520,District - Raigarh (24),45-49,Rural,92071,45452,46619,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,474,2011,historical_control_not_current_demand
27,520,District - Raigarh (24),45-49,Urban,57040,30902,26138,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,474,2011,historical_control_not_current_demand
27,520,District - Raigarh (24),50-54,Total,122160,64123,58037,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,475,2011,historical_control_not_current_demand
27,520,District - Raigarh (24),50-54,Rural,78106,39396,38710,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,475,2011,historical_control_not_current_demand
27,520,District - Raigarh (24),50-54,Urban,44054,24727,19327,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,475,2011,historical_control_not_current_demand
27,520,District - Raigarh (24),55-59,Total,95150,48236,46914,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,476,2011,historical_control_not_current_demand
27,520,District - Raigarh (24),55-59,Rural,63772,31098,32674,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,476,2011,historical_control_not_current_demand
27,520,District - Raigarh (24),55-59,Urban,31378,17138,14240,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,476,2011,historical_control_not_current_demand
27,520,District - Raigarh (24),60-64,Total,82444,39604,42840,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,477,2011,historical_control_not_current_demand
27,520,District - Raigarh (24),60-64,Rural,58484,27009,31475,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,477,2011,historical_control_not_current_demand
27,520,District - Raigarh (24),60-64,Urban,23960,12595,11365,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,477,2011,historical_control_not_current_demand
27,520,District - Raigarh (24),65-69,Total,64716,29704,35012,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,478,2011,historical_control_not_current_demand
27,520,District - Raigarh (24),65-69,Rural,49172,22113,27059,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,478,2011,historical_control_not_current_demand
27,520,District - Raigarh (24),65-69,Urban,15544,7591,7953,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,478,2011,historical_control_not_current_demand
27,520,District - Raigarh (24),70-74,Total,46748,21556,25192,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,479,2011,historical_control_not_current_demand
27,520,District - Raigarh (24),70-74,Rural,36153,16459,19694,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,479,2011,historical_control_not_current_demand
27,520,District - Raigarh (24),70-74,Urban,10595,5097,5498,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,479,2011,historical_control_not_current_demand
27,520,District - Raigarh (24),75-79,Total,24543,11321,13222,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,480,2011,historical_control_not_current_demand
27,520,District - Raigarh (24),75-79,Rural,18482,8485,9997,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,480,2011,historical_control_not_current_demand
27,520,District - Raigarh (24),75-79,Urban,6061,2836,3225,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,480,2011,historical_control_not_current_demand
27,520,District - Raigarh (24),80+,Total,26980,12250,14730,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,481,2011,historical_control_not_current_demand
27,520,District - Raigarh (24),80+,Rural,19798,9017,10781,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,481,2011,historical_control_not_current_demand
27,520,District - Raigarh (24),80+,Urban,7182,3233,3949,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,481,2011,historical_control_not_current_demand
27,520,District - Raigarh (24),Age not stated,Total,8966,4918,4048,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,482,2011,historical_control_not_current_demand
27,520,District - Raigarh (24),Age not stated,Rural,6157,3248,2909,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,482,2011,historical_control_not_current_demand
27,520,District - Raigarh (24),Age not stated,Urban,2809,1670,1139,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,482,2011,historical_control_not_current_demand
