geography_id,district_code,subdistrict_code,level,name,tier,rule,evidence,persons_count,households_count
27:519:99999:802794:0101:000000,519,99999,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-0101,core,greater_mumbai,Census 2011 district 519,92528,21985
27:519:99999:802794:0102:000000,519,99999,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-0102,core,greater_mumbai,Census 2011 district 519,32450,7787
27:519:99999:802794:0103:000000,519,99999,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-0103,core,greater_mumbai,Census 2011 district 519,23963,5618
27:519:99999:802794:0104:000000,519,99999,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-0104,core,greater_mumbai,Census 2011 district 519,12402,2925
27:519:99999:802794:0105:000000,519,99999,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-0105,core,greater_mumbai,Census 2011 district 519,23671,5551
27:519:99999:802794:0206:000000,519,99999,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-0206,core,greater_mumbai,Census 2011 district 519,26794,5802
27:519:99999:802794:0207:000000,519,99999,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-0207,core,greater_mumbai,Census 2011 district 519,14451,3223
27:519:99999:802794:0208:000000,519,99999,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-0208,core,greater_mumbai,Census 2011 district 519,55886,11440
27:519:99999:802794:0209:000000,519,99999,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-0209,core,greater_mumbai,Census 2011 district 519,30159,6675
27:519:99999:802794:0310:000000,519,99999,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-0310,core,greater_mumbai,Census 2011 district 519,23703,5097
27:519:99999:802794:0311:000000,519,99999,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-0311,core,greater_mumbai,Census 2011 district 519,25646,5335
27:519:99999:802794:0312:000000,519,99999,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-0312,core,greater_mumbai,Census 2011 district 519,37220,7572
27:519:99999:802794:0313:000000,519,99999,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-0313,core,greater_mumbai,Census 2011 district 519,17853,3960
27:519:99999:802794:0314:000000,519,99999,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-0314,core,greater_mumbai,Census 2011 district 519,30878,7171
27:519:99999:802794:0315:000000,519,99999,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-0315,core,greater_mumbai,Census 2011 district 519,30861,7344
27:519:99999:802794:0416:000000,519,99999,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-0416,core,greater_mumbai,Census 2011 district 519,52217,11187
27:519:99999:802794:0417:000000,519,99999,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-0417,core,greater_mumbai,Census 2011 district 519,54783,10999
27:519:99999:802794:0418:000000,519,99999,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-0418,core,greater_mumbai,Census 2011 district 519,38581,9356
27:519:99999:802794:0419:000000,519,99999,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-0419,core,greater_mumbai,Census 2011 district 519,15065,3641
27:519:99999:802794:0420:000000,519,99999,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-0420,core,greater_mumbai,Census 2011 district 519,67661,15333
27:519:99999:802794:0421:000000,519,99999,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-0421,core,greater_mumbai,Census 2011 district 519,118559,27040
27:519:99999:802794:0522:000000,519,99999,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-0522,core,greater_mumbai,Census 2011 district 519,88149,18125
27:519:99999:802794:0523:000000,519,99999,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-0523,core,greater_mumbai,Census 2011 district 519,57232,12336
27:519:99999:802794:0524:000000,519,99999,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-0524,core,greater_mumbai,Census 2011 district 519,19851,4264
27:519:99999:802794:0525:000000,519,99999,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-0525,core,greater_mumbai,Census 2011 district 519,32121,5943
27:519:99999:802794:0526:000000,519,99999,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-0526,core,greater_mumbai,Census 2011 district 519,35980,6842
27:519:99999:802794:0527:000000,519,99999,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-0527,core,greater_mumbai,Census 2011 district 519,159953,30836
27:519:99999:802794:0628:000000,519,99999,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-0628,core,greater_mumbai,Census 2011 district 519,107563,24948
27:519:99999:802794:0629:000000,519,99999,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-0629,core,greater_mumbai,Census 2011 district 519,168063,35973
27:519:99999:802794:0630:000000,519,99999,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-0630,core,greater_mumbai,Census 2011 district 519,85346,18812
27:519:99999:802794:0731:000000,519,99999,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-0731,core,greater_mumbai,Census 2011 district 519,44768,11331
27:519:99999:802794:0732:000000,519,99999,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-0732,core,greater_mumbai,Census 2011 district 519,484266,108293
27:519:99999:802794:0835:000000,519,99999,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-0835,core,greater_mumbai,Census 2011 district 519,48021,10786
27:519:99999:802794:0836:000000,519,99999,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-0836,core,greater_mumbai,Census 2011 district 519,148827,33628
27:519:99999:802794:0837:000000,519,99999,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-0837,core,greater_mumbai,Census 2011 district 519,96529,20910
27:519:99999:802794:0838:000000,519,99999,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-0838,core,greater_mumbai,Census 2011 district 519,84372,18133
27:519:99999:802794:0933:000000,519,99999,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-0933,core,greater_mumbai,Census 2011 district 519,454589,94194
27:519:99999:802794:0934:000000,519,99999,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-0934,core,greater_mumbai,Census 2011 district 519,80583,19603
27:519:99999:802794:0935:000000,519,99999,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-0935,core,greater_mumbai,Census 2011 district 519,63867,14341
27:518:99999:802794:1043:000000,518,99999,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-1043,core,greater_mumbai,Census 2011 district 518,99427,21127
27:518:99999:802794:1045:000000,518,99999,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-1045,core,greater_mumbai,Census 2011 district 518,185572,38257
27:518:99999:802794:1048:000000,518,99999,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-1048,core,greater_mumbai,Census 2011 district 518,272240,60882
27:518:99999:802794:1139:000000,518,99999,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-1139,core,greater_mumbai,Census 2011 district 518,47123,9739
27:518:99999:802794:1140:000000,518,99999,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-1140,core,greater_mumbai,Census 2011 district 518,36739,9538
27:518:99999:802794:1141:000000,518,99999,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-1141,core,greater_mumbai,Census 2011 district 518,48710,12403
27:518:99999:802794:1142:000000,518,99999,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-1142,core,greater_mumbai,Census 2011 district 518,59337,13302
27:518:99999:802794:1143:000000,518,99999,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-1143,core,greater_mumbai,Census 2011 district 518,29539,7175
27:518:99999:802794:1144:000000,518,99999,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-1144,core,greater_mumbai,Census 2011 district 518,18855,4793
27:518:99999:802794:1145:000000,518,99999,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-1145,core,greater_mumbai,Census 2011 district 518,12322,3024
27:518:99999:802794:1146:000000,518,99999,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-1146,core,greater_mumbai,Census 2011 district 518,26671,6710
27:518:99999:802794:1147:000000,518,99999,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-1147,core,greater_mumbai,Census 2011 district 518,28285,6259
27:518:99999:802794:1249:000000,518,99999,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-1249,core,greater_mumbai,Census 2011 district 518,164831,39274
27:518:99999:802794:1255:000000,518,99999,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-1255,core,greater_mumbai,Census 2011 district 518,393391,90659
27:518:99999:802794:1256:000000,518,99999,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-1256,core,greater_mumbai,Census 2011 district 518,265663,60912
27:518:99999:802794:1350:000000,518,99999,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-1350,core,greater_mumbai,Census 2011 district 518,57426,13088
27:518:99999:802794:1351:000000,518,99999,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-1351,core,greater_mumbai,Census 2011 district 518,99002,21999
27:518:99999:802794:1352:000000,518,99999,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-1352,core,greater_mumbai,Census 2011 district 518,312567,71469
27:518:99999:802794:1353:000000,518,99999,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-1353,core,greater_mumbai,Census 2011 district 518,92709,22999
27:518:99999:802794:1354:000000,518,99999,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-1354,core,greater_mumbai,Census 2011 district 518,9182,2128
27:518:99999:802794:1357:000000,518,99999,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-1357,core,greater_mumbai,Census 2011 district 518,177802,36393
27:518:99999:802794:1458:000000,518,99999,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-1458,core,greater_mumbai,Census 2011 district 518,23689,5286
27:518:99999:802794:1459:000000,518,99999,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-1459,core,greater_mumbai,Census 2011 district 518,99684,24614
27:518:99999:802794:1460:000000,518,99999,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-1460,core,greater_mumbai,Census 2011 district 518,338465,76639
27:518:99999:802794:1463:000000,518,99999,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-1463,core,greater_mumbai,Census 2011 district 518,1669,383
27:518:99999:802794:1561:000000,518,99999,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-1561,core,greater_mumbai,Census 2011 district 518,10121,2349
27:518:99999:802794:1562:000000,518,99999,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-1562,core,greater_mumbai,Census 2011 district 518,168576,40692
27:518:99999:802794:1563:000000,518,99999,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-1563,core,greater_mumbai,Census 2011 district 518,120217,26910
27:518:99999:802794:1564:000000,518,99999,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-1564,core,greater_mumbai,Census 2011 district 518,391381,87118
27:518:99999:802794:1565:000000,518,99999,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-1565,core,greater_mumbai,Census 2011 district 518,247521,53805
27:518:99999:802794:1566:000000,518,99999,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-1566,core,greater_mumbai,Census 2011 district 518,3550,768
27:518:99999:802794:1667:000000,518,99999,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-1667,core,greater_mumbai,Census 2011 district 518,348033,80526
27:518:99999:802794:1668:000000,518,99999,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-1668,core,greater_mumbai,Census 2011 district 518,343196,79113
27:518:99999:802794:1769:000000,518,99999,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-1769,core,greater_mumbai,Census 2011 district 518,306941,74368
27:518:99999:802794:1770:000000,518,99999,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-1770,core,greater_mumbai,Census 2011 district 518,56789,13831
27:518:99999:802794:1771:000000,518,99999,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-1771,core,greater_mumbai,Census 2011 district 518,6060,1382
27:518:99999:802794:1772:000000,518,99999,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-1772,core,greater_mumbai,Census 2011 district 518,91245,21044
27:518:99999:802794:1773:000000,518,99999,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-1773,core,greater_mumbai,Census 2011 district 518,101127,24170
27:518:99999:802794:1870:000000,518,99999,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-1870,core,greater_mumbai,Census 2011 district 518,122270,30933
27:518:99999:802794:1873:000000,518,99999,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-1873,core,greater_mumbai,Census 2011 district 518,154558,36641
27:518:99999:802794:1874:000000,518,99999,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-1874,core,greater_mumbai,Census 2011 district 518,154540,36517
27:518:99999:802794:1975:000000,518,99999,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-1975,core,greater_mumbai,Census 2011 district 518,139548,26590
27:518:99999:802794:1976:000000,518,99999,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-1976,core,greater_mumbai,Census 2011 district 518,19086,3860
27:518:99999:802794:1977:000000,518,99999,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-1977,core,greater_mumbai,Census 2011 district 518,156954,33618
27:518:99999:802794:1978:000000,518,99999,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-1978,core,greater_mumbai,Census 2011 district 518,586637,122765
27:518:99999:802794:2079:000000,518,99999,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-2079,core,greater_mumbai,Census 2011 district 518,47147,9781
27:518:99999:802794:2080:000000,518,99999,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-2080,core,greater_mumbai,Census 2011 district 518,760573,156619
27:518:99999:802794:2179:000000,518,99999,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-2179,core,greater_mumbai,Census 2011 district 518,357518,80737
27:518:99999:802794:2180:000000,518,99999,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-2180,core,greater_mumbai,Census 2011 district 518,54375,12870
27:518:99999:802794:2281:000000,518,99999,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-2281,core,greater_mumbai,Census 2011 district 518,233451,53386
27:518:99999:802794:2282:000000,518,99999,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-2282,core,greater_mumbai,Census 2011 district 518,54020,11640
27:518:99999:802794:2283:000000,518,99999,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-2283,core,greater_mumbai,Census 2011 district 518,215682,46583
27:518:99999:802794:2284:000000,518,99999,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-2284,core,greater_mumbai,Census 2011 district 518,119700,26276
27:518:99999:802794:2384:000000,518,99999,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-2384,core,greater_mumbai,Census 2011 district 518,216393,49589
27:518:99999:802794:2385:000000,518,99999,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-2385,core,greater_mumbai,Census 2011 district 518,527390,120373
27:518:99999:802794:2486:000000,518,99999,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-2486,core,greater_mumbai,Census 2011 district 518,102918,26023
27:518:99999:802794:2487:000000,518,99999,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-2487,core,greater_mumbai,Census 2011 district 518,206590,47985
27:518:99999:802794:2488:000000,518,99999,WARD,Greater Mumbai (M Corp.) (Part) WARD NO.-2488,core,greater_mumbai,Census 2011 district 518,31955,7690
27:517:04157:551531:0000:000000,517,04157,VILLAGE,Sambha,external,external,"in the four districts, named by no MMR list",4881,825
27:517:04157:551532:0000:000000,517,04157,VILLAGE,Achchhad,external,external,"in the four districts, named by no MMR list",2770,599
27:517:04157:551533:0000:000000,517,04157,VILLAGE,Kajali,external,external,"in the four districts, named by no MMR list",1019,196
27:517:04157:551534:0000:000000,517,04157,VILLAGE,Upalat,external,external,"in the four districts, named by no MMR list",10893,1880
27:517:04157:551535:0000:000000,517,04157,VILLAGE,Bormal,external,external,"in the four districts, named by no MMR list",1661,310
27:517:04157:551536:0000:000000,517,04157,VILLAGE,Masanpada ,external,external,"in the four districts, named by no MMR list",1264,241
27:517:04157:551537:0000:000000,517,04157,VILLAGE,Ambeshetgaon,external,external,"in the four districts, named by no MMR list",1114,163
27:517:04157:551538:0000:000000,517,04157,VILLAGE,Kochai,external,external,"in the four districts, named by no MMR list",3539,602
27:517:04157:551539:0000:000000,517,04157,VILLAGE,Thakarpada,external,external,"in the four districts, named by no MMR list",1278,218
27:517:04157:551540:0000:000000,517,04157,VILLAGE,Amagaon,external,external,"in the four districts, named by no MMR list",2185,403
27:517:04157:551541:0000:000000,517,04157,VILLAGE,Dongari,external,external,"in the four districts, named by no MMR list",5581,990
27:517:04157:551542:0000:000000,517,04157,VILLAGE,Ghimniye,external,external,"in the four districts, named by no MMR list",3722,698
27:517:04157:551543:0000:000000,517,04157,VILLAGE,Girgaon,external,external,"in the four districts, named by no MMR list",2735,523
27:517:04157:551544:0000:000000,517,04157,VILLAGE,Dolharpada,external,external,"in the four districts, named by no MMR list",3588,592
27:517:04157:551545:0000:000000,517,04157,VILLAGE,Kharadpada ,external,external,"in the four districts, named by no MMR list",730,133
27:517:04157:551546:0000:000000,517,04157,VILLAGE,Vilatgaon ,external,external,"in the four districts, named by no MMR list",850,146
27:517:04157:551547:0000:000000,517,04157,VILLAGE,Varwade,external,external,"in the four districts, named by no MMR list",5877,951
27:517:04157:551548:0000:000000,517,04157,VILLAGE,Sawroli,external,external,"in the four districts, named by no MMR list",3341,611
27:517:04157:551549:0000:000000,517,04157,VILLAGE,Anwir,external,external,"in the four districts, named by no MMR list",3604,585
27:517:04157:551550:0000:000000,517,04157,VILLAGE,Sutrakar,external,external,"in the four districts, named by no MMR list",8795,1541
27:517:04157:551551:0000:000000,517,04157,VILLAGE,Ibhadpada,external,external,"in the four districts, named by no MMR list",1248,225
27:517:04157:551552:0000:000000,517,04157,VILLAGE,Sutarpada,external,external,"in the four districts, named by no MMR list",4388,853
27:517:04157:551553:0000:000000,517,04157,VILLAGE,Patilpada,external,external,"in the four districts, named by no MMR list",3000,602
27:517:04157:551554:0000:000000,517,04157,VILLAGE,Zari,external,external,"in the four districts, named by no MMR list",4602,806
27:517:04157:551555:0000:000000,517,04157,VILLAGE,Vevaji,external,external,"in the four districts, named by no MMR list",2672,563
27:517:04157:551556:0000:000000,517,04157,VILLAGE,Gorakhpur,external,external,"in the four districts, named by no MMR list",4333,751
27:517:04157:551557:0000:000000,517,04157,VILLAGE,Borigaon,external,external,"in the four districts, named by no MMR list",940,213
27:517:04157:551558:0000:000000,517,04157,VILLAGE,Zai,external,external,"in the four districts, named by no MMR list",4571,905
27:517:04157:551559:0000:000000,517,04157,VILLAGE,Brahmanpada,external,external,"in the four districts, named by no MMR list",2571,461
27:517:04157:551560:0000:000000,517,04157,VILLAGE,Baradi,external,external,"in the four districts, named by no MMR list",3418,697
27:517:04157:551561:0000:000000,517,04157,VILLAGE,Patilpada,external,external,"in the four districts, named by no MMR list",1240,242
27:517:04157:551562:0000:000000,517,04157,VILLAGE,Karajgaon,external,external,"in the four districts, named by no MMR list",1849,338
27:517:04157:551563:0000:000000,517,04157,VILLAGE,Manpada,external,external,"in the four districts, named by no MMR list",949,188
27:517:04157:551564:0000:000000,517,04157,VILLAGE,Vasa,external,external,"in the four districts, named by no MMR list",6024,1084
27:517:04157:551565:0000:000000,517,04157,VILLAGE,Awarpada,external,external,"in the four districts, named by no MMR list",1562,275
27:517:04157:551566:0000:000000,517,04157,VILLAGE,Talasari,external,external,"in the four districts, named by no MMR list",4374,760
27:517:04157:551567:0000:000000,517,04157,VILLAGE,Thakarpada ,external,external,"in the four districts, named by no MMR list",5054,831
27:517:04157:551568:0000:000000,517,04157,VILLAGE,Kawade,external,external,"in the four districts, named by no MMR list",3127,536
27:517:04157:551569:0000:000000,517,04157,VILLAGE,Sawane,external,external,"in the four districts, named by no MMR list",3008,432
27:517:04157:551570:0000:000000,517,04157,VILLAGE,Vadavali,external,external,"in the four districts, named by no MMR list",5891,1067
27:517:04157:551571:0000:000000,517,04157,VILLAGE,Patilpada,external,external,"in the four districts, named by no MMR list",3658,770
27:517:04157:551572:0000:000000,517,04157,VILLAGE,Kurze,external,external,"in the four districts, named by no MMR list",5546,997
27:517:04157:551573:0000:000000,517,04157,VILLAGE,Gandhinagar,external,external,"in the four districts, named by no MMR list",2590,494
27:517:04157:551574:0000:000000,517,04157,VILLAGE,Kodad,external,external,"in the four districts, named by no MMR list",1819,357
27:517:04157:551575:0000:000000,517,04157,VILLAGE,Udhawa,external,external,"in the four districts, named by no MMR list",3026,604
27:517:04157:551576:0000:000000,517,04157,VILLAGE,Sagarshet,external,external,"in the four districts, named by no MMR list",3931,684
27:517:04158:551577:0000:000000,517,04158,VILLAGE,Bordi,external,external,"in the four districts, named by no MMR list",7682,1647
27:517:04158:551578:0000:000000,517,04158,VILLAGE,Jalwai,external,external,"in the four districts, named by no MMR list",1405,306
27:517:04158:551579:0000:000000,517,04158,VILLAGE,Jambugaon,external,external,"in the four districts, named by no MMR list",7298,1509
27:517:04158:551580:0000:000000,517,04158,VILLAGE,Aswali,external,external,"in the four districts, named by no MMR list",2165,384
27:517:04158:551581:0000:000000,517,04158,VILLAGE,Khunavade,external,external,"in the four districts, named by no MMR list",1636,339
27:517:04158:551582:0000:000000,517,04158,VILLAGE,Rampur,external,external,"in the four districts, named by no MMR list",4888,1090
27:517:04158:551583:0000:000000,517,04158,VILLAGE,Gholwad,external,external,"in the four districts, named by no MMR list",4403,994
27:517:04158:551584:0000:000000,517,04158,VILLAGE,Vikasnagar,external,external,"in the four districts, named by no MMR list",1630,337
27:517:04158:551585:0000:000000,517,04158,VILLAGE,Chikhale,external,external,"in the four districts, named by no MMR list",4534,1120
27:517:04158:551586:0000:000000,517,04158,VILLAGE,Naraliwadi,external,external,"in the four districts, named by no MMR list",920,207
27:517:04158:551587:0000:000000,517,04158,VILLAGE,Chimbave,external,external,"in the four districts, named by no MMR list",1339,280
27:517:04158:551588:0000:000000,517,04158,VILLAGE,Ambewadi,external,external,"in the four districts, named by no MMR list",1018,234
27:517:04158:551589:0000:000000,517,04158,VILLAGE,Narpad,external,external,"in the four districts, named by no MMR list",2759,695
27:517:04158:551590:0000:000000,517,04158,VILLAGE,Thakurwadi,external,external,"in the four districts, named by no MMR list",935,203
27:517:04158:551591:0000:000000,517,04158,VILLAGE,Waki,external,external,"in the four districts, named by no MMR list",2260,398
27:517:04158:551592:0000:000000,517,04158,VILLAGE,Zarali,external,external,"in the four districts, named by no MMR list",1338,257
27:517:04158:551593:0000:000000,517,04158,VILLAGE,Kainad,external,external,"in the four districts, named by no MMR list",5706,1174
27:517:04158:551594:0000:000000,517,04158,VILLAGE,Ambesari,external,external,"in the four districts, named by no MMR list",5690,1062
27:517:04158:551595:0000:000000,517,04158,VILLAGE,Sogwe,external,external,"in the four districts, named by no MMR list",2485,471
27:517:04158:551596:0000:000000,517,04158,VILLAGE,Kosbad,external,external,"in the four districts, named by no MMR list",4479,835
27:517:04158:551597:0000:000000,517,04158,VILLAGE,Nandare,external,external,"in the four districts, named by no MMR list",444,91
27:517:04158:551598:0000:000000,517,04158,VILLAGE,Kasara,external,external,"in the four districts, named by no MMR list",1954,425
27:517:04158:551599:0000:000000,517,04158,VILLAGE,Lashkari,external,external,"in the four districts, named by no MMR list",967,211
27:517:04158:551600:0000:000000,517,04158,VILLAGE,Kankradi,external,external,"in the four districts, named by no MMR list",1769,369
27:517:04158:551601:0000:000000,517,04158,VILLAGE,Raipada,external,external,"in the four districts, named by no MMR list",1964,422
27:517:04158:551602:0000:000000,517,04158,VILLAGE,Junnarpada,external,external,"in the four districts, named by no MMR list",3245,679
27:517:04158:551603:0000:000000,517,04158,VILLAGE,Patilpada,external,external,"in the four districts, named by no MMR list",2895,569
27:517:04158:551604:0000:000000,517,04158,VILLAGE,Paraswadi,external,external,"in the four districts, named by no MMR list",1399,241
27:517:04158:551605:0000:000000,517,04158,VILLAGE,Vasantwadi,external,external,"in the four districts, named by no MMR list",2009,396
27:517:04158:551606:0000:000000,517,04158,VILLAGE,Gaurwadi,external,external,"in the four districts, named by no MMR list",1844,338
27:517:04158:551607:0000:000000,517,04158,VILLAGE,Asave,external,external,"in the four districts, named by no MMR list",1841,337
27:517:04158:551608:0000:000000,517,04158,VILLAGE,Ashagad,external,external,"in the four districts, named by no MMR list",4160,824
27:517:04158:551609:0000:000000,517,04158,VILLAGE,Jamshet,external,external,"in the four districts, named by no MMR list",1775,294
27:517:04158:551610:0000:000000,517,04158,VILLAGE,Saravali,external,external,"in the four districts, named by no MMR list",5402,1171
27:517:04158:551611:0000:000000,517,04158,VILLAGE,Sawata,external,external,"in the four districts, named by no MMR list",1594,348
27:517:04158:551612:0000:000000,517,04158,VILLAGE,Chari Tarf Kotebi,external,external,"in the four districts, named by no MMR list",1927,387
27:517:04158:551613:0000:000000,517,04158,VILLAGE,Agwan,external,external,"in the four districts, named by no MMR list",3993,741
27:517:04158:551614:0000:000000,517,04158,VILLAGE,Motapada,external,external,"in the four districts, named by no MMR list",1149,250
27:517:04158:551615:0000:000000,517,04158,VILLAGE,Pale,external,external,"in the four districts, named by no MMR list",2569,523
27:517:04158:551616:0000:000000,517,04158,VILLAGE,Kotabi,external,external,"in the four districts, named by no MMR list",1507,306
27:517:04158:551617:0000:000000,517,04158,VILLAGE,Dehane,external,external,"in the four districts, named by no MMR list",3214,651
27:517:04158:551618:0000:000000,517,04158,VILLAGE,Dhamanagaon,external,external,"in the four districts, named by no MMR list",3905,672
27:517:04158:551619:0000:000000,517,04158,VILLAGE,Komgaon,external,external,"in the four districts, named by no MMR list",2134,374
27:517:04158:551620:0000:000000,517,04158,VILLAGE,Vankas,external,external,"in the four districts, named by no MMR list",4019,713
27:517:04158:551621:0000:000000,517,04158,VILLAGE,Dapchari,external,external,"in the four districts, named by no MMR list",3645,753
27:517:04158:551622:0000:000000,517,04158,VILLAGE,Varkhande,external,external,"in the four districts, named by no MMR list",1041,195
27:517:04158:551623:0000:000000,517,04158,VILLAGE,Khubale,external,external,"in the four districts, named by no MMR list",913,149
27:517:04158:551624:0000:000000,517,04158,VILLAGE,Tornipada,external,external,"in the four districts, named by no MMR list",284,54
27:517:04158:551625:0000:000000,517,04158,VILLAGE,Bendgaon,external,external,"in the four districts, named by no MMR list",828,160
27:517:04158:551626:0000:000000,517,04158,VILLAGE,Kalamdevi,external,external,"in the four districts, named by no MMR list",1582,214
27:517:04158:551627:0000:000000,517,04158,VILLAGE,Shilonde,external,external,"in the four districts, named by no MMR list",2512,424
27:517:04158:551628:0000:000000,517,04158,VILLAGE,Patilpada,external,external,"in the four districts, named by no MMR list",441,119
27:517:04158:551629:0000:000000,517,04158,VILLAGE,Gadchinchale,external,external,"in the four districts, named by no MMR list",1208,248
27:517:04158:551630:0000:000000,517,04158,VILLAGE,Diwashi,external,external,"in the four districts, named by no MMR list",1380,318
27:517:04158:551631:0000:000000,517,04158,VILLAGE,Dabhadi,external,external,"in the four districts, named by no MMR list",2099,411
27:517:04158:551632:0000:000000,517,04158,VILLAGE,Kinhawali,external,external,"in the four districts, named by no MMR list",2163,331
27:517:04158:551633:0000:000000,517,04158,VILLAGE,Alkapur,external,external,"in the four districts, named by no MMR list",1195,223
27:517:04158:551634:0000:000000,517,04158,VILLAGE,Sukad-amba,external,external,"in the four districts, named by no MMR list",1811,367
27:517:04158:551635:0000:000000,517,04158,VILLAGE,Vyahali,external,external,"in the four districts, named by no MMR list",517,83
27:517:04158:551636:0000:000000,517,04158,VILLAGE,Rampur,external,external,"in the four districts, named by no MMR list",975,175
