transport_class,tag,raw_value,normalised_value,unit,status,way_count
highway=track,smoothness,very_horrible,,,retained_text,2
highway=track,source,Bing,,,retained_text,6
highway=track,source,GPS,,,retained_text,27
highway=track,source,GPS;survey,,,retained_text,5
highway=track,source,MapWithAI,,,retained_text,2
highway=track,source,Yahoo,,,retained_text,13
highway=track,source,Yahoo hires,,,retained_text,5
highway=track,source,bing,,,retained_text,1
highway=track,source,digitalglobe,,,retained_text,2229
highway=track,source,digitalglobe;maxar,,,retained_text,1
highway=track,source,maxar,,,retained_text,2549
highway=track,source,stackbox,,,retained_text,7
highway=track,source,survey,,,retained_text,1
highway=track,surface,asphalt,,,retained_text,19
highway=track,surface,cobblestone,,,retained_text,2
highway=track,surface,compacted,,,retained_text,1
highway=track,surface,concrete,,,retained_text,1
highway=track,surface,dirt,,,retained_text,41
highway=track,surface,gravel,,,retained_text,6
highway=track,surface,ground,,,retained_text,9
highway=track,surface,mud,,,retained_text,2
highway=track,surface,paved,,,retained_text,6
highway=track,surface,paving_stones,,,retained_text,3
highway=track,surface,sett,,,retained_text,1
highway=track,surface,unpaved,,,retained_text,2423
highway=track,tracktype,grade1,,,retained_text,11
highway=track,tracktype,grade2,,,retained_text,43
highway=track,tracktype,grade3,,,retained_text,30
highway=track,tracktype,grade4,,,retained_text,13
highway=track,tracktype,grade5,,,retained_text,6
highway=track,tunnel,yes,,,retained_text,30
highway=track,width,10,10.0,m,normalised,2
highway=track,width,15,15.0,m,normalised,3
highway=track,width,2,2.0,m,normalised,2
highway=track,width,3,3.0,m,normalised,6
highway=track,width,3.3,3.3,m,normalised,2
highway=track,width,4,4.0,m,normalised,12
highway=track,width,5,5.0,m,normalised,30
highway=track,width,5.6,5.6,m,normalised,2
highway=track,width,5.8,5.8,m,normalised,1
highway=track,width,6.3,6.3,m,normalised,1
highway=track,width,7,7.0,m,normalised,1
highway=track|route=hiking,foot,yes,,,retained_text,21
highway=track|route=hiking,route,hiking,,,retained_text,21
highway=track|route=hiking,surface,ground,,,retained_text,2
highway=trunk,access,yes,,,retained_text,23
highway=trunk,bicycle,no,,,retained_text,49
highway=trunk,bicycle,yes,,,retained_text,32
highway=trunk,bridge,viaduct,,,retained_text,2
highway=trunk,bridge,yes,,,retained_text,841
highway=trunk,bridge:name,Dahisar,,,retained_text,6
highway=trunk,check_date,2024-11-22,,,retained_text,1
highway=trunk,check_date,2025-12-20,,,retained_text,1
highway=trunk,check_date:surface,2025-12-20,,,retained_text,1
highway=trunk,cycleway,no,,,retained_text,13
highway=trunk,foot,no,,,retained_text,56
highway=trunk,foot,yes,,,retained_text,15
highway=trunk,hgv,no,,,retained_text,2
highway=trunk,incline,down,,,retained_text,2
highway=trunk,incline,up,,,retained_text,2
highway=trunk,junction,roundabout,,,retained_text,34
highway=trunk,lane_markings,no,,,retained_text,5
highway=trunk,lane_markings,yes,,,retained_text,15
highway=trunk,lanes,1,1,lanes,normalised,15
highway=trunk,lanes,2,2,lanes,normalised,818
highway=trunk,lanes,3,3,lanes,normalised,422
highway=trunk,lanes,4,4,lanes,normalised,267
highway=trunk,lanes,5,5,lanes,normalised,51
highway=trunk,lanes,6,6,lanes,normalised,6
highway=trunk,lanes,7,7,lanes,normalised,6
highway=trunk,layer,-1,,,retained_text,18
highway=trunk,layer,1,,,retained_text,854
highway=trunk,layer,2,,,retained_text,13
highway=trunk,lit,no,,,retained_text,2
highway=trunk,lit,yes,,,retained_text,149
highway=trunk,maxheight,3.2,,,retained_text,2
highway=trunk,maxheight,4.5,,,retained_text,29
highway=trunk,maxheight,5,,,retained_text,1
highway=trunk,maxheight,5.5,,,retained_text,6
highway=trunk,maxheight:signed,no,,,retained_text,1
highway=trunk,maxspeed,100,100.0,km/h,normalised,22
highway=trunk,maxspeed,120,120.0,km/h,normalised,25
highway=trunk,maxspeed,20,20.0,km/h,normalised,1
highway=trunk,maxspeed,25,25.0,km/h,normalised,2
highway=trunk,maxspeed,30,30.0,km/h,normalised,7
highway=trunk,maxspeed,40,40.0,km/h,normalised,30
highway=trunk,maxspeed,5,5.0,km/h,normalised,1
highway=trunk,maxspeed,50,50.0,km/h,normalised,10
highway=trunk,maxspeed,55,55.0,km/h,normalised,2
highway=trunk,maxspeed,60,60.0,km/h,normalised,74
highway=trunk,maxspeed,65,65.0,km/h,normalised,9
highway=trunk,maxspeed,70,70.0,km/h,normalised,18
highway=trunk,maxspeed,80,80.0,km/h,normalised,325
highway=trunk,maxspeed:type,IN:trunk,,,retained_text,6
highway=trunk,maxspeed:type,sign,,,retained_text,7
highway=trunk,maxweight:signed,no,,,retained_text,11
highway=trunk,motor_vehicle,yes,,,retained_text,38
highway=trunk,motorcycle,no,,,retained_text,2
highway=trunk,motorcycle,yes,,,retained_text,1
highway=trunk,oneway,no,,,retained_text,236
highway=trunk,oneway,yes,,,retained_text,2588
highway=trunk,oneway:bicycle,yes,,,retained_text,7
highway=trunk,sidewalk,both,,,retained_text,2
highway=trunk,sidewalk,left,,,retained_text,4
highway=trunk,sidewalk,no,,,retained_text,12
highway=trunk,sidewalk,separate,,,retained_text,11
highway=trunk,sidewalk:both,no,,,retained_text,7
highway=trunk,sidewalk:left,yes,,,retained_text,5
highway=trunk,sidewalk:right,no,,,retained_text,5
highway=trunk,smoothness,bad,,,retained_text,1
highway=trunk,source,Bing,,,retained_text,88
highway=trunk,source,GPS,,,retained_text,564
highway=trunk,source,GPS;Yahoo hires,,,retained_text,12
highway=trunk,source,GPS;landsat,,,retained_text,6
highway=trunk,source,GPS;streetlevel imagery,,,retained_text,2
highway=trunk,source,Yahoo,,,retained_text,11
highway=trunk,source,Yahoo hires,,,retained_text,20
highway=trunk,source,bing,,,retained_text,53
highway=trunk,source,digitalglobe,,,retained_text,36
highway=trunk,source,gps,,,retained_text,3
highway=trunk,surface,asphalt,,,retained_text,553
highway=trunk,surface,concrete,,,retained_text,70
highway=trunk,surface,paved,,,retained_text,17
highway=trunk,surface,paving_stones,,,retained_text,1
highway=trunk,toll,no,,,retained_text,2
highway=trunk,toll,yes,,,retained_text,36
highway=trunk,tunnel,yes,,,retained_text,15
highway=trunk,width,10,10.0,m,normalised,6
highway=trunk_link,access,no,,,retained_text,1
highway=trunk_link,bicycle,yes,,,retained_text,7
highway=trunk_link,bridge,yes,,,retained_text,73
highway=trunk_link,foot,no,,,retained_text,1
highway=trunk_link,foot,yes,,,retained_text,2
highway=trunk_link,lane_markings,no,,,retained_text,4
highway=trunk_link,lanes,0,,lanes,unresolved,1
highway=trunk_link,lanes,1,1,lanes,normalised,58
highway=trunk_link,lanes,2,2,lanes,normalised,169
highway=trunk_link,lanes,3,3,lanes,normalised,54
highway=trunk_link,layer,-1,,,retained_text,6
highway=trunk_link,layer,1,,,retained_text,73
highway=trunk_link,layer,2,,,retained_text,3
highway=trunk_link,lit,yes,,,retained_text,47
highway=trunk_link,maxheight,5.5,,,retained_text,2
highway=trunk_link,maxspeed,1,1.0,km/h,normalised,2
highway=trunk_link,maxspeed,120,120.0,km/h,normalised,1
highway=trunk_link,maxspeed,20,20.0,km/h,normalised,1
highway=trunk_link,maxspeed,40,40.0,km/h,normalised,4
highway=trunk_link,maxspeed,50,50.0,km/h,normalised,1
highway=trunk_link,maxspeed,60,60.0,km/h,normalised,11
highway=trunk_link,maxspeed:type,IN:urban,,,retained_text,1
highway=trunk_link,motor_vehicle,no,,,retained_text,1
highway=trunk_link,motor_vehicle,yes,,,retained_text,2
highway=trunk_link,motorcar,no,,,retained_text,2
highway=trunk_link,oneway,no,,,retained_text,12
highway=trunk_link,oneway,yes,,,retained_text,611
highway=trunk_link,sidewalk,left,,,retained_text,15
highway=trunk_link,sidewalk,no,,,retained_text,5
highway=trunk_link,sidewalk:left,yes,,,retained_text,1
highway=trunk_link,source,GPS,,,retained_text,6
highway=trunk_link,source,Yahoo hires,,,retained_text,5
highway=trunk_link,source,digitalglobe,,,retained_text,25
highway=trunk_link,source,maxar,,,retained_text,3
highway=trunk_link,surface,asphalt,,,retained_text,67
highway=trunk_link,surface,concrete,,,retained_text,3
highway=trunk_link,tunnel,yes,,,retained_text,6
highway=trunk_link,width,10,10.0,m,normalised,1
highway=unclassified,access,destination,,,retained_text,1
highway=unclassified,access,military,,,retained_text,1
highway=unclassified,access,no,,,retained_text,1
highway=unclassified,access,permissive,,,retained_text,19
highway=unclassified,access,private,,,retained_text,106
highway=unclassified,access,unknown,,,retained_text,2
highway=unclassified,bicycle,no,,,retained_text,3
highway=unclassified,bicycle,yes,,,retained_text,14
highway=unclassified,bridge,yes,,,retained_text,660
highway=unclassified,check_date:surface,2026-06-20,,,retained_text,1
highway=unclassified,cycleway,no,,,retained_text,3
highway=unclassified,cycleway:left,1,,,retained_text,1
highway=unclassified,cycleway:right,no,,,retained_text,1
highway=unclassified,foot,no,,,retained_text,1
highway=unclassified,foot,yes,,,retained_text,14
highway=unclassified,incline,-30%,,,retained_text,1
highway=unclassified,incline,30%,,,retained_text,4
highway=unclassified,incline,up,,,retained_text,1
highway=unclassified,incline,yes,,,retained_text,2
highway=unclassified,junction,roundabout,,,retained_text,8
highway=unclassified,lane_markings,no,,,retained_text,5
highway=unclassified,lanes,1,1,lanes,normalised,20
highway=unclassified,lanes,11,11,lanes,normalised,1
highway=unclassified,lanes,2,2,lanes,normalised,30
highway=unclassified,lanes,3,3,lanes,normalised,3
highway=unclassified,layer,-1,,,retained_text,54
highway=unclassified,layer,0,,,retained_text,1
highway=unclassified,layer,1,,,retained_text,638
highway=unclassified,layer,2,,,retained_text,2
highway=unclassified,lit,yes,,,retained_text,1
highway=unclassified,maxheight,3,,,retained_text,1
highway=unclassified,maxheight,default,,,retained_text,5
highway=unclassified,maxspeed,10,10.0,km/h,normalised,7
highway=unclassified,maxspeed,20,20.0,km/h,normalised,7
highway=unclassified,maxspeed,30,30.0,km/h,normalised,3
highway=unclassified,maxspeed,40,40.0,km/h,normalised,3
highway=unclassified,maxspeed,50,50.0,km/h,normalised,1
highway=unclassified,maxspeed:advisory,10,,,retained_text,1
highway=unclassified,motor_vehicle,no,,,retained_text,4
highway=unclassified,motor_vehicle,permit,,,retained_text,1
highway=unclassified,motor_vehicle,private,,,retained_text,1
highway=unclassified,motor_vehicle,yes,,,retained_text,9
highway=unclassified,motorcar,no,,,retained_text,3
highway=unclassified,oneway,no,,,retained_text,423
highway=unclassified,oneway,yes,,,retained_text,165
highway=unclassified,service,driveway,,,retained_text,4
highway=unclassified,service,parking_aisle,,,retained_text,2
highway=unclassified,sidewalk,both,,,retained_text,2
highway=unclassified,sidewalk,no,,,retained_text,3
highway=unclassified,sidewalk,right,,,retained_text,2
highway=unclassified,smoothness,bad,,,retained_text,40
highway=unclassified,smoothness,good,,,retained_text,1
highway=unclassified,smoothness,horrible,,,retained_text,2
highway=unclassified,smoothness,very_bad,,,retained_text,4
highway=unclassified,source,Bing,,,retained_text,35
highway=unclassified,source,GPS,,,retained_text,97
highway=unclassified,source,MaxarPremium,,,retained_text,1
highway=unclassified,source,Stackbox,,,retained_text,12
highway=unclassified,source,Survey,,,retained_text,3
highway=unclassified,source,Yahoo,,,retained_text,19
highway=unclassified,source,Yahoo hires,,,retained_text,8
highway=unclassified,source,Yahoo hires;GPS,,,retained_text,1
highway=unclassified,source,bing,,,retained_text,12
highway=unclassified,source,digitalglobe,,,retained_text,524
highway=unclassified,source,esri;gps,,,retained_text,1
highway=unclassified,source,maxar,,,retained_text,1240
highway=unclassified,source,maxar;survey,,,retained_text,1
highway=unclassified,source,stackbox,,,retained_text,18
highway=unclassified,source:surface,bing,,,retained_text,1
highway=unclassified,surface,asphalt,,,retained_text,45
highway=unclassified,surface,cobblestone,,,retained_text,2
highway=unclassified,surface,compacted,,,retained_text,1
highway=unclassified,surface,concrete,,,retained_text,23
highway=unclassified,surface,dirt,,,retained_text,37
highway=unclassified,surface,fine_gravel,,,retained_text,1
highway=unclassified,surface,gravel,,,retained_text,2
highway=unclassified,surface,ground,,,retained_text,13
highway=unclassified,surface,paved,,,retained_text,61
highway=unclassified,surface,paving_stones,,,retained_text,1
highway=unclassified,surface,sand,,,retained_text,1
highway=unclassified,surface,unpaved,,,retained_text,454
highway=unclassified,tunnel,yes,,,retained_text,56
highway=unclassified,width,10,10.0,m,normalised,1
highway=unclassified,width,15,15.0,m,normalised,3
highway=unclassified,width,2,2.0,m,normalised,6
highway=unclassified,width,3,3.0,m,normalised,4
highway=unclassified,width,4,4.0,m,normalised,5
highway=unclassified,width,4.1,4.1,m,normalised,1
highway=unclassified,width,5,5.0,m,normalised,1
highway=unclassified,width,5.2,5.2,m,normalised,1
highway=unclassified,width,9.15,9.15,m,normalised,1
highway=unclassified|route=hiking,bridge,yes,,,retained_text,2
highway=unclassified|route=hiking,foot,yes,,,retained_text,14
highway=unclassified|route=hiking,layer,1,,,retained_text,2
highway=unclassified|route=hiking,route,hiking,,,retained_text,14
railway=abandoned,bridge,abandoned,,,retained_text,2
railway=abandoned,layer,-1,,,retained_text,4
railway=abandoned,layer,1,,,retained_text,2
railway=abandoned,railway,abandoned,,,retained_text,38
railway=abandoned,railway:traffic_mode,freight,,,retained_text,1
railway=abandoned,railway:traffic_mode,passenger,,,retained_text,1
railway=abandoned,service,siding,,,retained_text,2
railway=abandoned,service,spur,,,retained_text,1
railway=abandoned,source,bing,,,retained_text,5
railway=abandoned,source:abandoned,"Esri Imagery,retreived 10/2021",,,retained_text,1
railway=abandoned,source:bridge,bing,,,retained_text,1
railway=abandoned,tunnel,yes,,,retained_text,4
railway=construction,bridge,viaduct,,,retained_text,108
railway=construction,bridge,yes,,,retained_text,69
railway=construction,check_date,2023-04-12,,,retained_text,2
railway=construction,check_date,2024-08-18,,,retained_text,2
railway=construction,check_date,2025-06-10,,,retained_text,2
railway=construction,check_date,2026-03-15,,,retained_text,2
railway=construction,incline,down,,,retained_text,2
railway=construction,incline,up,,,retained_text,4
railway=construction,layer,-1,,,retained_text,1
railway=construction,layer,-2,,,retained_text,1
railway=construction,layer,-3,,,retained_text,1
railway=construction,layer,1,,,retained_text,14
railway=construction,layer,2,,,retained_text,9
railway=construction,layer,3,,,retained_text,102
railway=construction,layer,4,,,retained_text,2
railway=construction,layer,5,,,retained_text,2
railway=construction,maxheight,24,,,retained_text,6
railway=construction,maxspeed,320,320.0,km/h,normalised,4
railway=construction,railway,construction,,,retained_text,278
railway=construction,railway:ballastless,yes,,,retained_text,91
railway=construction,railway:traffic_mode,passenger,,,retained_text,18
railway=construction,service,crossover,,,retained_text,5
railway=construction,service,siding,,,retained_text,3
railway=construction,service,spur,,,retained_text,10
railway=construction,service,yard,,,retained_text,3
railway=construction,source,Bullet Train India Mumbai-Ahmedabad Hi-Speed Rail Corridor,,,retained_text,1
railway=construction,source,bing,,,retained_text,1
railway=construction,tunnel,yes,,,retained_text,6
railway=disused,railway,disused,,,retained_text,26
railway=disused,railway:traffic_mode,freight,,,retained_text,1
railway=disused,service,siding,,,retained_text,4
railway=disused,service,yard,,,retained_text,15
railway=disused,source,Esri Word imagery,,,retained_text,2
railway=disused,source:abandoned,"Esri Imagery,retreived 10/2021",,,retained_text,2
railway=funicular,railway,funicular,,,retained_text,1
railway=miniature,bridge,yes,,,retained_text,1
railway=miniature,layer,-1,,,retained_text,1
railway=miniature,layer,1,,,retained_text,1
railway=miniature,railway,miniature,,,retained_text,7
railway=miniature,tunnel,yes,,,retained_text,1
railway=monorail,bridge,yes,,,retained_text,37
railway=monorail,layer,1,,,retained_text,28
railway=monorail,layer,2,,,retained_text,9
railway=monorail,oneway,yes,,,retained_text,4
railway=monorail,railway,monorail,,,retained_text,37
railway=monorail,service,siding,,,retained_text,1
railway=monorail,service,yard,,,retained_text,32
railway=monorail,source,gps,,,retained_text,5
railway=narrow_gauge,layer,-2,,,retained_text,1
railway=narrow_gauge,railway,narrow_gauge,,,retained_text,9
railway=narrow_gauge,service,siding,,,retained_text,2
railway=narrow_gauge,source,GPS,,,retained_text,4
railway=narrow_gauge,source,GPS;bing,,,retained_text,1
railway=narrow_gauge,source,bing,,,retained_text,2
railway=narrow_gauge,source,estimated,,,retained_text,1
railway=narrow_gauge,tunnel,yes,,,retained_text,2
railway=platform,bicycle,designated,,,retained_text,1
railway=platform,foot,yes,,,retained_text,1
railway=platform,layer,2,,,retained_text,22
railway=platform,layer,3,,,retained_text,2
railway=platform,lit,yes,,,retained_text,13
railway=platform,motor_vehicle,designated,,,retained_text,1
railway=platform,railway,platform,,,retained_text,93
railway=platform,source,bing,,,retained_text,5
railway=platform,surface,concrete,,,retained_text,2
railway=platform_edge,railway,platform_edge,,,retained_text,10
railway=proposed,bridge,viaduct,,,retained_text,13
railway=proposed,bridge,yes,,,retained_text,1
railway=proposed,layer,-1,,,retained_text,1
railway=proposed,layer,1,,,retained_text,2
railway=proposed,layer,2,,,retained_text,5
railway=proposed,layer,3,,,retained_text,7
railway=proposed,railway,proposed,,,retained_text,18
railway=proposed,service,spur,,,retained_text,3
railway=proposed,tunnel,yes,,,retained_text,2
railway=rail,bridge,boardwalk,,,retained_text,1
railway=rail,bridge,viaduct,,,retained_text,13
railway=rail,bridge,yes,,,retained_text,620
railway=rail,bridge:name,Khar Crossing,,,retained_text,2
railway=rail,bridge:structure,beam,,,retained_text,42
railway=rail,bridge:structure,truss,,,retained_text,2
railway=rail,check_date,2026-09-13,,,retained_text,6
railway=rail,layer,-1,,,retained_text,104
railway=rail,layer,0,,,retained_text,4
railway=rail,layer,1,,,retained_text,591
railway=rail,layer,2,,,retained_text,1
railway=rail,maxspeed,100,100.0,km/h,normalised,28
railway=rail,maxspeed,130,130.0,km/h,normalised,194
railway=rail,maxspeed,40,40.0,km/h,normalised,7
railway=rail,oneway,reversible,,,retained_text,33
railway=rail,oneway,yes,,,retained_text,296
railway=rail,railway,rail,,,retained_text,4124
railway=rail,railway:preferred_direction,both,,,retained_text,17
railway=rail,railway:preferred_direction,forward,,,retained_text,190
railway=rail,railway:signal:direction,forward,,,retained_text,7
railway=rail,railway:track_ref,02,,,retained_text,5
railway=rail,railway:traffic_mode,freight,,,retained_text,179
railway=rail,railway:traffic_mode,mixed,,,retained_text,2
railway=rail,railway:traffic_mode,passenger,,,retained_text,387
railway=rail,service,crossover,,,retained_text,289
railway=rail,service,siding,,,retained_text,486
railway=rail,service,spur,,,retained_text,226
railway=rail,service,yard,,,retained_text,914
railway=rail,source,Bing,,,retained_text,31
railway=rail,source,Bing Aerial Imagery (2024-10-12),,,retained_text,2
railway=rail,source,Esri Word imagery,,,retained_text,195
railway=rail,source,Esri Word imagery (2024-09-12),,,retained_text,12
railway=rail,source,Esri World Imagery (2024-08-26),,,retained_text,6
railway=rail,source,Esri World Imagery (2024-09-18),,,retained_text,4
railway=rail,source,Esri World imagery (2024-09-14),,,retained_text,24
railway=rail,source,Esri World imagery (2024-09-15),,,retained_text,16
railway=rail,source,GPS,,,retained_text,82
railway=rail,source,GPS;Yahoo,,,retained_text,5
railway=rail,source,MaxarPremium,,,retained_text,5
railway=rail,source,Yahoo,,,retained_text,31
railway=rail,source,bing,,,retained_text,16
railway=rail,source,landsat,,,retained_text,15
railway=rail,source:alignment,Esri Word imagery,,,retained_text,1
railway=rail,source:bridge,bing,,,retained_text,22
railway=rail,source:geometry,bing,,,retained_text,8
railway=rail,source:tunnel,bing,,,retained_text,2
railway=rail,tunnel,building_passage,,,retained_text,116
railway=rail,tunnel,culvert,,,retained_text,1
railway=rail,tunnel,yes,,,retained_text,127
railway=rail,tunnel:name,Natuwadi Tunnel,,,retained_text,1
railway=razed,railway,razed,,,retained_text,2
railway=station,layer,1,,,retained_text,33
railway=station,layer,2,,,retained_text,1
railway=station,layer,3,,,retained_text,22
railway=station,lit,yes,,,retained_text,1
railway=station,railway,station,,,retained_text,65
railway=subway,bridge,viaduct,,,retained_text,127
railway=subway,bridge,yes,,,retained_text,37
railway=subway,check_date,2026-03-05,,,retained_text,8
railway=subway,layer,-1,,,retained_text,8
railway=subway,layer,-2,,,retained_text,5
railway=subway,layer,-3,,,retained_text,1
railway=subway,layer,1,,,retained_text,25
railway=subway,layer,2,,,retained_text,26
railway=subway,layer,3,,,retained_text,113
railway=subway,railway,subway,,,retained_text,438
railway=subway,railway:ballastless,yes,,,retained_text,28
railway=subway,service,crossover,,,retained_text,26
railway=subway,service,siding,,,retained_text,11
railway=subway,service,spur,,,retained_text,2
railway=subway,service,yard,,,retained_text,287
railway=subway,tunnel,yes,,,retained_text,13
railway=technical_station,railway,technical_station,,,retained_text,2
railway=traverser,railway,traverser,,,retained_text,6
railway=traverser,source,Esri Word imagery,,,retained_text,5
railway=traverser,source,MaxarPremium,,,retained_text,1
railway=turntable,railway,turntable,,,retained_text,1
railway=turntable,source,Esri Word imagery,,,retained_text,1
railway=workshop,layer,1,,,retained_text,14
railway=workshop,railway,workshop,,,retained_text,32
railway=workshop,source,Esri Word imagery,,,retained_text,2
railway=yard,railway,yard,,,retained_text,2
route=ferry,bicycle,yes,,,retained_text,5
route=ferry,foot,yes,,,retained_text,2
route=ferry,motor_vehicle,yes,,,retained_text,2
route=ferry,motorcar,no,,,retained_text,2
route=ferry,motorcycle,yes,,,retained_text,1
route=ferry,route,ferry,,,retained_text,27
route=ferry,source,GPS,,,retained_text,1
route=ferry,toll,yes,,,retained_text,1
