transport_class,tag,raw_value,normalised_value,unit,status,way_count
highway=secondary,cycleway:both,no,,,retained_text,32
highway=secondary,cycleway:left,no,,,retained_text,1
highway=secondary,cycleway:left,separate,,,retained_text,1
highway=secondary,cycleway:right,no,,,retained_text,1
highway=secondary,foot,designated,,,retained_text,2
highway=secondary,foot,no,,,retained_text,13
highway=secondary,foot,yes,,,retained_text,149
highway=secondary,goods,no,,,retained_text,2
highway=secondary,hgv,no,,,retained_text,2
highway=secondary,incline,yes,,,retained_text,2
highway=secondary,junction,roundabout,,,retained_text,175
highway=secondary,junction,yes,,,retained_text,4
highway=secondary,lane_markings,no,,,retained_text,137
highway=secondary,lane_markings,yes,,,retained_text,23
highway=secondary,lanes,1,1,lanes,normalised,56
highway=secondary,lanes,2,2,lanes,normalised,638
highway=secondary,lanes,3,3,lanes,normalised,246
highway=secondary,lanes,4,4,lanes,normalised,68
highway=secondary,lanes,6,6,lanes,normalised,1
highway=secondary,lanes:backward,1,1,lanes,normalised,1
highway=secondary,lanes:forward,2,2,lanes,normalised,1
highway=secondary,layer,-1,,,retained_text,36
highway=secondary,layer,0,,,retained_text,5
highway=secondary,layer,1,,,retained_text,569
highway=secondary,layer,2,,,retained_text,1
highway=secondary,lit,yes,,,retained_text,306
highway=secondary,maxheight,2.3,,,retained_text,1
highway=secondary,maxheight,4.5,,,retained_text,2
highway=secondary,maxheight,7,,,retained_text,1
highway=secondary,maxheight:signed,no,,,retained_text,12
highway=secondary,maxspeed,30,30.0,km/h,normalised,28
highway=secondary,maxspeed,35,35.0,km/h,normalised,8
highway=secondary,maxspeed,40,40.0,km/h,normalised,15
highway=secondary,maxspeed,50,50.0,km/h,normalised,40
highway=secondary,maxspeed,60,60.0,km/h,normalised,36
highway=secondary,maxspeed,70,70.0,km/h,normalised,5
highway=secondary,maxspeed:type,IN:urban,,,retained_text,63
highway=secondary,maxspeed:type,sign,,,retained_text,6
highway=secondary,maxweight:signed,no,,,retained_text,8
highway=secondary,motor_vehicle,no,,,retained_text,1
highway=secondary,motor_vehicle,yes,,,retained_text,29
highway=secondary,motorcycle,no,,,retained_text,6
highway=secondary,oneway,no,,,retained_text,434
highway=secondary,oneway,yes,,,retained_text,4034
highway=secondary,oneway:bicycle,yes,,,retained_text,13
highway=secondary,psv,yes,,,retained_text,5
highway=secondary,sidewalk,both,,,retained_text,54
highway=secondary,sidewalk,left,,,retained_text,87
highway=secondary,sidewalk,no,,,retained_text,21
highway=secondary,sidewalk,right,,,retained_text,9
highway=secondary,sidewalk,separate,,,retained_text,1
highway=secondary,sidewalk:both,no,,,retained_text,1
highway=secondary,sidewalk:both:kerb,raised,,,retained_text,12
highway=secondary,sidewalk:both:surface,paving_stones,,,retained_text,12
highway=secondary,sidewalk:left,no,,,retained_text,1
highway=secondary,sidewalk:left,separate,,,retained_text,5
highway=secondary,sidewalk:left,yes,,,retained_text,14
highway=secondary,sidewalk:left:kerb,raised,,,retained_text,25
highway=secondary,sidewalk:left:surface,paving_stones,,,retained_text,25
highway=secondary,sidewalk:right,no,,,retained_text,8
highway=secondary,sidewalk:right,separate,,,retained_text,3
highway=secondary,sidewalk:right,yes,,,retained_text,1
highway=secondary,sidewalk:right:kerb,raised,,,retained_text,8
highway=secondary,sidewalk:right:surface,paving_stones,,,retained_text,8
highway=secondary,smoothness,bad,,,retained_text,2
highway=secondary,smoothness,excellent,,,retained_text,4
highway=secondary,smoothness,good,,,retained_text,6
highway=secondary,smoothness,intermediate,,,retained_text,17
highway=secondary,source,AND,,,retained_text,7
highway=secondary,source,Bing,,,retained_text,5
highway=secondary,source,GPS,,,retained_text,321
highway=secondary,source,GPS;survey,,,retained_text,1
highway=secondary,source,Survey,,,retained_text,1
highway=secondary,source,Yahoo,,,retained_text,167
highway=secondary,source,Yahoo hires,,,retained_text,28
highway=secondary,source,Yahoo hires;Yahoo,,,retained_text,3
highway=secondary,source,bing,,,retained_text,19
highway=secondary,source,bing;local knowledge,,,retained_text,1
highway=secondary,source,digitalglobe,,,retained_text,298
highway=secondary,source,maxar,,,retained_text,19
highway=secondary,surface,asphalt,,,retained_text,790
highway=secondary,surface,concrete,,,retained_text,275
highway=secondary,surface,concrete:plates,,,retained_text,1
highway=secondary,surface,fine_gravel,,,retained_text,1
highway=secondary,surface,ground,,,retained_text,5
highway=secondary,surface,paved,,,retained_text,68
highway=secondary,surface,paving_stones,,,retained_text,12
highway=secondary,surface,unpaved,,,retained_text,2
highway=secondary,tunnel,yes,,,retained_text,23
highway=secondary,turn:lanes:forward,left|through,,,retained_text,1
highway=secondary,width,10,10.0,m,normalised,66
highway=secondary,width,11.5,11.5,m,normalised,8
highway=secondary,width,15,15.0,m,normalised,2
highway=secondary,width,20,20.0,m,normalised,1
highway=secondary,width,5,5.0,m,normalised,10
highway=secondary,width,5.5,5.5,m,normalised,7
highway=secondary,width,6,6.0,m,normalised,1
highway=secondary,width,7,7.0,m,normalised,3
highway=secondary_link,bicycle,yes,,,retained_text,2
highway=secondary_link,bridge,yes,,,retained_text,7
highway=secondary_link,cycleway:both,no,,,retained_text,1
highway=secondary_link,lane_markings,no,,,retained_text,16
highway=secondary_link,lane_markings,yes,,,retained_text,1
highway=secondary_link,lanes,1,1,lanes,normalised,14
highway=secondary_link,lanes,2,2,lanes,normalised,13
highway=secondary_link,layer,1,,,retained_text,5
highway=secondary_link,lit,yes,,,retained_text,11
highway=secondary_link,maxspeed,30,30.0,km/h,normalised,1
highway=secondary_link,maxspeed:type,IN:urban,,,retained_text,1
highway=secondary_link,motor_vehicle,yes,,,retained_text,1
highway=secondary_link,motorcar,no,,,retained_text,7
highway=secondary_link,oneway,no,,,retained_text,28
highway=secondary_link,oneway,yes,,,retained_text,155
highway=secondary_link,sidewalk,both,,,retained_text,1
highway=secondary_link,sidewalk,left,,,retained_text,2
highway=secondary_link,sidewalk,no,,,retained_text,2
highway=secondary_link,sidewalk:both:kerb,raised,,,retained_text,1
highway=secondary_link,sidewalk:both:surface,paving_stones,,,retained_text,1
highway=secondary_link,smoothness,intermediate,,,retained_text,1
highway=secondary_link,source,digitalglobe,,,retained_text,34
highway=secondary_link,source,local knowledge,,,retained_text,1
highway=secondary_link,surface,asphalt,,,retained_text,47
highway=secondary_link,surface,concrete,,,retained_text,9
highway=secondary_link,surface,paved,,,retained_text,5
highway=secondary_link,width,7,7.0,m,normalised,1
highway=service,access,customers,,,retained_text,71
highway=service,access,designated,,,retained_text,9
highway=service,access,destination,,,retained_text,35
highway=service,access,military,,,retained_text,1037
highway=service,access,no,,,retained_text,187
highway=service,access,permissive,,,retained_text,495
highway=service,access,permit,,,retained_text,4
highway=service,access,private,,,retained_text,21795
highway=service,access,residents,,,retained_text,3
highway=service,bicycle,destination,,,retained_text,2
highway=service,bicycle,no,,,retained_text,33
highway=service,bicycle,permissive,,,retained_text,4
highway=service,bicycle,private,,,retained_text,62
highway=service,bicycle,yes,,,retained_text,37
highway=service,bridge,yes,,,retained_text,262
highway=service,bus,designated,,,retained_text,9
highway=service,bus,yes,,,retained_text,5
highway=service,check_date:surface,2023-01-03,,,retained_text,1
highway=service,cycleway,lane,,,retained_text,2
highway=service,cycleway,no,,,retained_text,2
highway=service,cycleway,shared_lane,,,retained_text,3
highway=service,cycleway:left,lane,,,retained_text,1
highway=service,foot,customers,,,retained_text,2
highway=service,foot,designated,,,retained_text,2
highway=service,foot,military,,,retained_text,1
highway=service,foot,no,,,retained_text,4
highway=service,foot,permissive,,,retained_text,5
highway=service,foot,private,,,retained_text,96
highway=service,foot,yes,,,retained_text,46
highway=service,incline,0%,,,retained_text,1
highway=service,incline,10%,,,retained_text,1
highway=service,incline,10°,,,retained_text,2
highway=service,incline,14%,,,retained_text,1
highway=service,incline,30%,,,retained_text,1
highway=service,incline,down,,,retained_text,5
highway=service,incline,steep,,,retained_text,2
highway=service,incline,up,,,retained_text,7
highway=service,incline,yes,,,retained_text,2
highway=service,junction,circular,,,retained_text,1
highway=service,junction,roundabout,,,retained_text,45
highway=service,lane_markings,no,,,retained_text,7
highway=service,lanes,1,1,lanes,normalised,41
highway=service,lanes,2,2,lanes,normalised,61
highway=service,lanes,4,4,lanes,normalised,4
highway=service,layer,-1,,,retained_text,126
highway=service,layer,-2,,,retained_text,1
highway=service,layer,0,,,retained_text,10
highway=service,layer,1,,,retained_text,350
highway=service,layer,2,,,retained_text,1
highway=service,lit,no,,,retained_text,13
highway=service,lit,yes,,,retained_text,34
highway=service,maxheight,2,,,retained_text,1
highway=service,maxheight,default,,,retained_text,4
highway=service,maxspeed,10,10.0,km/h,normalised,18
highway=service,maxspeed,15,15.0,km/h,normalised,1
highway=service,maxspeed,20,20.0,km/h,normalised,37
highway=service,maxspeed,25,25.0,km/h,normalised,2
highway=service,maxspeed,30,30.0,km/h,normalised,38
highway=service,maxspeed,35,35.0,km/h,normalised,6
highway=service,maxspeed,40,40.0,km/h,normalised,10
highway=service,maxspeed,5,5.0,km/h,normalised,4
highway=service,maxspeed,50,50.0,km/h,normalised,1
highway=service,maxspeed,60,60.0,km/h,normalised,2
highway=service,maxspeed:advisory,15,,,retained_text,1
highway=service,maxspeed:advisory,30,,,retained_text,2
highway=service,maxspeed:type,IN:urban,,,retained_text,4
highway=service,motor_vehicle,bus,,,retained_text,2
highway=service,motor_vehicle,designated,,,retained_text,1
highway=service,motor_vehicle,destination,,,retained_text,17
highway=service,motor_vehicle,no,,,retained_text,134
highway=service,motor_vehicle,permissive,,,retained_text,5
highway=service,motor_vehicle,private,,,retained_text,92
highway=service,motor_vehicle,yes,,,retained_text,23
highway=service,motorcar,no,,,retained_text,87
highway=service,motorcar,yes,,,retained_text,4
highway=service,motorcycle,no,,,retained_text,1
highway=service,motorcycle,yes,,,retained_text,2
highway=service,oneway,no,,,retained_text,354
highway=service,oneway,reversible,,,retained_text,4
highway=service,oneway,yes,,,retained_text,2475
highway=service,psv,designated,,,retained_text,13
highway=service,psv,yes,,,retained_text,19
highway=service,service,alley,,,retained_text,234
highway=service,service,beach_access,,,retained_text,1
highway=service,service,drive-through,,,retained_text,15
highway=service,service,driveway,,,retained_text,1616
highway=service,service,emergency_access,,,retained_text,13
highway=service,service,parking_aisle,,,retained_text,429
highway=service,service,slipway,,,retained_text,1
highway=service,service,society,,,retained_text,1
highway=service,service,utility,,,retained_text,1
highway=service,sidewalk,both,,,retained_text,16
highway=service,sidewalk,left,,,retained_text,4
highway=service,sidewalk,no,,,retained_text,13
highway=service,sidewalk,right,,,retained_text,2
highway=service,sidewalk,yes,,,retained_text,4
highway=service,smoothness,bad,,,retained_text,9
highway=service,smoothness,excellent,,,retained_text,7
highway=service,smoothness,good,,,retained_text,6
highway=service,smoothness,intermediate,,,retained_text,4
highway=service,smoothness,very_bad,,,retained_text,4
highway=service,source,Esri Word imagery,,,retained_text,4
highway=service,source,Esri World imagery (2024-09-15),,,retained_text,2
highway=service,source,GPS,,,retained_text,136
highway=service,source,MapWithAI,,,retained_text,3
highway=service,source,Stackbox,,,retained_text,2
highway=service,source,Yahoo,,,retained_text,105
highway=service,source,Yahoo hires,,,retained_text,6
highway=service,source,Yahoo! imagery,,,retained_text,7
highway=service,source,bing,,,retained_text,20
highway=service,source,bing;maxar,,,retained_text,1
highway=service,source,digitalglobe,,,retained_text,6176
highway=service,source,digitalglobe;maxar,,,retained_text,1
highway=service,source,local knowledge,,,retained_text,1
highway=service,source,local_knowledge,,,retained_text,1
highway=service,source,maxar,,,retained_text,4414
highway=service,source,private,,,retained_text,5
highway=service,source,stackbox,,,retained_text,2
highway=service,source,yahoo,,,retained_text,13
highway=service,source:bridge,Esri World imagery,,,retained_text,1
highway=service,source:bridge,bing,,,retained_text,1
highway=service,surface,asphalt,,,retained_text,515
highway=service,surface,compacted,,,retained_text,1
highway=service,surface,concrete,,,retained_text,145
highway=service,surface,dirt,,,retained_text,39
highway=service,surface,gravel,,,retained_text,3
highway=service,surface,ground,,,retained_text,43
highway=service,surface,paved,,,retained_text,197
highway=service,surface,paving_stones,,,retained_text,99
highway=service,surface,pri,,,retained_text,1
highway=service,surface,sand,,,retained_text,2
highway=service,surface,tartan,,,retained_text,1
highway=service,surface,unpaved,,,retained_text,436
highway=service,surface,usrli_temple,,,retained_text,1
highway=service,toll,yes,,,retained_text,6
highway=service,tracktype,grade4,,,retained_text,2
highway=service,tunnel,building_passage,,,retained_text,190
highway=service,tunnel,yes,,,retained_text,41
highway=service,vehicle,no,,,retained_text,1
highway=service,vehicle,yes,,,retained_text,2
highway=service,width,1,1.0,m,normalised,1
highway=service,width,10,10.0,m,normalised,9
highway=service,width,10.3,10.3,m,normalised,4
highway=service,width,12,12.0,m,normalised,2
highway=service,width,14.7,14.7,m,normalised,2
highway=service,width,2,2.0,m,normalised,4
highway=service,width,3,3.0,m,normalised,40
highway=service,width,3.8,3.8,m,normalised,1
highway=service,width,30,30.0,m,normalised,1
highway=service,width,4,4.0,m,normalised,13
highway=service,width,5,5.0,m,normalised,139
highway=service,width,5.5,5.5,m,normalised,3
highway=service,width,7,7.0,m,normalised,10
highway=service,width,8,8.0,m,normalised,1
highway=steps,access,customers,,,retained_text,1
highway=steps,access,destination,,,retained_text,2
highway=steps,access,no,,,retained_text,3
highway=steps,access,permissive,,,retained_text,1
highway=steps,access,private,,,retained_text,57
highway=steps,access,yes,,,retained_text,48
highway=steps,bicycle,no,,,retained_text,4
highway=steps,bicycle,yes,,,retained_text,4
highway=steps,bridge,yes,,,retained_text,250
highway=steps,bridge:structure,beam,,,retained_text,8
highway=steps,check_date:surface,2025-12-17,,,retained_text,6
highway=steps,check_date:surface,2025-12-31,,,retained_text,2
highway=steps,check_date:surface,2026-04-03,,,retained_text,1
highway=steps,check_date:surface,2026-04-07,,,retained_text,3
highway=steps,foot,yes,,,retained_text,12
highway=steps,incline,15%,,,retained_text,1
highway=steps,incline,down,,,retained_text,237
highway=steps,incline,up,,,retained_text,414
highway=steps,incline,up/down,,,retained_text,2
highway=steps,incline,yes,,,retained_text,1
highway=steps,lanes,1,1,lanes,normalised,1
highway=steps,lanes,2,2,lanes,normalised,1
highway=steps,layer,-1,,,retained_text,11
highway=steps,layer,0,,,retained_text,2
highway=steps,layer,0;1,,,retained_text,9
highway=steps,layer,0;2,,,retained_text,1
highway=steps,layer,1,,,retained_text,244
highway=steps,layer,2,,,retained_text,4
highway=steps,lit,24/7,,,retained_text,1
highway=steps,lit,no,,,retained_text,2
highway=steps,lit,yes,,,retained_text,209
highway=steps,motor_vehicle,no,,,retained_text,8
highway=steps,motor_vehicle,yes,,,retained_text,1
highway=steps,motorcar,no,,,retained_text,2
highway=steps,oneway,-1,,,retained_text,8
highway=steps,oneway,no,,,retained_text,12
highway=steps,oneway,yes,,,retained_text,6
highway=steps,oneway:foot,no,,,retained_text,12
highway=steps,source,Bing,,,retained_text,2
highway=steps,source,Esri Word imagery,,,retained_text,24
highway=steps,source,Esri World imagery (2024-09-14),,,retained_text,1
highway=steps,source,GPS,,,retained_text,41
highway=steps,source,MaxarPremium,,,retained_text,9
highway=steps,source,"MaxarPremium, retreived 10/2021",,,retained_text,1
highway=steps,source,Yahoo,,,retained_text,5
highway=steps,source,bing,,,retained_text,2
highway=steps,source,digitalglobe,,,retained_text,13
highway=steps,source,maxar,,,retained_text,8
highway=steps,source:width,laser distance meter,,,retained_text,1
highway=steps,surface,Stone,,,retained_text,2
highway=steps,surface,WEH_South_Exit,,,retained_text,1
highway=steps,surface,asphalt,,,retained_text,1
highway=steps,surface,cobblestone,,,retained_text,1
highway=steps,surface,concrete,,,retained_text,45
highway=steps,surface,concrete:plates,,,retained_text,3
highway=steps,surface,dirt,,,retained_text,2
highway=steps,surface,ground,,,retained_text,3
highway=steps,surface,metal,,,retained_text,17
highway=steps,surface,paved,,,retained_text,216
highway=steps,surface,paving_stones,,,retained_text,138
highway=steps,surface,stone,,,retained_text,1
highway=steps,surface,unpaved,,,retained_text,4
highway=steps,surface:note,Concrete pavement with patches of asphalt,,,retained_text,1
highway=steps,tunnel,building_passage,,,retained_text,2
highway=steps,tunnel,yes,,,retained_text,7
highway=steps,width,0.5,0.5,m,normalised,1
highway=steps,width,1,1.0,m,normalised,6
highway=steps,width,10,10.0,m,normalised,4
highway=steps,width,15,15.0,m,normalised,1
highway=steps,width,2,2.0,m,normalised,3
highway=steps,width,2.24,2.24,m,normalised,1
highway=steps,width,20,20.0,m,normalised,4
highway=steps,width,3,3.0,m,normalised,6
highway=steps,width,4,4.0,m,normalised,5
highway=steps,width,5,5.0,m,normalised,20
highway=steps,width,6,6.0,m,normalised,2
highway=steps,width,8,8.0,m,normalised,1
highway=steps|route=hiking,foot,yes,,,retained_text,1
highway=steps|route=hiking,route,hiking,,,retained_text,1
highway=tertiary,access,military,,,retained_text,10
highway=tertiary,access,no,,,retained_text,3
highway=tertiary,access,permissive,,,retained_text,31
highway=tertiary,access,private,,,retained_text,58
highway=tertiary,access,yes,,,retained_text,31
highway=tertiary,bicycle,no,,,retained_text,8
highway=tertiary,bicycle,unknown,,,retained_text,1
highway=tertiary,bicycle,yes,,,retained_text,149
highway=tertiary,bridge,undefined,,,retained_text,1
highway=tertiary,bridge,yes,,,retained_text,980
highway=tertiary,bridge:name:mr,सातउघडीचा पूल,,,retained_text,1
highway=tertiary,bridge:structure,beam,,,retained_text,1
highway=tertiary,check_date,2021-07-20,,,retained_text,2
highway=tertiary,check_date,2023-03-22,,,retained_text,2
highway=tertiary,check_date,2023-08-26,,,retained_text,1
highway=tertiary,check_date,2024-01-11,,,retained_text,2
highway=tertiary,check_date,2024-02-06,,,retained_text,2
highway=tertiary,check_date,2024-03-13,,,retained_text,1
highway=tertiary,check_date,2024-05-22,,,retained_text,1
highway=tertiary,check_date,2024-09-08,,,retained_text,5
highway=tertiary,check_date,2024-12-26,,,retained_text,1
highway=tertiary,check_date,2025-07-16,,,retained_text,2
highway=tertiary,check_date,2026-01-21,,,retained_text,1
highway=tertiary,cycleway,no,,,retained_text,18
highway=tertiary,cycleway:both,no,,,retained_text,15
highway=tertiary,cycleway:left,1,,,retained_text,1
highway=tertiary,cycleway:left,track,,,retained_text,2
highway=tertiary,cycleway:right,track,,,retained_text,1
highway=tertiary,foot,designated,,,retained_text,2
highway=tertiary,foot,no,,,retained_text,2
highway=tertiary,foot,permissive,,,retained_text,2
highway=tertiary,foot,yes,,,retained_text,124
highway=tertiary,hgv,no,,,retained_text,3
highway=tertiary,incline,down,,,retained_text,1
highway=tertiary,incline,up,,,retained_text,2
highway=tertiary,junction,roundabout,,,retained_text,114
highway=tertiary,lane_markings,no,,,retained_text,139
highway=tertiary,lane_markings,yes,,,retained_text,32
highway=tertiary,lanes,0,,lanes,unresolved,1
highway=tertiary,lanes,1,1,lanes,normalised,130
highway=tertiary,lanes,2,2,lanes,normalised,788
highway=tertiary,lanes,3,3,lanes,normalised,89
highway=tertiary,lanes,4,4,lanes,normalised,66
highway=tertiary,lanes,6,6,lanes,normalised,5
highway=tertiary,lanes:backward,1,1,lanes,normalised,1
highway=tertiary,lanes:backward,2,2,lanes,normalised,1
highway=tertiary,lanes:forward,1,1,lanes,normalised,1
highway=tertiary,lanes:forward,2,2,lanes,normalised,1
highway=tertiary,lanes:unmarked,yes,,,retained_text,3
highway=tertiary,layer,-1,,,retained_text,74
highway=tertiary,layer,0,,,retained_text,6
highway=tertiary,layer,1,,,retained_text,963
highway=tertiary,lit,no,,,retained_text,15
highway=tertiary,lit,yes,,,retained_text,311
highway=tertiary,maxheight,2.5,,,retained_text,3
highway=tertiary,maxheight,8,,,retained_text,3
highway=tertiary,maxheight,default,,,retained_text,9
highway=tertiary,maxheight,none,,,retained_text,1
highway=tertiary,maxheight:signed,no,,,retained_text,2
highway=tertiary,maxspeed,10,10.0,km/h,normalised,1
highway=tertiary,maxspeed,20,20.0,km/h,normalised,29
highway=tertiary,maxspeed,27,27.0,km/h,normalised,6
highway=tertiary,maxspeed,30,30.0,km/h,normalised,88
highway=tertiary,maxspeed,40,40.0,km/h,normalised,46
highway=tertiary,maxspeed,50,50.0,km/h,normalised,49
highway=tertiary,maxspeed,60,60.0,km/h,normalised,13
highway=tertiary,maxspeed,65,65.0,km/h,normalised,10
highway=tertiary,maxspeed,70,70.0,km/h,normalised,8
highway=tertiary,maxspeed:advisory,20,,,retained_text,1
highway=tertiary,maxspeed:type,IN:rural,,,retained_text,11
highway=tertiary,maxspeed:type,IN:urban,,,retained_text,57
highway=tertiary,maxspeed:type,sign,,,retained_text,10
highway=tertiary,maxweight:signed,no,,,retained_text,6
highway=tertiary,motor_vehicle,no,,,retained_text,15
highway=tertiary,motor_vehicle,private,,,retained_text,1
highway=tertiary,motor_vehicle,yes,,,retained_text,28
highway=tertiary,motorcycle,no,,,retained_text,2
highway=tertiary,oneway,-1,,,retained_text,7
highway=tertiary,oneway,no,,,retained_text,834
highway=tertiary,oneway,yes,,,retained_text,5070
highway=tertiary,oneway:bicycle,no,,,retained_text,2
highway=tertiary,sidewalk,both,,,retained_text,46
highway=tertiary,sidewalk,left,,,retained_text,61
highway=tertiary,sidewalk,no,,,retained_text,38
highway=tertiary,sidewalk,raised,,,retained_text,5
highway=tertiary,sidewalk,right,,,retained_text,9
highway=tertiary,sidewalk,separate,,,retained_text,1
highway=tertiary,sidewalk,yes,,,retained_text,3
highway=tertiary,sidewalk:both,yes,,,retained_text,1
highway=tertiary,sidewalk:both:surface,paving_stones,,,retained_text,2
highway=tertiary,sidewalk:left,separate,,,retained_text,8
highway=tertiary,sidewalk:left,yes,,,retained_text,2
highway=tertiary,sidewalk:left:surface,paved,,,retained_text,1
highway=tertiary,sidewalk:right,no,,,retained_text,9
highway=tertiary,sidewalk:right,separate,,,retained_text,1
highway=tertiary,sidewalk:right,yes,,,retained_text,5
highway=tertiary,sidewalk:surface,paving_stones,,,retained_text,5
highway=tertiary,smoothness,bad,,,retained_text,7
highway=tertiary,smoothness,excellent,,,retained_text,2
highway=tertiary,smoothness,good,,,retained_text,17
highway=tertiary,smoothness,intermediate,,,retained_text,12
highway=tertiary,source,Bing,,,retained_text,12
highway=tertiary,source,GPS,,,retained_text,339
highway=tertiary,source,GPS;local knowledge,,,retained_text,1
highway=tertiary,source,"Ulhasnagar, Thane, Maharashtra",,,retained_text,1
highway=tertiary,source,Yahoo,,,retained_text,177
highway=tertiary,source,Yahoo hires,,,retained_text,20
highway=tertiary,source,Yahoo hires;Bing,,,retained_text,5
highway=tertiary,source,Yahoo! imagery,,,retained_text,1
highway=tertiary,source,bing,,,retained_text,32
highway=tertiary,source,cadastre,,,retained_text,2
highway=tertiary,source,digitalglobe,,,retained_text,534
highway=tertiary,source,digitalglobe;GPS,,,retained_text,1
highway=tertiary,source,field trip,,,retained_text,4
highway=tertiary,source,gps,,,retained_text,2
highway=tertiary,source,local knowledge,,,retained_text,4
highway=tertiary,source,maxar,,,retained_text,165
highway=tertiary,source,stackbox,,,retained_text,1
highway=tertiary,source:bridge,bing,,,retained_text,2
highway=tertiary,surface,asphalt,,,retained_text,769
highway=tertiary,surface,concrete,,,retained_text,293
highway=tertiary,surface,dirt,,,retained_text,8
highway=tertiary,surface,gravel,,,retained_text,5
highway=tertiary,surface,ground,,,retained_text,10
highway=tertiary,surface,paved,,,retained_text,103
highway=tertiary,surface,paving_stones,,,retained_text,12
highway=tertiary,surface,sett,,,retained_text,1
highway=tertiary,surface,unpaved,,,retained_text,18
highway=tertiary,tracktype,grade4,,,retained_text,1
highway=tertiary,tunnel,yes,,,retained_text,74
highway=tertiary,turn:lanes,slight_left|through|through,,,retained_text,1
highway=tertiary,turn:lanes,through|right,,,retained_text,1
highway=tertiary,turn:lanes,through|through,,,retained_text,1
highway=tertiary,turn:lanes:backward,through|right,,,retained_text,1
highway=tertiary,turn:lanes:forward,through|right,,,retained_text,1
highway=tertiary,width,10,10.0,m,normalised,65
highway=tertiary,width,10.1,10.1,m,normalised,2
highway=tertiary,width,13.2,13.2,m,normalised,1
highway=tertiary,width,15,15.0,m,normalised,4
highway=tertiary,width,17,17.0,m,normalised,2
highway=tertiary,width,3,3.0,m,normalised,2
highway=tertiary,width,4,4.0,m,normalised,1
highway=tertiary,width,5,5.0,m,normalised,32
highway=tertiary,width,5.2,5.2,m,normalised,4
highway=tertiary,width,7,7.0,m,normalised,1
highway=tertiary_link,access,private,,,retained_text,5
highway=tertiary_link,bicycle,yes,,,retained_text,5
highway=tertiary_link,bridge,yes,,,retained_text,12
highway=tertiary_link,cycleway,no,,,retained_text,1
highway=tertiary_link,foot,yes,,,retained_text,2
highway=tertiary_link,lane_markings,no,,,retained_text,9
highway=tertiary_link,lane_markings,yes,,,retained_text,1
highway=tertiary_link,lanes,1,1,lanes,normalised,2
highway=tertiary_link,lanes,2,2,lanes,normalised,11
highway=tertiary_link,lanes,4,4,lanes,normalised,1
highway=tertiary_link,lanes,6,6,lanes,normalised,1
highway=tertiary_link,layer,-1,,,retained_text,11
highway=tertiary_link,layer,1,,,retained_text,11
highway=tertiary_link,lit,yes,,,retained_text,8
highway=tertiary_link,maxspeed,20,20.0,km/h,normalised,1
highway=tertiary_link,maxspeed,30,30.0,km/h,normalised,2
highway=tertiary_link,maxspeed,35,35.0,km/h,normalised,1
highway=tertiary_link,maxspeed,50,50.0,km/h,normalised,2
highway=tertiary_link,maxspeed:type,IN:urban,,,retained_text,2
highway=tertiary_link,motor_vehicle,no,,,retained_text,3
highway=tertiary_link,motorcar,no,,,retained_text,10
highway=tertiary_link,motorcycle,yes,,,retained_text,1
highway=tertiary_link,oneway,no,,,retained_text,6
highway=tertiary_link,oneway,yes,,,retained_text,93
highway=tertiary_link,sidewalk,left,,,retained_text,1
highway=tertiary_link,sidewalk,no,,,retained_text,1
highway=tertiary_link,source,Yahoo,,,retained_text,3
highway=tertiary_link,source,Yahoo hires,,,retained_text,2
highway=tertiary_link,source,bing,,,retained_text,2
highway=tertiary_link,source,digitalglobe,,,retained_text,47
highway=tertiary_link,surface,asphalt,,,retained_text,25
highway=tertiary_link,surface,concrete,,,retained_text,6
highway=tertiary_link,surface,paved,,,retained_text,4
highway=tertiary_link,tunnel,yes,,,retained_text,7
highway=tertiary_link,width,17,17.0,m,normalised,1
highway=tertiary|route=hiking,foot,yes,,,retained_text,7
highway=tertiary|route=hiking,route,hiking,,,retained_text,7
highway=track,access,military,,,retained_text,9
highway=track,access,no,,,retained_text,4
highway=track,access,permissive,,,retained_text,5
highway=track,access,private,,,retained_text,31
highway=track,access,yes,,,retained_text,8
highway=track,bicycle,no,,,retained_text,7
highway=track,bicycle,yes,,,retained_text,31
highway=track,bridge,yes,,,retained_text,171
highway=track,foot,no,,,retained_text,1
highway=track,foot,private,,,retained_text,1
highway=track,foot,yes,,,retained_text,34
highway=track,incline,15%,,,retained_text,1
highway=track,incline,yes,,,retained_text,2
highway=track,lanes,2,2,lanes,normalised,6
highway=track,layer,-1,,,retained_text,24
highway=track,layer,0,,,retained_text,2
highway=track,layer,1,,,retained_text,173
highway=track,lit,no,,,retained_text,1
highway=track,lit,yes,,,retained_text,1
highway=track,maxheight,default,,,retained_text,1
highway=track,maxspeed,40,40.0,km/h,normalised,1
highway=track,motor_vehicle,no,,,retained_text,20
highway=track,motor_vehicle,permissive,,,retained_text,1
highway=track,motor_vehicle,yes,,,retained_text,19
highway=track,motorcar,no,,,retained_text,3
highway=track,motorcycle,no,,,retained_text,2
highway=track,motorcycle,yes,,,retained_text,1
highway=track,oneway,no,,,retained_text,61
highway=track,oneway,yes,,,retained_text,3
highway=track,sidewalk,no,,,retained_text,9
highway=track,smoothness,bad,,,retained_text,3
highway=track,smoothness,excellent,,,retained_text,1
highway=track,smoothness,horrible,,,retained_text,1
highway=track,smoothness,intermediate,,,retained_text,2
highway=track,smoothness,very_bad,,,retained_text,18
