location_id,purpose,district_code,attraction_layer,nres_volume_m3,total_volume_m3,attraction_weight,radius_m,source
osm_node_13762876304,work,520,nres,0,1366374,1.7277e-05,300,derived
osm_node_13762876304,leisure,520,total,0,1366374,1.36637e+06,300,derived
osm_node_13762876306,work,520,nres,0,1366374,1.7277e-05,300,derived
osm_node_13762876306,shopping,520,total,0,1366374,1.36637e+06,300,derived
osm_node_13762876308,work,520,nres,0,1366374,1.7277e-05,300,derived
osm_node_13762876308,shopping,520,total,0,1366374,1.36637e+06,300,derived
osm_node_13762876309,work,520,nres,0,1366374,1.7277e-05,300,derived
osm_node_13762876309,shopping,520,total,0,1366374,1.36637e+06,300,derived
osm_node_13762876310,work,520,nres,0,1366374,1.7277e-05,300,derived
osm_node_13762876310,shopping,520,total,0,1366374,1.36637e+06,300,derived
osm_node_13762876312,work,520,nres,0,1366374,1.7277e-05,300,derived
osm_node_13762876317,work,520,nres,0,1493094,1.88794e-05,300,derived
osm_node_13762876317,shopping,520,total,0,1493094,1.49309e+06,300,derived
osm_node_13762876318,work,520,nres,0,1493094,1.88794e-05,300,derived
osm_node_13762876318,shopping,520,total,0,1493094,1.49309e+06,300,derived
osm_node_13762876319,work,520,nres,0,1366374,1.7277e-05,300,derived
osm_node_13762876319,shopping,520,total,0,1366374,1.36637e+06,300,derived
osm_node_13762876320,work,520,nres,0,1493094,1.88794e-05,300,derived
osm_node_13762876320,leisure,520,total,0,1493094,1.49309e+06,300,derived
osm_node_13762876327,work,520,nres,0,1493094,1.88794e-05,300,derived
osm_node_13762876327,leisure,520,total,0,1493094,1.49309e+06,300,derived
osm_node_13762876328,work,520,nres,0,1493094,1.88794e-05,300,derived
osm_node_13762876328,shopping,520,total,0,1493094,1.49309e+06,300,derived
osm_node_13762876337,work,520,nres,0,1493094,1.88794e-05,300,derived
osm_node_13762876337,shopping,520,total,0,1493094,1.49309e+06,300,derived
osm_node_13762876340,work,520,nres,0,1493094,1.88794e-05,300,derived
osm_node_13762876340,shopping,520,total,0,1493094,1.49309e+06,300,derived
osm_node_13762876341,work,520,nres,0,1493094,1.88794e-05,300,derived
osm_node_13762876341,shopping,520,total,0,1493094,1.49309e+06,300,derived
osm_node_13762876343,work,520,nres,0,1493094,1.88794e-05,300,derived
osm_node_13762876343,shopping,520,total,0,1493094,1.49309e+06,300,derived
osm_node_13762876344,work,520,nres,0,1493094,1.88794e-05,300,derived
osm_node_13762876344,shopping,520,total,0,1493094,1.49309e+06,300,derived
osm_node_13763902271,work,518,nres,0,537443,4.23378e-06,300,derived
osm_node_13763902271,leisure,518,total,0,537443,537443,300,derived
osm_node_13763907572,work,518,nres,0,537443,4.23378e-06,300,derived
osm_node_13763907573,work,518,nres,0,422108,3.32522e-06,300,derived
osm_node_13763907573,shopping,518,total,0,422108,422108,300,derived
osm_node_13764788413,work,518,nres,91428,1523701,4.40741e-05,300,derived
osm_node_13764788413,shopping,518,total,91428,1523701,1.5237e+06,300,derived
osm_node_13767096705,work,520,nres,0,1538750,1.94566e-05,300,derived
osm_node_13767096726,work,520,nres,22702,1687222,2.82101e-05,300,derived
osm_node_13767096726,shopping,520,total,22702,1687222,1.68722e+06,300,derived
osm_node_13767096727,work,520,nres,0,1493094,1.88794e-05,300,derived
osm_node_13767096727,shopping,520,total,0,1493094,1.49309e+06,300,derived
osm_node_13767096736,work,520,nres,22702,1687222,2.82101e-05,300,derived
osm_node_13767096736,shopping,520,total,22702,1687222,1.68722e+06,300,derived
osm_node_13767096737,work,520,nres,26700,1600201,2.83207e-05,300,derived
osm_node_13767096737,shopping,520,total,26700,1600201,1.6002e+06,300,derived
osm_node_13767096739,work,520,nres,26700,1600201,2.83207e-05,300,derived
osm_node_13767096739,shopping,520,total,26700,1600201,1.6002e+06,300,derived
osm_node_13767096740,work,520,nres,26700,1600201,2.83207e-05,300,derived
osm_node_13767096740,shopping,520,total,26700,1600201,1.6002e+06,300,derived
osm_node_13767096741,work,520,nres,26700,1600201,2.83207e-05,300,derived
osm_node_13767096741,shopping,520,total,26700,1600201,1.6002e+06,300,derived
osm_node_13767096742,work,520,nres,26700,1600201,2.83207e-05,300,derived
osm_node_13767096742,shopping,520,total,26700,1600201,1.6002e+06,300,derived
osm_node_13767096743,work,520,nres,26700,1600201,2.83207e-05,300,derived
osm_node_13767096743,shopping,520,total,26700,1600201,1.6002e+06,300,derived
osm_node_13767096758,work,520,nres,39166,1624135,3.23991e-05,300,derived
osm_node_13767096758,shopping,520,total,39166,1624135,1.62414e+06,300,derived
osm_node_13767096759,work,520,nres,39166,1624135,3.23991e-05,300,derived
osm_node_13767096761,work,520,nres,39166,1624135,3.23991e-05,300,derived
osm_node_13767096761,shopping,520,total,39166,1624135,1.62414e+06,300,derived
osm_node_13767096762,work,520,nres,59374,1601163,3.82293e-05,300,derived
osm_node_13767096762,shopping,520,total,59374,1601163,1.60116e+06,300,derived
osm_node_13767096763,work,520,nres,39166,1624135,3.23991e-05,300,derived
osm_node_13767096763,shopping,520,total,39166,1624135,1.62414e+06,300,derived
osm_node_13767096767,work,520,nres,59374,1601163,3.82293e-05,300,derived
osm_node_13767096797,work,520,nres,29448,1761820,3.11966e-05,300,derived
osm_node_13767096797,shopping,520,total,29448,1761820,1.76182e+06,300,derived
osm_node_13767096798,work,520,nres,29448,1761820,3.11966e-05,300,derived
osm_node_13767096798,shopping,520,total,29448,1761820,1.76182e+06,300,derived
osm_node_13767096800,work,520,nres,29448,1761820,3.11966e-05,300,derived
osm_node_13767096800,shopping,520,total,29448,1761820,1.76182e+06,300,derived
osm_node_13767096801,work,520,nres,29448,1761820,3.11966e-05,300,derived
osm_node_13767096801,shopping,520,total,29448,1761820,1.76182e+06,300,derived
osm_node_13767096802,work,520,nres,29448,1761820,3.11966e-05,300,derived
osm_node_13767096802,shopping,520,total,29448,1761820,1.76182e+06,300,derived
osm_node_13767096803,work,520,nres,29448,1761820,3.11966e-05,300,derived
osm_node_13767096803,shopping,520,total,29448,1761820,1.76182e+06,300,derived
osm_node_13767096804,work,520,nres,29448,1761820,3.11966e-05,300,derived
osm_node_13767096804,shopping,520,total,29448,1761820,1.76182e+06,300,derived
osm_node_13767096805,work,520,nres,29448,1761820,3.11966e-05,300,derived
osm_node_13767096805,shopping,520,total,29448,1761820,1.76182e+06,300,derived
osm_node_13767096806,work,520,nres,29448,1761820,3.11966e-05,300,derived
osm_node_13767096806,shopping,520,total,29448,1761820,1.76182e+06,300,derived
osm_node_13767096807,work,520,nres,29448,1761820,3.11966e-05,300,derived
osm_node_13767096807,shopping,520,total,29448,1761820,1.76182e+06,300,derived
osm_node_13767096808,work,520,nres,29448,1761820,3.11966e-05,300,derived
osm_node_13767096808,shopping,520,total,29448,1761820,1.76182e+06,300,derived
osm_node_13767096809,work,520,nres,29448,1761820,3.11966e-05,300,derived
osm_node_13767096809,shopping,520,total,29448,1761820,1.76182e+06,300,derived
osm_node_13767096813,work,520,nres,48646,1775567,3.71852e-05,300,derived
osm_node_13767096813,shopping,520,total,48646,1775567,1.77557e+06,300,derived
osm_node_13767096816,work,520,nres,48646,1775567,3.71852e-05,300,derived
osm_node_13767096816,shopping,520,total,48646,1775567,1.77557e+06,300,derived
osm_node_13767096857,social,520,total,35198,1691435,1.69144e+06,300,derived
osm_node_13767096880,work,520,nres,24728,1750984,2.96299e-05,300,derived
osm_node_13767096880,shopping,520,total,24728,1750984,1.75098e+06,300,derived
osm_node_13767096889,work,520,nres,24728,1921689,3.17884e-05,300,derived
osm_node_13767096889,shopping,520,total,24728,1921689,1.92169e+06,300,derived
osm_node_13767096890,work,520,nres,24728,1750984,2.96299e-05,300,derived
osm_node_13767096890,shopping,520,total,24728,1750984,1.75098e+06,300,derived
osm_node_13767096891,work,520,nres,7571,1998308,2.75606e-05,300,derived
osm_node_13767096891,shopping,520,total,7571,1998308,1.99831e+06,300,derived
osm_node_13767096892,work,520,nres,7571,1998308,2.75606e-05,300,derived
osm_node_13767096892,shopping,520,total,7571,1998308,1.99831e+06,300,derived
osm_node_13767096893,work,520,nres,24728,1921689,3.17884e-05,300,derived
osm_node_13767096893,shopping,520,total,24728,1921689,1.92169e+06,300,derived
osm_node_13767536018,work,520,nres,0,600997,7.59928e-06,300,derived
osm_node_13767536018,shopping,520,total,0,600997,600997,300,derived
osm_node_13767536019,work,520,nres,0,600997,7.59928e-06,300,derived
osm_node_13767536019,shopping,520,total,0,600997,600997,300,derived
osm_node_13767536026,work,520,nres,0,600997,7.59928e-06,300,derived
osm_node_13767536026,shopping,520,total,0,600997,600997,300,derived
osm_node_13767536031,work,520,nres,0,600997,7.59928e-06,300,derived
osm_node_13767536031,shopping,520,total,0,600997,600997,300,derived
osm_node_13767536032,work,520,nres,0,600997,7.59928e-06,300,derived
osm_node_13767536032,shopping,520,total,0,600997,600997,300,derived
osm_node_13767536033,work,520,nres,0,600997,7.59928e-06,300,derived
osm_node_13767536033,shopping,520,total,0,600997,600997,300,derived
osm_node_13767536056,work,520,nres,0,1346346,1.70238e-05,300,derived
osm_node_13767536056,shopping,520,total,0,1346346,1.34635e+06,300,derived
osm_node_13767536066,work,520,nres,1669,296145,4.2501e-06,300,derived
osm_node_13767536066,shopping,520,total,1669,296145,296145,300,derived
osm_node_13769101941,work,518,nres,0,614437,4.84031e-06,300,derived
osm_node_13769101951,work,518,nres,0,784651,6.1812e-06,300,derived
osm_node_13769303513,work,518,nres,79243,3526628,5.55782e-05,300,derived
osm_node_13769303535,work,518,nres,152294,1669228,6.6571e-05,300,derived
osm_node_13770332872,work,520,nres,0,81568,1.03138e-06,300,derived
osm_node_13770332872,shopping,520,total,0,81568,81568,300,derived
osm_node_13770332874,work,520,nres,0,72845,9.21085e-07,300,derived
osm_node_13770332874,shopping,520,total,0,72845,72845,300,derived
osm_node_13770332875,work,520,nres,0,77883,9.84788e-07,300,derived
osm_node_13770332875,shopping,520,total,0,77883,77883,300,derived
osm_node_13770332877,work,520,nres,0,77883,9.84788e-07,300,derived
osm_node_13770332877,shopping,520,total,0,77883,77883,300,derived
osm_node_13770724901,work,519,nres,108336,2261368,5.23783e-05,300,derived
osm_node_13770724902,work,519,nres,63980,2005167,3.42456e-05,300,derived
osm_node_13770724903,work,519,nres,108336,1878647,5.04852e-05,300,derived
osm_node_13770732040,work,520,nres,312039,867364,0.000105479,300,derived
osm_node_13770732040,leisure,520,total,312039,867364,867364,300,derived
osm_node_13770732068,work,520,nres,109579,1256788,4.90811e-05,300,derived
osm_node_13770774801,work,519,nres,41572,1806553,2.4743e-05,300,derived
osm_node_13770804901,work,520,nres,0,303831,3.84178e-06,300,derived
osm_node_13770804989,work,520,nres,0,145246,1.83656e-06,300,derived
osm_node_13770804989,shopping,520,total,0,145246,145246,300,derived
osm_node_13771221487,work,518,nres,3559,1818785,1.55762e-05,300,derived
osm_node_13771221487,shopping,518,total,3559,1818785,1.81878e+06,300,derived
osm_node_13776104189,work,518,nres,0,537443,4.23378e-06,300,derived
osm_node_13780361215,work,520,nres,0,1848539,2.33738e-05,300,derived
osm_node_13780361215,shopping,520,total,0,1848539,1.84854e+06,300,derived
osm_node_13780406801,work,520,nres,0,374551,4.73599e-06,300,derived
osm_node_13780406801,leisure,520,total,0,374551,374551,300,derived
osm_node_13780428919,work,520,nres,0,1790924,2.26452e-05,300,derived
osm_node_13781502793,work,518,nres,82853,1848481,4.36247e-05,300,derived
osm_node_13781502793,shopping,518,total,82853,1848481,1.84848e+06,300,derived
osm_node_13781536718,work,518,nres,184249,2219047,8.21114e-05,300,derived
osm_node_13781536718,shopping,518,total,184249,2219047,2.21905e+06,300,derived
osm_node_13781536743,work,518,nres,174965,2263709,7.92066e-05,300,derived
osm_node_13781536743,leisure,518,total,174965,2263709,2.26371e+06,300,derived
osm_node_13784287147,work,520,nres,56638,1323501,3.38897e-05,300,derived
osm_node_13784438540,work,520,nres,433937,1449247,0.000149758,300,derived
osm_node_13785164475,work,518,nres,168299,2104894,7.56172e-05,300,derived
osm_node_13785164478,work,518,nres,184249,2219047,8.21114e-05,300,derived
osm_node_13785164478,shopping,518,total,184249,2219047,2.21905e+06,300,derived
osm_node_13787342401,work,519,nres,0,2565522,1.26904e-05,300,derived
osm_node_13787385401,work,519,nres,0,2836790,1.40323e-05,300,derived
osm_node_13793724313,leisure,520,total,1304841,1964577,1.96458e+06,300,derived
osm_node_13797667525,work,519,nres,62710,2750733,3.74507e-05,300,derived
osm_node_13797667525,leisure,519,total,62710,2750733,2.75073e+06,300,derived
osm_node_13797673600,work,519,nres,30900,2619406,2.4706e-05,300,derived
osm_node_13797673600,leisure,519,total,30900,2619406,2.61941e+06,300,derived
osm_node_13798225995,work,517,nres,0,831844,6.58144e-06,300,derived
osm_node_13798225995,shopping,517,total,0,831844,831844,300,derived
osm_node_13798252940,work,518,nres,36049,1540730,2.47825e-05,300,derived
osm_node_13798295231,work,517,nres,0,979459,7.74936e-06,300,derived
osm_node_13798295231,leisure,517,total,0,979459,979459,300,derived
osm_node_13798864315,work,518,nres,0,958016,7.54691e-06,300,derived
osm_node_13798864315,shopping,518,total,0,958016,958016,300,derived
osm_node_13801401428,work,518,nres,3942,1105396,1.00907e-05,300,derived
osm_node_13801401428,shopping,518,total,3942,1105396,1.1054e+06,300,derived
osm_node_13801401429,work,518,nres,3942,1105396,1.00907e-05,300,derived
osm_node_13801401429,shopping,518,total,3942,1105396,1.1054e+06,300,derived
osm_node_13801401431,work,518,nres,3942,1105396,1.00907e-05,300,derived
osm_node_13801401431,leisure,518,total,3942,1105396,1.1054e+06,300,derived
osm_node_13801401432,work,518,nres,3942,1105396,1.00907e-05,300,derived
osm_node_13801401432,leisure,518,total,3942,1105396,1.1054e+06,300,derived
osm_node_13801702977,work,518,nres,0,958016,7.54691e-06,300,derived
osm_node_13801702977,leisure,518,total,0,958016,958016,300,derived
osm_node_13801702990,work,518,nres,0,1869814,1.47297e-05,300,derived
osm_node_13801702990,shopping,518,total,0,1869814,1.86981e+06,300,derived
osm_node_13801749977,work,518,nres,0,1869814,1.47297e-05,300,derived
osm_node_13801749977,shopping,518,total,0,1869814,1.86981e+06,300,derived
osm_node_13801814673,work,518,nres,0,1869814,1.47297e-05,300,derived
osm_node_13801814673,leisure,518,total,0,1869814,1.86981e+06,300,derived
osm_node_13801844648,work,518,nres,0,1869814,1.47297e-05,300,derived
osm_node_13801844648,shopping,518,total,0,1869814,1.86981e+06,300,derived
osm_node_13801905531,work,518,nres,0,1869814,1.47297e-05,300,derived
osm_node_13801905531,shopping,518,total,0,1869814,1.86981e+06,300,derived
osm_node_13803043101,work,520,nres,0,1276179,1.61366e-05,300,derived
osm_node_13805568840,work,517,nres,27447,1484658,2.13648e-05,300,derived
osm_node_13805569682,work,520,nres,0,1661565,2.10096e-05,300,derived
osm_node_13805714808,leisure,520,total,0,910241,910241,300,derived
osm_node_13805880401,work,518,nres,0,2125121,1.67409e-05,300,derived
osm_node_13808000655,work,517,nres,219306,1985381,9.25604e-05,300,derived
osm_node_13808008528,work,517,nres,1606,1415613,1.17629e-05,300,derived
osm_node_13812910334,work,518,nres,0,902425,7.10898e-06,300,derived
osm_node_13812910334,leisure,518,total,0,902425,902425,300,derived
osm_node_13813956074,work,520,nres,28507,1374570,2.6015e-05,300,derived
osm_node_13813956074,shopping,520,total,28507,1374570,1.37457e+06,300,derived
osm_node_13813974130,work,520,nres,28507,1374570,2.6015e-05,300,derived
osm_node_13813974130,shopping,520,total,28507,1374570,1.37457e+06,300,derived
osm_node_13813985053,work,520,nres,28507,1374570,2.6015e-05,300,derived
osm_node_13813985053,leisure,520,total,28507,1374570,1.37457e+06,300,derived
osm_node_13814081853,work,520,nres,0,1234965,1.56155e-05,300,derived
osm_node_13814081853,shopping,520,total,0,1234965,1.23496e+06,300,derived
osm_node_13814083796,work,520,nres,28507,1374570,2.6015e-05,300,derived
osm_node_13814083796,leisure,520,total,28507,1374570,1.37457e+06,300,derived
osm_node_13818216245,work,518,nres,964,1980936,1.59433e-05,300,derived
osm_node_13818216245,shopping,518,total,964,1980936,1.98094e+06,300,derived
osm_node_13828404832,leisure,520,total,737400,1219564,1.21956e+06,300,derived
osm_node_13831418869,work,517,nres,1072333,2154542,0.000392829,300,derived
osm_node_13831418869,leisure,517,total,1072333,2154542,2.15454e+06,300,derived
osm_node_13831578657,work,517,nres,0,1114429,8.81722e-06,300,derived
osm_node_13831578657,leisure,517,total,0,1114429,1.11443e+06,300,derived
osm_node_1383322788,work,519,nres,26920,1317124,1.67509e-05,300,derived
osm_node_13835122066,work,519,nres,597035,1007887,0.000231995,300,derived
osm_node_13835122066,leisure,519,total,597035,1007887,1.00789e+06,300,derived
osm_node_13835136534,work,519,nres,653261,1023204,0.00025345,300,derived
osm_node_13844585700,leisure,520,total,0,40861,40861,300,derived
osm_node_13851146101,leisure,518,total,789074,2077696,2.0777e+06,300,derived
osm_node_13851310201,leisure,518,total,934565,2213426,2.21343e+06,300,derived
osm_node_13852151964,work,520,nres,660,579721,7.53016e-06,300,derived
osm_node_13852151964,shopping,520,total,660,579721,579721,300,derived
osm_node_13852176717,work,520,nres,329517,1365756,0.000117075,300,derived
osm_node_13852176717,leisure,520,total,329517,1365756,1.36576e+06,300,derived
osm_node_13852176735,work,520,nres,433937,1449247,0.000149758,300,derived
osm_node_13852176735,shopping,520,total,433937,1449247,1.44925e+06,300,derived
osm_node_13852176736,work,520,nres,433937,1449247,0.000149758,300,derived
osm_node_13852176736,shopping,520,total,433937,1449247,1.44925e+06,300,derived
osm_node_13852176738,work,520,nres,433937,1449247,0.000149758,300,derived
osm_node_13852176738,shopping,520,total,433937,1449247,1.44925e+06,300,derived
osm_node_13852176739,work,520,nres,433937,1449247,0.000149758,300,derived
osm_node_13852176739,shopping,520,total,433937,1449247,1.44925e+06,300,derived
osm_node_13852176741,work,520,nres,433937,1449247,0.000149758,300,derived
osm_node_13852176741,shopping,520,total,433937,1449247,1.44925e+06,300,derived
osm_node_13852176742,work,520,nres,433937,1449247,0.000149758,300,derived
osm_node_13852176742,shopping,520,total,433937,1449247,1.44925e+06,300,derived
osm_node_13852176743,work,520,nres,433937,1449247,0.000149758,300,derived
osm_node_13852176749,work,520,nres,516258,1587853,0.000176444,300,derived
osm_node_13852176749,leisure,520,total,516258,1587853,1.58785e+06,300,derived
osm_node_13852176750,work,520,nres,516258,1587853,0.000176444,300,derived
osm_node_13852176750,shopping,520,total,516258,1587853,1.58785e+06,300,derived
osm_node_13852176751,work,520,nres,516258,1587853,0.000176444,300,derived
osm_node_13852176751,leisure,520,total,516258,1587853,1.58785e+06,300,derived
osm_node_13852176752,work,520,nres,516258,1587853,0.000176444,300,derived
osm_node_13852176752,shopping,520,total,516258,1587853,1.58785e+06,300,derived
osm_node_13852176765,work,520,nres,545952,1655988,0.000186299,300,derived
osm_node_13852176765,leisure,520,total,545952,1655988,1.65599e+06,300,derived
osm_node_13852176766,work,520,nres,545952,1655988,0.000186299,300,derived
osm_node_13852176766,leisure,520,total,545952,1655988,1.65599e+06,300,derived
osm_node_13852176767,work,520,nres,545952,1655988,0.000186299,300,derived
osm_node_13852176767,shopping,520,total,545952,1655988,1.65599e+06,300,derived
osm_node_13852176768,work,520,nres,545952,1655988,0.000186299,300,derived
osm_node_13852176768,leisure,520,total,545952,1655988,1.65599e+06,300,derived
osm_node_13852176801,work,520,nres,592469,1772307,0.000201859,300,derived
osm_node_13852176801,shopping,520,total,592469,1772307,1.77231e+06,300,derived
osm_node_13852176802,work,520,nres,592469,1772307,0.000201859,300,derived
osm_node_13852176802,shopping,520,total,592469,1772307,1.77231e+06,300,derived
osm_node_13852176803,work,520,nres,592469,1772307,0.000201859,300,derived
osm_node_13852176803,shopping,520,total,592469,1772307,1.77231e+06,300,derived
osm_node_13852176822,work,520,nres,712544,1889927,0.000239715,300,derived
osm_node_13852176823,work,520,nres,712544,1889927,0.000239715,300,derived
osm_node_13852176823,shopping,520,total,712544,1889927,1.88993e+06,300,derived
osm_node_13852176824,work,520,nres,712544,1889927,0.000239715,300,derived
osm_node_13852176824,leisure,520,total,712544,1889927,1.88993e+06,300,derived
osm_node_13853049177,work,518,nres,950623,1827612,0.000347855,300,derived
osm_node_13853049177,leisure,518,total,950623,1827612,1.82761e+06,300,derived
osm_node_13853049186,work,518,nres,1328107,2281287,0.000483842,300,derived
osm_node_13853049192,work,518,nres,1349338,2181285,0.000490502,300,derived
osm_node_13853049193,work,518,nres,884390,1697468,0.000323597,300,derived
osm_node_13853049194,work,518,nres,884390,1697468,0.000323597,300,derived
osm_node_13853049199,work,518,nres,1306952,2222513,0.000475958,300,derived
osm_node_13853049199,leisure,518,total,1306952,2222513,2.22251e+06,300,derived
osm_node_13853049200,work,518,nres,1306952,2222513,0.000475958,300,derived
osm_node_13853049200,shopping,518,total,1306952,2222513,2.22251e+06,300,derived
osm_node_13863638645,work,519,nres,54587,1157532,2.64813e-05,300,derived
osm_node_13863638645,leisure,519,total,54587,1157532,1.15753e+06,300,derived
osm_node_13863638647,work,519,nres,33762,1053344,1.80477e-05,300,derived
osm_node_13863638647,leisure,519,total,33762,1053344,1.05334e+06,300,derived
osm_node_13866454695,work,517,nres,110685,1552676,5.10724e-05,300,derived
osm_node_13866454695,shopping,517,total,110685,1552676,1.55268e+06,300,derived
osm_node_13866491137,work,517,nres,110685,1552676,5.10724e-05,300,derived
osm_node_13866491137,shopping,517,total,110685,1552676,1.55268e+06,300,derived
osm_node_13866525480,work,517,nres,0,1999322,1.58184e-05,300,derived
osm_node_13866525480,shopping,517,total,0,1999322,1.99932e+06,300,derived
osm_node_13866529494,work,517,nres,0,1952306,1.54464e-05,300,derived
osm_node_13866529494,shopping,517,total,0,1952306,1.95231e+06,300,derived
osm_node_13866531299,work,517,nres,0,1999322,1.58184e-05,300,derived
osm_node_13866531299,shopping,517,total,0,1999322,1.99932e+06,300,derived
osm_node_13866531336,work,517,nres,0,2117069,1.675e-05,300,derived
osm_node_13866531336,shopping,517,total,0,2117069,2.11707e+06,300,derived
osm_node_13866549769,work,517,nres,27903,1786174,2.39101e-05,300,derived
osm_node_13866549770,work,517,nres,0,1952306,1.54464e-05,300,derived
osm_node_13866549770,shopping,517,total,0,1952306,1.95231e+06,300,derived
osm_node_13866549789,work,517,nres,0,1952306,1.54464e-05,300,derived
osm_node_13866549789,shopping,517,total,0,1952306,1.95231e+06,300,derived
osm_node_13866553525,work,517,nres,0,1999322,1.58184e-05,300,derived
osm_node_13866553525,shopping,517,total,0,1999322,1.99932e+06,300,derived
osm_node_13866554099,work,517,nres,0,2117069,1.675e-05,300,derived
osm_node_13866554099,shopping,517,total,0,2117069,2.11707e+06,300,derived
osm_node_13866612817,work,517,nres,0,2117069,1.675e-05,300,derived
osm_node_13866612817,shopping,517,total,0,2117069,2.11707e+06,300,derived
osm_node_13866612819,work,517,nres,0,1999322,1.58184e-05,300,derived
osm_node_13866612819,shopping,517,total,0,1999322,1.99932e+06,300,derived
osm_node_13866626462,work,517,nres,0,1999322,1.58184e-05,300,derived
osm_node_13866626462,shopping,517,total,0,1999322,1.99932e+06,300,derived
osm_node_13866626483,work,517,nres,0,1952306,1.54464e-05,300,derived
osm_node_13866626483,shopping,517,total,0,1952306,1.95231e+06,300,derived
osm_node_13866629042,work,517,nres,0,2117069,1.675e-05,300,derived
osm_node_13866629042,shopping,517,total,0,2117069,2.11707e+06,300,derived
osm_node_13866659097,work,517,nres,0,1952306,1.54464e-05,300,derived
osm_node_13866659097,shopping,517,total,0,1952306,1.95231e+06,300,derived
osm_node_13866659495,work,517,nres,0,1952306,1.54464e-05,300,derived
osm_node_13866659495,shopping,517,total,0,1952306,1.95231e+06,300,derived
osm_node_13866661238,work,517,nres,0,1999322,1.58184e-05,300,derived
osm_node_13866661238,shopping,517,total,0,1999322,1.99932e+06,300,derived
osm_node_13866669250,work,517,nres,0,2117069,1.675e-05,300,derived
osm_node_13866669250,shopping,517,total,0,2117069,2.11707e+06,300,derived
osm_node_13866669251,work,517,nres,0,2117069,1.675e-05,300,derived
osm_node_13866669251,shopping,517,total,0,2117069,2.11707e+06,300,derived
osm_node_13866669659,work,517,nres,0,1952306,1.54464e-05,300,derived
osm_node_13866669659,shopping,517,total,0,1952306,1.95231e+06,300,derived
osm_node_13866671199,work,517,nres,0,1952306,1.54464e-05,300,derived
osm_node_13866671199,shopping,517,total,0,1952306,1.95231e+06,300,derived
osm_node_13866673518,work,517,nres,0,1999322,1.58184e-05,300,derived
osm_node_13866673518,shopping,517,total,0,1999322,1.99932e+06,300,derived
osm_node_13866674109,work,517,nres,27903,1786174,2.39101e-05,300,derived
osm_node_13866674109,shopping,517,total,27903,1786174,1.78617e+06,300,derived
osm_node_13866685922,work,517,nres,0,2117069,1.675e-05,300,derived
osm_node_13866685922,shopping,517,total,0,2117069,2.11707e+06,300,derived
osm_node_13866687449,work,517,nres,0,1952306,1.54464e-05,300,derived
osm_node_13866687449,shopping,517,total,0,1952306,1.95231e+06,300,derived
osm_node_13866687450,work,517,nres,0,1952306,1.54464e-05,300,derived
osm_node_13866687450,shopping,517,total,0,1952306,1.95231e+06,300,derived
osm_node_13866687575,work,517,nres,0,2117069,1.675e-05,300,derived
osm_node_13866687575,shopping,517,total,0,2117069,2.11707e+06,300,derived
osm_node_13866687750,work,517,nres,0,1952306,1.54464e-05,300,derived
osm_node_13866687750,shopping,517,total,0,1952306,1.95231e+06,300,derived
osm_node_13866687873,work,517,nres,0,1952306,1.54464e-05,300,derived
osm_node_13866687873,shopping,517,total,0,1952306,1.95231e+06,300,derived
osm_node_13866692515,work,517,nres,0,2117069,1.675e-05,300,derived
osm_node_13866692515,shopping,517,total,0,2117069,2.11707e+06,300,derived
osm_node_13866693963,work,517,nres,0,2117069,1.675e-05,300,derived
osm_node_13866693963,shopping,517,total,0,2117069,2.11707e+06,300,derived
osm_node_13866693964,work,517,nres,0,2117069,1.675e-05,300,derived
osm_node_13866693964,shopping,517,total,0,2117069,2.11707e+06,300,derived
osm_node_13866694294,work,517,nres,0,1952306,1.54464e-05,300,derived
osm_node_13866694294,shopping,517,total,0,1952306,1.95231e+06,300,derived
osm_node_13866695082,work,517,nres,0,2117069,1.675e-05,300,derived
osm_node_13866695082,shopping,517,total,0,2117069,2.11707e+06,300,derived
osm_node_13866695084,work,517,nres,0,2117069,1.675e-05,300,derived
osm_node_13866695084,shopping,517,total,0,2117069,2.11707e+06,300,derived
osm_node_13866695665,work,517,nres,27903,1786174,2.39101e-05,300,derived
osm_node_13866695665,shopping,517,total,27903,1786174,1.78617e+06,300,derived
osm_node_13866695666,work,517,nres,27903,1786174,2.39101e-05,300,derived
osm_node_13866695666,shopping,517,total,27903,1786174,1.78617e+06,300,derived
osm_node_13866695674,work,517,nres,0,2117069,1.675e-05,300,derived
osm_node_13866695674,shopping,517,total,0,2117069,2.11707e+06,300,derived
osm_node_13866698412,work,517,nres,0,1999322,1.58184e-05,300,derived
osm_node_13866698412,shopping,517,total,0,1999322,1.99932e+06,300,derived
osm_node_13866698413,work,517,nres,0,1999322,1.58184e-05,300,derived
osm_node_13866698413,shopping,517,total,0,1999322,1.99932e+06,300,derived
osm_node_13866698414,work,517,nres,0,1999322,1.58184e-05,300,derived
osm_node_13866698414,shopping,517,total,0,1999322,1.99932e+06,300,derived
osm_node_13866698415,work,517,nres,0,1999322,1.58184e-05,300,derived
osm_node_13866698415,shopping,517,total,0,1999322,1.99932e+06,300,derived
osm_node_13866698416,work,517,nres,11121,1690557,1.72727e-05,300,derived
osm_node_13866698416,shopping,517,total,11121,1690557,1.69056e+06,300,derived
osm_node_13866698417,work,517,nres,27903,1786174,2.39101e-05,300,derived
osm_node_13866698417,shopping,517,total,27903,1786174,1.78617e+06,300,derived
