geography_id,geometry_status,geometry_source_id,geometry_source_sha256,source_feature_ids,identity_basis,previous_geometry_source_id,comparable_count_cells,missing_count_cells
27:517:04157:551531:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551531,Exact administrative codes and normalised name,,49,0
27:517:04157:551532:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551532,Exact administrative codes and normalised name,,49,0
27:517:04157:551533:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551533,Exact administrative codes and normalised name,,49,0
27:517:04157:551534:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551534,Exact administrative codes and normalised name,,49,0
27:517:04157:551535:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551535,Exact administrative codes and normalised name,,49,0
27:517:04157:551536:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551536,Exact administrative codes and normalised name,,49,0
27:517:04157:551537:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551537,Exact administrative codes and normalised name,,49,0
27:517:04157:551538:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551538,Exact administrative codes and normalised name,,49,0
27:517:04157:551539:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551539,Exact administrative codes and normalised name,,49,0
27:517:04157:551540:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551540,Exact administrative codes and normalised name,,49,0
27:517:04157:551541:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551541,Exact administrative codes and normalised name,,49,0
27:517:04157:551542:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551542,Exact administrative codes and normalised name,,49,0
27:517:04157:551543:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551543,Exact administrative codes and normalised name,,49,0
27:517:04157:551544:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551544,Exact administrative codes and normalised name,,49,0
27:517:04157:551545:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551545,Exact administrative codes and normalised name,,49,0
27:517:04157:551546:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551546,Exact administrative codes and normalised name,,49,0
27:517:04157:551547:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551547,Exact administrative codes and normalised name,,49,0
27:517:04157:551548:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551548,Exact administrative codes and normalised name,,49,0
27:517:04157:551549:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551549,Exact administrative codes and normalised name,,49,0
27:517:04157:551550:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551550,Exact administrative codes and normalised name,,49,0
27:517:04157:551551:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551551,Exact administrative codes and normalised name,,49,0
27:517:04157:551552:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551552,Exact administrative codes and normalised name,,49,0
27:517:04157:551553:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551553,Exact administrative codes and normalised name,,49,0
27:517:04157:551554:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551554,Exact administrative codes and normalised name,,49,0
27:517:04157:551555:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551555,Exact administrative codes and normalised name,,49,0
27:517:04157:551556:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551556,Exact administrative codes and normalised name,,49,0
27:517:04157:551557:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551557,Exact administrative codes and normalised name,,49,0
27:517:04157:551558:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551558,Exact administrative codes and normalised name,,49,0
27:517:04157:551559:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551559,Exact administrative codes and normalised name,,49,0
27:517:04157:551560:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551560,Exact administrative codes and normalised name,,49,0
27:517:04157:551561:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551561,Exact administrative codes and normalised name,,49,0
27:517:04157:551562:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551562,Exact administrative codes and normalised name,,49,0
27:517:04157:551563:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551563,Exact administrative codes and normalised name,,49,0
27:517:04157:551564:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551564,Exact administrative codes and normalised name,,49,0
27:517:04157:551565:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551565,Exact administrative codes and normalised name,,49,0
27:517:04157:551566:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551566,Exact administrative codes and normalised name,,49,0
27:517:04157:551567:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551567,Exact administrative codes and normalised name,,49,0
27:517:04157:551568:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551568,Exact administrative codes and normalised name,,49,0
27:517:04157:551569:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551569,Exact administrative codes and normalised name,,49,0
27:517:04157:551570:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551570,Exact administrative codes and normalised name,,49,0
27:517:04157:551571:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551571,Exact administrative codes and normalised name,,49,0
27:517:04157:551572:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551572,Exact administrative codes and normalised name,,49,0
27:517:04157:551573:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551573,Exact administrative codes and normalised name,,49,0
27:517:04157:551574:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551574,Exact administrative codes and normalised name,,49,0
27:517:04157:551575:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551575,Exact administrative codes and normalised name,,49,0
27:517:04157:551576:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551576,Exact administrative codes and normalised name,,49,0
27:517:04158:551577:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551577,Exact administrative codes and normalised name,,49,0
27:517:04158:551578:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551578,Exact administrative codes and normalised name,,49,0
27:517:04158:551579:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551579,Exact administrative codes and normalised name,,49,0
27:517:04158:551580:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551580,Exact administrative codes and normalised name,,49,0
27:517:04158:551581:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551581,Exact administrative codes and normalised name,,49,0
27:517:04158:551582:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551582,Exact administrative codes and normalised name,,49,0
27:517:04158:551583:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551583,Exact administrative codes and normalised name,,49,0
27:517:04158:551584:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551584,Exact administrative codes and normalised name,,49,0
27:517:04158:551585:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551585,Exact administrative codes and normalised name,,49,0
27:517:04158:551586:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551586,Exact administrative codes and normalised name,,49,0
27:517:04158:551587:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551587,Exact administrative codes and normalised name,,49,0
27:517:04158:551588:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551588,Exact administrative codes and normalised name,,49,0
27:517:04158:551589:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551589,Exact administrative codes and normalised name,,49,0
27:517:04158:551590:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551590,Exact administrative codes and normalised name,,49,0
27:517:04158:551591:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551591,Exact administrative codes and normalised name,,49,0
27:517:04158:551592:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551592,Exact administrative codes and normalised name,,49,0
27:517:04158:551593:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551593,Exact administrative codes and normalised name,,49,0
27:517:04158:551594:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551594,Exact administrative codes and normalised name,,49,0
27:517:04158:551595:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551595,Exact administrative codes and normalised name,,49,0
27:517:04158:551596:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551596,Exact administrative codes and normalised name,,49,0
27:517:04158:551597:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551597,Exact administrative codes and normalised name,,49,0
27:517:04158:551598:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551598,Exact administrative codes and normalised name,,49,0
27:517:04158:551599:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551599,Exact administrative codes and normalised name,,49,0
27:517:04158:551600:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551600,Exact administrative codes and normalised name,,49,0
27:517:04158:551601:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551601,Exact administrative codes and normalised name,,49,0
27:517:04158:551602:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551602,Exact administrative codes and normalised name,,49,0
27:517:04158:551603:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551603,Exact administrative codes and normalised name,,49,0
27:517:04158:551604:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551604,Exact administrative codes and normalised name,,49,0
27:517:04158:551605:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551605,Exact administrative codes and normalised name,,49,0
27:517:04158:551606:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551606,Exact administrative codes and normalised name,,49,0
27:517:04158:551607:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551607,Exact administrative codes and normalised name,,49,0
27:517:04158:551608:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551608,Exact administrative codes and normalised name,,49,0
27:517:04158:551609:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551609,Exact administrative codes and normalised name,,49,0
27:517:04158:551610:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551610,Exact administrative codes and normalised name,,49,0
27:517:04158:551611:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551611,Exact administrative codes and normalised name,,49,0
27:517:04158:551612:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551612,Exact administrative codes and normalised name,,49,0
27:517:04158:551613:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551613,Exact administrative codes and normalised name,,49,0
27:517:04158:551614:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551614,Exact administrative codes and normalised name,,49,0
27:517:04158:551615:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551615,Exact administrative codes and normalised name,,49,0
27:517:04158:551616:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551616,Exact administrative codes and normalised name,,49,0
27:517:04158:551617:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551617,Exact administrative codes and normalised name,,49,0
27:517:04158:551618:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551618,Exact administrative codes and normalised name,,49,0
27:517:04158:551619:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551619,Exact administrative codes and normalised name,,49,0
27:517:04158:551620:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551620,Exact administrative codes and normalised name,,49,0
27:517:04158:551621:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551621,Exact administrative codes and normalised name,,49,0
27:517:04158:551622:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551622,Exact administrative codes and normalised name,,49,0
27:517:04158:551623:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551623,Exact administrative codes and normalised name,,49,0
27:517:04158:551624:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551624,Exact administrative codes and normalised name,,49,0
27:517:04158:551625:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551625,Exact administrative codes and normalised name,,49,0
27:517:04158:551626:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551626,Exact administrative codes and normalised name,,49,0
27:517:04158:551627:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551627,Exact administrative codes and normalised name,,49,0
27:517:04158:551628:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551628,Exact administrative codes and normalised name,,49,0
27:517:04158:551629:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551629,Exact administrative codes and normalised name,,49,0
27:517:04158:551630:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551630,Exact administrative codes and normalised name,,49,0
27:517:04158:551631:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551631,Exact administrative codes and normalised name,,49,0
27:517:04158:551632:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551632,Exact administrative codes and normalised name,,49,0
27:517:04158:551633:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551633,Exact administrative codes and normalised name,,49,0
27:517:04158:551634:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551634,Exact administrative codes and normalised name,,49,0
27:517:04158:551635:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551635,Exact administrative codes and normalised name,,49,0
27:517:04158:551636:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551636,Exact administrative codes and normalised name,,49,0
27:517:04158:551637:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551637,Exact administrative codes and normalised name,,49,0
27:517:04158:551638:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551638,Exact administrative codes and normalised name,,49,0
27:517:04158:551639:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551639,Exact administrative codes and normalised name,,49,0
27:517:04158:551640:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551640,Exact administrative codes and normalised name,,49,0
27:517:04158:551641:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551641,Exact administrative codes and normalised name,,49,0
27:517:04158:551642:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551642,Exact administrative codes and normalised name,,49,0
27:517:04158:551643:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551643,Exact administrative codes and normalised name,,49,0
27:517:04158:551644:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551644,Exact administrative codes and normalised name,,49,0
27:517:04158:551645:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551645,Exact administrative codes and normalised name,,49,0
27:517:04158:551646:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551646,Exact administrative codes and normalised name,,49,0
27:517:04158:551647:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551647,Exact administrative codes and normalised name,,49,0
27:517:04158:551648:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551648,Exact administrative codes and normalised name,,49,0
27:517:04158:551649:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551649,Exact administrative codes and normalised name,,49,0
27:517:04158:551650:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551650,Exact administrative codes and normalised name,,49,0
27:517:04158:551651:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551651,Exact administrative codes and normalised name,,49,0
27:517:04158:551652:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551652,Exact administrative codes and normalised name,,49,0
27:517:04158:551653:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551653,Exact administrative codes and normalised name,,49,0
27:517:04158:551654:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551654,Exact administrative codes and normalised name,,49,0
27:517:04158:551655:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551655,Exact administrative codes and normalised name,,49,0
27:517:04158:551656:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551656,Exact administrative codes and normalised name,,49,0
27:517:04158:551657:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551657,Exact administrative codes and normalised name,,49,0
27:517:04158:551658:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551658,Exact administrative codes and normalised name,,49,0
27:517:04158:551659:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551659,Exact administrative codes and normalised name,,49,0
27:517:04158:551660:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551660,Exact administrative codes and normalised name,,49,0
27:517:04158:551661:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551661,Exact administrative codes and normalised name,,49,0
27:517:04158:551662:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551662,Exact administrative codes and normalised name,,49,0
27:517:04158:551663:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551663,Exact administrative codes and normalised name,,49,0
27:517:04158:551664:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551664,Exact administrative codes and normalised name,,49,0
27:517:04158:551665:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551665,Exact administrative codes and normalised name,,49,0
27:517:04158:551666:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551666,Exact administrative codes and normalised name,,49,0
27:517:04158:551667:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551667,Exact administrative codes and normalised name,,49,0
27:517:04158:551668:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551668,Exact administrative codes and normalised name,,49,0
27:517:04158:551669:0000:000000,source_polygon,iitb_census_palghar,afb0ac6d3b9570f0cfec51b5ea0d329946ad7cacdf483058114745ecc2f20bb2,551669,Exact administrative codes and normalised name,,49,0
